reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
10678,123,SNS0123,Rain Gauge,2022-12-24 06:18:34,71.195,69.048,Normal,0.94,4.24,0.846,-1.1,Manual
10679,15,SNS0015,Rain Gauge,2020-10-12 04:31:20,51.366,48.984,Fault,0.873,4.1,0.511,14.1,Manual
10680,292,SNS0292,Piezometer,2021-12-06 06:24:33,61.331,58.929,Fault,0.972,3.55,1.824,12.1,WiFi
10681,169,SNS0169,Extensometer,2020-06-01 20:12:13,27.031,27.109,Normal,0.98,4.24,1.808,-26.2,Manual
10682,159,SNS0159,Inclinometer,2018-12-14 07:07:36,24.496,25.599,Fault,0.89,2.23,0.785,69.5,WiFi
10683,236,SNS0236,Tiltmeter,2022-03-03 20:57:47,20.97,20.684,Warning,0.871,2.8,1.482,32.5,WiFi
10684,286,SNS0286,Soil Moisture,2024-11-15 08:25:50,71.424,70.39,Normal,0.929,4.42,1.673,17.0,Satellite
10685,5,SNS0005,Extensometer,2020-06-15 18:27:34,82.512,84.52,Critical,0.861,4.89,1.758,37.5,LoRa
10686,25,SNS0025,Tiltmeter,2024-05-07 02:32:28,97.511,96.96,Fault,0.992,0.7,0.708,-22.4,WiFi
10687,188,SNS0188,Soil Moisture,2018-11-26 05:06:05,19.322,19.279,Critical,0.966,1.72,0.186,24.0,Manual
10688,271,SNS0271,Extensometer,2019-01-18 15:43:13,49.618,47.932,Warning,0.973,1.92,1.428,-37.3,4G
10689,262,SNS0262,Seismograph,2024-09-15 06:18:27,20.607,21.302,Normal,0.974,2.14,1.905,64.3,Manual
10690,291,SNS0291,Inclinometer,2020-02-26 17:44:01,29.465,28.338,Critical,0.967,0.7,0.191,-37.7,LoRa
10691,46,SNS0046,Rain Gauge,2020-07-01 00:43:18,2.186,2.247,Warning,0.904,2.69,1.343,22.7,LoRa
10692,189,SNS0189,GNSS,2024-05-21 07:24:36,55.496,53.085,Warning,0.979,3.22,1.652,14.2,Satellite
10693,63,SNS0063,Crack Gauge,2018-08-14 10:14:18,2.321,2.364,Critical,0.869,3.72,1.642,-1.7,Satellite
10694,114,SNS0114,Piezometer,2020-06-04 10:08:58,52.667,51.988,Critical,0.995,4.77,1.495,53.9,4G
10695,196,SNS0196,Inclinometer,2024-05-28 10:30:09,71.357,73.058,Fault,0.935,3.83,1.247,-17.0,LoRa
10696,76,SNS0076,Extensometer,2022-01-04 22:37:33,31.234,31.473,Critical,0.87,3.09,0.035,73.1,4G
10697,129,SNS0129,Accelerometer,2024-12-15 14:04:24,44.628,46.244,Normal,0.857,0.54,1.636,44.2,4G
10698,15,SNS0015,Rain Gauge,2023-03-31 21:43:41,88.927,90.731,Warning,0.894,3.5,0.761,70.4,4G
10699,4,SNS0004,Accelerometer,2022-07-18 17:56:18,93.735,97.045,Normal,0.816,0.47,0.2,15.0,Satellite
10700,300,SNS0300,Rain Gauge,2024-10-09 19:44:04,95.597,100.335,Warning,0.955,2.69,0.895,58.1,Satellite
10701,158,SNS0158,Inclinometer,2023-04-23 18:51:27,59.335,61.452,Critical,0.866,4.43,1.557,60.4,Manual
10702,38,SNS0038,Seismograph,2018-06-02 21:29:37,79.703,80.338,Fault,0.819,0.98,0.575,42.0,WiFi
10703,282,SNS0282,Extensometer,2020-10-23 11:21:51,26.172,25.916,Critical,0.887,2.27,1.578,-26.1,WiFi
10704,21,SNS0021,Tiltmeter,2019-12-03 01:01:54,29.688,30.487,Fault,0.931,3.99,0.641,42.9,Satellite
10705,264,SNS0264,Rain Gauge,2023-01-19 16:49:01,73.053,76.157,Critical,0.916,4.39,0.904,40.9,WiFi
10706,241,SNS0241,Inclinometer,2021-06-16 06:21:54,53.184,52.158,Warning,0.831,4.41,0.812,20.8,4G
10707,95,SNS0095,Tiltmeter,2021-07-06 20:50:34,46.434,47.979,Warning,0.804,2.39,0.671,10.3,WiFi
10708,193,SNS0193,Extensometer,2021-04-28 11:09:29,80.984,81.851,Normal,0.943,3.36,0.653,-5.9,4G
10709,297,SNS0297,Rain Gauge,2023-01-07 05:47:34,16.844,16.786,Fault,0.904,1.65,0.171,60.5,Satellite
10710,34,SNS0034,Accelerometer,2019-08-13 15:08:27,74.206,71.784,Fault,0.806,1.45,0.263,28.0,4G
10711,57,SNS0057,Inclinometer,2019-07-12 15:13:43,8.323,8.068,Normal,0.847,2.44,1.578,3.4,Satellite
10712,195,SNS0195,Piezometer,2023-01-18 08:58:54,2.663,2.769,Warning,0.932,2.54,1.257,-23.0,Manual
10713,125,SNS0125,Crack Gauge,2024-05-23 05:38:05,83.063,86.244,Critical,0.926,0.24,1.167,-27.0,WiFi
10714,52,SNS0052,Tiltmeter,2023-09-16 14:42:25,82.788,84.92,Fault,0.914,2.27,1.659,28.7,Manual
10715,91,SNS0091,Tiltmeter,2019-11-29 07:52:26,59.137,56.228,Critical,0.837,4.09,0.86,-5.0,Manual
10716,163,SNS0163,Tiltmeter,2018-05-08 07:45:46,98.013,102.352,Normal,0.849,3.59,0.413,28.5,Satellite
10717,217,SNS0217,GNSS,2020-03-29 17:40:32,68.151,66.281,Normal,0.917,2.35,0.645,-18.3,Manual
10718,213,SNS0213,Soil Moisture,2020-12-14 10:52:53,23.499,23.332,Warning,0.884,3.23,1.258,-19.3,Manual
10719,110,SNS0110,Crack Gauge,2021-07-29 16:20:06,37.212,37.937,Critical,0.902,2.11,1.476,-37.0,Satellite
10720,88,SNS0088,Extensometer,2019-06-27 14:19:08,98.948,97.593,Normal,0.916,1.97,0.401,44.7,4G
10721,31,SNS0031,Extensometer,2021-09-24 03:51:40,51.781,53.661,Warning,0.985,4.35,1.592,-35.9,4G
10722,15,SNS0015,Rain Gauge,2019-02-08 02:27:39,72.322,73.537,Fault,0.834,1.56,1.4,19.8,Satellite
10723,123,SNS0123,Rain Gauge,2024-01-27 08:15:06,18.014,18.595,Fault,0.909,1.41,0.46,57.5,Satellite
10724,158,SNS0158,Inclinometer,2020-02-18 12:57:00,61.591,60.063,Normal,0.91,3.21,1.556,-9.3,Satellite
10725,296,SNS0296,Accelerometer,2024-08-15 05:51:34,98.552,98.342,Normal,0.967,4.52,0.403,13.5,Satellite
10726,147,SNS0147,Rain Gauge,2024-10-02 21:57:52,47.606,49.955,Normal,0.87,2.44,0.25,-29.9,LoRa
10727,50,SNS0050,Accelerometer,2022-09-22 02:56:35,42.638,42.21,Fault,0.91,0.23,1.515,56.3,WiFi
10728,80,SNS0080,Crack Gauge,2021-09-18 19:33:56,90.098,91.358,Fault,0.809,0.93,1.505,0.3,Manual
10729,11,SNS0011,Seismograph,2019-04-10 14:16:36,10.16,10.665,Critical,0.904,0.96,1.933,-31.2,Satellite
10730,130,SNS0130,Accelerometer,2024-07-18 14:21:06,96.919,98.025,Normal,0.953,4.17,1.354,26.1,Manual
10731,147,SNS0147,Rain Gauge,2023-03-22 06:38:23,8.848,8.628,Fault,0.957,0.19,1.72,66.4,Manual
10732,34,SNS0034,Accelerometer,2019-12-07 19:27:59,6.456,6.568,Critical,0.812,2.2,0.379,-24.2,WiFi
10733,272,SNS0272,Crack Gauge,2020-07-30 16:49:19,3.468,3.361,Normal,0.973,1.57,1.627,-28.8,4G
10734,148,SNS0148,Accelerometer,2019-12-14 18:37:00,10.398,10.354,Normal,0.83,4.63,1.144,-3.3,4G
10735,32,SNS0032,Extensometer,2024-02-08 14:26:38,65.446,63.265,Fault,0.919,1.17,1.354,-25.0,WiFi
10736,246,SNS0246,Inclinometer,2024-08-09 10:09:09,23.491,24.006,Critical,0.804,4.6,0.576,10.3,WiFi
10737,232,SNS0232,Accelerometer,2019-05-29 06:57:25,36.302,34.561,Critical,0.916,0.16,0.987,72.6,Manual
10738,290,SNS0290,Extensometer,2019-01-06 18:50:20,55.317,55.129,Normal,0.867,3.47,1.308,-25.3,4G
10739,101,SNS0101,Tiltmeter,2023-09-09 21:36:54,78.363,79.672,Fault,0.849,0.92,0.462,77.1,4G
10740,191,SNS0191,Crack Gauge,2022-12-30 19:41:37,84.906,88.662,Critical,0.957,1.1,1.596,71.5,LoRa
10741,89,SNS0089,GNSS,2021-05-13 05:04:35,35.142,36.251,Normal,0.846,2.51,0.925,-32.9,4G
10742,230,SNS0230,Extensometer,2021-08-21 15:37:03,58.532,56.793,Fault,0.961,2.3,0.775,-28.2,Satellite
10743,208,SNS0208,Rain Gauge,2020-09-29 23:23:20,66.529,65.952,Critical,0.811,4.52,1.661,55.1,4G
10744,148,SNS0148,Accelerometer,2018-04-08 12:17:46,87.621,87.161,Normal,0.815,0.25,0.33,-24.0,WiFi
10745,24,SNS0024,Inclinometer,2021-04-14 10:06:14,61.682,59.109,Normal,0.913,2.71,1.352,58.4,Satellite
10746,234,SNS0234,GNSS,2021-03-14 11:40:09,56.148,55.859,Normal,0.803,2.46,0.243,4.8,4G
10747,9,SNS0009,Rain Gauge,2019-01-04 08:07:07,32.612,32.466,Warning,0.854,2.91,0.125,60.1,Satellite
10748,165,SNS0165,Extensometer,2020-06-08 10:55:01,24.97,24.572,Warning,0.951,3.23,0.642,55.4,LoRa
10749,76,SNS0076,Extensometer,2019-03-08 12:34:37,79.606,80.557,Critical,0.961,2.06,0.041,21.3,Satellite
10750,23,SNS0023,Rain Gauge,2022-11-22 19:31:38,30.096,29.689,Warning,0.857,0.8,0.648,49.3,WiFi
10751,106,SNS0106,Seismograph,2021-12-12 23:05:17,81.748,84.213,Fault,0.903,2.65,1.767,67.8,WiFi
10752,293,SNS0293,Tiltmeter,2023-09-11 16:07:00,22.348,22.471,Normal,0.988,0.11,0.786,47.5,LoRa
10753,299,SNS0299,Inclinometer,2024-07-19 03:56:17,76.363,77.71,Fault,0.901,0.96,0.389,-36.0,LoRa
10754,180,SNS0180,Inclinometer,2019-01-27 14:08:22,67.727,70.223,Warning,0.881,3.87,0.876,55.5,LoRa
10755,129,SNS0129,Accelerometer,2022-08-19 13:08:23,31.457,32.135,Normal,0.812,0.75,1.49,-11.9,Satellite
10756,14,SNS0014,Tiltmeter,2021-05-25 13:35:33,58.67,58.332,Critical,0.837,0.06,1.484,-1.2,LoRa
10757,51,SNS0051,Accelerometer,2019-08-14 02:11:25,41.785,42.976,Normal,0.92,4.12,0.342,48.5,Satellite
10758,143,SNS0143,Accelerometer,2023-03-17 16:44:54,43.704,45.634,Normal,0.88,4.23,0.707,12.5,WiFi
10759,98,SNS0098,Rain Gauge,2019-02-23 22:50:35,12.893,12.321,Fault,0.861,1.37,0.325,-34.9,Manual
10760,219,SNS0219,Piezometer,2019-09-02 10:13:48,39.919,39.462,Fault,0.805,4.46,0.518,-29.7,Satellite
10761,215,SNS0215,Piezometer,2019-07-06 11:49:07,51.021,48.597,Normal,0.939,0.71,1.211,74.2,Manual
10762,24,SNS0024,Inclinometer,2022-06-16 11:10:21,98.779,99.736,Critical,0.83,0.07,1.471,30.5,WiFi
10763,104,SNS0104,GNSS,2023-06-29 05:17:07,28.222,28.23,Warning,0.825,4.92,0.035,49.9,WiFi
10764,219,SNS0219,Piezometer,2020-01-09 03:58:44,12.832,12.897,Normal,0.849,1.91,1.527,-16.1,WiFi
10765,192,SNS0192,Accelerometer,2020-12-07 09:20:42,3.048,3.063,Normal,0.999,2.51,1.398,58.5,4G
10766,48,SNS0048,Extensometer,2020-07-01 00:39:37,52.075,53.451,Fault,0.98,1.85,0.223,28.6,Satellite
10767,253,SNS0253,Inclinometer,2023-12-16 04:34:57,97.488,101.812,Critical,0.832,4.37,0.375,50.2,4G
10768,85,SNS0085,GNSS,2023-01-07 03:30:50,74.869,73.977,Warning,0.971,2.0,1.386,56.4,WiFi
10769,33,SNS0033,Extensometer,2020-07-02 08:09:44,74.018,74.098,Normal,0.947,2.85,1.835,65.8,Satellite
10770,157,SNS0157,Accelerometer,2022-03-26 08:55:30,38.651,37.539,Normal,0.838,4.02,0.058,34.5,WiFi
10771,103,SNS0103,Crack Gauge,2020-08-22 01:51:14,18.471,19.16,Fault,0.983,3.05,1.49,27.4,WiFi
10772,97,SNS0097,Inclinometer,2022-07-12 18:46:51,32.405,33.169,Normal,0.906,4.51,0.238,44.9,Manual
10773,232,SNS0232,Accelerometer,2022-01-28 04:47:12,85.183,87.637,Fault,0.869,0.01,1.492,47.2,Satellite
10774,253,SNS0253,Inclinometer,2022-02-24 12:48:20,71.892,71.825,Normal,0.941,3.88,0.986,46.3,4G
10775,80,SNS0080,Crack Gauge,2020-09-02 10:27:22,55.016,53.653,Warning,0.894,1.43,1.3,-26.6,4G
10776,105,SNS0105,Crack Gauge,2024-10-21 08:56:03,61.625,61.848,Fault,0.991,0.09,1.073,6.0,4G
10777,103,SNS0103,Crack Gauge,2021-07-01 21:03:36,50.904,49.01,Fault,0.96,2.45,1.609,14.9,Manual
10778,88,SNS0088,Extensometer,2018-04-13 22:09:07,83.39,80.097,Normal,0.877,0.98,0.899,-14.0,LoRa
10779,269,SNS0269,Inclinometer,2022-03-07 10:55:03,51.712,52.687,Fault,0.834,0.32,0.953,18.8,Manual
10780,292,SNS0292,Piezometer,2021-10-19 16:32:50,11.616,11.43,Fault,0.949,1.9,0.974,-28.0,LoRa
10781,52,SNS0052,Tiltmeter,2024-11-17 20:13:54,38.132,39.317,Warning,0.827,1.19,1.7,11.7,Satellite
10782,59,SNS0059,Soil Moisture,2022-02-05 21:36:24,52.371,54.727,Normal,0.965,0.26,0.083,16.9,Satellite
10783,101,SNS0101,Tiltmeter,2024-06-12 08:20:15,74.532,73.267,Critical,0.986,1.87,0.675,5.0,Manual
10784,260,SNS0260,Piezometer,2020-08-14 05:45:10,4.94,5.107,Warning,0.985,0.36,1.048,-10.5,Satellite
10785,169,SNS0169,Extensometer,2023-02-10 10:55:40,82.612,81.689,Warning,0.967,1.91,0.123,7.5,LoRa
10786,36,SNS0036,GNSS,2018-07-24 09:30:50,74.477,71.089,Critical,0.987,3.6,0.14,77.8,4G
10787,72,SNS0072,Extensometer,2019-11-04 01:39:23,34.252,34.641,Critical,0.94,0.03,0.504,40.1,WiFi
10788,98,SNS0098,Rain Gauge,2024-06-12 11:54:56,69.825,72.224,Critical,0.902,2.88,1.696,6.9,WiFi
10789,285,SNS0285,Accelerometer,2022-11-22 11:11:20,87.062,87.459,Critical,0.995,0.87,0.726,-15.0,4G
10790,151,SNS0151,Piezometer,2018-06-16 17:18:17,77.185,78.128,Fault,0.893,0.42,0.769,44.4,Satellite
10791,256,SNS0256,Seismograph,2018-12-09 09:07:50,73.76,75.417,Critical,0.868,1.81,0.482,76.1,4G
10792,151,SNS0151,Piezometer,2019-07-11 05:13:10,71.178,68.652,Normal,0.98,4.42,1.519,51.8,Satellite
10793,68,SNS0068,Extensometer,2020-08-03 05:03:58,29.333,30.472,Normal,0.841,0.7,0.725,19.3,Satellite
10794,193,SNS0193,Extensometer,2021-11-18 13:52:10,66.593,64.84,Warning,0.896,4.87,1.915,35.7,4G
10795,103,SNS0103,Crack Gauge,2023-05-02 05:52:05,40.298,39.675,Warning,0.977,0.71,1.186,69.3,4G
10796,264,SNS0264,Rain Gauge,2021-10-31 06:13:12,76.639,75.602,Critical,0.835,4.14,1.894,-17.7,WiFi
10797,12,SNS0012,Rain Gauge,2018-05-25 23:04:49,84.62,84.877,Fault,0.805,1.02,0.758,8.6,Satellite
10798,214,SNS0214,Rain Gauge,2018-11-08 13:33:56,75.561,73.054,Critical,0.937,3.3,1.516,56.6,Manual
10799,50,SNS0050,Accelerometer,2020-07-10 09:39:58,18.543,18.536,Critical,0.982,1.99,1.25,46.2,Manual
10800,128,SNS0128,Accelerometer,2023-05-10 17:43:31,67.418,64.41,Warning,0.861,2.8,1.251,46.2,Manual
10801,92,SNS0092,Extensometer,2018-12-03 10:05:48,62.767,59.833,Fault,0.996,1.51,0.179,17.8,Satellite
10802,110,SNS0110,Crack Gauge,2023-10-02 01:43:22,33.541,33.964,Normal,0.899,2.84,0.853,76.3,LoRa
10803,111,SNS0111,Soil Moisture,2024-12-19 00:37:35,29.713,29.389,Normal,0.9,2.81,1.236,74.8,4G
10804,281,SNS0281,Accelerometer,2019-08-06 17:08:03,27.138,27.027,Warning,0.963,4.12,0.354,-36.6,LoRa
10805,32,SNS0032,Extensometer,2023-07-29 16:54:51,86.184,86.052,Fault,0.939,2.14,0.265,-17.3,4G
10806,174,SNS0174,Rain Gauge,2021-01-13 19:01:57,7.804,7.93,Normal,0.9,1.33,1.51,75.6,4G
10807,277,SNS0277,Tiltmeter,2023-08-11 05:38:52,58.97,57.615,Warning,0.81,4.69,1.561,30.7,Satellite
10808,203,SNS0203,Extensometer,2021-08-11 23:53:08,9.47,9.358,Warning,0.872,2.85,1.215,-34.6,4G
10809,282,SNS0282,Extensometer,2018-12-22 12:11:14,26.45,26.1,Normal,0.999,0.05,1.037,-23.1,LoRa
10810,170,SNS0170,Tiltmeter,2022-02-01 18:15:54,61.55,58.687,Fault,0.999,2.38,1.951,26.4,Satellite
10811,5,SNS0005,Extensometer,2021-10-09 21:17:47,76.393,76.551,Normal,0.97,2.26,1.228,-30.5,WiFi
10812,83,SNS0083,Tiltmeter,2021-01-30 00:37:06,87.076,85.501,Warning,0.982,2.97,1.273,27.0,4G
10813,78,SNS0078,GNSS,2018-09-18 16:04:57,50.498,48.872,Fault,0.819,1.29,1.497,43.5,Manual
10814,54,SNS0054,Rain Gauge,2018-07-19 03:18:20,98.865,97.779,Normal,0.871,3.9,0.823,51.3,WiFi
10815,52,SNS0052,Tiltmeter,2018-09-08 07:13:31,24.987,26.223,Critical,0.944,3.04,0.862,-24.7,4G
10816,11,SNS0011,Seismograph,2021-10-09 13:05:57,27.488,27.935,Fault,0.954,3.4,1.646,29.1,LoRa
10817,79,SNS0079,Crack Gauge,2024-03-20 13:44:03,86.831,89.414,Warning,0.907,2.4,1.233,61.4,Satellite
10818,239,SNS0239,Rain Gauge,2021-04-14 07:58:26,48.714,49.984,Warning,0.841,3.64,1.619,39.0,Satellite
10819,243,SNS0243,Soil Moisture,2018-09-03 22:46:26,49.9,48.75,Fault,0.854,1.13,1.832,71.1,Satellite
10820,27,SNS0027,Extensometer,2023-07-12 16:33:07,25.837,25.392,Fault,0.968,0.81,1.53,10.3,Satellite
10821,233,SNS0233,GNSS,2019-01-07 12:38:55,61.889,60.642,Fault,0.843,0.2,1.42,52.4,LoRa
10822,61,SNS0061,Crack Gauge,2020-12-19 23:39:29,96.67,98.838,Fault,0.925,2.9,1.36,50.3,WiFi
10823,21,SNS0021,Tiltmeter,2020-11-07 12:35:24,21.719,20.998,Fault,0.962,3.42,0.706,-6.6,WiFi
10824,110,SNS0110,Crack Gauge,2019-10-23 13:55:14,19.021,19.341,Normal,0.863,1.9,1.91,75.4,LoRa
10825,33,SNS0033,Extensometer,2022-12-07 10:22:06,11.288,11.056,Critical,0.893,3.97,0.412,58.7,Satellite
10826,259,SNS0259,Rain Gauge,2021-04-03 22:55:14,49.193,50.675,Critical,0.821,1.09,1.522,11.9,4G
10827,72,SNS0072,Extensometer,2018-04-04 12:46:39,89.014,88.983,Fault,0.891,1.57,0.79,46.3,LoRa
10828,119,SNS0119,Inclinometer,2021-05-18 12:33:51,32.15,33.193,Warning,0.808,2.03,0.773,24.1,LoRa
10829,177,SNS0177,Tiltmeter,2021-11-07 13:51:04,6.033,6.024,Normal,0.984,0.94,1.289,-31.3,4G
10830,102,SNS0102,Crack Gauge,2022-03-23 02:39:34,28.01,26.99,Warning,0.979,1.07,0.621,64.0,4G
10831,24,SNS0024,Inclinometer,2024-01-15 15:08:15,24.288,24.8,Critical,0.887,1.9,0.08,7.5,LoRa
10832,121,SNS0121,Extensometer,2024-11-25 09:50:31,15.893,16.613,Critical,0.958,2.69,1.909,-7.2,LoRa
10833,248,SNS0248,Extensometer,2021-01-28 12:38:50,37.811,37.313,Fault,0.95,2.34,0.897,77.4,LoRa
10834,235,SNS0235,Inclinometer,2020-01-26 12:48:09,48.559,46.719,Normal,0.887,1.75,0.015,41.5,WiFi
10835,78,SNS0078,GNSS,2019-06-09 19:10:49,3.14,3.218,Fault,0.896,1.66,1.362,-17.7,LoRa
10836,64,SNS0064,Seismograph,2021-01-15 11:07:40,81.757,79.46,Critical,0.83,4.44,1.449,39.5,LoRa
10837,286,SNS0286,Soil Moisture,2023-07-20 21:22:50,75.533,78.973,Normal,0.912,4.69,1.109,-18.2,Manual
10838,4,SNS0004,Accelerometer,2024-07-26 05:01:11,19.404,18.455,Fault,0.887,0.19,1.6,3.1,WiFi
10839,178,SNS0178,Rain Gauge,2019-04-02 01:01:40,12.971,12.598,Fault,0.947,3.9,1.391,7.7,Satellite
10840,279,SNS0279,Crack Gauge,2024-11-05 19:21:33,83.809,85.89,Fault,0.972,1.6,0.709,47.9,WiFi
10841,190,SNS0190,Accelerometer,2020-04-01 20:35:09,93.575,89.047,Fault,0.973,1.82,0.037,3.6,WiFi
10842,126,SNS0126,Soil Moisture,2023-03-05 02:49:28,97.215,95.361,Fault,0.903,1.16,0.529,42.4,4G
10843,50,SNS0050,Accelerometer,2021-03-04 12:56:07,55.951,53.851,Normal,0.932,4.81,0.822,-15.5,LoRa
10844,277,SNS0277,Tiltmeter,2019-01-06 04:42:44,22.323,21.67,Critical,0.909,2.59,0.37,57.8,4G
10845,255,SNS0255,Accelerometer,2023-03-02 05:47:38,56.47,57.401,Fault,0.986,2.89,1.054,72.5,WiFi
10846,22,SNS0022,Piezometer,2022-06-11 12:55:13,32.235,32.79,Fault,0.946,0.63,0.606,0.8,Satellite
10847,72,SNS0072,Extensometer,2019-03-14 08:58:54,95.839,98.655,Critical,0.91,4.97,1.248,63.3,WiFi
10848,221,SNS0221,Soil Moisture,2018-01-24 22:32:39,49.534,48.609,Fault,0.859,2.8,0.953,-15.4,LoRa
10849,102,SNS0102,Crack Gauge,2019-04-17 11:57:26,32.799,34.122,Fault,0.993,3.3,0.687,51.0,WiFi
10850,162,SNS0162,Piezometer,2020-02-19 00:52:03,95.086,90.981,Fault,0.937,2.47,0.281,-18.9,Manual
10851,157,SNS0157,Accelerometer,2018-08-11 17:35:05,31.489,30.206,Critical,0.851,2.58,1.274,33.1,4G
10852,234,SNS0234,GNSS,2024-07-26 13:12:07,9.811,9.615,Warning,0.805,1.37,0.255,53.4,Satellite
10853,17,SNS0017,Accelerometer,2021-08-01 10:59:25,81.814,77.777,Fault,0.943,1.42,0.951,0.6,4G
10854,248,SNS0248,Extensometer,2019-08-09 12:32:34,26.925,27.019,Fault,0.894,4.18,0.95,40.6,4G
10855,203,SNS0203,Extensometer,2020-09-25 14:44:02,2.022,2.083,Warning,0.938,0.34,0.415,51.7,LoRa
10856,155,SNS0155,Rain Gauge,2023-09-08 09:19:31,32.493,33.881,Warning,0.983,4.61,1.259,33.9,Satellite
10857,41,SNS0041,Crack Gauge,2020-06-05 21:22:36,38.386,39.37,Warning,0.893,1.73,1.579,-37.3,4G
10858,196,SNS0196,Inclinometer,2020-11-13 14:33:39,80.271,79.512,Critical,0.893,2.96,1.881,51.0,Manual
10859,153,SNS0153,Inclinometer,2020-10-02 19:26:51,30.927,31.525,Warning,0.97,3.52,1.119,3.7,Satellite
10860,262,SNS0262,Seismograph,2018-01-23 14:12:58,68.481,69.289,Critical,0.882,1.89,0.839,31.1,LoRa
10861,232,SNS0232,Accelerometer,2019-08-04 03:01:50,86.521,84.771,Normal,0.926,3.18,0.243,52.0,Manual
10862,116,SNS0116,Tiltmeter,2020-04-19 22:21:20,78.385,75.641,Normal,0.807,0.15,1.811,58.7,4G
10863,260,SNS0260,Piezometer,2024-09-25 20:48:42,68.487,68.401,Normal,0.999,0.6,1.361,35.1,LoRa
10864,171,SNS0171,Extensometer,2018-08-04 20:10:11,86.448,88.146,Normal,0.831,4.2,0.773,-12.5,WiFi
10865,187,SNS0187,Crack Gauge,2023-03-31 14:06:42,26.205,25.503,Warning,0.886,2.62,1.737,-20.6,WiFi
10866,100,SNS0100,Rain Gauge,2019-09-11 12:55:10,43.748,45.533,Critical,0.892,4.33,0.164,50.5,4G
10867,165,SNS0165,Extensometer,2023-03-18 13:47:56,14.1,14.445,Critical,0.975,0.05,1.995,19.4,Manual
10868,141,SNS0141,Crack Gauge,2024-02-19 22:26:26,4.176,4.275,Warning,0.917,2.69,0.101,39.9,Manual
10869,91,SNS0091,Tiltmeter,2023-01-21 01:23:50,84.486,84.665,Critical,0.952,0.84,1.284,43.0,Manual
10870,115,SNS0115,Extensometer,2020-07-14 16:45:05,11.42,11.305,Normal,0.999,3.06,0.676,-39.0,Satellite
10871,176,SNS0176,Extensometer,2020-12-05 10:54:08,78.723,78.593,Critical,0.819,3.3,0.992,18.7,Satellite
10872,96,SNS0096,GNSS,2024-06-08 06:31:59,88.934,87.455,Normal,0.812,0.45,1.082,38.1,Manual
10873,76,SNS0076,Extensometer,2024-01-15 21:02:03,22.429,21.533,Fault,0.904,2.78,1.272,63.5,Satellite
10874,121,SNS0121,Extensometer,2023-05-28 15:04:02,3.614,3.793,Fault,0.959,0.13,1.02,11.4,LoRa
10875,157,SNS0157,Accelerometer,2019-12-29 22:48:26,85.804,86.19,Warning,0.958,1.34,0.046,32.9,Satellite
10876,122,SNS0122,Tiltmeter,2024-05-10 07:53:08,42.652,41.613,Fault,0.895,2.37,1.277,40.9,LoRa
10877,165,SNS0165,Extensometer,2023-01-29 21:07:52,86.356,86.947,Normal,0.84,0.6,0.26,2.5,WiFi
10878,296,SNS0296,Accelerometer,2023-03-30 09:47:02,83.32,87.011,Fault,0.883,2.42,1.692,35.4,Satellite
10879,142,SNS0142,GNSS,2019-07-11 08:13:27,61.777,61.852,Normal,1.0,4.84,1.839,16.8,4G
10880,5,SNS0005,Extensometer,2023-03-12 12:01:01,16.585,17.377,Fault,0.86,2.76,1.024,26.0,4G
10881,144,SNS0144,Extensometer,2021-01-04 15:26:56,91.739,89.23,Fault,0.874,4.0,0.873,23.4,4G
10882,127,SNS0127,Inclinometer,2023-01-01 18:13:56,18.927,18.802,Critical,0.876,4.18,0.628,71.7,Satellite
10883,241,SNS0241,Inclinometer,2024-12-24 15:56:44,72.402,70.576,Fault,0.872,1.44,0.321,21.7,Manual
10884,81,SNS0081,Tiltmeter,2021-04-22 18:13:36,54.697,56.13,Normal,0.928,0.03,0.403,9.1,4G
10885,80,SNS0080,Crack Gauge,2021-09-22 22:40:52,89.624,91.42,Normal,0.861,1.85,0.274,58.0,4G
10886,248,SNS0248,Extensometer,2021-02-19 19:53:59,22.428,22.151,Warning,0.974,3.26,1.697,-28.7,Manual
10887,50,SNS0050,Accelerometer,2022-01-29 07:46:59,57.392,59.221,Warning,0.818,3.64,0.213,-20.9,4G
10888,45,SNS0045,GNSS,2024-04-01 02:56:53,73.42,71.353,Fault,0.894,3.06,0.591,-28.7,Manual
10889,51,SNS0051,Accelerometer,2022-06-11 09:02:56,38.185,37.821,Fault,0.947,0.73,0.41,-32.5,WiFi
10890,282,SNS0282,Extensometer,2023-03-12 02:02:24,47.247,48.383,Fault,0.871,3.77,1.51,16.7,Satellite
10891,65,SNS0065,Inclinometer,2018-12-28 06:32:34,36.498,37.59,Fault,0.931,2.94,1.696,28.3,Manual
10892,72,SNS0072,Extensometer,2019-07-14 18:33:56,33.331,33.71,Warning,0.964,4.99,1.641,-13.4,LoRa
10893,190,SNS0190,Accelerometer,2021-05-07 00:26:43,86.465,88.993,Fault,0.883,4.59,1.086,51.6,LoRa
10894,203,SNS0203,Extensometer,2019-02-05 08:23:28,23.444,23.458,Critical,0.911,3.67,1.92,56.2,Manual
10895,126,SNS0126,Soil Moisture,2022-01-16 07:05:23,1.932,1.846,Warning,0.921,0.24,1.724,6.5,Satellite
10896,3,SNS0003,Seismograph,2021-07-27 21:13:05,86.56,84.092,Warning,0.801,2.73,1.754,-10.0,4G
