report_id,state_id,district_id,event_id,report_datetime,reporter_id,reporter_type,lat,lon,observation_type,damage_severity,weather_at_site,rainfall_observed_mm,visibility_m,verification_status,ai_validation_score,photo_path
1110,5,41,,2019-10-19 02:29:51,FIELD_4983,Police,22.80751,94.20398,Flooding,Moderate,Rain,302.7,97.0,Under Review,0.54,photos/FR01110.jpg
1111,5,45,34,2022-11-05 17:20:18,FIELD_5173,GSI Geologist,28.67224,95.10024,Damage,Severe,Cloudy,929.2,186.2,Rejected,0.46,photos/FR01111.jpg
1112,3,27,704,2023-08-25 09:17:06,FIELD_9425,NDMA Officer,25.49736,90.81582,No Activity,Moderate,Rain,941.4,119.4,Verified,0.11,
1113,2,16,347,2022-05-27 04:18:57,FIELD_8104,NDMA Officer,23.29819,90.52579,Damage,Moderate,Heavy Rain,465.9,58.2,Under Review,0.08,
1114,6,53,,2023-10-20 18:04:02,FIELD_1325,Forest Guard,27.99032,91.11981,Damage,Moderate,Heavy Rain,469.6,25.4,Rejected,0.48,photos/FR01114.jpg
1115,6,49,384,2019-06-25 20:19:22,FIELD_2769,Forest Guard,29.71076,98.96995,Damage,Minor,Clear,663.0,77.6,Under Review,0.14,photos/FR01115.jpg
1116,3,29,875,2021-08-29 01:34:24,FIELD_3780,Citizen,25.72547,98.60024,Road Blocked,Severe,Clear,644.9,177.8,Archived,0.93,photos/FR01116.jpg
1117,2,21,959,2022-03-07 17:23:08,FIELD_5235,NDMA Officer,24.17072,99.48065,Damage,Severe,Cloudy,638.2,68.9,Submitted,0.45,
1118,6,52,,2018-12-15 13:49:45,FIELD_5832,Police,28.46286,99.54148,Road Blocked,Minor,Clear,226.7,174.6,Verified,0.85,photos/FR01118.jpg
1119,2,19,429,2022-12-13 19:30:42,FIELD_5821,NDMA Officer,24.41491,96.43615,Village Isolated,Moderate,Rain,933.7,150.5,Archived,0.35,
1120,5,44,224,2019-05-14 13:02:36,FIELD_9308,Citizen,29.30667,98.793,Road Blocked,Moderate,Clear,940.5,29.7,Archived,0.99,photos/FR01120.jpg
1121,2,14,881,2022-07-23 14:45:50,FIELD_6976,Citizen,22.51561,93.19189,Crack Observed,Severe,Heavy Rain,882.0,93.2,Verified,0.51,photos/FR01121.jpg
1122,3,26,674,2024-01-24 01:12:58,FIELD_5419,District Admin,23.87775,90.10606,No Activity,None,Cloudy,420.9,35.3,Under Review,0.1,photos/FR01122.jpg
1123,1,8,448,2023-06-02 20:16:57,FIELD_6611,Citizen,24.14805,98.52031,Damage,Minor,Rain,977.2,121.1,Rejected,0.81,photos/FR01123.jpg
1124,4,37,345,2023-03-01 14:58:17,FIELD_5319,Citizen,26.76863,94.77489,No Activity,Moderate,Clear,606.7,146.2,Verified,0.52,
1125,5,41,,2024-07-16 08:44:35,FIELD_5902,District Admin,22.8604,94.17033,Landslide Observed,Minor,Clear,263.3,182.1,Rejected,0.25,photos/FR01125.jpg
1126,7,56,,2019-04-02 19:30:51,FIELD_6100,District Admin,29.37213,97.75828,Crack Observed,Minor,Heavy Rain,261.7,61.8,Rejected,0.16,photos/FR01126.jpg
1127,3,32,477,2019-09-17 16:07:04,FIELD_7032,GSI Geologist,25.72259,96.00946,No Activity,None,Heavy Rain,933.9,160.0,Verified,0.05,photos/FR01127.jpg
1128,8,62,453,2020-09-22 16:05:16,FIELD_2260,Police,27.091,92.354,Flooding,Severe,Clear,395.2,131.1,Submitted,0.62,
1129,3,32,,2024-11-05 06:12:28,FIELD_7686,NDMA Officer,25.6075,95.67238,Village Isolated,Severe,Rain,118.3,148.1,Under Review,0.05,
1130,1,10,,2018-10-01 12:47:46,FIELD_4450,Citizen,23.77502,97.82866,Landslide Observed,Severe,Cloudy,585.1,71.2,Submitted,0.78,
1131,3,29,,2019-07-03 07:38:48,FIELD_1898,Police,26.09856,99.05431,Village Isolated,Minor,Rain,126.5,96.3,Verified,0.69,
1132,5,40,507,2020-06-29 04:33:30,FIELD_6133,Forest Guard,27.91396,97.80735,Crack Observed,Minor,Rain,136.4,76.4,Verified,0.21,photos/FR01132.jpg
1133,6,50,650,2024-03-18 23:16:09,FIELD_7789,GSI Geologist,23.95046,92.64367,Landslide Observed,Severe,Cloudy,712.9,112.3,Submitted,0.56,
1134,2,14,,2023-08-19 05:16:53,FIELD_5172,Police,22.58374,92.66122,Damage,Minor,Clear,201.3,127.8,Archived,0.24,photos/FR01134.jpg
1135,8,60,989,2023-04-27 14:37:15,FIELD_4185,District Admin,24.69589,95.87352,Village Isolated,Moderate,Clear,957.1,140.7,Under Review,0.11,photos/FR01135.jpg
1136,1,10,103,2018-10-13 21:40:14,FIELD_7273,Police,23.79783,97.65369,Landslide Observed,None,Cloudy,569.0,192.3,Submitted,0.53,
1137,5,41,117,2018-03-26 17:38:05,FIELD_9913,NDMA Officer,22.9975,94.44455,Road Blocked,Moderate,Cloudy,887.3,199.4,Under Review,0.91,photos/FR01137.jpg
1138,1,9,687,2020-09-10 05:16:05,FIELD_4928,GSI Geologist,27.76095,93.37234,No Activity,Minor,Rain,659.4,180.7,Archived,0.66,
1139,2,19,463,2020-02-13 15:47:04,FIELD_7424,District Admin,24.34018,96.37082,Village Isolated,Severe,Cloudy,231.5,140.5,Archived,0.14,
1140,3,31,638,2023-03-02 12:27:48,FIELD_1727,Citizen,27.70508,95.28227,Flooding,Severe,Cloudy,622.1,73.0,Under Review,0.14,photos/FR01140.jpg
1141,5,40,,2023-06-09 19:29:55,FIELD_2468,NDMA Officer,27.91099,97.73179,No Activity,None,Cloudy,220.2,183.9,Verified,0.44,photos/FR01141.jpg
1142,2,21,971,2018-06-13 00:12:56,FIELD_3916,Police,24.29241,99.39064,Village Isolated,None,Heavy Rain,521.1,115.0,Verified,0.24,photos/FR01142.jpg
1143,4,36,340,2018-01-06 00:26:21,FIELD_2833,Police,25.52075,90.35163,Flooding,Minor,Rain,302.7,61.6,Rejected,0.49,
1144,3,29,,2023-11-18 23:43:21,FIELD_8638,NDMA Officer,25.91376,99.02592,Road Blocked,Moderate,Cloudy,102.7,130.3,Under Review,0.33,photos/FR01144.jpg
1145,1,9,258,2022-07-04 11:07:53,FIELD_4950,Citizen,27.73403,93.47877,Landslide Observed,Severe,Cloudy,175.9,138.2,Submitted,0.72,
1146,3,32,,2019-04-12 14:17:51,FIELD_8436,District Admin,25.58466,95.56817,Crack Observed,Minor,Heavy Rain,326.7,71.4,Submitted,0.16,
1147,1,4,506,2023-07-29 17:41:39,FIELD_4466,District Admin,26.88148,90.27361,Flooding,Severe,Cloudy,158.4,20.7,Under Review,0.43,photos/FR01147.jpg
1148,5,40,121,2021-07-22 08:22:39,FIELD_3627,NDMA Officer,28.25066,97.67946,Damage,Moderate,Cloudy,302.9,115.4,Rejected,0.56,photos/FR01148.jpg
1149,8,61,408,2018-07-18 15:05:44,FIELD_3803,Citizen,26.96954,90.01056,Flooding,Minor,Clear,583.5,146.8,Rejected,0.87,
1150,2,20,941,2019-09-01 20:35:31,FIELD_8403,Citizen,23.12602,93.5161,Flooding,Moderate,Rain,961.3,187.0,Archived,0.35,photos/FR01150.jpg
1151,2,20,448,2023-08-26 01:56:49,FIELD_6296,Police,23.25182,93.46756,No Activity,None,Clear,321.6,112.1,Rejected,0.94,
1152,3,30,793,2020-11-13 08:43:51,FIELD_2091,NDMA Officer,25.71944,92.90283,Village Isolated,Severe,Rain,616.2,174.7,Rejected,0.41,photos/FR01152.jpg
1153,2,20,435,2022-04-01 22:50:56,FIELD_6850,NDMA Officer,23.1586,93.82716,Damage,Severe,Rain,688.6,81.4,Submitted,0.69,photos/FR01153.jpg
1154,2,15,801,2021-02-27 12:41:18,FIELD_1518,Police,27.13954,98.42722,Village Isolated,Severe,Heavy Rain,142.2,92.9,Submitted,0.86,photos/FR01154.jpg
1155,1,11,,2019-06-28 00:38:10,FIELD_2800,District Admin,22.81073,90.77551,Damage,Moderate,Clear,174.6,163.4,Rejected,0.27,photos/FR01155.jpg
1156,7,57,920,2024-02-12 16:01:15,FIELD_2571,GSI Geologist,23.60477,92.96329,Crack Observed,None,Rain,590.1,94.3,Submitted,0.32,
1157,5,44,337,2022-10-07 19:24:32,FIELD_4938,Police,29.16648,98.85748,Crack Observed,Minor,Cloudy,897.6,198.0,Verified,0.33,photos/FR01157.jpg
1158,2,19,643,2024-05-26 09:14:30,FIELD_2090,Forest Guard,24.42539,96.46631,Crack Observed,Minor,Cloudy,944.0,184.4,Archived,0.71,
1159,4,36,668,2018-01-22 19:01:21,FIELD_1723,NDMA Officer,25.48503,90.3828,Crack Observed,Severe,Heavy Rain,667.4,150.8,Under Review,0.25,
1160,1,6,,2021-08-09 04:11:15,FIELD_1417,Citizen,26.55434,97.00349,Crack Observed,Severe,Clear,314.5,0.6,Rejected,0.61,
1161,7,55,,2020-04-16 08:19:35,FIELD_2009,NDMA Officer,29.07214,94.47132,Damage,Minor,Heavy Rain,367.0,104.0,Rejected,0.91,photos/FR01161.jpg
1162,3,23,280,2020-07-20 02:19:58,FIELD_3669,NDMA Officer,27.63382,91.34389,Flooding,Minor,Clear,876.4,37.4,Under Review,0.32,photos/FR01162.jpg
1163,6,54,454,2024-01-03 18:01:55,FIELD_7115,GSI Geologist,29.37924,91.54867,Landslide Observed,Minor,Clear,606.2,114.8,Under Review,0.37,photos/FR01163.jpg
1164,3,30,857,2022-12-05 16:49:23,FIELD_7210,Police,25.88372,92.84584,Landslide Observed,None,Clear,908.2,84.8,Rejected,0.11,photos/FR01164.jpg
1165,6,53,,2022-09-26 07:19:50,FIELD_4358,Forest Guard,28.31699,91.14143,Damage,Minor,Rain,588.0,72.9,Verified,0.48,photos/FR01165.jpg
1166,5,45,635,2021-07-16 00:36:22,FIELD_2809,GSI Geologist,28.94132,95.30832,No Activity,Minor,Clear,435.0,4.2,Archived,0.65,photos/FR01166.jpg
1167,1,8,,2024-12-04 19:18:51,FIELD_2260,Police,24.02733,98.52819,Road Blocked,Severe,Rain,365.4,117.3,Under Review,0.58,
1168,6,50,721,2019-08-28 19:50:44,FIELD_6670,Police,23.77215,92.26551,Flooding,None,Cloudy,204.5,71.7,Archived,0.69,
1169,5,45,,2024-01-05 17:55:46,FIELD_9662,Forest Guard,28.87283,95.21788,Damage,Severe,Clear,561.2,17.7,Submitted,0.12,
1170,6,51,334,2019-10-10 16:07:45,FIELD_4310,NDMA Officer,29.80205,91.11824,Village Isolated,Moderate,Cloudy,275.5,125.9,Under Review,0.01,photos/FR01170.jpg
1171,6,49,149,2023-02-13 09:27:54,FIELD_7819,District Admin,29.4266,98.7783,Road Blocked,None,Clear,841.7,144.9,Verified,0.68,
1172,6,48,,2018-06-18 07:48:29,FIELD_6001,GSI Geologist,26.79609,94.67113,Crack Observed,Minor,Cloudy,861.5,22.4,Under Review,0.51,photos/FR01172.jpg
1173,4,36,,2022-01-18 07:02:05,FIELD_2825,NDMA Officer,25.60572,90.68698,Damage,Minor,Cloudy,668.6,68.1,Archived,0.59,
1174,6,51,191,2020-05-04 08:59:50,FIELD_2597,Forest Guard,29.58233,90.65494,Landslide Observed,Severe,Cloudy,851.8,157.1,Verified,0.49,photos/FR01174.jpg
1175,2,14,,2018-07-04 04:08:59,FIELD_6593,Police,22.4649,93.16563,Flooding,None,Cloudy,332.1,161.4,Submitted,0.5,
1176,8,59,118,2024-06-19 10:04:39,FIELD_3658,NDMA Officer,25.45149,92.4796,Landslide Observed,Minor,Cloudy,613.2,185.5,Under Review,0.62,photos/FR01176.jpg
1177,2,19,84,2018-01-28 00:05:24,FIELD_1877,Forest Guard,23.97925,96.62864,Road Blocked,Severe,Cloudy,945.0,164.7,Rejected,0.01,photos/FR01177.jpg
1178,5,43,292,2023-09-06 20:09:11,FIELD_4491,Forest Guard,29.90652,97.70128,Road Blocked,Moderate,Clear,756.4,49.0,Rejected,0.04,photos/FR01178.jpg
1179,1,7,,2022-08-11 05:11:19,FIELD_6344,NDMA Officer,26.21327,92.26785,Crack Observed,Moderate,Clear,841.9,105.3,Archived,0.94,photos/FR01179.jpg
1180,2,17,685,2024-04-03 10:55:48,FIELD_8195,District Admin,24.07007,92.94427,Village Isolated,Minor,Heavy Rain,842.6,131.7,Submitted,0.29,
1181,6,54,129,2021-01-25 17:14:26,FIELD_7748,District Admin,29.68213,91.61996,Crack Observed,Minor,Clear,941.3,162.7,Rejected,0.1,
1182,2,17,711,2022-05-25 16:15:20,FIELD_2117,GSI Geologist,24.00378,92.88489,Flooding,Minor,Cloudy,317.1,140.7,Archived,0.76,photos/FR01182.jpg
1183,6,52,389,2022-10-07 15:56:34,FIELD_4757,NDMA Officer,28.419,99.4901,Village Isolated,Moderate,Clear,475.7,111.6,Verified,0.08,photos/FR01183.jpg
1184,1,7,,2022-04-01 02:46:13,FIELD_6574,GSI Geologist,26.32162,92.27002,Crack Observed,Moderate,Cloudy,487.7,96.7,Verified,0.75,photos/FR01184.jpg
1185,6,48,,2019-05-23 03:16:03,FIELD_5217,NDMA Officer,26.70883,95.08761,Road Blocked,Minor,Clear,716.6,170.4,Verified,0.28,
1186,2,19,185,2021-11-15 14:26:56,FIELD_3395,NDMA Officer,24.06155,96.57577,No Activity,Minor,Clear,599.2,69.1,Under Review,0.05,photos/FR01186.jpg
1187,7,55,166,2023-02-20 23:16:49,FIELD_9020,Forest Guard,28.82034,94.48162,Road Blocked,Moderate,Rain,159.3,198.4,Archived,0.34,photos/FR01187.jpg
1188,8,62,375,2024-09-05 23:45:20,FIELD_3936,Forest Guard,26.96263,92.54671,Road Blocked,Moderate,Clear,527.4,56.2,Rejected,0.88,photos/FR01188.jpg
1189,4,36,784,2022-12-03 02:23:20,FIELD_9452,Police,25.38174,90.7588,Flooding,Severe,Clear,911.9,159.8,Archived,0.62,
1190,1,8,911,2019-02-24 03:06:08,FIELD_1033,Forest Guard,24.35197,98.53409,Village Isolated,Moderate,Cloudy,658.0,117.6,Rejected,0.34,photos/FR01190.jpg
1191,2,13,,2018-11-03 22:23:36,FIELD_8287,District Admin,26.3281,99.70345,Flooding,Severe,Rain,50.5,185.1,Archived,0.67,
1192,2,19,,2024-07-27 00:03:56,FIELD_1523,NDMA Officer,24.38891,96.55357,Crack Observed,Severe,Heavy Rain,225.0,75.2,Verified,0.13,photos/FR01192.jpg
1193,1,1,672,2019-06-15 08:50:16,FIELD_6009,GSI Geologist,27.29321,90.24887,No Activity,Moderate,Clear,922.8,23.8,Verified,0.08,photos/FR01193.jpg
1194,3,24,831,2023-02-08 13:16:05,FIELD_2279,NDMA Officer,24.18341,99.30673,Road Blocked,Minor,Clear,568.9,100.6,Verified,0.47,
1195,2,18,,2018-04-26 22:32:59,FIELD_8219,Forest Guard,28.91659,98.47069,Crack Observed,Severe,Rain,143.3,181.2,Verified,0.09,photos/FR01195.jpg
1196,4,37,519,2021-06-14 10:26:09,FIELD_6870,NDMA Officer,26.81286,94.44454,Landslide Observed,Severe,Clear,372.4,59.4,Submitted,0.75,photos/FR01196.jpg
1197,3,25,,2018-10-30 07:31:43,FIELD_7372,District Admin,26.55482,96.62197,Village Isolated,None,Rain,92.1,196.6,Submitted,0.22,photos/FR01197.jpg
1198,6,49,483,2024-08-16 10:08:39,FIELD_8778,Police,29.64936,98.63069,Road Blocked,Minor,Heavy Rain,971.5,163.4,Submitted,0.75,photos/FR01198.jpg
1199,6,52,515,2018-05-28 10:43:40,FIELD_3889,NDMA Officer,28.27292,99.71284,Road Blocked,Severe,Cloudy,192.0,38.7,Under Review,0.97,
1200,1,8,,2018-04-08 04:49:51,FIELD_4368,Police,24.28295,98.70578,Landslide Observed,Severe,Cloudy,380.6,46.5,Submitted,0.36,
1201,3,30,571,2020-12-24 18:10:17,FIELD_3622,District Admin,25.80442,92.45345,Crack Observed,Moderate,Rain,281.4,178.0,Under Review,0.34,photos/FR01201.jpg
1202,5,46,507,2021-09-05 17:18:05,FIELD_2511,GSI Geologist,23.14834,97.81215,Village Isolated,Minor,Clear,206.3,67.7,Rejected,1.0,photos/FR01202.jpg
1203,7,57,,2019-05-10 15:20:54,FIELD_5188,Forest Guard,23.80901,92.93961,No Activity,None,Heavy Rain,745.4,25.1,Under Review,0.91,photos/FR01203.jpg
1204,1,5,660,2024-11-05 06:15:30,FIELD_6827,GSI Geologist,23.71323,94.76072,Road Blocked,Moderate,Rain,724.1,34.1,Submitted,0.36,photos/FR01204.jpg
1205,2,17,151,2022-07-13 02:42:07,FIELD_1861,Forest Guard,23.74293,92.95647,Village Isolated,Moderate,Heavy Rain,83.1,168.4,Under Review,0.04,photos/FR01205.jpg
1206,2,19,823,2019-11-22 02:04:09,FIELD_2132,NDMA Officer,24.23075,96.34829,No Activity,Severe,Clear,348.0,169.2,Verified,0.89,photos/FR01206.jpg
1207,3,24,,2023-06-09 20:50:50,FIELD_6209,GSI Geologist,23.91475,99.41724,Damage,Moderate,Rain,4.8,69.5,Rejected,0.21,photos/FR01207.jpg
1208,5,40,63,2022-08-30 18:15:33,FIELD_1438,Citizen,28.12925,97.63554,Damage,Moderate,Rain,527.3,149.7,Rejected,0.99,photos/FR01208.jpg
1209,8,61,,2022-10-12 13:32:51,FIELD_8345,GSI Geologist,26.56402,89.92965,Damage,None,Heavy Rain,259.9,69.9,Rejected,0.92,photos/FR01209.jpg
1210,5,42,749,2021-04-09 21:16:28,FIELD_9686,District Admin,22.18719,97.10284,Damage,None,Rain,403.6,51.2,Under Review,0.89,photos/FR01210.jpg
1211,1,4,912,2023-06-15 03:05:58,FIELD_8063,Forest Guard,26.97702,90.3313,Road Blocked,Minor,Cloudy,56.7,102.3,Rejected,0.53,photos/FR01211.jpg
1212,3,26,535,2023-01-24 17:15:09,FIELD_5285,GSI Geologist,23.9372,90.57588,Landslide Observed,Severe,Cloudy,679.3,171.3,Rejected,0.41,
1213,5,46,632,2019-06-16 12:32:13,FIELD_4544,Forest Guard,23.27875,97.6036,Landslide Observed,Severe,Clear,723.9,145.6,Archived,0.96,
1214,5,40,196,2022-10-05 06:46:43,FIELD_8960,GSI Geologist,27.8979,97.86696,No Activity,Severe,Rain,203.9,36.2,Archived,0.72,
1215,2,15,21,2021-06-19 14:13:54,FIELD_5482,NDMA Officer,26.68726,98.50416,Crack Observed,None,Cloudy,710.0,166.3,Rejected,0.07,
1216,3,28,544,2024-08-22 09:36:41,FIELD_4639,District Admin,29.28268,93.07936,Flooding,Minor,Clear,70.8,18.3,Submitted,0.83,photos/FR01216.jpg
1217,6,49,,2021-11-29 20:59:48,FIELD_2660,Citizen,29.55694,98.50397,Village Isolated,None,Heavy Rain,591.1,110.4,Under Review,0.8,
1218,2,14,109,2024-10-04 21:44:37,FIELD_3346,Forest Guard,22.91522,93.11298,Village Isolated,Moderate,Heavy Rain,309.5,185.3,Submitted,0.04,photos/FR01218.jpg
1219,5,41,668,2018-06-10 02:51:35,FIELD_1026,Citizen,23.08134,94.33009,Flooding,None,Clear,63.0,43.1,Rejected,0.63,photos/FR01219.jpg
1220,3,26,888,2018-10-19 06:36:04,FIELD_1052,Citizen,23.57521,90.02621,Village Isolated,Moderate,Heavy Rain,41.0,99.9,Submitted,0.1,photos/FR01220.jpg
1221,6,49,,2021-05-14 14:25:38,FIELD_4574,Citizen,29.56774,98.58876,Landslide Observed,Minor,Clear,844.9,7.2,Submitted,0.76,photos/FR01221.jpg
1222,8,59,,2020-04-14 12:55:56,FIELD_2833,NDMA Officer,25.53918,92.29666,Damage,None,Heavy Rain,436.4,103.6,Under Review,0.84,
1223,1,8,,2024-10-31 16:56:53,FIELD_7972,District Admin,24.10845,98.44194,Damage,Moderate,Cloudy,743.7,72.6,Archived,0.38,photos/FR01223.jpg
1224,8,59,605,2021-04-14 17:07:07,FIELD_2991,Forest Guard,25.87404,92.48322,No Activity,Moderate,Clear,62.9,174.9,Submitted,0.87,
1225,2,21,,2021-04-28 03:56:00,FIELD_6179,GSI Geologist,24.01665,99.55521,Landslide Observed,Moderate,Rain,923.6,31.3,Submitted,0.84,photos/FR01225.jpg
1226,6,51,,2023-06-01 13:54:39,FIELD_9599,NDMA Officer,29.47096,91.0362,Village Isolated,None,Rain,617.7,194.2,Submitted,0.98,
1227,1,10,667,2020-02-01 12:34:10,FIELD_7140,District Admin,23.88291,97.58626,Road Blocked,Severe,Heavy Rain,629.4,57.5,Under Review,0.5,
1228,5,44,158,2018-10-07 22:10:33,FIELD_4380,Citizen,29.00243,98.41518,Damage,Moderate,Clear,235.1,155.6,Under Review,0.45,photos/FR01228.jpg
1229,6,51,287,2019-07-07 16:11:43,FIELD_9360,Police,29.45993,91.08715,No Activity,Severe,Heavy Rain,912.0,123.0,Submitted,0.92,photos/FR01229.jpg
1230,5,40,33,2021-07-20 20:58:43,FIELD_7412,Forest Guard,28.12578,97.9347,Damage,None,Cloudy,567.7,6.3,Verified,0.95,photos/FR01230.jpg
1231,7,55,667,2018-08-06 16:48:40,FIELD_1680,GSI Geologist,28.86663,94.29737,Damage,None,Clear,984.0,59.6,Archived,0.33,
1232,6,54,654,2020-08-04 14:53:18,FIELD_7668,GSI Geologist,29.57608,91.51011,No Activity,None,Clear,245.1,163.0,Under Review,0.11,
1233,1,11,765,2019-06-27 04:38:26,FIELD_9538,Forest Guard,22.79121,91.04857,Damage,Moderate,Cloudy,937.3,155.4,Under Review,0.77,photos/FR01233.jpg
1234,2,21,,2019-02-02 23:04:49,FIELD_9185,GSI Geologist,24.27598,99.44544,Damage,Minor,Heavy Rain,688.6,68.6,Rejected,0.65,
1235,6,47,,2020-07-21 20:22:34,FIELD_4828,Forest Guard,29.34475,99.31022,No Activity,Minor,Rain,359.1,183.1,Archived,0.99,
1236,2,14,,2020-10-31 06:52:38,FIELD_5009,District Admin,22.4797,93.10548,Village Isolated,None,Heavy Rain,514.7,32.4,Verified,0.77,photos/FR01236.jpg
1237,8,62,426,2023-09-16 05:48:48,FIELD_7038,GSI Geologist,27.23838,92.45162,Crack Observed,Moderate,Clear,973.2,195.6,Archived,0.55,
1238,2,15,478,2023-03-15 19:59:58,FIELD_2277,GSI Geologist,27.0315,98.36104,Flooding,None,Heavy Rain,970.8,19.9,Rejected,0.88,
1239,1,6,791,2019-04-23 17:23:45,FIELD_4471,NDMA Officer,26.507,97.24222,Village Isolated,Moderate,Rain,160.5,14.7,Rejected,0.55,photos/FR01239.jpg
1240,8,59,40,2019-09-20 13:40:06,FIELD_8348,Police,25.65801,92.21762,Village Isolated,Severe,Rain,887.0,164.1,Archived,0.75,photos/FR01240.jpg
1241,1,8,380,2023-02-19 07:36:46,FIELD_2515,NDMA Officer,23.96411,98.78632,Landslide Observed,Minor,Rain,221.0,7.1,Under Review,0.49,
1242,1,1,344,2021-10-19 03:07:53,FIELD_7767,Police,27.05359,90.12356,Road Blocked,Severe,Cloudy,382.6,39.5,Verified,0.87,photos/FR01242.jpg
1243,3,27,712,2020-02-05 19:10:50,FIELD_2296,Police,25.29411,90.41453,Landslide Observed,None,Rain,228.7,119.3,Under Review,0.99,
1244,2,18,988,2020-06-25 17:04:38,FIELD_3195,Citizen,28.65407,98.79752,Road Blocked,Severe,Heavy Rain,670.3,160.2,Under Review,0.89,
1245,2,13,207,2024-05-06 16:20:40,FIELD_2036,Forest Guard,26.49004,99.86789,No Activity,Minor,Cloudy,690.5,145.3,Rejected,0.91,photos/FR01245.jpg
1246,3,23,673,2024-09-21 23:26:19,FIELD_5797,Forest Guard,27.81774,91.48168,Village Isolated,Moderate,Heavy Rain,801.1,32.4,Rejected,0.33,photos/FR01246.jpg
1247,8,59,966,2024-10-14 02:08:43,FIELD_5714,GSI Geologist,25.66566,92.2862,Village Isolated,Minor,Clear,728.1,187.6,Verified,0.12,
1248,2,20,626,2022-01-10 06:04:03,FIELD_8299,Citizen,23.24087,93.31841,Village Isolated,Minor,Rain,208.7,147.8,Submitted,0.72,photos/FR01248.jpg
1249,5,40,394,2021-09-01 10:22:13,FIELD_3895,District Admin,28.26711,97.97188,Road Blocked,Minor,Cloudy,926.4,146.2,Submitted,0.03,photos/FR01249.jpg
1250,7,58,,2019-08-30 20:57:19,FIELD_6483,Police,27.10685,94.29175,Road Blocked,Minor,Heavy Rain,693.2,90.9,Under Review,0.67,
1251,1,12,162,2022-03-01 19:30:21,FIELD_1523,NDMA Officer,26.71667,98.0898,Road Blocked,Severe,Clear,62.5,70.2,Under Review,0.24,
1252,4,36,,2022-10-16 12:37:53,FIELD_3889,NDMA Officer,25.16254,90.51169,Village Isolated,Severe,Rain,428.7,61.8,Verified,0.55,photos/FR01252.jpg
1253,3,31,,2023-10-27 09:50:42,FIELD_4534,GSI Geologist,28.21899,95.22839,Flooding,Severe,Clear,914.0,156.7,Rejected,0.54,photos/FR01253.jpg
1254,1,12,163,2023-03-14 00:54:21,FIELD_7955,GSI Geologist,26.96275,98.06165,Road Blocked,Moderate,Clear,430.5,153.4,Submitted,0.64,photos/FR01254.jpg
1255,8,60,677,2022-01-17 18:39:30,FIELD_5804,District Admin,24.72482,96.01651,Flooding,None,Heavy Rain,330.5,62.9,Under Review,0.66,photos/FR01255.jpg
1256,1,4,451,2021-01-03 23:02:34,FIELD_1591,Forest Guard,26.94069,90.46698,No Activity,Severe,Cloudy,996.8,109.3,Under Review,0.52,photos/FR01256.jpg
1257,2,18,,2020-01-06 00:10:24,FIELD_4366,NDMA Officer,28.79472,98.85777,Damage,Severe,Clear,319.8,151.4,Archived,0.32,photos/FR01257.jpg
1258,1,11,864,2021-05-06 13:38:54,FIELD_1160,Police,22.51711,90.97794,Road Blocked,None,Cloudy,169.8,136.9,Submitted,0.55,photos/FR01258.jpg
1259,1,10,92,2018-10-17 18:57:36,FIELD_4264,Police,23.67902,97.54736,Landslide Observed,None,Cloudy,799.5,103.1,Under Review,0.08,photos/FR01259.jpg
1260,4,33,,2019-09-10 17:27:54,FIELD_1485,NDMA Officer,23.64739,99.83797,No Activity,Minor,Rain,814.9,152.7,Under Review,0.74,photos/FR01260.jpg
1261,2,19,,2024-12-28 08:02:10,FIELD_6674,NDMA Officer,24.45698,96.59602,Crack Observed,Moderate,Clear,401.4,40.1,Verified,0.89,
1262,6,51,249,2020-10-30 02:21:22,FIELD_8483,Police,29.69907,90.67461,Village Isolated,None,Heavy Rain,403.9,11.2,Submitted,0.19,photos/FR01262.jpg
1263,2,22,,2021-08-18 21:17:56,FIELD_1730,Forest Guard,22.70264,96.27888,Crack Observed,Minor,Clear,515.6,72.2,Verified,0.43,photos/FR01263.jpg
1264,3,27,420,2024-04-03 08:06:53,FIELD_4427,District Admin,25.13277,90.87761,No Activity,Minor,Heavy Rain,271.1,21.5,Rejected,0.06,photos/FR01264.jpg
1265,1,1,858,2022-06-05 18:48:31,FIELD_5645,Citizen,26.9714,90.29138,Damage,Moderate,Rain,583.1,154.4,Submitted,0.01,photos/FR01265.jpg
1266,4,36,160,2018-11-25 07:41:39,FIELD_7348,Police,25.08194,90.64349,Road Blocked,Severe,Cloudy,710.9,116.3,Verified,0.48,photos/FR01266.jpg
1267,4,33,827,2018-11-25 15:52:54,FIELD_9753,Forest Guard,23.58683,100.18001,Crack Observed,Moderate,Clear,413.3,0.5,Archived,0.96,photos/FR01267.jpg
1268,3,24,763,2022-06-04 08:18:47,FIELD_8062,Police,23.86438,99.26075,No Activity,Minor,Cloudy,126.1,26.2,Archived,0.78,
1269,5,44,231,2024-10-09 01:44:58,FIELD_7614,Forest Guard,29.10183,98.46961,Village Isolated,Severe,Heavy Rain,948.1,40.2,Verified,0.08,photos/FR01269.jpg
1270,6,52,297,2020-10-10 07:57:24,FIELD_3254,Police,28.56981,99.54923,Damage,None,Heavy Rain,800.1,156.7,Rejected,0.34,
1271,3,32,379,2019-02-01 06:02:55,FIELD_6250,Forest Guard,25.16507,96.05212,Damage,None,Rain,110.3,42.9,Submitted,0.46,photos/FR01271.jpg
