record_id,district_id,state_id,datetime,temperature_c,relative_humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,visibility_m,cloud_cover_oktas,dewpoint_c,weather_condition,station_elevation_m
2767,57,7,2021-07-08 01:06:53,14.1,88,966.8,32.1,210,7747,1,11.2,Heavy Rain,1097.0
2768,19,2,2023-09-27 05:49:40,10.2,79,992.9,18.4,98,6751,0,14.3,Clear,3319.0
2769,18,2,2019-04-10 19:32:32,17.7,53,982.3,7.5,127,1643,7,13.2,Cloudy,3578.0
2770,19,2,2024-06-26 08:42:06,25.9,52,943.3,62.3,69,2569,7,7.6,Heavy Rain,2271.0
2771,13,2,2019-09-04 23:07:49,33.1,72,949.2,21.2,321,5288,5,9.0,Thunderstorm,3274.0
2772,7,1,2022-04-09 03:57:55,20.2,97,991.1,70.5,155,8105,8,8.5,Clear,3767.0
2773,57,7,2019-10-26 12:40:09,12.6,59,919.7,26.3,193,649,3,5.9,Fog,1260.0
2774,32,3,2022-03-12 14:05:25,31.6,62,927.7,7.7,153,132,6,14.4,Clear,4311.0
2775,59,8,2021-04-19 09:22:22,16.5,73,975.3,55.4,297,7099,6,14.8,Clear,2299.0
2776,61,8,2019-08-15 12:03:38,5.5,40,920.7,54.8,26,8746,4,-3.5,Heavy Rain,1511.0
2777,5,1,2023-04-06 08:41:33,7.4,72,975.5,54.4,76,4641,8,-1.1,Fog,2388.0
2778,4,1,2022-01-31 17:34:10,17.6,73,1007.3,21.8,55,8496,4,4.8,Cloudy,1424.0
2779,23,3,2023-11-03 01:44:48,21.0,77,946.7,30.9,305,2124,3,5.8,Heavy Rain,2590.0
2780,23,3,2021-05-25 02:34:44,20.7,62,931.6,50.1,177,6290,8,-4.1,Cloudy,3820.0
2781,39,4,2023-01-23 07:33:05,16.2,77,999.5,65.5,245,2556,0,0.1,Fog,1465.0
2782,45,5,2018-11-14 02:01:34,33.7,92,901.2,56.0,312,272,4,14.3,Fog,1481.0
2783,10,1,2022-06-15 22:25:13,33.4,73,903.2,24.3,173,8158,1,10.3,Heavy Rain,952.0
2784,9,1,2024-06-02 04:03:30,13.6,52,926.1,4.3,152,5330,8,0.5,Cloudy,2668.0
2785,39,4,2021-06-22 15:50:13,24.4,65,960.1,79.1,302,6732,8,10.8,Clear,1571.0
2786,26,3,2022-02-16 17:28:32,11.9,87,910.8,64.8,18,9511,5,-2.2,Thunderstorm,4404.0
2787,19,2,2023-08-02 12:08:47,28.3,44,944.4,31.2,71,8949,2,-2.2,Cloudy,1034.0
2788,5,1,2023-05-31 09:17:09,18.5,99,934.0,14.4,253,538,2,9.7,Rain,1377.0
2789,1,1,2019-09-08 21:56:05,21.9,47,967.2,74.0,328,3819,4,-1.4,Rain,2735.0
2790,16,2,2019-10-26 06:22:42,8.6,97,939.9,14.5,185,7946,6,-3.3,Thunderstorm,1997.0
2791,2,1,2024-08-29 05:25:21,34.0,71,1002.4,45.1,172,1343,2,5.5,Thunderstorm,2573.0
2792,10,1,2019-07-25 18:11:38,24.8,92,963.7,43.5,212,3438,2,7.4,Clear,2315.0
2793,8,1,2022-08-04 10:09:22,31.2,58,935.9,19.3,294,2329,4,6.0,Heavy Rain,1148.0
2794,10,1,2018-10-26 06:27:47,14.7,81,978.3,59.9,314,4470,0,-2.8,Thunderstorm,1545.0
2795,14,2,2022-09-04 15:08:23,12.7,86,1003.0,58.6,202,1845,8,1.2,Rain,4203.0
2796,19,2,2021-11-08 07:28:57,9.7,49,917.5,12.1,48,1802,5,9.9,Fog,3266.0
2797,54,6,2023-07-06 03:10:56,11.8,53,999.1,58.4,213,7887,5,14.5,Heavy Rain,3588.0
2798,32,3,2020-10-05 12:18:36,10.3,71,1005.1,40.1,169,7042,8,0.7,Heavy Rain,4179.0
2799,51,6,2022-04-19 09:52:17,31.7,52,988.0,36.4,36,3097,6,14.5,Fog,2327.0
2800,6,1,2024-04-24 22:07:09,8.0,90,977.6,36.2,239,7281,6,3.1,Clear,2706.0
2801,49,6,2023-01-26 12:43:15,26.7,91,993.7,17.1,224,2140,0,-0.9,Thunderstorm,2620.0
2802,15,2,2023-10-08 02:43:00,26.5,42,976.5,20.3,233,506,8,2.9,Heavy Rain,3874.0
2803,16,2,2020-12-10 23:31:30,10.2,42,934.0,67.5,15,9185,8,3.6,Rain,1175.0
2804,33,4,2020-03-29 18:43:33,10.0,70,995.6,65.2,284,6764,6,5.9,Clear,1147.0
2805,38,4,2019-02-03 18:41:34,21.6,59,912.1,20.8,129,9903,2,10.1,Heavy Rain,4011.0
2806,17,2,2020-11-15 23:40:34,21.2,98,1007.6,46.4,266,1396,8,7.9,Fog,3928.0
2807,47,6,2019-07-06 23:50:13,26.7,55,971.4,17.7,34,4325,8,0.0,Cloudy,1665.0
2808,39,4,2023-05-19 02:13:56,28.2,70,915.9,33.5,147,5272,3,-1.2,Thunderstorm,4303.0
2809,14,2,2018-07-30 02:06:37,26.5,57,938.7,21.9,233,8410,2,14.4,Heavy Rain,2281.0
2810,50,6,2018-10-31 01:39:08,26.8,42,910.9,78.4,321,8777,8,1.4,Heavy Rain,2293.0
2811,39,4,2023-12-06 13:28:16,6.8,91,972.8,38.9,123,1881,1,-2.1,Thunderstorm,2183.0
2812,57,7,2020-10-28 13:15:44,7.7,52,996.6,71.1,224,6645,3,12.6,Rain,1284.0
2813,20,2,2020-09-17 05:38:18,12.9,70,970.4,43.2,34,8551,0,11.7,Rain,1986.0
2814,18,2,2022-11-09 09:02:32,13.5,53,940.6,20.8,222,9649,2,5.3,Cloudy,3056.0
2815,20,2,2024-04-20 10:41:59,13.6,62,904.3,52.6,342,1940,7,-1.5,Rain,2249.0
2816,36,4,2021-01-13 21:59:58,25.1,67,917.6,4.4,314,1217,0,-2.5,Thunderstorm,4364.0
2817,54,6,2021-03-09 14:18:48,9.7,82,911.7,9.6,26,5138,4,4.2,Fog,2647.0
2818,37,4,2020-10-11 11:40:13,21.6,44,903.7,9.4,180,2538,5,6.6,Fog,1598.0
2819,23,3,2023-02-13 03:25:21,33.3,97,963.7,62.3,330,9322,7,13.5,Rain,1668.0
2820,15,2,2022-10-21 19:10:07,13.5,79,971.3,54.6,263,5530,4,9.7,Cloudy,2781.0
2821,19,2,2020-10-05 22:42:57,24.4,83,999.3,35.3,79,9388,1,-1.5,Clear,1540.0
2822,19,2,2022-12-01 18:15:23,33.6,62,958.2,23.2,25,599,6,6.9,Cloudy,2609.0
2823,58,7,2022-06-30 08:07:14,34.6,82,946.2,48.2,359,5186,4,3.3,Cloudy,3978.0
2824,5,1,2021-10-24 03:46:03,12.7,92,924.3,0.9,105,8692,2,10.2,Thunderstorm,1202.0
2825,20,2,2022-06-26 11:11:10,7.4,95,918.6,0.9,60,1644,0,10.1,Cloudy,2985.0
2826,25,3,2023-09-06 21:20:20,6.4,44,1007.4,43.6,70,4557,8,3.9,Fog,2146.0
2827,58,7,2020-09-19 01:45:56,12.0,73,931.3,36.3,13,8833,4,2.7,Rain,3578.0
2828,57,7,2021-08-26 22:27:25,21.5,81,930.5,72.1,10,7187,5,2.4,Fog,3076.0
2829,62,8,2021-03-02 05:01:08,16.3,60,962.7,24.2,206,5227,6,-1.0,Clear,4483.0
2830,11,1,2018-07-09 19:41:18,26.6,94,1010.7,55.6,31,555,8,4.9,Fog,905.0
2831,14,2,2018-07-09 02:30:54,31.6,60,1008.4,37.8,79,6602,7,4.7,Fog,1932.0
2832,14,2,2022-07-16 08:02:35,35.0,92,971.5,68.1,144,3615,5,4.3,Clear,4136.0
2833,10,1,2018-06-24 07:30:02,5.3,47,988.2,59.6,174,7428,5,-2.0,Rain,3088.0
2834,6,1,2020-12-31 20:51:09,8.6,76,998.0,56.1,64,3764,1,-3.3,Thunderstorm,3790.0
2835,47,6,2019-04-12 14:24:45,7.6,69,907.7,50.0,152,9296,7,13.3,Thunderstorm,1245.0
2836,9,1,2020-06-30 09:58:57,15.7,84,995.6,44.7,182,1693,2,4.1,Thunderstorm,2366.0
2837,47,6,2021-02-17 10:09:10,5.7,99,975.9,43.1,61,5279,8,0.9,Cloudy,1196.0
2838,22,2,2020-04-30 11:51:11,26.5,91,969.4,33.6,58,8030,5,12.0,Clear,2236.0
2839,4,1,2021-08-18 03:01:31,27.8,82,1006.1,20.8,126,9905,3,-0.0,Fog,1606.0
2840,34,4,2024-02-04 01:13:56,10.5,49,900.9,25.8,328,362,0,-4.8,Heavy Rain,1713.0
2841,58,7,2022-08-17 02:31:53,25.4,86,983.6,21.2,22,4422,5,8.7,Clear,2990.0
2842,11,1,2023-10-18 20:20:23,14.4,81,915.0,21.8,84,3898,7,-4.8,Clear,1503.0
2843,13,2,2024-05-22 00:38:18,6.1,59,1002.7,12.7,319,5605,4,7.3,Thunderstorm,2395.0
2844,14,2,2022-12-26 13:44:38,15.5,80,978.3,74.9,104,8640,2,10.7,Rain,3134.0
2845,26,3,2018-01-17 20:15:06,32.4,64,944.4,32.9,132,5905,2,5.0,Cloudy,4257.0
2846,3,1,2019-11-18 21:40:50,19.8,57,998.3,68.0,222,5992,0,7.3,Clear,1059.0
2847,27,3,2023-09-06 19:29:15,34.1,99,950.1,75.4,131,2563,1,-0.8,Fog,1393.0
2848,13,2,2019-12-09 02:31:15,9.2,70,972.3,35.5,147,107,5,-0.1,Cloudy,2424.0
2849,9,1,2024-03-18 15:26:43,21.0,85,986.9,62.4,134,4686,6,9.4,Fog,1133.0
2850,24,3,2021-01-24 17:43:27,16.1,84,929.8,67.6,280,7619,5,-0.6,Rain,907.0
2851,16,2,2018-11-07 02:25:11,24.9,91,1011.8,26.2,191,810,5,1.0,Cloudy,1010.0
2852,26,3,2022-12-26 23:25:38,20.7,75,962.8,22.9,315,7324,8,7.8,Thunderstorm,925.0
2853,24,3,2019-06-05 04:03:50,6.4,78,948.0,50.2,271,3900,5,3.5,Cloudy,3085.0
2854,51,6,2018-01-27 10:02:11,6.2,55,907.6,8.2,151,9830,3,1.0,Clear,1808.0
2855,43,5,2021-02-12 07:08:36,25.3,66,1011.3,34.0,79,5126,6,8.0,Heavy Rain,2348.0
2856,10,1,2024-05-29 16:13:31,25.2,91,1004.1,69.6,223,9113,4,14.8,Fog,2091.0
2857,15,2,2019-05-09 20:05:40,18.3,69,990.5,35.5,90,7680,7,2.2,Heavy Rain,1310.0
2858,13,2,2024-04-28 19:42:54,15.9,58,1001.6,47.9,178,4478,5,-3.7,Clear,1420.0
2859,54,6,2021-01-22 00:59:52,31.3,89,975.9,29.2,316,9440,7,14.9,Cloudy,1298.0
2860,59,8,2024-08-19 17:02:35,17.6,47,1011.5,60.7,230,8378,6,-2.8,Rain,4138.0
2861,38,4,2022-10-04 08:43:49,26.4,56,962.0,29.5,146,5211,1,12.4,Rain,1399.0
2862,55,7,2022-12-29 17:15:09,21.0,57,970.2,74.4,27,1153,5,13.4,Clear,1380.0
2863,57,7,2019-04-13 00:46:51,20.1,66,951.0,68.5,118,7141,4,14.9,Cloudy,1585.0
2864,50,6,2019-01-08 00:57:39,17.4,73,982.7,17.6,7,6082,3,10.0,Cloudy,1763.0
2865,16,2,2018-12-06 10:33:48,12.6,98,967.5,23.0,349,6833,6,7.7,Fog,4175.0
2866,1,1,2021-09-22 17:48:15,28.2,71,908.9,42.2,116,6967,6,14.5,Clear,1231.0
2867,26,3,2020-06-14 05:58:35,29.4,42,960.5,52.4,43,3156,6,9.2,Rain,2882.0
2868,3,1,2023-07-18 21:40:36,10.2,92,921.8,22.2,121,3746,2,12.6,Thunderstorm,2057.0
2869,51,6,2023-11-15 12:18:23,18.1,54,920.7,66.7,19,8588,5,11.8,Thunderstorm,3754.0
2870,15,2,2023-10-14 06:05:50,19.9,49,988.7,51.9,1,7691,7,14.3,Heavy Rain,2541.0
2871,52,6,2020-11-12 14:43:36,26.3,51,920.1,56.0,158,6513,7,-3.5,Clear,3698.0
2872,37,4,2019-05-30 02:34:44,22.5,48,911.7,37.9,193,5604,6,6.6,Cloudy,3662.0
2873,21,2,2021-11-17 17:42:47,6.9,64,1003.8,30.0,258,8456,2,9.3,Clear,1863.0
2874,43,5,2020-06-11 12:03:31,34.6,54,914.4,27.1,214,5601,1,2.1,Cloudy,3022.0
2875,2,1,2021-04-30 12:41:09,5.4,70,992.7,56.7,20,9591,0,-1.6,Rain,2578.0
2876,42,5,2020-07-01 12:05:05,33.4,76,938.0,6.0,136,1915,2,1.0,Cloudy,2555.0
2877,42,5,2020-12-30 04:17:53,27.0,78,949.0,7.7,359,3399,6,13.2,Clear,4468.0
2878,3,1,2022-12-12 20:39:09,15.0,40,922.1,47.4,49,9747,2,3.4,Cloudy,2196.0
2879,60,8,2022-01-10 04:34:09,25.4,45,922.0,32.0,11,291,1,13.1,Thunderstorm,3066.0
2880,41,5,2024-12-26 06:30:02,34.6,64,938.7,1.5,81,1226,6,9.5,Clear,1443.0
2881,45,5,2018-11-06 22:49:33,34.1,80,975.1,46.8,318,6758,4,9.4,Fog,1894.0
2882,49,6,2018-08-12 06:41:38,8.2,70,925.3,7.9,63,599,6,-4.9,Rain,2492.0
2883,50,6,2020-07-31 22:37:58,25.6,82,902.1,31.7,173,7050,8,-1.5,Fog,1231.0
2884,7,1,2023-01-01 08:42:36,10.7,46,979.5,72.7,25,9296,6,11.9,Heavy Rain,3693.0
2885,60,8,2024-07-23 03:43:55,27.0,54,963.8,5.4,274,3471,5,-3.8,Clear,2512.0
2886,32,3,2019-06-15 01:54:23,24.9,50,903.0,33.9,83,6441,1,10.9,Clear,3359.0
2887,12,1,2022-08-14 02:35:29,26.0,45,944.2,6.9,284,650,0,-1.3,Heavy Rain,1916.0
2888,36,4,2023-01-28 21:40:29,24.7,60,971.0,14.4,77,2762,6,4.3,Fog,3999.0
2889,17,2,2021-12-04 13:47:00,17.2,90,941.4,36.4,234,6573,4,0.0,Clear,2588.0
2890,43,5,2018-09-25 05:56:31,34.4,79,991.3,37.7,63,6389,6,-4.1,Fog,3795.0
2891,19,2,2024-07-23 17:37:00,16.8,78,911.6,14.8,144,8331,2,10.6,Clear,937.0
2892,12,1,2021-06-13 12:32:15,6.8,59,923.3,0.9,302,3591,4,-0.8,Fog,3129.0
2893,36,4,2021-04-02 21:02:05,7.6,57,910.5,6.4,35,6774,4,6.7,Thunderstorm,2468.0
2894,50,6,2021-08-01 13:57:30,20.8,61,965.5,78.6,238,6764,6,-3.6,Cloudy,2319.0
2895,29,3,2022-03-28 22:46:39,22.9,52,960.7,56.4,211,1610,2,0.4,Thunderstorm,4493.0
2896,45,5,2018-02-15 04:43:02,21.5,41,1009.1,23.8,171,1656,1,-1.2,Heavy Rain,1684.0
2897,10,1,2023-08-14 20:22:29,18.7,91,991.0,71.5,256,912,4,11.6,Thunderstorm,4376.0
2898,27,3,2018-07-24 21:10:01,15.6,66,910.7,30.6,194,6750,1,8.4,Thunderstorm,2882.0
2899,61,8,2020-09-29 06:20:41,5.1,56,994.0,24.1,96,7102,3,6.7,Thunderstorm,4121.0
2900,28,3,2020-07-01 17:14:48,33.5,65,982.3,66.7,355,7032,8,-4.8,Clear,1871.0
2901,54,6,2018-10-01 01:06:26,20.5,97,910.8,50.0,145,8239,0,-0.2,Cloudy,1176.0
2902,60,8,2022-07-11 12:18:01,34.4,86,967.3,27.7,83,9956,3,-3.6,Clear,3720.0
2903,35,4,2021-02-21 20:23:10,10.8,75,925.0,18.8,107,2484,7,0.0,Cloudy,2291.0
2904,6,1,2022-06-03 02:30:54,15.7,82,934.6,42.4,257,3544,8,11.6,Rain,3529.0
2905,53,6,2024-07-08 15:23:55,21.1,83,955.0,51.7,275,9375,1,-0.8,Heavy Rain,3465.0
2906,45,5,2018-10-12 18:12:50,10.1,57,998.9,29.1,51,8407,4,5.6,Heavy Rain,3451.0
2907,59,8,2018-02-08 22:23:24,18.0,78,939.5,45.7,172,9852,7,9.8,Clear,2794.0
2908,6,1,2024-07-31 17:54:08,24.9,58,966.8,1.8,246,3016,5,-1.1,Rain,2465.0
2909,7,1,2019-10-21 19:48:05,19.8,95,995.3,1.9,212,1187,1,14.3,Cloudy,4447.0
2910,26,3,2023-03-25 02:58:38,13.4,44,943.7,22.3,321,2632,3,0.9,Heavy Rain,4267.0
2911,12,1,2018-11-15 10:09:14,27.4,91,965.7,18.1,96,6328,6,-3.7,Clear,1804.0
2912,61,8,2023-03-11 21:56:40,14.1,73,932.0,56.9,109,4121,7,14.2,Clear,2852.0
2913,1,1,2022-04-09 01:13:33,15.6,81,905.7,26.3,198,9044,5,-3.9,Thunderstorm,3189.0
2914,37,4,2019-10-05 01:38:32,15.5,41,1011.3,79.1,142,680,7,8.9,Thunderstorm,2231.0
2915,12,1,2019-03-19 22:17:13,29.6,74,905.6,15.6,277,3201,0,10.0,Rain,972.0
2916,62,8,2021-04-27 03:38:43,34.5,92,983.1,28.1,223,384,7,10.0,Clear,2396.0
2917,21,2,2019-04-04 17:00:46,34.0,49,913.3,20.7,72,2409,2,-3.7,Fog,2955.0
2918,13,2,2022-11-18 09:20:39,23.5,90,960.5,22.6,159,7882,1,13.1,Cloudy,1732.0
2919,29,3,2022-09-26 13:15:11,17.0,63,1002.6,23.4,247,2163,1,7.6,Clear,4171.0
2920,29,3,2022-11-26 22:42:06,20.4,49,975.3,53.6,216,8625,0,12.1,Heavy Rain,2022.0
2921,24,3,2022-12-14 20:24:51,32.9,80,980.1,31.6,324,2735,1,12.7,Rain,1224.0
2922,19,2,2019-07-28 04:38:20,5.2,43,974.0,13.5,234,2377,5,-2.6,Clear,2142.0
2923,23,3,2020-08-23 21:50:46,17.7,57,1004.5,39.2,39,3978,5,11.7,Clear,1691.0
2924,28,3,2018-01-30 15:37:11,8.9,51,983.1,34.6,207,9410,2,6.8,Thunderstorm,3906.0
2925,33,4,2018-08-31 10:51:49,12.9,82,1003.4,59.0,259,3056,0,9.5,Thunderstorm,3586.0
2926,37,4,2024-02-23 02:00:48,21.1,75,986.3,17.4,35,1917,7,10.6,Cloudy,4221.0
2927,40,5,2021-11-05 10:46:41,27.0,89,1005.3,69.5,170,6111,5,6.8,Cloudy,2426.0
2928,37,4,2018-12-25 22:13:13,6.6,63,993.7,28.5,179,6712,5,0.2,Cloudy,3318.0
2929,3,1,2024-12-31 14:27:44,34.5,83,909.8,53.6,106,421,5,5.4,Heavy Rain,3072.0
2930,12,1,2020-07-05 02:35:06,23.3,67,997.4,8.8,94,1851,4,14.3,Clear,2425.0
2931,34,4,2024-05-10 17:05:10,33.6,62,1001.3,20.8,285,4876,0,13.7,Cloudy,1361.0
2932,44,5,2018-05-24 01:55:26,5.1,56,933.6,1.7,62,2537,5,-1.9,Rain,983.0
2933,14,2,2021-07-06 01:23:42,31.3,54,925.2,63.5,198,140,0,-3.3,Cloudy,2716.0
2934,33,4,2020-09-23 21:13:26,11.0,81,919.0,37.2,264,6222,7,4.8,Rain,2957.0
2935,61,8,2022-09-04 19:20:22,14.2,44,1004.6,32.3,48,969,3,10.9,Thunderstorm,3377.0
2936,53,6,2021-03-04 15:10:04,21.3,78,1007.7,34.3,17,5074,6,3.1,Rain,2518.0
2937,61,8,2024-12-22 12:37:13,10.0,75,1008.3,21.0,308,8319,1,11.5,Rain,960.0
2938,8,1,2022-05-14 21:23:23,16.1,65,918.9,76.1,293,4009,4,9.5,Cloudy,2269.0
2939,20,2,2024-08-17 09:40:44,27.4,90,995.8,18.9,313,4318,1,6.1,Heavy Rain,3542.0
2940,3,1,2021-04-28 11:13:44,31.2,94,906.3,46.7,32,3832,0,5.5,Fog,1097.0
2941,5,1,2019-06-05 12:08:50,24.3,91,920.6,24.0,213,5058,4,13.8,Rain,1270.0
2942,25,3,2023-08-21 00:23:19,27.7,49,992.4,37.5,302,8023,2,3.7,Thunderstorm,3412.0
2943,51,6,2019-01-06 22:32:55,19.0,56,902.1,37.2,110,4683,2,14.6,Fog,2019.0
2944,7,1,2022-04-23 00:06:16,31.9,67,906.1,63.6,174,6782,0,14.1,Cloudy,4297.0
2945,2,1,2024-12-20 21:32:10,20.0,79,935.7,65.8,42,1852,3,8.9,Fog,4304.0
2946,52,6,2018-09-26 03:27:35,19.1,67,1001.7,35.8,98,6869,8,13.4,Rain,3170.0
2947,53,6,2022-06-05 10:52:22,25.2,81,999.0,9.4,56,3847,5,12.8,Heavy Rain,3873.0
2948,17,2,2019-11-06 03:14:09,27.1,50,907.7,39.9,51,3872,5,10.4,Rain,1333.0
2949,18,2,2020-07-11 09:54:50,5.4,95,913.3,38.0,192,2372,2,10.2,Fog,2776.0
2950,43,5,2023-11-22 11:09:45,32.4,82,956.7,28.3,47,9696,6,14.6,Rain,2874.0
2951,5,1,2023-06-29 07:57:38,11.8,64,921.8,71.7,121,2728,0,-3.6,Clear,4160.0
2952,38,4,2022-08-23 18:43:27,17.5,55,948.2,20.5,168,1054,3,12.4,Heavy Rain,2365.0
2953,5,1,2022-02-22 04:40:05,33.8,84,932.4,0.7,92,8202,1,1.8,Heavy Rain,3220.0
2954,49,6,2021-10-15 04:00:01,25.4,64,935.5,68.2,295,1247,0,9.7,Cloudy,1001.0
2955,57,7,2022-09-29 23:25:53,9.0,78,963.2,18.7,173,4520,6,-3.6,Cloudy,2897.0
2956,22,2,2020-09-21 02:54:47,8.2,85,966.4,62.4,233,4550,4,-4.9,Rain,3211.0
2957,45,5,2024-02-22 18:07:54,12.1,75,902.6,70.1,240,2734,4,-3.4,Rain,3368.0
2958,36,4,2021-06-16 05:28:21,34.0,99,917.5,52.9,278,8589,5,4.3,Cloudy,3605.0
2959,34,4,2019-08-17 21:59:38,18.9,93,997.8,43.6,256,1796,6,8.2,Fog,3831.0
2960,53,6,2019-06-17 13:07:47,28.2,70,955.0,49.7,140,8232,5,2.7,Cloudy,1483.0
2961,62,8,2023-02-06 05:01:13,7.0,74,968.9,5.0,47,2774,5,-4.6,Thunderstorm,3705.0
2962,29,3,2022-11-08 05:40:14,15.8,88,924.6,33.0,341,6423,2,4.1,Fog,2311.0
2963,29,3,2021-12-13 00:40:06,16.9,70,931.5,3.1,278,6357,0,4.6,Heavy Rain,4254.0
2964,46,5,2018-12-09 16:38:53,15.2,86,973.3,17.5,295,6119,0,7.9,Cloudy,3168.0
2965,20,2,2024-02-02 14:25:27,15.0,91,927.3,25.8,167,8837,6,8.2,Fog,1441.0
2966,28,3,2023-05-07 01:15:39,9.4,84,945.8,67.4,227,5130,0,7.9,Thunderstorm,3529.0
2967,16,2,2018-04-08 02:45:57,13.9,96,1006.7,5.4,352,1034,1,-2.4,Cloudy,3215.0
2968,11,1,2019-08-18 10:16:36,23.5,70,957.8,41.0,286,5715,0,3.7,Rain,3862.0
2969,12,1,2018-02-12 03:19:01,25.1,88,1007.6,72.9,275,5138,8,8.2,Heavy Rain,3881.0
2970,62,8,2023-09-23 00:09:05,12.8,55,901.6,9.3,318,307,5,0.9,Clear,2104.0
2971,54,6,2020-06-24 17:32:32,29.0,79,985.3,31.8,167,9265,5,10.8,Heavy Rain,2415.0
2972,41,5,2024-11-12 12:12:18,14.2,98,945.4,25.9,243,4168,6,-0.5,Heavy Rain,2579.0
2973,33,4,2022-03-12 09:41:58,9.3,78,940.3,18.9,211,6860,3,9.5,Rain,1883.0
2974,28,3,2022-12-05 19:06:20,8.7,100,917.5,69.5,11,7661,8,8.5,Heavy Rain,2645.0
2975,57,7,2022-09-22 18:24:10,26.3,98,993.9,65.2,181,9687,4,0.9,Thunderstorm,4357.0
2976,61,8,2018-06-17 00:24:17,12.9,65,946.6,18.5,125,3735,7,14.1,Thunderstorm,1824.0
2977,4,1,2020-10-31 12:25:15,20.9,46,990.0,69.4,318,1675,6,-2.4,Thunderstorm,4276.0
2978,26,3,2024-05-11 23:07:01,23.8,82,908.1,18.5,126,8666,7,1.6,Fog,3789.0
2979,37,4,2022-03-06 20:07:37,16.1,49,901.9,69.6,168,4674,7,10.3,Thunderstorm,1324.0
2980,58,7,2023-06-02 00:28:51,24.7,100,931.3,1.8,210,6091,3,-2.8,Cloudy,4039.0
2981,4,1,2019-06-20 19:01:14,25.8,70,951.8,16.9,238,7984,0,14.7,Cloudy,1008.0
2982,36,4,2019-07-24 18:03:02,17.2,88,932.5,28.9,228,5232,5,6.9,Rain,2502.0
2983,42,5,2018-06-14 00:35:30,23.6,57,989.8,38.2,326,8422,1,-2.2,Rain,2274.0
2984,62,8,2023-04-25 05:33:02,29.4,40,946.6,64.7,159,4518,3,-1.1,Cloudy,4151.0
2985,18,2,2018-03-22 18:57:49,24.9,68,938.1,63.7,300,4254,2,2.8,Thunderstorm,4164.0
2986,40,5,2018-03-01 17:26:03,22.9,86,987.6,24.4,214,587,2,-4.8,Rain,2928.0
2987,27,3,2021-11-14 01:53:40,15.2,45,989.8,38.4,266,6147,2,5.3,Fog,2413.0
2988,25,3,2021-07-26 16:12:30,33.1,94,999.0,42.2,72,4892,2,5.3,Cloudy,1488.0
2989,17,2,2019-02-11 09:46:34,14.0,82,999.4,40.3,279,8196,8,-4.2,Heavy Rain,4197.0
2990,51,6,2018-05-15 07:41:25,19.2,68,1002.0,59.8,234,5956,0,-1.0,Clear,1031.0
2991,54,6,2021-04-24 03:28:44,6.6,65,976.2,80.0,118,9985,7,4.3,Heavy Rain,984.0
2992,7,1,2024-10-18 14:05:16,11.7,73,982.7,56.7,140,2830,3,-0.7,Fog,1792.0
2993,5,1,2022-11-01 13:45:02,32.5,83,943.1,18.9,346,4598,0,3.3,Thunderstorm,2542.0
2994,15,2,2021-05-01 21:23:42,9.1,59,940.5,61.5,307,9166,0,4.9,Rain,3378.0
2995,48,6,2020-08-03 10:37:18,8.3,63,918.8,59.9,301,2407,3,13.2,Rain,3386.0
2996,4,1,2022-07-21 07:58:15,22.6,89,998.3,44.6,325,6133,2,6.6,Fog,4417.0
2997,14,2,2020-03-02 12:35:38,10.1,57,933.8,51.8,160,9248,1,14.7,Heavy Rain,1691.0
2998,25,3,2019-02-13 09:35:19,5.4,78,1005.9,77.9,70,884,0,-4.1,Fog,3092.0
2999,7,1,2019-12-12 20:35:45,15.3,40,904.5,58.7,122,2384,0,-1.6,Clear,4035.0
3000,10,1,2021-11-10 21:33:43,9.5,86,910.1,33.3,173,9283,8,11.6,Clear,4174.0
3001,33,4,2021-09-28 14:56:28,30.2,45,952.2,36.6,50,7039,5,2.5,Clear,2119.0
3002,25,3,2020-09-01 20:03:57,11.2,63,918.1,57.2,59,4044,8,11.7,Rain,3723.0
3003,55,7,2022-09-15 13:15:57,29.8,77,964.4,43.7,60,7859,2,1.8,Fog,902.0
3004,28,3,2021-11-13 21:42:30,33.2,55,924.3,14.4,297,3259,0,11.3,Clear,2590.0
3005,54,6,2018-02-20 19:54:39,13.4,46,1007.7,47.1,319,3767,6,12.9,Clear,3257.0
3006,16,2,2019-05-01 05:13:05,31.9,56,932.1,65.2,57,4089,6,2.0,Thunderstorm,4248.0
3007,48,6,2020-02-28 19:50:47,26.8,64,974.0,55.2,354,2122,1,12.7,Clear,2579.0
3008,59,8,2024-11-24 23:18:31,29.6,69,972.7,33.1,16,8285,0,0.8,Thunderstorm,3789.0
3009,16,2,2024-05-21 22:00:57,16.7,43,951.2,0.8,313,2310,4,6.7,Clear,3883.0
3010,57,7,2018-03-25 18:33:00,30.6,62,974.6,38.0,16,3407,8,8.5,Heavy Rain,3641.0
3011,32,3,2018-03-29 12:29:06,13.8,49,968.2,24.5,303,8886,8,9.9,Thunderstorm,3291.0
3012,45,5,2019-04-01 20:09:37,18.0,76,947.0,16.6,175,1608,4,8.1,Heavy Rain,3966.0
3013,17,2,2023-08-29 02:12:35,31.4,86,939.1,11.0,184,5737,7,4.4,Cloudy,1754.0
3014,54,6,2022-04-09 03:39:22,26.9,84,901.9,6.4,131,5770,4,-2.6,Fog,3539.0
