image_id,state_id,district_id,acquisition_datetime,lat_nw,lon_nw,lat_ne,lon_ne,lat_se,lon_se,lat_sw,lon_sw,sensor,image_type,resolution_m,cloud_cover_pct,processing_level,filename,incidence_angle_deg
1650,55,7,2019-12-30 21:56:28,29.0818,93.73908,29.1818,93.83908,29.1818,93.73908,29.0818,93.83908,Sentinel-2B,Optical,17.6,3.0,Preprocessed,S2_001650.tif,0.64
1651,56,7,2024-12-10 04:29:57,29.79654,97.44244,29.89654,97.54244,29.89654,97.44244,29.79654,97.54244,RESOURCESAT-2,Optical,24.1,43.9,Raw,S2_001651.tif,4.11
1652,9,1,2022-05-22 04:07:02,27.46937,93.22422,27.56937,93.32422,27.56937,93.22422,27.46937,93.32422,Sentinel-1B,SAR,25.4,51.7,Preprocessed,S2_001652.tif,4.36
1653,53,6,2024-11-16 15:55:36,28.21065,90.8617,28.31065,90.9617,28.31065,90.8617,28.21065,90.9617,Landsat-9,Optical,12.7,63.6,Raw,S2_001653.tif,1.16
1654,29,3,2021-09-01 22:52:44,26.06454,99.22037,26.16454,99.32037,26.16454,99.22037,26.06454,99.32037,Sentinel-2A,Optical,9.0,84.5,Preprocessed,S2_001654.tif,3.13
1655,61,8,2022-10-25 22:21:45,26.96822,90.01003,27.06822,90.11003,27.06822,90.01003,26.96822,90.11003,Sentinel-1B,SAR,9.2,84.1,Analysis Ready,S2_001655.tif,1.16
1656,44,5,2019-10-31 05:03:15,28.83455,98.74797,28.93455,98.84797,28.93455,98.74797,28.83455,98.84797,Sentinel-1A,SAR,21.9,12.1,Analysis Ready,S2_001656.tif,1.03
1657,12,1,2019-12-17 15:49:30,27.08731,97.70826,27.18731,97.80826,27.18731,97.70826,27.08731,97.80826,Sentinel-1B,SAR,20.4,73.9,Analysis Ready,S2_001657.tif,4.46
1658,19,2,2020-12-01 14:29:13,23.88773,96.85643,23.98773,96.95643,23.98773,96.85643,23.88773,96.95643,Sentinel-2B,Optical,18.3,52.2,Raw,S2_001658.tif,0.8
1659,11,1,2018-03-14 13:09:18,22.94871,90.80201,23.04871,90.90201,23.04871,90.80201,22.94871,90.90201,RESOURCESAT-2,Optical,18.2,99.2,Raw,S2_001659.tif,0.13
1660,2,1,2024-03-01 09:50:58,23.81493,91.71436,23.91493,91.81436,23.91493,91.71436,23.81493,91.81436,Sentinel-1A,SAR,28.6,67.1,Preprocessed,S2_001660.tif,0.81
1661,15,2,2023-08-18 10:15:38,27.20189,98.50753,27.30189,98.60753,27.30189,98.50753,27.20189,98.60753,Landsat-9,Optical,15.1,92.3,Analysis Ready,S2_001661.tif,2.62
1662,5,1,2024-12-22 12:14:03,23.64366,94.58252,23.74366,94.68252,23.74366,94.58252,23.64366,94.68252,Sentinel-2B,Optical,15.4,43.0,Analysis Ready,S2_001662.tif,0.31
1663,44,5,2024-10-02 13:01:41,29.01655,98.37484,29.11655,98.47484,29.11655,98.37484,29.01655,98.47484,Sentinel-1B,SAR,7.0,92.7,Raw,S2_001663.tif,0.05
1664,32,3,2019-04-10 23:27:59,25.25158,95.61554,25.35158,95.71554,25.35158,95.61554,25.25158,95.71554,Sentinel-1A,SAR,16.3,5.7,Analysis Ready,S2_001664.tif,3.9
1665,20,2,2018-11-15 02:55:09,23.65166,93.54273,23.75166,93.64273,23.75166,93.54273,23.65166,93.64273,Landsat-8,Optical,25.7,20.7,Preprocessed,S2_001665.tif,4.66
1666,55,7,2019-09-25 11:19:10,28.59148,94.53069,28.69148,94.63069,28.69148,94.53069,28.59148,94.63069,Sentinel-2A,Optical,8.0,87.0,Analysis Ready,S2_001666.tif,4.07
1667,43,5,2021-04-11 03:10:29,30.10473,97.51384,30.20473,97.61384,30.20473,97.51384,30.10473,97.61384,Sentinel-1B,SAR,17.3,1.7,Analysis Ready,S2_001667.tif,0.52
1668,57,7,2021-10-19 08:58:28,23.73876,92.64888,23.83876,92.74888,23.83876,92.64888,23.73876,92.74888,RESOURCESAT-2,Optical,11.5,21.0,Preprocessed,S2_001668.tif,4.94
1669,18,2,2021-01-27 18:15:09,28.68564,99.04332,28.78564,99.14332,28.78564,99.04332,28.68564,99.14332,Landsat-9,Optical,4.4,40.9,Analysis Ready,S2_001669.tif,1.61
1670,18,2,2021-04-03 19:46:08,28.88663,99.09647,28.98663,99.19647,28.98663,99.09647,28.88663,99.19647,Landsat-9,Optical,12.8,70.5,Raw,S2_001670.tif,0.17
1671,52,6,2018-11-25 16:08:09,28.83153,99.55907,28.93153,99.65907,28.93153,99.55907,28.83153,99.65907,Sentinel-1B,SAR,4.6,61.3,Raw,S2_001671.tif,0.19
1672,13,2,2023-04-01 21:13:06,26.62279,99.35611,26.72279,99.45611,26.72279,99.35611,26.62279,99.45611,Sentinel-1B,SAR,20.9,22.6,Preprocessed,S2_001672.tif,2.12
1673,16,2,2019-06-02 05:54:50,23.75296,91.03042,23.85296,91.13042,23.85296,91.03042,23.75296,91.13042,Sentinel-2B,Optical,25.0,61.9,Raw,S2_001673.tif,0.28
1674,31,3,2021-04-28 09:20:39,28.15184,95.27691,28.25184,95.37691,28.25184,95.27691,28.15184,95.37691,Landsat-9,Optical,5.8,54.4,Analysis Ready,S2_001674.tif,1.82
1675,17,2,2020-07-22 16:38:09,24.20187,92.54178,24.30187,92.64178,24.30187,92.54178,24.20187,92.64178,Landsat-9,Optical,4.1,33.3,Raw,S2_001675.tif,1.24
1676,51,6,2019-09-11 23:59:29,29.60527,90.59246,29.70527,90.69246,29.70527,90.59246,29.60527,90.69246,Sentinel-2A,Optical,10.2,58.6,Preprocessed,S2_001676.tif,3.17
1677,13,2,2024-05-01 11:58:40,26.29379,99.7389,26.39379,99.8389,26.39379,99.7389,26.29379,99.8389,Sentinel-2A,Optical,21.7,61.5,Preprocessed,S2_001677.tif,4.16
1678,36,4,2018-12-29 03:32:05,25.39047,90.68199,25.49047,90.78199,25.49047,90.68199,25.39047,90.78199,Landsat-9,Optical,28.5,15.3,Raw,S2_001678.tif,0.96
1679,53,6,2022-02-23 07:47:23,28.33543,91.61997,28.43543,91.71997,28.43543,91.61997,28.33543,91.71997,Landsat-8,Optical,12.6,81.2,Raw,S2_001679.tif,3.52
1680,9,1,2021-07-12 17:09:08,27.38135,93.0431,27.48135,93.1431,27.48135,93.0431,27.38135,93.1431,Sentinel-2A,Optical,3.1,77.8,Raw,S2_001680.tif,4.74
1681,39,4,2018-05-31 16:59:40,27.75691,91.06739,27.85691,91.16739,27.85691,91.06739,27.75691,91.16739,Sentinel-1B,SAR,10.7,69.2,Analysis Ready,S2_001681.tif,3.05
1682,46,5,2021-05-14 20:26:06,22.82467,97.17491,22.92467,97.27491,22.92467,97.17491,22.82467,97.27491,Sentinel-2B,Optical,23.1,78.0,Raw,S2_001682.tif,3.95
1683,18,2,2019-08-28 22:29:39,28.89169,98.30813,28.99169,98.40813,28.99169,98.30813,28.89169,98.40813,Sentinel-2A,Optical,25.1,16.9,Preprocessed,S2_001683.tif,1.64
1684,50,6,2021-06-02 16:34:17,24.27671,92.14592,24.37671,92.24592,24.37671,92.14592,24.27671,92.24592,Sentinel-1B,SAR,10.2,13.1,Analysis Ready,S2_001684.tif,1.66
1685,58,7,2019-10-24 12:48:59,26.76056,94.12261,26.86056,94.22261,26.86056,94.12261,26.76056,94.22261,Landsat-9,Optical,22.3,53.1,Analysis Ready,S2_001685.tif,4.8
1686,35,4,2022-01-30 16:22:57,23.04508,91.36192,23.14508,91.46192,23.14508,91.36192,23.04508,91.46192,Landsat-9,Optical,9.5,41.9,Raw,S2_001686.tif,3.54
1687,5,1,2018-03-14 10:38:52,24.09128,95.04468,24.19128,95.14468,24.19128,95.04468,24.09128,95.14468,Sentinel-2A,Optical,6.2,27.1,Analysis Ready,S2_001687.tif,2.46
1688,30,3,2021-10-23 21:57:14,25.76651,93.07229,25.86651,93.17229,25.86651,93.07229,25.76651,93.17229,Sentinel-1A,SAR,12.4,6.3,Analysis Ready,S2_001688.tif,1.28
1689,8,1,2023-06-08 00:09:32,24.24655,98.93914,24.34655,99.03914,24.34655,98.93914,24.24655,99.03914,Sentinel-1A,SAR,9.0,95.4,Preprocessed,S2_001689.tif,0.05
1690,51,6,2022-04-24 13:20:09,30.04519,90.89241,30.14519,90.99241,30.14519,90.89241,30.04519,90.99241,Landsat-9,Optical,15.9,9.4,Analysis Ready,S2_001690.tif,3.35
1691,57,7,2022-11-08 05:13:15,23.69646,93.32432,23.79646,93.42432,23.79646,93.32432,23.69646,93.42432,Landsat-8,Optical,12.8,73.9,Analysis Ready,S2_001691.tif,3.79
1692,47,6,2022-11-02 04:00:41,29.51573,99.13719,29.61573,99.23719,29.61573,99.13719,29.51573,99.23719,Sentinel-2B,Optical,21.8,36.2,Analysis Ready,S2_001692.tif,3.55
1693,38,4,2019-01-25 00:58:46,30.06342,98.53515,30.16342,98.63515,30.16342,98.53515,30.06342,98.63515,Sentinel-1A,SAR,5.5,92.8,Raw,S2_001693.tif,3.74
1694,31,3,2024-06-01 12:13:14,27.93231,94.95152,28.03231,95.05152,28.03231,94.95152,27.93231,95.05152,Landsat-9,Optical,6.8,27.6,Raw,S2_001694.tif,2.77
1695,40,5,2021-11-26 16:41:41,27.51959,97.59806,27.61959,97.69806,27.61959,97.59806,27.51959,97.69806,Sentinel-2A,Optical,11.5,88.6,Raw,S2_001695.tif,4.65
1696,11,1,2018-09-08 07:56:37,22.60297,90.78643,22.70297,90.88643,22.70297,90.78643,22.60297,90.88643,Landsat-9,Optical,27.5,66.9,Preprocessed,S2_001696.tif,0.09
1697,19,2,2023-05-25 05:39:54,24.12277,96.32843,24.22277,96.42843,24.22277,96.32843,24.12277,96.42843,Sentinel-2B,Optical,15.4,32.1,Raw,S2_001697.tif,1.7
1698,40,5,2024-09-03 04:34:22,28.03075,97.98332,28.13075,98.08332,28.13075,97.98332,28.03075,98.08332,Sentinel-1B,SAR,25.9,87.8,Analysis Ready,S2_001698.tif,2.35
1699,6,1,2021-01-15 18:31:18,26.51081,97.23809,26.61081,97.33809,26.61081,97.23809,26.51081,97.33809,Sentinel-2B,Optical,22.7,48.4,Raw,S2_001699.tif,1.28
1700,8,1,2024-11-25 09:31:34,24.47292,98.69373,24.57292,98.79373,24.57292,98.69373,24.47292,98.79373,Sentinel-1B,SAR,16.1,65.2,Preprocessed,S2_001700.tif,0.47
1701,22,2,2024-06-24 19:17:46,22.60106,96.72631,22.70106,96.82631,22.70106,96.72631,22.60106,96.82631,Sentinel-1B,SAR,19.8,73.8,Preprocessed,S2_001701.tif,3.47
1702,40,5,2019-07-02 22:58:37,27.73016,98.18099,27.83016,98.28099,27.83016,98.18099,27.73016,98.28099,Sentinel-2A,Optical,25.1,45.5,Analysis Ready,S2_001702.tif,2.02
1703,23,3,2020-03-01 00:04:35,27.89123,91.54933,27.99123,91.64933,27.99123,91.54933,27.89123,91.64933,RESOURCESAT-2,Optical,19.9,9.5,Analysis Ready,S2_001703.tif,3.56
1704,23,3,2019-06-13 17:36:56,28.24362,91.70744,28.34362,91.80744,28.34362,91.70744,28.24362,91.80744,Sentinel-2A,Optical,25.8,89.1,Raw,S2_001704.tif,2.7
1705,23,3,2023-03-09 17:53:26,28.30459,91.45623,28.40459,91.55623,28.40459,91.45623,28.30459,91.55623,Landsat-9,Optical,12.0,20.2,Preprocessed,S2_001705.tif,0.31
1706,54,6,2023-12-14 08:22:52,29.44943,91.84062,29.54943,91.94062,29.54943,91.84062,29.44943,91.94062,Sentinel-1B,SAR,15.6,57.3,Raw,S2_001706.tif,1.69
1707,24,3,2019-04-11 09:44:32,24.16144,99.28855,24.26144,99.38855,24.26144,99.28855,24.16144,99.38855,Sentinel-2A,Optical,4.0,91.3,Preprocessed,S2_001707.tif,1.07
1708,8,1,2020-07-27 09:01:03,23.94546,98.8479,24.04546,98.9479,24.04546,98.8479,23.94546,98.9479,Landsat-8,Optical,19.8,11.9,Preprocessed,S2_001708.tif,1.48
1709,51,6,2020-11-26 15:35:48,29.90264,91.06129,30.00264,91.16129,30.00264,91.06129,29.90264,91.16129,Landsat-8,Optical,20.0,46.5,Preprocessed,S2_001709.tif,3.76
1710,39,4,2020-11-23 19:27:12,27.84034,90.94103,27.94034,91.04103,27.94034,90.94103,27.84034,91.04103,Landsat-9,Optical,3.5,91.2,Preprocessed,S2_001710.tif,0.71
1711,28,3,2020-02-25 21:42:43,29.42384,92.90743,29.52384,93.00743,29.52384,92.90743,29.42384,93.00743,Sentinel-2B,Optical,17.4,31.6,Analysis Ready,S2_001711.tif,3.55
1712,1,1,2024-09-24 02:47:02,27.55786,90.34285,27.65786,90.44285,27.65786,90.34285,27.55786,90.44285,Sentinel-2B,Optical,27.6,27.2,Preprocessed,S2_001712.tif,4.3
1713,33,4,2020-04-21 12:10:52,23.8956,99.99334,23.9956,100.09334,23.9956,99.99334,23.8956,100.09334,Landsat-8,Optical,9.1,89.2,Raw,S2_001713.tif,3.85
1714,12,1,2022-03-14 06:34:36,26.51216,97.71074,26.61216,97.81074,26.61216,97.71074,26.51216,97.81074,Sentinel-2B,Optical,25.6,98.8,Raw,S2_001714.tif,3.11
1715,20,2,2022-11-02 05:55:23,22.87218,93.8916,22.97218,93.9916,22.97218,93.8916,22.87218,93.9916,Landsat-8,Optical,4.5,81.8,Raw,S2_001715.tif,0.3
1716,28,3,2022-10-14 23:16:57,29.21769,93.58987,29.31769,93.68987,29.31769,93.58987,29.21769,93.68987,Sentinel-1B,SAR,18.4,38.1,Preprocessed,S2_001716.tif,3.33
1717,61,8,2023-09-01 12:45:35,26.35816,89.98985,26.45816,90.08985,26.45816,89.98985,26.35816,90.08985,Landsat-8,Optical,10.1,53.3,Preprocessed,S2_001717.tif,0.08
1718,45,5,2021-02-20 11:52:54,29.12959,95.03867,29.22959,95.13867,29.22959,95.03867,29.12959,95.13867,Landsat-8,Optical,21.2,14.6,Analysis Ready,S2_001718.tif,3.4
1719,59,8,2023-01-29 07:28:18,25.87734,92.3902,25.97734,92.4902,25.97734,92.3902,25.87734,92.4902,Sentinel-2A,Optical,12.5,6.0,Raw,S2_001719.tif,0.76
1720,46,5,2018-03-02 12:46:07,23.38215,97.96899,23.48215,98.06899,23.48215,97.96899,23.38215,98.06899,Sentinel-1A,SAR,5.8,35.4,Preprocessed,S2_001720.tif,1.89
1721,9,1,2018-09-30 11:17:59,27.69722,92.90417,27.79722,93.00417,27.79722,92.90417,27.69722,93.00417,Sentinel-2B,Optical,12.7,0.9,Raw,S2_001721.tif,4.51
1722,42,5,2018-11-16 03:38:39,21.84731,96.96521,21.94731,97.06521,21.94731,96.96521,21.84731,97.06521,Sentinel-1B,SAR,28.5,62.3,Raw,S2_001722.tif,2.12
1723,15,2,2021-06-20 10:35:29,27.035,98.83492,27.135,98.93492,27.135,98.83492,27.035,98.93492,Sentinel-2A,Optical,25.7,32.5,Preprocessed,S2_001723.tif,1.31
1724,28,3,2018-03-13 13:17:49,28.98245,93.23487,29.08245,93.33487,29.08245,93.23487,28.98245,93.33487,Sentinel-1B,SAR,20.4,88.9,Raw,S2_001724.tif,3.08
1725,41,5,2022-01-30 15:12:09,23.32431,94.28129,23.42431,94.38129,23.42431,94.28129,23.32431,94.38129,Sentinel-2B,Optical,3.7,31.5,Analysis Ready,S2_001725.tif,4.22
1726,17,2,2020-12-28 20:56:22,23.60496,92.62838,23.70496,92.72838,23.70496,92.62838,23.60496,92.72838,RESOURCESAT-2,Optical,17.9,92.3,Preprocessed,S2_001726.tif,4.85
1727,9,1,2022-12-19 21:12:02,27.78255,93.19209,27.88255,93.29209,27.88255,93.19209,27.78255,93.29209,Landsat-9,Optical,16.2,88.4,Preprocessed,S2_001727.tif,2.94
1728,37,4,2023-01-04 23:28:20,26.59369,94.3987,26.69369,94.4987,26.69369,94.3987,26.59369,94.4987,Sentinel-1B,SAR,11.1,9.6,Analysis Ready,S2_001728.tif,1.39
1729,57,7,2020-07-14 05:11:44,23.62316,93.52194,23.72316,93.62194,23.72316,93.52194,23.62316,93.62194,Landsat-8,Optical,11.5,0.9,Raw,S2_001729.tif,2.95
1730,8,1,2023-12-26 08:09:39,23.81615,98.54837,23.91615,98.64837,23.91615,98.54837,23.81615,98.64837,Landsat-8,Optical,5.0,38.2,Raw,S2_001730.tif,1.75
1731,22,2,2023-09-05 12:36:22,22.27909,96.26795,22.37909,96.36795,22.37909,96.26795,22.27909,96.36795,Landsat-9,Optical,25.9,9.4,Raw,S2_001731.tif,4.28
1732,40,5,2021-12-25 16:02:21,28.07883,97.64507,28.17883,97.74507,28.17883,97.64507,28.07883,97.74507,Sentinel-1A,SAR,10.9,31.7,Preprocessed,S2_001732.tif,4.57
1733,47,6,2020-12-13 09:10:11,29.67787,98.74718,29.77787,98.84718,29.77787,98.74718,29.67787,98.84718,Sentinel-1A,SAR,21.5,94.3,Preprocessed,S2_001733.tif,2.02
1734,62,8,2023-01-20 16:27:26,27.47876,92.21487,27.57876,92.31487,27.57876,92.21487,27.47876,92.31487,Sentinel-1A,SAR,3.1,45.1,Preprocessed,S2_001734.tif,1.53
1735,9,1,2022-06-03 23:25:57,27.85856,93.22287,27.95856,93.32287,27.95856,93.22287,27.85856,93.32287,Sentinel-2B,Optical,12.8,16.8,Preprocessed,S2_001735.tif,3.56
1736,22,2,2020-08-24 03:41:11,22.20465,95.93017,22.30465,96.03017,22.30465,95.93017,22.20465,96.03017,Sentinel-2B,Optical,7.5,1.9,Raw,S2_001736.tif,3.85
1737,21,2,2024-02-08 11:20:12,24.1569,99.80997,24.2569,99.90997,24.2569,99.80997,24.1569,99.90997,Landsat-9,Optical,10.6,72.3,Raw,S2_001737.tif,2.57
1738,51,6,2024-01-27 17:00:38,29.30717,91.15051,29.40717,91.25051,29.40717,91.15051,29.30717,91.25051,RESOURCESAT-2,Optical,8.2,18.0,Raw,S2_001738.tif,1.32
1739,27,3,2018-12-21 08:52:48,25.11145,90.8962,25.21145,90.9962,25.21145,90.8962,25.11145,90.9962,Sentinel-1B,SAR,23.1,51.2,Preprocessed,S2_001739.tif,2.55
1740,6,1,2019-02-25 01:08:14,26.06687,97.52578,26.16687,97.62578,26.16687,97.52578,26.06687,97.62578,Sentinel-1A,SAR,5.2,58.9,Analysis Ready,S2_001740.tif,1.03
1741,41,5,2018-09-10 23:56:06,22.58148,94.35443,22.68148,94.45443,22.68148,94.35443,22.58148,94.45443,Sentinel-1A,SAR,29.5,78.1,Preprocessed,S2_001741.tif,1.99
1742,60,8,2024-09-30 10:17:42,24.9542,95.97525,25.0542,96.07525,25.0542,95.97525,24.9542,96.07525,Sentinel-1B,SAR,24.6,38.4,Analysis Ready,S2_001742.tif,0.63
1743,55,7,2021-08-10 09:10:49,28.80653,94.44068,28.90653,94.54068,28.90653,94.44068,28.80653,94.54068,Sentinel-2B,Optical,23.8,91.8,Preprocessed,S2_001743.tif,3.47
1744,61,8,2018-10-26 14:31:17,26.61369,90.26923,26.71369,90.36923,26.71369,90.26923,26.61369,90.36923,Sentinel-1B,SAR,20.9,18.9,Raw,S2_001744.tif,1.64
1745,47,6,2019-07-11 18:47:16,29.74771,99.22566,29.84771,99.32566,29.84771,99.22566,29.74771,99.32566,RESOURCESAT-2,Optical,7.6,58.7,Raw,S2_001745.tif,3.34
1746,8,1,2020-05-31 06:34:30,23.84654,98.43171,23.94654,98.53171,23.94654,98.43171,23.84654,98.53171,RESOURCESAT-2,Optical,18.1,75.5,Analysis Ready,S2_001746.tif,0.05
1747,60,8,2023-11-13 09:14:17,24.8149,95.57888,24.9149,95.67888,24.9149,95.57888,24.8149,95.67888,Landsat-9,Optical,25.4,71.3,Preprocessed,S2_001747.tif,1.03
1748,31,3,2019-06-27 10:41:58,27.61095,95.01922,27.71095,95.11922,27.71095,95.01922,27.61095,95.11922,Sentinel-2A,Optical,27.6,50.6,Raw,S2_001748.tif,3.99
1749,13,2,2021-02-13 11:32:57,25.95255,99.54268,26.05255,99.64268,26.05255,99.54268,25.95255,99.64268,Sentinel-2A,Optical,23.7,14.9,Raw,S2_001749.tif,3.35
1750,1,1,2019-07-09 13:02:00,27.42409,90.34506,27.52409,90.44506,27.52409,90.34506,27.42409,90.44506,Landsat-8,Optical,17.3,14.2,Raw,S2_001750.tif,0.92
1751,43,5,2023-03-05 16:06:49,30.1827,97.44968,30.2827,97.54968,30.2827,97.44968,30.1827,97.54968,Sentinel-1A,SAR,21.6,82.3,Raw,S2_001751.tif,0.83
1752,13,2,2020-10-04 00:51:53,25.91737,99.99909,26.01737,100.09909,26.01737,99.99909,25.91737,100.09909,Landsat-8,Optical,6.3,60.8,Preprocessed,S2_001752.tif,1.63
1753,44,5,2024-08-06 10:04:47,29.79478,98.75666,29.89478,98.85666,29.89478,98.75666,29.79478,98.85666,RESOURCESAT-2,Optical,21.5,74.1,Preprocessed,S2_001753.tif,0.23
1754,39,4,2018-10-27 22:48:10,27.30793,91.18637,27.40793,91.28637,27.40793,91.18637,27.30793,91.28637,Sentinel-2A,Optical,15.6,62.2,Preprocessed,S2_001754.tif,1.57
1755,44,5,2024-03-27 07:30:44,29.26346,98.61292,29.36346,98.71292,29.36346,98.61292,29.26346,98.71292,Sentinel-1B,SAR,10.6,78.0,Preprocessed,S2_001755.tif,3.95
1756,8,1,2023-10-02 09:36:22,24.23317,98.90954,24.33317,99.00954,24.33317,98.90954,24.23317,99.00954,Sentinel-2A,Optical,9.5,96.9,Analysis Ready,S2_001756.tif,3.29
1757,39,4,2020-08-17 12:50:57,27.88646,91.51847,27.98646,91.61847,27.98646,91.51847,27.88646,91.61847,Sentinel-1B,SAR,7.6,71.5,Analysis Ready,S2_001757.tif,1.28
1758,42,5,2019-04-02 07:10:32,22.22709,97.15881,22.32709,97.25881,22.32709,97.15881,22.22709,97.25881,Sentinel-2A,Optical,17.7,24.8,Analysis Ready,S2_001758.tif,0.9
1759,53,6,2019-07-24 05:55:44,27.67983,91.63973,27.77983,91.73973,27.77983,91.63973,27.67983,91.73973,RESOURCESAT-2,Optical,16.4,5.6,Analysis Ready,S2_001759.tif,2.1
1760,59,8,2019-01-24 03:43:08,25.48564,92.57778,25.58564,92.67778,25.58564,92.57778,25.48564,92.67778,RESOURCESAT-2,Optical,4.7,6.2,Raw,S2_001760.tif,3.52
1761,25,3,2018-10-23 02:56:04,26.20156,96.8563,26.30156,96.9563,26.30156,96.8563,26.20156,96.9563,Sentinel-2B,Optical,27.6,92.1,Analysis Ready,S2_001761.tif,3.35
1762,28,3,2024-04-18 10:05:59,28.75443,93.0509,28.85443,93.1509,28.85443,93.0509,28.75443,93.1509,Sentinel-1A,SAR,8.2,56.8,Raw,S2_001762.tif,1.05
1763,52,6,2021-09-18 16:09:18,28.47881,99.75537,28.57881,99.85537,28.57881,99.75537,28.47881,99.85537,RESOURCESAT-2,Optical,16.9,52.3,Raw,S2_001763.tif,1.78
1764,58,7,2019-02-26 22:08:19,27.21152,94.83254,27.31152,94.93254,27.31152,94.83254,27.21152,94.93254,Sentinel-1B,SAR,24.6,38.1,Raw,S2_001764.tif,3.42
1765,24,3,2021-06-07 21:09:51,24.23159,99.43304,24.33159,99.53304,24.33159,99.43304,24.23159,99.53304,Sentinel-2B,Optical,24.1,27.1,Raw,S2_001765.tif,2.3
1766,20,2,2018-10-04 12:02:37,23.56396,93.27989,23.66396,93.37989,23.66396,93.27989,23.56396,93.37989,Sentinel-1A,SAR,13.2,54.5,Preprocessed,S2_001766.tif,4.25
1767,43,5,2020-01-07 20:27:28,29.46626,98.09558,29.56626,98.19558,29.56626,98.09558,29.46626,98.19558,Sentinel-2A,Optical,14.0,30.0,Raw,S2_001767.tif,4.67
1768,27,3,2018-10-31 16:36:58,24.77203,90.23363,24.87203,90.33363,24.87203,90.23363,24.77203,90.33363,Sentinel-1A,SAR,23.4,7.2,Raw,S2_001768.tif,2.47
1769,17,2,2020-06-10 21:07:43,23.39646,93.18252,23.49646,93.28252,23.49646,93.18252,23.39646,93.28252,RESOURCESAT-2,Optical,28.6,86.0,Raw,S2_001769.tif,4.43
1770,18,2,2019-10-08 05:15:28,29.29982,98.77218,29.39982,98.87218,29.39982,98.77218,29.29982,98.87218,Landsat-8,Optical,15.0,22.6,Preprocessed,S2_001770.tif,2.96
1771,3,1,2021-03-22 01:49:50,27.84891,99.02719,27.94891,99.12719,27.94891,99.02719,27.84891,99.12719,Sentinel-2A,Optical,9.7,58.9,Preprocessed,S2_001771.tif,4.65
1772,31,3,2024-10-15 01:22:14,28.28439,95.49919,28.38439,95.59919,28.38439,95.49919,28.28439,95.59919,Sentinel-1B,SAR,8.3,14.7,Preprocessed,S2_001772.tif,3.38
1773,30,3,2018-11-04 06:15:12,25.39622,92.26255,25.49622,92.36255,25.49622,92.26255,25.39622,92.36255,Sentinel-1B,SAR,14.9,71.8,Analysis Ready,S2_001773.tif,3.52
1774,25,3,2023-11-27 06:02:57,26.25937,96.71345,26.35937,96.81345,26.35937,96.71345,26.25937,96.81345,RESOURCESAT-2,Optical,12.7,20.2,Raw,S2_001774.tif,4.06
1775,11,1,2020-06-30 10:52:29,22.67837,91.3386,22.77837,91.4386,22.77837,91.3386,22.67837,91.4386,Landsat-8,Optical,17.0,87.9,Analysis Ready,S2_001775.tif,3.1
1776,8,1,2018-11-06 13:36:17,24.71597,99.10966,24.81597,99.20966,24.81597,99.10966,24.71597,99.20966,Landsat-8,Optical,12.5,64.5,Preprocessed,S2_001776.tif,3.84
1777,3,1,2020-08-12 04:46:03,27.57903,99.15862,27.67903,99.25862,27.67903,99.15862,27.57903,99.25862,RESOURCESAT-2,Optical,17.6,86.3,Preprocessed,S2_001777.tif,4.69
1778,5,1,2021-08-05 01:56:09,23.38545,95.16745,23.48545,95.26745,23.48545,95.16745,23.38545,95.26745,Landsat-9,Optical,8.3,61.9,Preprocessed,S2_001778.tif,2.48
1779,19,2,2018-07-26 14:02:32,24.24506,96.46886,24.34506,96.56886,24.34506,96.46886,24.24506,96.56886,Landsat-9,Optical,16.9,85.5,Analysis Ready,S2_001779.tif,0.93
1780,13,2,2021-01-13 09:48:05,26.55091,99.7997,26.65091,99.8997,26.65091,99.7997,26.55091,99.8997,Landsat-8,Optical,13.1,15.8,Raw,S2_001780.tif,1.47
1781,9,1,2023-06-06 08:23:03,27.94661,93.20788,28.04661,93.30788,28.04661,93.20788,27.94661,93.30788,Sentinel-1B,SAR,27.4,84.2,Raw,S2_001781.tif,4.02
1782,41,5,2022-07-29 22:56:09,22.70696,94.24035,22.80696,94.34035,22.80696,94.24035,22.70696,94.34035,Landsat-8,Optical,6.0,54.6,Analysis Ready,S2_001782.tif,4.49
1783,29,3,2021-09-28 10:03:16,25.90853,99.17687,26.00853,99.27687,26.00853,99.17687,25.90853,99.27687,Landsat-8,Optical,21.9,64.0,Analysis Ready,S2_001783.tif,0.75
1784,37,4,2022-03-12 18:09:28,26.30126,94.68481,26.40126,94.78481,26.40126,94.68481,26.30126,94.78481,Landsat-8,Optical,8.4,73.5,Analysis Ready,S2_001784.tif,4.43
1785,2,1,2023-03-12 17:13:18,24.31719,91.16455,24.41719,91.26455,24.41719,91.16455,24.31719,91.26455,Landsat-8,Optical,3.6,82.5,Preprocessed,S2_001785.tif,0.68
1786,31,3,2024-04-21 17:07:16,28.1894,95.46861,28.2894,95.56861,28.2894,95.46861,28.1894,95.56861,Sentinel-2A,Optical,4.2,31.0,Preprocessed,S2_001786.tif,1.8
1787,14,2,2018-10-11 21:24:39,22.70925,92.46235,22.80925,92.56235,22.80925,92.46235,22.70925,92.56235,Sentinel-1B,SAR,27.5,14.5,Analysis Ready,S2_001787.tif,4.89
1788,58,7,2018-04-03 17:39:30,27.32612,94.50138,27.42612,94.60138,27.42612,94.50138,27.32612,94.60138,Landsat-9,Optical,9.1,36.1,Analysis Ready,S2_001788.tif,0.1
