road_id,state_id,district_id,road_code,road_type,road_name,start_lat,start_lon,end_lat,end_lon,length_km,width_m,surface_type,condition,historical_blockages,landslide_vulnerability,daily_traffic_vehicles
420,18,2,RD00420,Forest Road,NH-6,28.67482,98.60076,28.72482,98.65076,23.3,8.6,Gravel,Fair,12,High,440.4
421,49,6,RD00421,ODR,SH-98,29.60698,98.73666,29.65698,98.78666,23.6,10.7,Earthen,Fair,9,Medium,456.5
422,14,2,RD00422,Forest Road,SH-69,22.66475,92.74253,22.71475,92.79253,17.0,4.8,Concrete,Good,13,Low,431.3
423,55,7,RD00423,Village Road,NH-72,28.92177,94.07738,28.97177,94.12738,40.9,10.1,Concrete,Good,20,Low,353.1
424,8,1,RD00424,SH,NH-176,24.34632,98.6893,24.39632,98.7393,21.6,8.6,Bituminous,Fair,15,High,306.6
425,27,3,RD00425,NH,SH-10,25.12698,90.71162,25.17698,90.76162,27.2,11.2,Earthen,Poor,1,Medium,238.8
426,3,1,RD00426,SH,SH-44,27.46826,98.80722,27.51826,98.85722,30.1,10.0,Bituminous,Fair,17,Medium,150.9
427,10,1,RD00427,Forest Road,SH-41,23.79811,97.70357,23.84811,97.75357,4.0,4.0,Gravel,Fair,11,Medium,242.3
428,18,2,RD00428,Forest Road,SH-30,28.84281,98.48111,28.89281,98.53111,7.9,4.1,Bituminous,Good,6,High,384.6
429,11,1,RD00429,SH,NH-121,22.64818,91.0451,22.69818,91.0951,6.6,11.8,Gravel,Fair,12,Medium,456.4
430,30,3,RD00430,MDR,NH-121,25.68517,92.69229,25.73517,92.74229,36.4,4.2,Bituminous,Good,10,Medium,94.6
431,35,4,RD00431,MDR,NH-244,23.0966,91.70117,23.1466,91.75117,47.1,3.4,Gravel,Fair,17,Medium,317.8
432,50,6,RD00432,NH,SH-94,24.05454,92.38903,24.10454,92.43903,49.1,7.7,Concrete,Poor,9,Medium,51.0
433,45,5,RD00433,MDR,NH-368,28.92408,95.14368,28.97408,95.19368,38.2,6.6,Concrete,Poor,17,Medium,374.9
434,34,4,RD00434,SH,SH-55,25.91819,97.74377,25.96819,97.79377,37.7,5.9,Earthen,Fair,4,Low,421.7
435,31,3,RD00435,SH,NH-311,27.7846,95.5745,27.8346,95.6245,42.6,7.6,Bituminous,Poor,16,Medium,146.9
436,45,5,RD00436,ODR,NH-486,28.63408,94.92416,28.68408,94.97416,18.2,4.0,Bituminous,Fair,12,Low,372.0
437,18,2,RD00437,Forest Road,NH-82,28.72438,98.59616,28.77438,98.64616,30.8,7.5,Earthen,Fair,12,Low,265.9
438,60,8,RD00438,Forest Road,NH-105,24.74878,96.00911,24.79878,96.05911,16.4,9.0,Gravel,Fair,18,Medium,345.0
439,20,2,RD00439,NH,NH-233,23.46938,93.73007,23.51938,93.78007,16.8,4.5,Gravel,Good,6,Medium,379.7
440,35,4,RD00440,Village Road,SH-22,23.05076,91.73164,23.10076,91.78164,26.4,11.3,Gravel,Fair,10,High,68.8
441,39,4,RD00441,ODR,NH-109,27.55403,91.26892,27.60403,91.31892,49.5,8.0,Earthen,Good,4,Medium,367.7
442,14,2,RD00442,NH,NH-192,22.7035,93.10007,22.7535,93.15007,37.3,5.2,Bituminous,Good,14,Medium,110.0
443,42,5,RD00443,Village Road,NH-44,22.20522,97.40106,22.25522,97.45106,30.8,10.5,Concrete,Poor,18,Medium,292.1
444,55,7,RD00444,ODR,SH-66,28.93986,94.14267,28.98986,94.19267,21.9,9.2,Gravel,Good,17,High,357.6
445,40,5,RD00445,Village Road,SH-18,28.09737,97.62686,28.14737,97.67686,41.0,3.8,Earthen,Poor,4,Low,138.6
446,55,7,RD00446,Forest Road,SH-34,29.08309,94.25265,29.13309,94.30265,26.0,9.0,Concrete,Good,17,Low,309.0
447,51,6,RD00447,MDR,SH-24,29.4561,90.97265,29.5061,91.02265,43.9,9.2,Earthen,Good,8,Low,359.6
448,56,7,RD00448,MDR,SH-73,29.39599,97.63038,29.44599,97.68038,36.6,9.1,Gravel,Fair,1,High,124.7
449,25,3,RD00449,NH,SH-97,26.30563,96.96654,26.35563,97.01654,14.0,4.2,Earthen,Fair,3,Low,498.9
450,43,5,RD00450,Forest Road,NH-367,29.61915,97.67994,29.66915,97.72994,9.1,5.6,Gravel,Fair,9,Low,4.9
451,23,3,RD00451,MDR,SH-52,27.86562,91.48796,27.91562,91.53796,15.0,4.8,Gravel,Poor,6,Low,321.7
452,10,1,RD00452,Village Road,SH-9,23.67528,97.50379,23.72528,97.55379,39.1,9.9,Bituminous,Fair,10,Medium,238.6
453,4,1,RD00453,SH,SH-77,26.57129,90.36254,26.62129,90.41254,12.0,5.3,Earthen,Fair,11,Low,412.2
454,19,2,RD00454,MDR,NH-244,24.05368,96.55444,24.10368,96.60444,42.5,6.5,Bituminous,Poor,14,Low,317.6
455,33,4,RD00455,NH,NH-187,23.81824,100.13617,23.86824,100.18617,41.5,11.1,Earthen,Good,1,High,108.4
456,43,5,RD00456,ODR,SH-14,29.58933,97.74707,29.63933,97.79707,21.6,4.4,Concrete,Good,9,Low,182.5
457,13,2,RD00457,ODR,NH-460,26.45112,99.73152,26.50112,99.78152,19.1,8.1,Gravel,Fair,7,Medium,207.0
458,22,2,RD00458,SH,SH-46,22.39175,96.26261,22.44175,96.31261,19.7,10.3,Bituminous,Poor,13,Low,469.2
459,60,8,RD00459,Forest Road,NH-477,24.73533,95.97517,24.78533,96.02517,8.2,10.1,Concrete,Good,3,High,380.9
460,60,8,RD00460,NH,NH-170,24.52855,95.8154,24.57855,95.8654,22.9,11.0,Bituminous,Good,11,Medium,352.2
461,32,3,RD00461,SH,NH-445,25.47251,95.90466,25.52251,95.95466,4.3,11.1,Bituminous,Fair,13,High,9.2
462,44,5,RD00462,MDR,SH-29,29.4477,98.66533,29.4977,98.71533,22.1,3.7,Earthen,Poor,17,Medium,222.6
463,20,2,RD00463,SH,NH-467,23.16466,93.66474,23.21466,93.71474,18.4,8.7,Gravel,Poor,9,High,16.3
464,62,8,RD00464,Village Road,NH-189,27.11119,92.44312,27.16119,92.49312,6.4,8.3,Earthen,Good,17,Medium,150.1
465,24,3,RD00465,ODR,NH-454,24.17391,99.18277,24.22391,99.23277,31.8,4.1,Concrete,Fair,8,High,381.1
466,28,3,RD00466,MDR,NH-348,29.00104,93.03284,29.05104,93.08284,27.6,10.9,Gravel,Poor,11,High,479.4
467,58,7,RD00467,MDR,SH-23,27.16412,94.33147,27.21412,94.38147,15.5,10.2,Concrete,Fair,11,Low,114.9
468,53,6,RD00468,MDR,SH-48,28.32533,91.43467,28.37533,91.48467,11.1,6.2,Bituminous,Fair,11,High,345.7
469,57,7,RD00469,NH,NH-227,23.50438,92.92496,23.55438,92.97496,3.8,3.5,Gravel,Fair,8,Low,278.6
470,11,1,RD00470,MDR,NH-264,22.57385,91.12796,22.62385,91.17796,11.3,3.2,Concrete,Good,3,Low,223.4
471,51,6,RD00471,Village Road,SH-51,29.59928,90.7192,29.64928,90.7692,5.9,3.5,Bituminous,Good,3,Low,335.5
472,36,4,RD00472,SH,NH-16,25.36768,90.49514,25.41768,90.54514,5.1,5.6,Gravel,Poor,0,High,265.3
473,24,3,RD00473,NH,SH-43,24.34777,99.44151,24.39777,99.49151,32.5,4.2,Concrete,Fair,6,Medium,465.3
474,9,1,RD00474,ODR,SH-89,27.41792,93.56856,27.46792,93.61856,48.2,5.7,Bituminous,Fair,8,Medium,483.0
475,57,7,RD00475,ODR,SH-31,23.69729,93.01673,23.74729,93.06673,43.0,7.5,Concrete,Poor,18,High,174.4
476,36,4,RD00476,NH,NH-169,25.44718,90.7626,25.49718,90.8126,41.7,7.0,Concrete,Fair,10,Medium,272.3
477,21,2,RD00477,MDR,SH-74,23.9587,99.445,24.0087,99.495,48.4,11.6,Concrete,Poor,16,Low,101.5
478,30,3,RD00478,Village Road,SH-48,25.48232,92.69004,25.53232,92.74004,35.1,4.2,Bituminous,Good,12,High,307.0
479,50,6,RD00479,Village Road,SH-96,24.09062,92.377,24.14062,92.427,12.6,3.3,Gravel,Good,16,High,444.6
480,58,7,RD00480,ODR,SH-100,27.27087,94.20743,27.32087,94.25743,22.4,10.4,Gravel,Poor,4,Medium,483.0
481,4,1,RD00481,Forest Road,NH-30,26.8636,90.24921,26.9136,90.29921,36.0,3.2,Earthen,Poor,12,Medium,240.4
482,52,6,RD00482,Village Road,SH-65,28.64847,99.68115,28.69847,99.73115,14.3,8.9,Bituminous,Good,14,Low,58.1
483,46,5,RD00483,Forest Road,SH-62,23.33583,97.78426,23.38583,97.83426,1.8,5.5,Earthen,Poor,20,Medium,325.4
484,36,4,RD00484,Village Road,NH-335,25.56026,90.67459,25.61026,90.72459,32.6,11.0,Gravel,Fair,19,Low,87.8
485,54,6,RD00485,ODR,SH-69,29.52138,91.71573,29.57138,91.76573,17.1,6.5,Bituminous,Good,2,High,11.8
486,31,3,RD00486,MDR,SH-24,27.82998,95.55974,27.87998,95.60974,37.8,10.2,Concrete,Fair,10,Medium,322.1
487,10,1,RD00487,SH,NH-300,23.72385,97.70566,23.77385,97.75566,5.7,11.6,Concrete,Fair,0,Low,25.2
488,25,3,RD00488,MDR,NH-453,26.40262,97.01466,26.45262,97.06466,36.4,3.3,Earthen,Poor,9,Medium,285.4
489,44,5,RD00489,Village Road,SH-55,29.40523,98.54188,29.45523,98.59188,49.7,9.8,Gravel,Good,3,Low,199.2
490,25,3,RD00490,NH,SH-69,26.56341,97.03909,26.61341,97.08909,36.4,10.9,Concrete,Poor,18,Medium,52.9
491,39,4,RD00491,ODR,NH-307,27.40361,91.17555,27.45361,91.22555,11.4,6.7,Gravel,Good,2,Low,139.6
492,8,1,RD00492,SH,NH-263,24.24954,98.57725,24.29954,98.62725,1.4,7.4,Earthen,Poor,12,Medium,267.2
493,22,2,RD00493,SH,NH-9,22.69979,96.28834,22.74979,96.33834,45.4,6.2,Gravel,Good,4,Medium,141.1
494,55,7,RD00494,Forest Road,SH-81,28.91056,94.27265,28.96056,94.32265,24.2,5.5,Bituminous,Fair,3,Low,213.6
495,28,3,RD00495,SH,SH-70,28.81418,93.22718,28.86418,93.27718,1.1,6.7,Concrete,Poor,3,Medium,6.0
496,1,1,RD00496,ODR,SH-37,27.26494,90.33855,27.31494,90.38855,25.0,7.3,Bituminous,Poor,0,Medium,162.5
497,40,5,RD00497,SH,SH-99,27.89662,97.71369,27.94662,97.76369,43.5,3.5,Concrete,Good,4,Low,382.1
498,29,3,RD00498,Forest Road,SH-61,26.09909,98.92608,26.14909,98.97608,37.9,7.1,Gravel,Poor,11,Medium,445.8
499,31,3,RD00499,Village Road,NH-11,27.85121,95.57263,27.90121,95.62263,19.8,11.0,Gravel,Poor,1,High,395.6
500,51,6,RD00500,NH,SH-90,29.66158,90.92167,29.71158,90.97167,32.0,7.5,Concrete,Fair,19,High,453.3
501,13,2,RD00501,SH,SH-73,26.39798,99.76632,26.44798,99.81632,4.3,5.4,Gravel,Good,19,Low,257.1
502,17,2,RD00502,Village Road,SH-16,23.91038,92.70985,23.96038,92.75985,20.6,7.7,Concrete,Good,5,High,61.8
503,49,6,RD00503,Village Road,SH-48,29.5544,98.93619,29.6044,98.98619,7.2,11.4,Earthen,Fair,12,Medium,70.4
504,34,4,RD00504,Village Road,SH-98,25.77255,97.54111,25.82255,97.59111,6.9,11.7,Earthen,Poor,8,Medium,440.6
505,28,3,RD00505,ODR,SH-100,29.16253,93.05606,29.21253,93.10606,29.9,9.1,Concrete,Fair,10,Low,183.6
506,44,5,RD00506,Village Road,SH-38,29.20568,98.78417,29.25568,98.83417,43.2,8.5,Concrete,Poor,16,High,188.9
507,8,1,RD00507,MDR,SH-97,24.27226,98.85841,24.32226,98.90841,13.8,5.9,Gravel,Good,14,Medium,380.6
508,7,1,RD00508,ODR,SH-65,26.20751,92.02556,26.25751,92.07556,49.5,3.4,Bituminous,Fair,4,Medium,453.8
509,52,6,RD00509,ODR,NH-489,28.50522,99.69505,28.55522,99.74505,6.3,7.6,Gravel,Fair,9,Low,337.8
510,53,6,RD00510,NH,SH-84,28.09249,91.35854,28.14249,91.40854,35.2,7.7,Concrete,Fair,12,Low,346.5
511,33,4,RD00511,SH,SH-69,23.78536,100.09466,23.83536,100.14466,2.1,3.5,Gravel,Fair,5,Medium,379.9
512,37,4,RD00512,SH,SH-87,26.74667,94.5123,26.79667,94.5623,5.3,3.7,Concrete,Poor,15,High,454.4
513,55,7,RD00513,ODR,NH-165,28.84629,94.36852,28.89629,94.41852,22.6,3.5,Concrete,Fair,20,High,346.7
514,19,2,RD00514,NH,NH-275,24.03553,96.26314,24.08553,96.31314,5.9,3.5,Bituminous,Poor,13,Low,353.2
515,36,4,RD00515,NH,SH-25,25.51117,90.61797,25.56117,90.66797,2.7,11.1,Bituminous,Fair,0,Medium,362.2
516,42,5,RD00516,MDR,SH-23,21.93815,97.27218,21.98815,97.32218,36.5,8.0,Earthen,Fair,12,High,294.6
517,25,3,RD00517,NH,NH-416,26.49628,96.68827,26.54628,96.73827,33.0,6.2,Gravel,Fair,3,Medium,424.6
518,12,1,RD00518,Forest Road,NH-152,26.99308,98.26754,27.04308,98.31754,25.5,9.9,Earthen,Poor,16,High,468.7
519,54,6,RD00519,ODR,NH-60,29.55271,91.56279,29.60271,91.61279,39.0,7.1,Bituminous,Poor,16,Medium,233.6
520,21,2,RD00520,SH,SH-82,24.22975,99.53119,24.27975,99.58119,18.0,3.5,Gravel,Poor,17,Low,256.8
521,7,1,RD00521,NH,NH-355,26.53356,92.24899,26.58356,92.29899,37.1,10.1,Earthen,Poor,4,Low,337.1
522,48,6,RD00522,SH,NH-212,26.63406,94.81619,26.68406,94.86619,12.5,4.6,Earthen,Poor,20,Medium,301.0
523,35,4,RD00523,NH,SH-87,23.32373,91.75218,23.37373,91.80218,24.7,8.4,Earthen,Poor,10,Medium,92.0
524,33,4,RD00524,SH,SH-77,23.72756,99.94093,23.77756,99.99093,43.5,10.6,Concrete,Fair,6,Low,441.3
525,23,3,RD00525,ODR,NH-298,27.91647,91.45637,27.96647,91.50637,4.3,8.4,Bituminous,Fair,1,High,439.7
526,60,8,RD00526,SH,NH-386,24.69511,95.8849,24.74511,95.9349,46.3,9.6,Earthen,Poor,15,Medium,17.6
527,51,6,RD00527,Forest Road,NH-374,29.45745,90.87008,29.50745,90.92008,11.8,6.3,Earthen,Good,3,High,384.5
528,21,2,RD00528,MDR,NH-53,24.20087,99.19057,24.25087,99.24057,6.7,9.3,Earthen,Poor,11,Medium,310.2
529,30,3,RD00529,Forest Road,NH-408,25.47841,92.76818,25.52841,92.81818,31.4,10.6,Earthen,Good,19,Low,323.2
530,49,6,RD00530,MDR,NH-101,29.54132,98.80229,29.59132,98.85229,8.5,6.4,Earthen,Good,10,Low,256.6
531,23,3,RD00531,Forest Road,SH-39,27.9224,91.55616,27.9724,91.60616,5.2,11.4,Bituminous,Fair,14,Low,454.9
532,49,6,RD00532,Forest Road,NH-170,29.56258,98.87902,29.61258,98.92902,40.2,9.4,Earthen,Good,4,Low,434.3
533,1,1,RD00533,SH,SH-39,27.303,90.38442,27.353,90.43442,41.6,6.8,Gravel,Good,18,High,200.1
534,10,1,RD00534,SH,SH-88,23.82571,97.7871,23.87571,97.8371,46.0,5.5,Bituminous,Fair,19,Medium,481.2
535,60,8,RD00535,SH,NH-233,24.64912,96.03471,24.69912,96.08471,34.0,4.2,Earthen,Good,16,Medium,262.0
536,58,7,RD00536,Village Road,SH-19,27.31663,94.37737,27.36663,94.42737,29.7,3.1,Earthen,Fair,11,Low,376.7
537,61,8,RD00537,Village Road,SH-78,26.59847,89.87267,26.64847,89.92267,31.4,11.4,Gravel,Good,18,High,392.6
538,28,3,RD00538,NH,SH-58,28.90161,93.28302,28.95161,93.33302,6.9,9.5,Gravel,Poor,10,High,44.1
539,33,4,RD00539,Village Road,NH-245,23.5611,100.01575,23.6111,100.06575,44.5,11.3,Gravel,Good,9,High,417.2
540,24,3,RD00540,SH,SH-3,24.15156,99.21694,24.20156,99.26694,10.0,8.8,Concrete,Good,0,Medium,293.5
541,33,4,RD00541,Forest Road,NH-485,23.68332,100.13557,23.73332,100.18557,22.2,7.2,Earthen,Fair,1,Medium,252.8
542,41,5,RD00542,NH,NH-473,22.91093,94.42035,22.96093,94.47035,18.5,10.4,Concrete,Fair,16,High,454.3
543,4,1,RD00543,ODR,SH-9,26.68366,90.12904,26.73366,90.17904,41.3,10.0,Earthen,Fair,7,Low,170.2
544,19,2,RD00544,Forest Road,SH-28,24.13961,96.38905,24.18961,96.43905,39.6,9.2,Gravel,Good,7,High,277.9
545,41,5,RD00545,Village Road,SH-36,22.8598,94.31435,22.9098,94.36435,28.8,4.8,Concrete,Fair,8,Medium,368.3
546,35,4,RD00546,Forest Road,SH-7,23.08104,91.69785,23.13104,91.74785,2.3,3.2,Bituminous,Good,10,Medium,203.7
547,30,3,RD00547,Village Road,NH-245,25.65076,92.67275,25.70076,92.72275,2.7,10.7,Bituminous,Poor,14,High,104.9
548,22,2,RD00548,SH,SH-30,22.74464,96.3315,22.79464,96.3815,29.6,7.8,Concrete,Fair,14,Medium,427.4
549,53,6,RD00549,NH,SH-69,28.30256,91.41121,28.35256,91.46121,0.5,4.6,Concrete,Fair,2,High,499.1
550,34,4,RD00550,ODR,NH-117,26.03636,97.44001,26.08636,97.49001,31.8,11.5,Gravel,Poor,8,Low,337.8
551,44,5,RD00551,Village Road,SH-20,29.39215,98.64353,29.44215,98.69353,33.2,8.3,Concrete,Poor,2,Low,33.4
552,58,7,RD00552,Forest Road,NH-9,27.15006,94.42483,27.20006,94.47483,46.7,5.1,Bituminous,Good,9,Medium,8.3
553,5,1,RD00553,NH,NH-320,23.9062,94.97642,23.9562,95.02642,27.4,8.4,Concrete,Good,9,High,486.1
554,54,6,RD00554,Village Road,NH-124,29.62183,91.59281,29.67183,91.64281,30.2,6.9,Concrete,Fair,15,Low,445.3
555,53,6,RD00555,ODR,NH-34,28.15559,91.45918,28.20559,91.50918,42.2,8.1,Earthen,Good,2,Low,226.7
556,6,1,RD00556,MDR,SH-12,26.41085,97.09117,26.46085,97.14117,34.8,3.5,Earthen,Poor,6,High,181.8
557,46,5,RD00557,ODR,NH-240,23.23189,97.62902,23.28189,97.67902,2.7,8.6,Gravel,Poor,20,Medium,339.0
558,46,5,RD00558,SH,NH-267,23.12927,97.72512,23.17927,97.77512,39.0,3.3,Gravel,Fair,18,Low,71.4
559,48,6,RD00559,Village Road,NH-84,26.61125,94.83195,26.66125,94.88195,40.7,6.5,Bituminous,Good,11,Low,121.6
560,58,7,RD00560,SH,SH-47,27.16698,94.33128,27.21698,94.38128,16.0,9.5,Gravel,Good,8,High,179.7
561,54,6,RD00561,SH,SH-31,29.63971,91.67482,29.68971,91.72482,14.6,11.3,Bituminous,Poor,17,High,471.0
562,45,5,RD00562,ODR,NH-34,28.82602,94.90841,28.87602,94.95841,5.3,7.4,Earthen,Good,1,Low,67.9
563,30,3,RD00563,Forest Road,NH-423,25.68786,92.73027,25.73786,92.78027,7.3,3.4,Gravel,Good,6,Low,14.7
564,52,6,RD00564,SH,SH-11,28.59528,99.62682,28.64528,99.67682,15.7,10.2,Bituminous,Good,6,Medium,356.0
565,57,7,RD00565,MDR,SH-95,23.50794,93.21459,23.55794,93.26459,32.7,4.8,Concrete,Good,10,Medium,482.0
566,48,6,RD00566,Forest Road,SH-70,26.66612,94.74341,26.71612,94.79341,8.3,7.1,Gravel,Fair,11,Medium,321.7
567,36,4,RD00567,NH,SH-49,25.32615,90.80232,25.37615,90.85232,10.0,5.5,Concrete,Good,18,Low,234.4
568,11,1,RD00568,MDR,NH-125,22.69319,90.78612,22.74319,90.83612,12.7,11.4,Earthen,Poor,10,High,251.3
569,15,2,RD00569,MDR,SH-56,26.7578,98.64747,26.8078,98.69747,45.8,8.4,Earthen,Good,11,High,399.8
570,21,2,RD00570,MDR,NH-257,23.94871,99.23766,23.99871,99.28766,4.9,7.5,Concrete,Fair,19,High,256.0
571,22,2,RD00571,SH,NH-145,22.76038,96.20197,22.81038,96.25197,13.0,4.9,Concrete,Fair,15,Low,86.1
572,40,5,RD00572,ODR,SH-44,28.02906,97.78805,28.07906,97.83805,8.3,4.0,Concrete,Fair,19,Low,231.5
573,21,2,RD00573,Village Road,NH-150,24.26637,99.3312,24.31637,99.3812,6.6,9.3,Gravel,Good,5,Low,428.0
574,6,1,RD00574,ODR,NH-256,26.50772,97.16318,26.55772,97.21318,47.6,8.4,Concrete,Good,11,High,44.4
575,26,3,RD00575,Forest Road,SH-56,23.90056,90.50177,23.95056,90.55177,39.4,3.7,Gravel,Poor,14,Low,131.1
576,42,5,RD00576,SH,SH-19,22.13423,97.2661,22.18423,97.3161,14.1,4.2,Bituminous,Fair,5,Medium,208.4
577,53,6,RD00577,ODR,NH-315,28.32179,91.15444,28.37179,91.20444,11.0,3.1,Concrete,Poor,20,Low,475.1
578,5,1,RD00578,MDR,NH-233,23.74072,94.89619,23.79072,94.94619,30.8,11.4,Gravel,Good,16,Low,369.8
579,45,5,RD00579,Village Road,NH-165,28.75904,95.02543,28.80904,95.07543,15.2,3.5,Concrete,Poor,0,Medium,87.3
580,35,4,RD00580,ODR,NH-215,23.10633,91.69135,23.15633,91.74135,19.4,6.9,Concrete,Poor,7,Medium,397.1
581,46,5,RD00581,ODR,SH-15,23.31317,97.445,23.36317,97.495,17.4,7.0,Bituminous,Good,6,Medium,157.0
582,14,2,RD00582,SH,NH-141,22.75235,92.94297,22.80235,92.99297,12.1,4.5,Earthen,Good,14,High,387.2
583,30,3,RD00583,NH,NH-394,25.84582,92.78163,25.89582,92.83163,44.1,10.6,Earthen,Poor,7,High,135.9
584,30,3,RD00584,Village Road,SH-48,25.71284,92.63314,25.76284,92.68314,32.7,3.5,Bituminous,Poor,17,High,469.2
585,3,1,RD00585,SH,SH-95,27.49077,98.7605,27.54077,98.8105,48.7,3.2,Concrete,Poor,12,Medium,283.6
586,45,5,RD00586,NH,NH-226,28.66583,94.90131,28.71583,94.95131,13.9,9.2,Gravel,Fair,12,Medium,29.0
587,46,5,RD00587,SH,NH-315,23.31426,97.54544,23.36426,97.59544,12.0,4.2,Gravel,Good,13,Medium,74.6
588,56,7,RD00588,SH,SH-92,29.2558,97.46991,29.3058,97.51991,33.2,4.1,Concrete,Good,16,High,190.9
589,3,1,RD00589,MDR,NH-466,27.25494,99.0615,27.30494,99.1115,15.5,6.1,Earthen,Fair,0,Medium,355.1
590,47,6,RD00590,Village Road,SH-33,29.6955,99.21686,29.7455,99.26686,1.6,7.3,Bituminous,Fair,10,Low,113.9
591,45,5,RD00591,MDR,NH-265,28.70865,95.14603,28.75865,95.19603,19.4,5.0,Bituminous,Fair,18,Low,286.6
592,18,2,RD00592,ODR,SH-38,29.00681,98.62326,29.05681,98.67326,12.9,10.2,Earthen,Good,11,Medium,317.5
593,50,6,RD00593,ODR,NH-447,23.95308,92.60445,24.00308,92.65445,46.5,6.9,Gravel,Fair,13,Medium,116.0
594,55,7,RD00594,ODR,NH-450,28.89038,94.23436,28.94038,94.28436,8.3,5.6,Bituminous,Good,2,Low,26.0
595,34,4,RD00595,Forest Road,SH-24,25.76159,97.35808,25.81159,97.40808,38.8,11.7,Earthen,Poor,15,Medium,473.9
596,24,3,RD00596,Forest Road,SH-87,24.00774,99.34663,24.05774,99.39663,11.4,4.5,Earthen,Poor,15,High,354.2
597,36,4,RD00597,Village Road,NH-495,25.18158,90.60764,25.23158,90.65764,44.5,9.1,Gravel,Poor,19,High,348.0
598,54,6,RD00598,Village Road,SH-9,29.4553,91.76142,29.5053,91.81142,39.9,8.2,Bituminous,Fair,10,Medium,59.8
599,16,2,RD00599,NH,SH-31,23.46034,90.87281,23.51034,90.92281,23.8,8.9,Concrete,Poor,16,High,206.1
600,16,2,RD00600,Village Road,SH-44,23.41848,90.58207,23.46848,90.63207,33.2,6.1,Concrete,Good,8,Medium,214.4
601,18,2,RD00601,NH,SH-43,29.00301,98.50146,29.05301,98.55146,19.9,11.1,Earthen,Poor,3,High,265.6
602,9,1,RD00602,SH,SH-1,27.63557,93.57175,27.68557,93.62175,7.7,9.5,Earthen,Poor,14,Low,0.1
603,58,7,RD00603,MDR,NH-430,27.07533,94.3606,27.12533,94.4106,1.9,10.3,Earthen,Fair,6,High,376.9
604,62,8,RD00604,ODR,NH-236,26.99355,92.36417,27.04355,92.41417,25.7,11.2,Concrete,Good,11,Low,388.2
605,30,3,RD00605,NH,NH-157,25.73184,92.67488,25.78184,92.72488,16.9,8.2,Earthen,Fair,0,Low,288.9
606,26,3,RD00606,NH,SH-33,23.99805,90.35895,24.04805,90.40895,32.5,9.6,Gravel,Good,0,Medium,386.8
607,17,2,RD00607,SH,NH-413,23.77915,93.07477,23.82915,93.12477,11.3,3.6,Gravel,Poor,4,Medium,166.6
608,31,3,RD00608,NH,NH-414,28.06756,95.30789,28.11756,95.35789,2.8,6.0,Concrete,Good,7,Medium,201.5
609,21,2,RD00609,ODR,NH-320,24.32335,99.41747,24.37335,99.46747,4.6,3.6,Earthen,Poor,3,Low,189.2
610,51,6,RD00610,SH,NH-350,29.50086,91.05515,29.55086,91.10515,46.3,4.5,Concrete,Poor,7,Low,343.5
611,1,1,RD00611,ODR,SH-84,27.18964,90.08921,27.23964,90.13921,36.4,3.5,Bituminous,Fair,5,High,244.3
612,20,2,RD00612,ODR,SH-84,23.32593,93.43715,23.37593,93.48715,27.4,4.8,Gravel,Fair,6,Low,2.5
613,30,3,RD00613,ODR,NH-425,25.55386,92.67078,25.60386,92.72078,7.0,5.5,Bituminous,Good,15,High,432.6
614,51,6,RD00614,ODR,SH-85,29.41221,90.81,29.46221,90.86,17.5,6.7,Earthen,Fair,7,Medium,297.9
615,52,6,RD00615,Forest Road,SH-89,28.56644,99.68185,28.61644,99.73185,33.2,6.1,Concrete,Good,13,Medium,464.5
616,10,1,RD00616,SH,SH-86,23.9203,97.51834,23.9703,97.56834,14.8,5.3,Concrete,Poor,18,High,182.0
617,2,1,RD00617,Village Road,NH-477,23.82954,91.55265,23.87954,91.60265,8.7,3.8,Concrete,Fair,14,High,177.2
618,27,3,RD00618,SH,SH-30,25.37854,90.7628,25.42854,90.8128,20.0,3.1,Bituminous,Good,6,Low,40.7
619,27,3,RD00619,Village Road,NH-14,25.06106,90.68963,25.11106,90.73963,32.2,10.7,Gravel,Good,18,High,466.6
620,24,3,RD00620,Village Road,NH-74,24.02658,99.29127,24.07658,99.34127,21.7,11.3,Bituminous,Poor,7,Medium,314.7
621,20,2,RD00621,ODR,NH-130,23.17882,93.38898,23.22882,93.43898,14.7,6.5,Gravel,Fair,16,Low,252.4
622,46,5,RD00622,Village Road,NH-177,23.20346,97.44526,23.25346,97.49526,18.8,5.5,Earthen,Good,9,High,475.5
623,54,6,RD00623,Village Road,NH-358,29.64956,91.56368,29.69956,91.61368,28.3,9.7,Bituminous,Poor,16,Low,19.0
624,54,6,RD00624,MDR,NH-136,29.75526,91.52307,29.80526,91.57307,23.5,4.7,Gravel,Poor,19,Medium,431.5
625,37,4,RD00625,NH,NH-384,26.64333,94.80785,26.69333,94.85785,2.2,9.1,Earthen,Good,7,High,167.5
626,23,3,RD00626,ODR,NH-86,27.81866,91.6985,27.86866,91.7485,9.8,8.1,Bituminous,Good,16,Medium,362.0
627,59,8,RD00627,Forest Road,SH-25,25.6113,92.55574,25.6613,92.60574,42.2,11.2,Gravel,Fair,13,High,188.9
628,49,6,RD00628,SH,SH-17,29.25778,98.91826,29.30778,98.96826,33.7,7.7,Earthen,Good,12,Low,59.5
629,22,2,RD00629,SH,NH-164,22.38037,96.50734,22.43037,96.55734,12.1,5.0,Concrete,Fair,2,Medium,20.4
