record_id,slope_id,district_id,datetime,lat,lon,los_displacement_mm,vertical_displacement_mm,horizontal_displacement_mm,displacement_rate_mm_yr,phase_difference_rad,coherence_loss_pct,strain_rate,coherence,satellite,orbit_direction,movement_class
957,36,33,2020-04-22 14:57:55,23.734202,100.15709,-12.45,-11.21,-3.73,1.34,0.64,3.28,0.0215,0.407,Sentinel-1,Descending,Slow Moving
958,475,57,2021-09-10 07:16:32,23.555858,93.277727,-36.09,-32.48,-10.83,10.85,4.37,5.56,0.0267,0.453,Sentinel-1,Descending,Very Active
959,59,29,2022-07-21 03:50:19,26.111958,98.738146,-12.48,-11.23,-3.74,1.46,2.15,11.61,0.0085,0.795,ALOS-2,Ascending,Slow Moving
960,78,21,2018-06-10 10:29:33,23.984472,99.453272,-19.91,-17.92,-5.97,13.29,3.74,2.97,0.0185,0.571,ALOS-2,Ascending,Stable
961,176,21,2022-05-29 12:31:11,24.258042,99.379324,-20.61,-18.55,-6.18,12.4,3.9,21.61,0.0378,0.921,COSMO-SkyMed,Ascending,Very Active
962,333,36,2022-04-01 10:00:00,25.503448,90.788446,-21.84,-19.66,-6.55,1.55,3.78,12.54,0.0079,0.418,Sentinel-1,Descending,Very Active
963,351,12,2023-06-10 06:39:29,26.89255,97.967474,-49.26,-44.33,-14.78,6.0,1.07,14.82,0.0197,0.74,Sentinel-1,Descending,Very Active
964,132,29,2021-12-08 10:30:39,25.819529,99.010925,-5.6,-5.04,-1.68,5.03,1.83,16.66,0.0202,0.692,COSMO-SkyMed,Ascending,Slow Moving
965,413,7,2020-07-12 23:02:23,26.486484,92.401463,-47.24,-42.52,-14.17,4.66,0.63,19.64,0.0073,0.41,ALOS-2,Ascending,Very Active
966,213,8,2019-01-23 01:12:49,24.198706,98.66466,7.17,6.45,2.15,0.64,2.3,1.15,0.0371,0.935,Sentinel-1,Ascending,Active
967,141,24,2024-10-24 23:42:07,24.047224,99.397024,-8.2,-7.38,-2.46,14.68,1.92,21.12,0.0389,0.872,COSMO-SkyMed,Ascending,Stable
968,263,37,2022-02-07 04:25:34,26.666132,94.930212,-31.37,-28.23,-9.41,6.26,3.8,19.99,0.012,0.978,Sentinel-1,Descending,Very Active
969,464,31,2020-06-11 12:54:43,28.022126,95.653293,-42.25,-38.02,-12.67,6.93,2.94,11.25,0.0225,0.356,COSMO-SkyMed,Descending,Active
970,412,19,2020-11-14 22:33:50,24.394674,96.485713,9.22,8.3,2.77,2.99,4.36,11.18,0.0192,0.666,ALOS-2,Ascending,Stable
971,194,8,2021-10-19 19:41:41,23.966033,98.773197,-32.85,-29.57,-9.86,7.72,3.03,10.81,0.0175,0.962,ALOS-2,Ascending,Stable
972,186,38,2024-09-12 07:41:44,29.625382,98.629463,9.12,8.21,2.74,4.56,2.58,3.26,0.0243,0.755,Sentinel-1,Descending,Active
973,400,48,2024-06-02 17:49:19,26.969184,95.065953,-9.96,-8.96,-2.99,12.98,1.27,18.57,0.0487,0.676,Sentinel-1,Ascending,Slow Moving
974,317,51,2024-10-23 20:45:01,29.651687,90.978841,-16.02,-14.42,-4.81,0.17,0.88,12.39,0.0364,0.515,ALOS-2,Descending,Active
975,118,39,2021-12-17 23:28:18,27.558497,90.86877,-4.76,-4.28,-1.43,5.41,4.9,10.03,0.0036,0.898,ALOS-2,Descending,Very Active
976,392,54,2021-03-27 04:39:08,29.301955,91.601051,-29.12,-26.21,-8.74,3.93,4.87,10.62,0.023,0.655,ALOS-2,Ascending,Active
977,177,17,2021-07-22 15:57:02,24.106804,92.72764,-3.09,-2.78,-0.93,1.43,2.51,0.26,0.0057,0.749,ALOS-2,Ascending,Active
978,236,28,2022-05-25 02:52:48,28.919885,93.039243,-41.78,-37.6,-12.53,13.74,2.44,0.83,0.0233,0.317,Sentinel-1,Descending,Stable
979,393,48,2019-04-17 05:32:25,26.647191,94.990145,-10.01,-9.01,-3.0,0.78,3.91,1.29,0.0091,0.835,Sentinel-1,Descending,Active
980,356,42,2019-04-13 19:35:27,22.081519,97.467133,-24.66,-22.19,-7.4,13.62,0.97,13.31,0.0323,0.958,COSMO-SkyMed,Descending,Very Active
981,256,59,2020-04-30 09:27:22,25.341319,92.429274,-19.52,-17.57,-5.86,4.71,3.06,8.56,0.0458,0.623,COSMO-SkyMed,Ascending,Stable
982,153,27,2020-09-23 09:40:40,25.329309,90.810956,-31.56,-28.4,-9.47,4.5,3.71,2.24,0.0278,0.528,ALOS-2,Ascending,Stable
983,404,11,2024-04-11 14:44:10,22.617274,90.932111,2.94,2.65,0.88,7.41,0.19,7.29,0.0336,0.969,COSMO-SkyMed,Descending,Slow Moving
984,95,4,2018-06-20 21:39:07,27.01344,90.096229,-47.87,-43.08,-14.36,1.49,3.68,22.11,0.0496,0.758,Sentinel-1,Descending,Active
985,127,21,2022-08-13 19:26:42,23.919758,99.081773,-1.19,-1.07,-0.36,14.97,2.41,21.21,0.0448,0.921,ALOS-2,Ascending,Stable
986,406,52,2023-07-27 17:07:51,28.476246,99.725386,-47.87,-43.08,-14.36,9.73,2.81,6.62,0.0015,0.765,ALOS-2,Ascending,Very Active
987,127,21,2023-02-22 03:41:24,23.919758,99.081773,-28.14,-25.33,-8.44,6.9,1.12,9.13,0.0049,0.377,COSMO-SkyMed,Ascending,Active
988,148,62,2023-08-25 17:28:45,27.131323,92.523467,-3.4,-3.06,-1.02,8.24,2.48,23.96,0.0168,0.43,COSMO-SkyMed,Ascending,Slow Moving
989,488,17,2020-09-21 00:43:53,23.704532,93.17451,-45.74,-41.17,-13.72,9.62,1.32,24.2,0.0127,0.643,COSMO-SkyMed,Ascending,Slow Moving
990,38,62,2018-02-04 19:09:45,27.133817,92.283757,3.4,3.06,1.02,8.48,0.02,21.0,0.0031,0.557,COSMO-SkyMed,Ascending,Slow Moving
991,175,3,2022-02-23 02:41:52,27.570483,98.76085,-45.63,-41.07,-13.69,8.27,0.68,11.21,0.0173,0.41,ALOS-2,Descending,Stable
992,334,48,2022-02-27 20:05:51,26.626312,95.060832,-44.96,-40.46,-13.49,8.8,0.32,8.66,0.0063,0.763,Sentinel-1,Descending,Active
993,292,43,2020-11-02 08:23:04,30.045393,97.70245,-23.01,-20.71,-6.9,4.2,3.37,12.65,0.02,0.81,COSMO-SkyMed,Ascending,Stable
994,293,43,2021-06-15 00:01:43,29.858368,97.873217,-31.51,-28.36,-9.45,7.84,1.81,17.14,0.0066,0.616,Sentinel-1,Ascending,Slow Moving
995,103,56,2019-07-06 13:23:41,29.707635,97.476854,0.98,0.88,0.29,5.39,1.02,19.3,0.0455,0.92,ALOS-2,Ascending,Active
996,100,35,2024-07-04 07:25:35,22.956245,91.897635,-16.01,-14.41,-4.8,0.24,3.45,22.22,0.0181,0.367,Sentinel-1,Ascending,Active
997,493,34,2023-05-07 14:02:51,25.807601,97.549356,7.45,6.71,2.23,4.38,0.28,18.05,0.0068,0.465,Sentinel-1,Descending,Slow Moving
998,64,11,2019-09-04 10:33:19,22.615301,90.779459,2.94,2.65,0.88,5.18,3.93,9.22,0.0331,0.678,COSMO-SkyMed,Ascending,Very Active
999,432,24,2021-06-05 06:58:04,24.126347,99.086812,-23.9,-21.51,-7.17,5.65,0.92,6.74,0.0311,0.568,Sentinel-1,Ascending,Stable
1000,348,34,2020-11-29 18:20:58,26.054011,97.329331,-2.81,-2.53,-0.84,2.72,3.8,17.91,0.0043,0.333,Sentinel-1,Descending,Slow Moving
1001,99,18,2023-04-11 08:23:42,28.558138,98.72307,-33.76,-30.38,-10.13,14.49,0.32,2.86,0.0476,0.39,Sentinel-1,Ascending,Slow Moving
1002,410,11,2018-06-26 07:15:19,22.458735,91.145159,-37.4,-33.66,-11.22,4.03,2.61,12.93,0.0398,0.713,Sentinel-1,Ascending,Slow Moving
1003,487,39,2022-03-22 15:29:15,27.713367,91.35041,-14.19,-12.77,-4.26,4.83,2.8,19.88,0.0398,0.46,ALOS-2,Descending,Very Active
1004,96,6,2023-05-05 18:11:44,26.263517,97.425568,-19.92,-17.93,-5.98,7.43,2.73,6.48,0.0016,0.934,COSMO-SkyMed,Ascending,Stable
1005,447,12,2021-02-16 04:47:57,26.74749,97.815539,-30.85,-27.77,-9.26,0.05,1.48,18.74,0.0061,0.709,ALOS-2,Descending,Active
1006,399,2,2024-08-02 03:01:58,23.831906,91.210721,-28.05,-25.25,-8.41,13.42,3.73,24.95,0.0395,0.856,ALOS-2,Ascending,Active
1007,463,56,2023-12-08 17:00:37,29.365963,97.846457,8.81,7.93,2.64,12.93,3.79,9.82,0.0029,0.93,Sentinel-1,Ascending,Slow Moving
1008,55,41,2020-01-09 23:08:35,22.737613,94.442898,-41.73,-37.56,-12.52,12.03,1.39,3.29,0.024,0.908,Sentinel-1,Ascending,Stable
1009,61,28,2022-07-18 17:34:04,28.71357,92.975678,-32.47,-29.22,-9.74,5.17,1.88,8.2,0.034,0.743,ALOS-2,Ascending,Slow Moving
1010,452,34,2018-04-19 11:14:34,25.755499,97.685292,-41.88,-37.69,-12.56,4.11,3.01,22.47,0.0109,0.333,ALOS-2,Descending,Active
1011,94,33,2018-06-23 23:02:25,23.86091,99.8315,5.74,5.17,1.72,7.2,3.97,20.8,0.0204,0.945,Sentinel-1,Descending,Slow Moving
1012,202,36,2021-08-03 06:36:48,25.105926,90.394685,-36.66,-32.99,-11.0,12.32,1.25,21.83,0.0124,0.467,ALOS-2,Descending,Stable
1013,307,27,2019-02-07 13:33:43,25.243926,90.477042,-6.81,-6.13,-2.04,4.22,0.94,2.37,0.0064,0.521,ALOS-2,Ascending,Stable
1014,427,53,2021-10-01 03:39:28,28.403369,91.356338,1.81,1.63,0.54,12.67,4.74,19.09,0.03,0.61,Sentinel-1,Descending,Slow Moving
1015,480,56,2021-11-16 18:58:37,29.173291,97.368179,-4.05,-3.65,-1.21,2.57,2.9,14.13,0.0264,0.622,COSMO-SkyMed,Descending,Very Active
1016,143,27,2019-06-29 16:34:42,25.198905,90.703266,-9.53,-8.58,-2.86,8.24,2.76,1.2,0.0446,0.496,ALOS-2,Descending,Stable
1017,31,57,2023-10-30 02:35:35,23.900617,93.129951,-14.43,-12.99,-4.33,0.79,3.47,5.75,0.0105,0.745,Sentinel-1,Ascending,Stable
1018,256,59,2021-07-24 16:32:34,25.341319,92.429274,7.55,6.79,2.26,12.21,2.3,8.96,0.0242,0.311,Sentinel-1,Ascending,Stable
1019,31,57,2022-12-29 21:53:19,23.900617,93.129951,-0.84,-0.76,-0.25,10.51,3.87,0.13,0.0166,0.526,Sentinel-1,Descending,Stable
1020,422,28,2018-09-30 20:40:30,28.959862,93.362589,-25.6,-23.04,-7.68,3.48,1.14,5.67,0.0278,0.973,ALOS-2,Descending,Very Active
1021,14,37,2018-03-05 05:29:39,26.793015,94.917956,7.99,7.19,2.4,8.24,4.99,19.62,0.0002,0.564,Sentinel-1,Descending,Slow Moving
1022,455,18,2023-04-30 03:51:14,28.557331,98.629813,-31.84,-28.66,-9.55,3.94,2.15,5.13,0.0014,0.301,COSMO-SkyMed,Descending,Stable
1023,60,36,2024-03-02 14:11:29,25.652378,90.474413,5.23,4.71,1.57,5.23,0.3,6.7,0.0208,0.815,ALOS-2,Ascending,Active
1024,330,35,2020-01-11 00:58:47,23.328938,91.874374,-33.69,-30.32,-10.11,4.54,3.86,11.15,0.0028,0.528,Sentinel-1,Ascending,Stable
1025,348,34,2024-05-08 18:15:45,26.054011,97.329331,-21.42,-19.28,-6.43,5.77,4.43,11.89,0.0378,0.97,Sentinel-1,Ascending,Slow Moving
1026,442,7,2023-10-30 18:34:11,26.416605,91.944927,8.82,7.94,2.65,5.81,4.8,2.9,0.0017,0.961,COSMO-SkyMed,Descending,Very Active
1027,468,11,2021-12-26 22:19:08,22.566423,90.693981,-48.12,-43.31,-14.44,6.82,3.01,0.7,0.0247,0.909,Sentinel-1,Descending,Very Active
1028,58,19,2018-12-30 09:04:51,24.476129,96.108313,-43.31,-38.98,-12.99,6.53,4.03,19.42,0.0262,0.835,ALOS-2,Descending,Very Active
1029,170,32,2024-06-03 13:28:25,25.324508,95.930953,-11.92,-10.73,-3.58,14.28,0.11,0.11,0.0467,0.559,Sentinel-1,Ascending,Slow Moving
1030,373,44,2019-05-06 14:33:12,29.497061,98.884917,-1.23,-1.11,-0.37,7.22,2.64,4.59,0.0028,0.85,Sentinel-1,Descending,Slow Moving
1031,456,7,2019-06-22 19:08:43,26.102309,91.927369,-7.18,-6.46,-2.15,12.71,2.78,5.25,0.0288,0.828,ALOS-2,Ascending,Very Active
1032,20,55,2023-11-14 10:19:45,29.217726,94.427594,-31.5,-28.35,-9.45,12.52,0.85,11.28,0.0182,0.523,ALOS-2,Descending,Slow Moving
1033,326,3,2020-08-28 05:13:15,27.458315,98.886333,-13.99,-12.59,-4.2,4.19,1.84,20.02,0.0149,0.591,COSMO-SkyMed,Ascending,Slow Moving
1034,448,12,2019-03-05 21:22:59,27.061029,98.202602,9.0,8.1,2.7,1.24,2.66,23.72,0.0391,0.468,Sentinel-1,Descending,Very Active
1035,246,9,2020-05-15 13:42:20,27.792783,93.383758,-49.53,-44.58,-14.86,0.16,1.85,19.43,0.0054,0.742,Sentinel-1,Ascending,Stable
1036,78,21,2024-08-13 23:48:58,23.984472,99.453272,-38.94,-35.05,-11.68,11.52,4.12,20.53,0.0232,0.629,Sentinel-1,Descending,Stable
1037,414,36,2020-05-05 18:11:54,25.544595,90.858509,-40.01,-36.01,-12.0,14.07,4.77,18.87,0.0482,0.568,ALOS-2,Ascending,Slow Moving
1038,102,34,2021-05-29 22:46:07,25.64851,97.808538,-8.37,-7.53,-2.51,9.29,3.9,22.85,0.0473,0.3,ALOS-2,Ascending,Stable
1039,19,30,2023-04-13 17:48:08,25.486487,92.416388,-32.81,-29.53,-9.84,9.52,1.64,17.26,0.0005,0.877,Sentinel-1,Ascending,Slow Moving
1040,314,31,2018-10-21 11:27:15,27.827403,95.527811,-32.99,-29.69,-9.9,4.09,0.88,18.47,0.0021,0.786,ALOS-2,Descending,Very Active
1041,423,20,2024-04-05 10:24:39,23.408365,93.288048,-23.01,-20.71,-6.9,7.22,4.98,22.09,0.0276,0.709,COSMO-SkyMed,Descending,Very Active
1042,426,27,2018-04-06 17:23:33,24.959645,90.743379,-38.86,-34.97,-11.66,5.52,3.63,22.52,0.0072,0.866,COSMO-SkyMed,Ascending,Very Active
1043,181,10,2021-04-26 20:27:58,23.914772,97.44403,-33.02,-29.72,-9.91,3.77,2.61,15.78,0.0067,0.469,Sentinel-1,Descending,Stable
1044,187,36,2024-12-12 12:38:21,25.367556,90.928405,-47.18,-42.46,-14.15,4.43,0.6,3.67,0.0446,0.804,Sentinel-1,Ascending,Active
1045,477,40,2022-04-24 04:55:37,28.245068,97.571309,-11.46,-10.31,-3.44,2.23,2.87,16.94,0.0352,0.332,COSMO-SkyMed,Descending,Stable
1046,68,40,2020-02-23 02:10:44,28.17791,97.874118,-11.6,-10.44,-3.48,1.91,2.88,11.39,0.0343,0.431,ALOS-2,Descending,Slow Moving
1047,319,12,2022-02-11 05:44:22,26.865074,97.811504,-34.01,-30.61,-10.2,7.28,2.0,13.08,0.045,0.353,Sentinel-1,Descending,Stable
1048,389,28,2019-02-27 17:17:27,28.735163,93.051847,-35.59,-32.03,-10.68,1.72,3.8,4.63,0.0462,0.704,Sentinel-1,Ascending,Stable
1049,304,49,2019-12-14 11:37:56,29.488651,98.688502,-8.38,-7.54,-2.51,6.88,3.91,13.54,0.0258,0.931,Sentinel-1,Descending,Active
1050,451,41,2018-01-24 07:31:19,23.116111,94.558602,-0.69,-0.62,-0.21,14.63,0.59,16.65,0.0424,0.924,Sentinel-1,Descending,Stable
1051,64,11,2020-08-23 20:10:49,22.615301,90.779459,-32.4,-29.16,-9.72,1.25,1.91,10.53,0.017,0.724,COSMO-SkyMed,Ascending,Very Active
1052,265,14,2021-12-22 12:09:41,22.511791,92.699139,-16.54,-14.89,-4.96,9.79,1.81,22.79,0.0118,0.424,COSMO-SkyMed,Ascending,Very Active
1053,19,30,2021-10-01 15:22:31,25.486487,92.416388,-40.9,-36.81,-12.27,11.42,4.6,13.79,0.0379,0.644,ALOS-2,Ascending,Slow Moving
1054,68,40,2024-07-31 23:40:03,28.17791,97.874118,-49.59,-44.63,-14.88,14.82,1.54,6.35,0.0308,0.614,Sentinel-1,Ascending,Slow Moving
1055,317,51,2020-01-18 22:55:54,29.651687,90.978841,-32.85,-29.57,-9.86,4.18,4.85,15.4,0.0343,0.815,COSMO-SkyMed,Descending,Very Active
1056,122,33,2019-08-28 14:37:06,23.835846,99.749724,-24.13,-21.72,-7.24,3.21,3.39,18.16,0.0078,0.899,ALOS-2,Ascending,Active
1057,323,27,2018-05-29 13:06:07,25.351926,90.374789,-40.09,-36.08,-12.03,4.28,1.33,23.12,0.0102,0.488,COSMO-SkyMed,Descending,Slow Moving
1058,77,47,2020-08-09 04:50:40,29.704848,99.015124,-47.64,-42.88,-14.29,6.57,4.7,11.08,0.016,0.37,ALOS-2,Ascending,Very Active
1059,168,14,2021-07-20 21:46:09,22.873777,93.142675,-35.89,-32.3,-10.77,11.89,3.59,0.66,0.0325,0.66,COSMO-SkyMed,Ascending,Stable
1060,118,39,2018-03-11 07:47:45,27.558497,90.86877,-18.73,-16.86,-5.62,10.59,0.25,18.6,0.0023,0.356,ALOS-2,Ascending,Stable
1061,35,45,2024-05-09 01:34:49,28.855661,95.014579,-32.52,-29.27,-9.76,10.39,0.36,10.11,0.031,0.98,COSMO-SkyMed,Ascending,Active
1062,316,9,2024-02-11 11:48:28,27.462574,93.491084,-45.85,-41.27,-13.76,14.61,3.63,5.83,0.0216,0.431,ALOS-2,Ascending,Stable
1063,191,18,2018-12-07 09:40:20,28.78216,98.766597,-5.51,-4.96,-1.65,6.48,0.64,20.48,0.048,0.813,Sentinel-1,Descending,Very Active
1064,287,12,2018-12-24 02:22:32,27.047009,97.977009,-22.69,-20.42,-6.81,11.62,1.67,1.15,0.003,0.364,ALOS-2,Descending,Active
1065,76,7,2019-11-08 15:46:24,26.280037,92.083953,-47.22,-42.5,-14.17,14.68,3.19,10.09,0.0239,0.504,ALOS-2,Ascending,Active
1066,414,36,2021-08-01 00:34:35,25.544595,90.858509,-14.61,-13.15,-4.38,4.65,4.6,20.21,0.0427,0.598,ALOS-2,Descending,Very Active
1067,399,2,2021-07-19 02:12:09,23.831906,91.210721,1.95,1.75,0.58,11.44,1.96,10.14,0.0491,0.546,Sentinel-1,Descending,Stable
1068,420,62,2019-02-15 02:12:55,27.073901,92.443969,-15.03,-13.53,-4.51,5.02,4.8,4.47,0.0232,0.945,ALOS-2,Descending,Very Active
1069,333,36,2021-10-30 17:27:48,25.503448,90.788446,-24.19,-21.77,-7.26,4.05,3.55,6.51,0.0133,0.546,ALOS-2,Ascending,Very Active
1070,195,6,2020-11-05 17:48:20,26.594219,97.352845,-46.86,-42.17,-14.06,0.34,2.37,16.95,0.0344,0.431,Sentinel-1,Descending,Active
1071,25,29,2019-08-05 05:35:15,25.965959,98.854749,-5.07,-4.56,-1.52,7.22,0.37,2.36,0.0322,0.361,ALOS-2,Descending,Very Active
1072,95,4,2018-08-01 06:14:36,27.01344,90.096229,-22.36,-20.12,-6.71,13.73,2.6,20.13,0.0088,0.952,COSMO-SkyMed,Descending,Stable
1073,303,32,2024-05-15 19:45:11,25.607005,95.667644,-42.17,-37.95,-12.65,10.09,4.51,19.94,0.0057,0.724,ALOS-2,Ascending,Very Active
1074,487,39,2023-12-26 02:11:06,27.713367,91.35041,-34.38,-30.94,-10.31,3.84,4.4,8.42,0.0492,0.4,ALOS-2,Ascending,Active
1075,79,42,2018-04-06 15:36:38,22.196281,97.397167,-47.38,-42.64,-14.21,8.7,1.22,16.2,0.0134,0.967,COSMO-SkyMed,Descending,Stable
1076,483,39,2022-05-09 04:35:58,27.233979,91.281489,-1.43,-1.29,-0.43,10.75,2.46,19.5,0.0391,0.3,COSMO-SkyMed,Ascending,Active
1077,186,38,2021-06-13 17:07:11,29.625382,98.629463,-39.9,-35.91,-11.97,11.88,1.55,0.83,0.0181,0.98,Sentinel-1,Descending,Slow Moving
1078,202,36,2022-02-03 12:32:23,25.105926,90.394685,-43.99,-39.59,-13.2,0.27,1.37,13.33,0.0273,0.341,COSMO-SkyMed,Ascending,Very Active
1079,16,7,2021-11-06 20:46:57,26.257676,92.187842,-23.31,-20.98,-6.99,12.62,3.33,0.48,0.0301,0.368,COSMO-SkyMed,Ascending,Active
1080,212,16,2023-04-13 03:02:45,23.697023,90.941573,-47.65,-42.88,-14.29,4.52,4.59,15.63,0.046,0.493,COSMO-SkyMed,Descending,Stable
1081,83,6,2024-06-26 07:53:38,26.259592,97.227578,-42.16,-37.94,-12.65,14.97,1.89,2.99,0.0179,0.829,ALOS-2,Descending,Active
1082,235,36,2021-12-19 00:43:40,25.370017,90.726649,-19.2,-17.28,-5.76,5.35,4.16,19.54,0.0468,0.365,ALOS-2,Descending,Active
1083,196,48,2022-08-27 08:38:57,27.015245,94.710167,-14.2,-12.78,-4.26,4.29,0.22,9.98,0.0306,0.76,COSMO-SkyMed,Ascending,Stable
1084,116,34,2018-12-24 23:12:42,26.198397,97.265218,-31.55,-28.39,-9.46,7.7,3.72,5.42,0.0158,0.778,ALOS-2,Descending,Active
1085,480,56,2023-12-20 16:07:14,29.173291,97.368179,1.12,1.01,0.34,0.93,2.49,14.32,0.0463,0.68,COSMO-SkyMed,Descending,Slow Moving
1086,229,62,2024-09-26 00:15:55,26.748917,92.010198,2.36,2.12,0.71,7.07,2.78,21.3,0.0046,0.971,Sentinel-1,Ascending,Stable
1087,50,58,2022-07-20 09:12:02,27.242176,94.18275,-31.11,-28.0,-9.33,6.97,4.97,3.0,0.0,0.566,ALOS-2,Descending,Active
1088,402,22,2022-02-20 21:18:55,22.339582,96.185814,-14.06,-12.65,-4.22,9.3,1.89,0.71,0.0419,0.975,Sentinel-1,Ascending,Very Active
1089,200,32,2020-06-20 15:16:31,25.253819,95.955728,6.04,5.44,1.81,11.79,4.26,20.4,0.0375,0.877,COSMO-SkyMed,Ascending,Active
1090,434,13,2018-02-02 07:37:52,26.433089,99.834505,-29.12,-26.21,-8.74,12.32,3.81,5.14,0.0126,0.447,COSMO-SkyMed,Ascending,Very Active
1091,103,56,2022-06-09 12:51:02,29.707635,97.476854,-20.27,-18.24,-6.08,6.0,2.87,22.91,0.0101,0.813,COSMO-SkyMed,Ascending,Active
1092,324,43,2024-05-29 03:58:51,29.7932,97.648681,-44.38,-39.94,-13.31,10.05,4.37,15.92,0.033,0.628,COSMO-SkyMed,Ascending,Active
1093,233,20,2019-01-20 00:10:34,23.025909,93.576658,-1.22,-1.1,-0.37,7.4,0.54,11.89,0.019,0.92,COSMO-SkyMed,Ascending,Active
1094,20,55,2024-02-20 00:55:17,29.217726,94.427594,-3.65,-3.29,-1.09,6.67,3.67,23.61,0.02,0.466,Sentinel-1,Ascending,Very Active
1095,305,51,2019-05-06 11:44:07,29.643065,91.023097,6.57,5.91,1.97,14.21,3.75,20.48,0.0065,0.341,COSMO-SkyMed,Descending,Active
1096,164,2,2018-09-17 07:15:05,24.089221,91.118132,-22.72,-20.45,-6.82,13.79,4.4,9.2,0.0231,0.655,COSMO-SkyMed,Ascending,Stable
1097,100,35,2018-08-12 18:59:09,22.956245,91.897635,-2.06,-1.85,-0.62,6.04,4.68,8.87,0.012,0.457,ALOS-2,Ascending,Active
1098,415,9,2021-10-07 15:46:51,27.593011,93.419985,8.96,8.06,2.69,8.02,3.99,10.31,0.0128,0.762,ALOS-2,Ascending,Stable
1099,71,21,2019-12-13 15:04:34,23.837284,99.530981,-43.5,-39.15,-13.05,6.86,3.83,18.13,0.0157,0.453,COSMO-SkyMed,Ascending,Slow Moving
1100,387,6,2022-11-24 05:16:54,26.701407,96.957964,-1.56,-1.4,-0.47,1.19,0.31,13.59,0.0413,0.547,Sentinel-1,Descending,Active
1101,378,36,2023-11-17 04:54:02,25.108568,90.893939,-32.87,-29.58,-9.86,3.95,0.31,12.25,0.0436,0.619,ALOS-2,Descending,Active
1102,421,51,2019-09-22 08:12:42,29.422772,90.979871,1.81,1.63,0.54,3.99,1.34,10.74,0.0086,0.876,ALOS-2,Descending,Active
1103,389,28,2018-04-02 14:16:38,28.735163,93.051847,-15.82,-14.24,-4.75,14.39,1.25,12.04,0.0471,0.341,Sentinel-1,Ascending,Stable
1104,469,21,2024-12-30 03:11:38,24.285006,99.357356,-2.31,-2.08,-0.69,12.71,3.75,23.83,0.0076,0.669,ALOS-2,Ascending,Active
1105,81,61,2022-07-10 18:48:01,26.711466,90.149042,-40.02,-36.02,-12.01,6.73,4.2,4.02,0.027,0.836,ALOS-2,Ascending,Slow Moving
1106,240,19,2023-05-17 20:44:57,24.155714,96.644676,-13.19,-11.87,-3.96,7.45,0.86,22.83,0.0346,0.682,Sentinel-1,Descending,Active
1107,19,30,2020-09-21 21:49:47,25.486487,92.416388,-22.84,-20.56,-6.85,10.58,4.86,17.95,0.0052,0.609,ALOS-2,Descending,Slow Moving
1108,290,18,2021-08-10 07:04:33,29.02389,98.518006,-34.55,-31.09,-10.36,12.65,2.79,16.54,0.0371,0.976,ALOS-2,Ascending,Very Active
1109,90,62,2021-09-01 14:21:46,27.332336,92.074824,-35.11,-31.6,-10.53,3.41,1.43,22.95,0.0102,0.898,ALOS-2,Descending,Slow Moving
1110,312,23,2022-06-05 05:31:07,27.654327,91.410327,-10.75,-9.68,-3.23,0.18,0.88,10.29,0.0468,0.961,Sentinel-1,Descending,Slow Moving
1111,148,62,2023-11-14 10:57:43,27.131323,92.523467,6.57,5.91,1.97,10.71,2.21,20.22,0.0092,0.424,ALOS-2,Ascending,Active
1112,432,24,2021-09-27 19:13:09,24.126347,99.086812,-25.73,-23.16,-7.72,14.46,1.4,11.06,0.0459,0.33,COSMO-SkyMed,Ascending,Very Active
1113,320,23,2018-06-29 23:50:18,27.83514,91.587757,7.83,7.05,2.35,0.68,0.17,15.75,0.0009,0.888,ALOS-2,Descending,Active
1114,382,31,2023-05-17 03:10:53,27.758033,95.37008,-45.1,-40.59,-13.53,1.06,0.18,22.55,0.0394,0.46,ALOS-2,Descending,Active
1115,370,41,2023-05-15 14:04:01,23.12008,94.507745,-27.84,-25.06,-8.35,1.07,2.03,22.92,0.0183,0.87,COSMO-SkyMed,Ascending,Very Active
1116,219,16,2018-10-16 10:25:19,23.538252,90.807167,-47.88,-43.09,-14.36,14.19,0.48,24.18,0.039,0.458,ALOS-2,Ascending,Very Active
1117,289,31,2020-02-08 11:50:19,27.74699,95.611967,-2.22,-2.0,-0.67,12.4,2.89,15.89,0.0194,0.941,ALOS-2,Ascending,Slow Moving
1118,230,59,2023-12-10 12:00:24,25.618663,92.521501,-26.84,-24.16,-8.05,10.33,4.4,3.62,0.0227,0.869,ALOS-2,Ascending,Stable
1119,239,11,2023-09-18 19:49:48,22.612408,91.140713,-49.58,-44.62,-14.87,5.77,4.17,5.91,0.0378,0.829,Sentinel-1,Ascending,Slow Moving
1120,388,43,2022-02-06 15:05:44,29.974332,97.627192,3.92,3.53,1.18,11.36,1.43,19.45,0.0378,0.497,COSMO-SkyMed,Descending,Active
1121,81,61,2022-06-10 11:14:00,26.711466,90.149042,-6.38,-5.74,-1.91,0.58,4.31,20.7,0.0368,0.55,Sentinel-1,Ascending,Slow Moving
1122,71,21,2020-03-04 07:56:31,23.837284,99.530981,-20.95,-18.86,-6.28,2.77,2.8,3.56,0.0335,0.705,Sentinel-1,Descending,Active
1123,153,27,2020-06-25 12:46:26,25.329309,90.810956,-37.51,-33.76,-11.25,0.35,4.65,22.34,0.038,0.618,Sentinel-1,Descending,Stable
