event_id,state_id,district_id,datetime,lat,lon,magnitude_ml,depth_km,pga_g,epicentral_distance_km,fault_type,fault_strike,source_agency,seismic_hazard_index
451,41,5,2019-04-13 12:11:07,23.4177,93.504,1.6,62.6,0.0612,239.2,Oblique,NW,NCS,0.049
452,28,3,2024-05-27 00:26:43,30.7549,93.3773,1.2,59.8,1.4039,328.8,Reverse,E,ISR,0.842
453,10,1,2021-05-30 23:49:39,25.2026,97.601,4.3,52.1,1.1107,203.8,Reverse,NE,ISR,2.388
454,3,1,2019-10-19 13:20:39,29.1457,99.1148,3.7,53.3,1.2304,447.8,Reverse,N,NCS,2.276
455,32,3,2020-07-25 01:08:47,25.1111,97.1053,4.3,67.7,1.1332,0.3,Reverse,N,IMD,2.436
456,7,1,2023-12-17 03:09:14,27.3903,91.3708,3.8,39.2,1.2756,25.2,Oblique,N,NCS,2.424
457,59,8,2023-01-11 03:15:33,24.7345,91.9408,1.3,28.5,0.8905,69.9,Oblique,NW,ISR,0.579
458,45,5,2023-04-30 18:33:18,26.9667,93.768,3.0,55.3,1.1343,416.5,Normal,NW,USGS,1.701
459,50,6,2019-07-22 01:14:50,22.2638,94.3396,2.3,3.7,0.1628,184.2,Normal,N,IMD,0.187
460,19,2,2018-01-10 23:53:53,25.6489,96.3129,7.1,28.5,0.4603,98.9,Normal,E,IMD,1.634
461,26,3,2019-01-31 06:25:21,24.0563,90.4561,2.6,36.4,0.6676,123.7,Strike-Slip,NW,IMD,0.868
462,22,2,2019-09-29 13:09:12,23.198,98.2546,5.8,15.2,0.0965,424.2,Reverse,E,USGS,0.28
463,39,4,2020-02-07 12:19:36,28.6744,92.4161,5.3,7.0,1.1187,339.5,Oblique,NE,ISR,2.965
464,3,1,2020-04-21 20:08:30,28.2534,99.3636,6.3,15.0,0.2787,30.8,Normal,E,ISR,0.878
465,38,4,2021-01-30 15:09:28,29.1899,99.2971,5.5,52.9,0.5752,95.5,Reverse,E,USGS,1.582
466,4,1,2019-05-22 06:40:14,25.3357,91.7782,6.8,33.1,0.6745,257.5,Reverse,NW,ISR,2.293
467,53,6,2020-06-09 04:40:18,27.4898,89.4156,3.6,47.0,0.4588,416.9,Oblique,E,ISR,0.826
468,48,6,2018-11-20 03:59:27,28.7713,94.0751,4.3,16.6,0.9363,471.1,Reverse,N,NCS,2.013
469,58,7,2020-03-08 12:03:04,26.3865,93.3235,4.7,12.3,0.5716,88.9,Reverse,NW,NCS,1.343
470,14,2,2020-04-21 04:10:39,22.1049,92.6073,1.9,58.4,0.6801,82.8,Strike-Slip,E,ISR,0.646
471,56,7,2023-11-11 17:53:36,29.6659,98.4193,3.1,6.2,0.4896,202.8,Strike-Slip,N,IMD,0.759
472,47,6,2018-06-02 07:06:15,28.8248,100.4096,6.4,8.4,1.3597,16.6,Normal,NW,NCS,4.351
473,51,6,2023-09-11 06:37:14,28.8947,89.0775,3.4,50.9,0.688,156.0,Reverse,E,NCS,1.17
474,40,5,2023-12-05 21:43:55,26.1064,96.9877,4.2,62.2,0.7424,369.8,Strike-Slip,E,IMD,1.559
475,30,3,2024-09-02 17:17:25,24.0866,91.9468,5.5,27.0,1.173,47.4,Normal,E,IMD,3.226
476,32,3,2018-11-08 07:13:27,26.6639,93.8593,6.0,63.5,0.7288,112.0,Normal,NW,ISR,2.186
477,50,6,2023-10-30 04:29:44,23.787,90.4403,5.6,26.2,1.0103,156.5,Oblique,E,ISR,2.829
478,62,8,2019-09-06 20:10:12,25.7405,93.2147,1.5,51.7,0.0886,73.4,Normal,E,USGS,0.066
479,7,1,2018-03-25 10:57:28,24.9102,92.2705,6.0,33.7,1.4287,401.8,Oblique,NW,USGS,4.286
480,18,2,2018-03-08 04:25:43,27.8509,96.746,3.2,60.7,1.1994,301.3,Normal,NE,IMD,1.919
481,38,4,2023-11-30 22:39:32,28.1032,97.2135,5.5,17.8,0.9178,260.9,Oblique,N,ISR,2.524
482,20,2,2020-03-03 07:22:28,24.6756,92.2944,1.6,29.7,0.5919,485.8,Normal,E,NCS,0.474
483,57,7,2023-03-28 13:35:35,23.8234,92.4317,2.8,16.3,1.4861,317.1,Normal,NW,NCS,2.081
484,37,4,2023-10-17 23:05:07,27.656,93.2383,4.8,13.0,0.2501,50.4,Strike-Slip,NE,NCS,0.6
485,53,6,2019-12-05 13:49:22,29.6602,90.3836,6.0,40.8,0.8999,466.8,Oblique,E,NCS,2.7
486,43,5,2022-08-05 08:04:55,27.9346,97.771,5.4,7.9,0.7175,455.6,Oblique,NE,USGS,1.937
487,40,5,2020-07-31 16:41:39,26.9558,99.6391,6.1,48.6,0.0971,436.3,Oblique,N,IMD,0.296
488,37,4,2018-06-10 21:29:08,27.2724,93.6754,3.3,40.9,0.0689,276.3,Strike-Slip,NE,NCS,0.114
489,21,2,2020-10-30 17:21:09,22.1493,100.7875,2.1,16.9,1.4254,161.7,Oblique,N,ISR,1.497
490,24,3,2022-10-14 09:27:14,22.574,99.068,5.6,8.9,0.152,419.2,Strike-Slip,NW,USGS,0.426
491,32,3,2024-02-20 17:06:19,24.2209,95.538,3.1,32.0,0.5878,94.7,Oblique,E,IMD,0.911
492,28,3,2019-11-25 21:49:45,29.5979,92.0287,1.7,58.7,0.2221,210.7,Reverse,N,USGS,0.189
493,10,1,2022-11-02 08:46:22,22.0834,98.6719,5.8,58.4,1.2515,119.9,Oblique,NW,USGS,3.629
494,40,5,2018-09-14 22:53:41,27.756,96.5763,3.1,13.4,1.0959,71.2,Strike-Slip,N,ISR,1.699
495,3,1,2019-12-01 21:09:52,28.4824,100.5451,2.5,10.7,0.6422,239.2,Oblique,NE,NCS,0.803
496,21,2,2021-06-05 10:00:26,25.5786,97.8437,3.5,68.8,0.6769,170.1,Normal,NW,NCS,1.185
497,10,1,2021-01-21 14:50:47,22.4597,96.4588,7.0,52.5,0.0671,77.6,Reverse,NW,NCS,0.235
498,12,1,2020-09-10 05:26:54,28.1791,97.3719,2.5,40.8,0.9893,128.6,Strike-Slip,N,USGS,1.237
499,46,5,2019-08-20 02:10:47,21.4746,99.2335,6.0,40.7,1.2746,335.7,Strike-Slip,NW,NCS,3.824
500,15,2,2021-03-12 18:54:15,25.9941,97.8724,5.5,1.2,0.7751,364.2,Strike-Slip,NE,ISR,2.132
501,9,1,2022-09-11 18:13:11,28.2848,94.7385,4.4,36.1,0.1081,418.4,Strike-Slip,N,ISR,0.238
502,31,3,2020-05-15 01:11:09,27.089,96.1716,2.5,24.3,0.6734,326.0,Strike-Slip,NE,USGS,0.842
503,17,2,2021-11-15 20:58:49,25.4502,94.8586,4.1,2.3,1.3935,157.6,Reverse,NW,USGS,2.857
504,32,3,2024-06-10 12:41:17,25.5975,95.7977,3.9,63.7,1.4576,181.7,Normal,N,IMD,2.842
505,11,1,2024-08-19 01:56:32,23.9212,91.9906,5.8,69.4,1.3029,422.9,Normal,E,ISR,3.778
506,19,2,2024-12-27 13:20:06,24.1162,95.9774,1.0,39.1,0.2176,257.6,Normal,E,IMD,0.109
507,29,3,2018-07-15 23:33:38,24.2113,99.994,2.1,26.3,1.3293,174.8,Strike-Slip,NW,ISR,1.396
508,6,1,2018-12-14 15:59:51,24.5584,95.4521,3.7,36.4,1.2117,419.3,Normal,NW,IMD,2.242
509,42,5,2020-12-08 13:35:30,20.1493,97.022,5.5,17.4,0.8212,369.4,Strike-Slip,E,USGS,2.258
510,15,2,2018-03-07 00:56:10,27.4098,97.2804,4.9,69.4,1.4396,480.1,Strike-Slip,E,IMD,3.527
511,33,4,2021-04-10 01:22:58,24.743,101.161,4.9,46.4,1.1722,176.3,Normal,N,NCS,2.872
512,41,5,2022-09-01 18:47:36,24.6973,93.1345,2.5,40.8,0.5852,77.9,Reverse,N,ISR,0.732
513,5,1,2018-06-22 03:18:08,24.2744,93.7521,5.5,3.3,0.4628,73.8,Oblique,NE,IMD,1.273
514,44,5,2021-08-16 04:29:45,29.0721,96.7561,1.2,7.3,0.6318,277.9,Reverse,NW,USGS,0.379
515,22,2,2019-04-12 11:10:19,23.2938,95.0157,4.3,44.3,0.7924,191.9,Strike-Slip,E,ISR,1.704
516,8,1,2021-07-30 18:27:40,24.3874,97.0804,1.9,20.1,1.1263,288.7,Strike-Slip,NW,USGS,1.07
517,16,2,2021-11-12 06:09:57,22.7091,90.5213,2.6,46.6,0.5167,306.3,Reverse,E,USGS,0.672
518,3,1,2022-05-07 06:09:15,25.8101,99.0532,1.4,32.5,0.0204,91.8,Strike-Slip,NW,USGS,0.014
519,52,6,2020-05-08 16:35:42,27.8758,99.2149,2.9,23.5,0.3733,299.3,Normal,NW,IMD,0.541
520,47,6,2019-01-17 15:00:20,30.474,99.0742,3.7,67.7,1.4205,152.5,Normal,E,IMD,2.628
521,28,3,2024-01-12 11:11:19,28.962,94.4896,6.2,36.9,1.0305,9.3,Reverse,E,IMD,3.195
522,34,4,2018-09-08 21:39:22,26.1983,96.1543,6.8,12.0,0.5312,339.9,Strike-Slip,NE,ISR,1.806
523,59,8,2022-06-29 01:14:49,23.8664,92.0065,6.4,2.3,0.3363,168.7,Oblique,E,ISR,1.076
524,11,1,2022-06-15 08:01:56,21.5103,92.066,1.6,42.9,0.8252,441.1,Oblique,N,USGS,0.66
525,4,1,2023-09-01 07:06:16,27.2265,90.4656,2.2,67.4,0.4234,132.2,Strike-Slip,N,ISR,0.466
526,27,3,2018-11-21 07:50:54,25.6523,92.5837,6.8,15.1,0.6242,242.3,Oblique,N,ISR,2.122
527,29,3,2022-03-12 18:54:12,27.9501,100.0033,1.9,36.9,0.5474,406.6,Normal,N,USGS,0.52
528,62,8,2018-10-21 14:24:19,28.1312,93.6274,1.7,68.7,0.0487,122.4,Oblique,NE,IMD,0.041
529,37,4,2018-10-11 11:19:49,27.7277,94.1439,2.3,64.2,1.1719,244.2,Strike-Slip,NW,NCS,1.348
530,15,2,2022-02-12 07:45:29,27.2965,98.4986,3.7,14.2,0.5289,303.7,Strike-Slip,E,IMD,0.978
531,3,1,2019-11-08 06:49:58,25.6758,97.0358,7.0,48.1,1.3234,396.8,Strike-Slip,N,NCS,4.632
532,46,5,2023-04-22 11:19:43,24.2216,96.4995,5.8,42.2,0.7203,465.4,Normal,E,IMD,2.089
533,54,6,2021-10-09 23:04:27,28.895,93.1786,2.9,9.8,0.8374,248.7,Normal,N,USGS,1.214
534,50,6,2018-01-14 18:01:54,23.7245,91.6109,1.1,47.2,0.8098,170.2,Reverse,N,USGS,0.445
535,42,5,2018-08-29 13:38:36,21.5735,95.6317,1.7,50.8,0.7298,60.1,Normal,N,IMD,0.62
536,25,3,2022-07-05 10:51:41,25.2584,97.0439,1.7,64.6,1.309,173.4,Reverse,E,ISR,1.113
537,19,2,2019-04-30 02:43:02,22.9807,97.6226,3.1,66.4,0.731,371.0,Oblique,NE,NCS,1.133
538,23,3,2024-07-03 20:05:03,28.3428,92.1329,4.4,51.2,0.4717,120.3,Strike-Slip,NW,IMD,1.038
539,55,7,2022-01-16 09:26:17,29.0918,95.4808,6.8,1.7,0.9137,357.2,Reverse,E,NCS,3.107
540,57,7,2019-03-04 07:14:31,22.9495,95.0816,2.8,51.7,0.5636,338.3,Normal,NE,NCS,0.789
541,10,1,2023-11-26 07:52:43,24.7109,96.0135,2.0,18.4,0.6726,201.0,Normal,E,IMD,0.673
542,52,6,2020-06-22 13:13:25,28.8288,100.4789,1.6,36.5,0.6868,282.0,Oblique,NW,NCS,0.549
543,3,1,2018-10-14 16:33:01,28.8074,100.862,5.3,8.3,0.8702,238.6,Normal,NW,ISR,2.306
544,19,2,2024-04-15 11:15:46,26.1328,96.976,3.2,13.4,0.7907,413.3,Oblique,NW,NCS,1.265
545,58,7,2022-07-21 01:22:45,25.8325,95.6935,2.1,47.1,0.0575,413.9,Reverse,NW,USGS,0.06
546,28,3,2018-09-29 19:17:39,30.8664,93.4574,1.4,55.9,0.8581,28.7,Oblique,E,NCS,0.601
547,58,7,2024-07-24 11:06:36,29.1743,92.6594,3.9,65.2,1.1076,324.8,Normal,E,NCS,2.16
548,36,4,2024-12-17 19:33:21,25.3284,90.1948,5.2,42.3,0.2012,249.5,Strike-Slip,NW,USGS,0.523
549,45,5,2021-05-28 19:55:00,28.3895,93.8668,3.5,35.5,1.2297,435.4,Oblique,NW,USGS,2.152
550,47,6,2020-06-11 19:15:40,30.1233,97.4539,1.4,65.1,0.3854,220.6,Oblique,NW,USGS,0.27
551,10,1,2018-08-12 19:46:43,24.585,96.3107,4.1,6.5,0.6285,266.6,Strike-Slip,NE,IMD,1.288
552,40,5,2018-01-27 23:33:00,27.6417,97.2288,6.9,31.0,0.8379,435.1,Reverse,NE,USGS,2.891
553,39,4,2022-08-12 22:20:16,28.8929,90.449,6.8,22.2,1.3574,337.6,Reverse,N,USGS,4.615
554,10,1,2018-11-19 04:30:04,22.0433,97.9135,2.1,19.4,0.2873,48.9,Strike-Slip,N,IMD,0.302
555,22,2,2022-11-09 14:53:19,23.027,96.5182,1.4,23.9,0.7541,30.5,Normal,N,ISR,0.528
556,38,4,2019-10-11 10:57:39,29.9321,98.9404,3.2,18.6,0.8121,186.0,Reverse,E,NCS,1.299
557,18,2,2023-10-10 01:12:23,28.4753,96.9908,1.8,38.1,1.4377,255.0,Reverse,E,IMD,1.294
558,47,6,2022-08-14 08:59:23,29.0855,99.2562,4.0,7.0,0.165,4.4,Normal,E,NCS,0.33
559,5,1,2020-02-22 04:53:30,24.3564,95.0639,2.5,40.1,0.4409,374.2,Normal,NW,IMD,0.551
560,7,1,2021-07-29 11:46:07,24.462,91.1077,1.2,42.4,0.2296,492.7,Oblique,E,IMD,0.138
561,21,2,2022-04-27 03:23:55,25.2793,97.7577,3.9,32.2,1.2189,193.7,Strike-Slip,E,USGS,2.377
562,57,7,2022-11-07 21:16:33,23.9047,92.6151,5.6,61.2,0.5318,219.4,Strike-Slip,N,NCS,1.489
563,4,1,2023-10-03 16:23:41,24.9988,92.0049,3.5,47.9,0.4057,403.9,Oblique,NW,IMD,0.71
564,2,1,2018-12-29 12:38:11,22.3677,91.0444,6.4,63.5,0.9193,376.6,Oblique,E,IMD,2.942
565,37,4,2021-10-27 10:01:32,24.8777,94.8734,4.6,64.3,0.481,458.1,Normal,NE,USGS,1.106
566,6,1,2020-11-04 14:52:06,26.9431,96.2772,6.0,5.9,0.467,458.3,Strike-Slip,NW,IMD,1.401
567,42,5,2020-10-11 06:25:30,21.1761,96.0862,5.2,5.9,1.109,455.5,Normal,NE,IMD,2.883
568,22,2,2023-11-15 02:22:41,22.5882,96.8045,5.0,41.7,0.6683,87.7,Oblique,E,NCS,1.671
569,40,5,2022-05-07 00:13:41,26.0441,97.572,5.1,2.5,1.0487,254.4,Reverse,NE,IMD,2.674
570,62,8,2021-03-04 06:37:28,25.7565,92.6739,6.1,26.2,0.2502,63.6,Normal,NW,USGS,0.763
571,23,3,2019-08-21 12:44:24,26.0838,92.328,3.3,45.2,1.1135,6.4,Normal,E,NCS,1.837
572,9,1,2024-01-18 17:40:30,29.2414,95.3094,5.3,50.5,0.3748,288.4,Normal,E,ISR,0.993
573,16,2,2021-04-14 21:49:39,25.2769,89.6278,3.0,28.2,0.2989,432.7,Strike-Slip,N,NCS,0.448
574,42,5,2018-11-23 07:34:52,23.2142,96.1487,4.1,29.1,1.3278,399.8,Normal,NE,ISR,2.722
575,9,1,2023-09-17 12:22:22,28.826,92.1093,1.7,66.4,0.4769,175.6,Reverse,NW,USGS,0.405
576,48,6,2021-06-03 04:58:35,28.5143,94.0095,1.9,16.6,1.013,171.7,Strike-Slip,NW,IMD,0.962
577,33,4,2020-05-28 08:08:23,24.233,100.4777,5.0,21.4,0.9341,47.7,Strike-Slip,E,IMD,2.335
578,34,4,2024-11-07 09:32:06,26.1222,96.7434,1.5,40.6,0.8164,458.3,Normal,NE,USGS,0.612
579,58,7,2024-01-21 20:10:35,28.2022,95.2157,3.5,7.5,1.3828,326.8,Strike-Slip,N,NCS,2.42
580,22,2,2022-08-01 11:50:31,23.0084,95.0006,4.6,52.5,0.7911,66.4,Reverse,E,NCS,1.82
581,40,5,2024-05-11 19:37:01,29.6674,97.3949,1.4,2.2,0.6902,201.6,Strike-Slip,NE,ISR,0.483
582,5,1,2023-09-19 17:57:07,25.3673,95.5827,2.9,6.9,0.9875,65.0,Strike-Slip,E,ISR,1.432
583,14,2,2022-12-31 18:07:54,23.278,91.7665,2.7,18.1,1.3557,250.5,Normal,E,IMD,1.83
584,58,7,2021-09-07 15:00:22,28.0015,93.9818,6.8,2.9,0.7324,495.2,Strike-Slip,NW,ISR,2.49
585,59,8,2024-09-26 01:21:07,24.6871,91.2329,3.2,55.6,1.1077,254.6,Normal,NE,NCS,1.772
586,29,3,2024-01-27 12:27:43,25.903,97.7924,5.0,30.3,0.1031,263.6,Oblique,NE,ISR,0.258
587,15,2,2020-06-17 06:58:25,26.8131,100.5641,6.4,38.4,0.1003,14.5,Strike-Slip,N,USGS,0.321
588,44,5,2020-07-15 14:08:33,28.0829,97.1919,6.1,51.7,0.3922,331.8,Strike-Slip,NW,NCS,1.196
589,41,5,2022-07-08 10:14:01,23.5863,93.7046,5.9,50.0,0.1804,10.4,Strike-Slip,NE,ISR,0.532
590,3,1,2021-03-19 21:04:26,26.2961,99.2691,4.4,65.0,0.9346,438.9,Reverse,E,ISR,2.056
591,47,6,2019-08-28 15:46:28,30.3019,97.8924,5.6,44.0,0.2534,68.4,Reverse,E,ISR,0.71
592,46,5,2022-11-11 05:00:27,24.9603,99.6,5.2,59.6,0.3744,266.0,Reverse,NW,USGS,0.973
593,21,2,2024-04-04 16:20:38,22.6292,99.6004,5.4,51.3,1.2619,422.2,Strike-Slip,NW,ISR,3.407
594,27,3,2020-01-23 18:05:54,24.5043,89.232,2.5,33.6,1.3431,27.7,Reverse,N,NCS,1.679
595,54,6,2021-09-18 00:51:09,30.9351,91.719,6.1,16.7,0.6283,179.6,Strike-Slip,N,IMD,1.916
596,62,8,2021-06-06 21:52:27,28.7543,90.3845,3.1,27.8,1.3798,33.5,Oblique,NE,ISR,2.139
597,60,8,2019-11-28 10:44:17,23.3399,97.5358,6.4,33.9,1.3798,222.4,Normal,NE,IMD,4.415
598,36,4,2020-02-29 03:13:03,25.7633,91.2603,3.0,59.1,1.2191,252.5,Oblique,E,IMD,1.829
599,51,6,2024-05-26 06:46:21,28.5579,89.3746,6.2,53.4,1.4497,106.9,Normal,NW,ISR,4.494
600,59,8,2023-10-07 17:10:09,24.7868,91.4668,4.6,39.9,1.1202,452.1,Normal,NW,IMD,2.576
601,36,4,2019-09-22 22:22:30,23.5012,91.5914,4.1,61.6,1.0297,307.1,Reverse,E,IMD,2.111
602,39,4,2021-11-13 01:47:15,27.9508,89.4989,7.0,63.5,1.2574,74.8,Normal,E,USGS,4.401
603,16,2,2020-01-30 09:44:12,23.645,90.8823,4.6,12.9,0.0455,287.9,Reverse,NW,ISR,0.105
604,62,8,2018-07-11 11:25:32,27.9107,92.8958,2.9,29.5,1.2307,7.6,Oblique,NE,USGS,1.785
605,35,4,2021-01-26 16:12:05,25.1477,92.226,3.4,11.9,0.1134,476.7,Oblique,NW,NCS,0.193
606,42,5,2019-06-03 12:29:31,22.7434,95.2356,6.6,35.1,0.0949,252.3,Oblique,NW,IMD,0.313
607,20,2,2021-12-05 14:48:16,23.8866,92.5407,4.4,60.1,0.5982,435.4,Reverse,E,NCS,1.316
608,46,5,2020-10-03 22:30:32,21.4946,99.2648,5.3,4.5,0.5731,251.1,Oblique,NE,IMD,1.519
609,18,2,2022-10-28 15:49:11,30.5292,99.2525,1.6,69.2,1.4667,427.2,Normal,N,USGS,1.173
610,42,5,2022-06-04 10:37:57,22.4141,96.7418,5.6,19.9,1.1809,242.3,Strike-Slip,NE,ISR,3.307
611,24,3,2023-03-12 01:03:53,24.4869,97.4367,2.4,18.1,0.049,463.7,Strike-Slip,N,IMD,0.059
612,62,8,2018-04-12 00:44:38,26.6476,92.6664,4.7,7.2,0.6518,362.6,Strike-Slip,NE,IMD,1.532
613,14,2,2019-08-26 19:52:45,23.6854,93.5735,6.4,34.1,0.5471,5.9,Reverse,N,NCS,1.751
614,49,6,2024-10-14 02:21:16,30.5717,100.6525,3.4,63.2,1.479,461.6,Reverse,NE,ISR,2.514
615,37,4,2023-10-04 20:43:18,27.7847,93.7152,6.6,3.6,1.0434,41.1,Normal,NE,IMD,3.443
616,61,8,2022-01-26 01:36:16,27.9877,90.921,1.1,19.8,1.3821,122.3,Oblique,NE,USGS,0.76
617,31,3,2021-12-20 22:23:32,29.6616,93.5897,2.7,11.3,0.1516,139.6,Normal,N,NCS,0.205
618,8,1,2022-11-24 10:02:14,23.5886,98.1746,5.7,26.1,1.1855,136.5,Reverse,NW,NCS,3.379
619,61,8,2020-05-10 21:11:51,26.4114,91.8036,1.4,31.6,1.2884,486.7,Normal,NE,USGS,0.902
620,24,3,2023-03-05 17:44:38,23.985,100.5811,5.2,23.3,0.9595,254.2,Normal,E,ISR,2.495
621,46,5,2020-07-22 07:32:59,21.7053,97.6162,2.7,21.6,0.7683,411.2,Strike-Slip,NW,ISR,1.037
622,1,1,2018-02-23 22:01:12,28.6049,92.2054,1.0,11.7,0.8311,253.0,Strike-Slip,N,USGS,0.416
623,37,4,2020-05-28 17:29:02,28.1413,96.4299,4.7,62.8,0.1802,88.8,Strike-Slip,E,NCS,0.423
624,17,2,2022-01-18 09:56:40,22.7047,92.6237,1.6,29.6,1.4859,195.8,Reverse,NE,ISR,1.189
625,50,6,2023-10-18 16:11:12,25.1985,91.4673,2.5,28.0,0.9184,424.7,Strike-Slip,E,IMD,1.148
626,49,6,2019-07-16 00:43:23,27.4356,98.522,4.0,45.6,0.8366,203.3,Oblique,N,IMD,1.673
627,54,6,2018-10-11 06:16:34,31.557,92.6792,6.5,68.1,0.4251,42.3,Normal,NE,IMD,1.382
628,3,1,2019-07-28 19:16:39,25.8005,99.0911,6.3,42.9,0.9607,421.8,Strike-Slip,N,USGS,3.026
629,25,3,2023-04-24 16:54:17,25.5852,95.4329,7.1,25.7,0.6486,165.9,Reverse,E,ISR,2.303
630,26,3,2022-08-11 21:38:01,24.0808,91.4241,1.4,38.1,0.8183,333.6,Oblique,E,ISR,0.573
631,59,8,2021-07-23 02:04:31,25.0064,92.32,6.7,30.6,0.4217,7.5,Reverse,N,ISR,1.413
632,2,1,2018-02-05 09:23:59,23.3429,90.1789,5.9,43.8,0.9331,142.5,Normal,NE,NCS,2.753
633,51,6,2021-09-23 18:49:05,30.7954,89.5824,5.0,34.4,0.0038,159.5,Reverse,NW,IMD,0.009
634,25,3,2024-06-20 18:00:17,27.1451,95.1594,7.1,32.2,0.1542,91.5,Strike-Slip,E,USGS,0.547
635,41,5,2024-05-12 23:38:11,21.7714,96.0147,5.9,35.8,1.2172,68.7,Reverse,NW,IMD,3.591
636,32,3,2024-02-15 05:21:34,24.9723,94.5633,5.2,2.4,0.5586,488.3,Strike-Slip,NW,IMD,1.452
637,7,1,2024-01-26 02:52:03,24.3792,90.8659,1.0,33.0,1.3932,110.2,Reverse,NW,USGS,0.697
638,54,6,2024-03-25 12:16:13,30.1187,90.9921,2.3,36.7,1.237,255.2,Reverse,NW,ISR,1.423
639,3,1,2018-08-28 05:39:16,26.5725,100.6419,7.0,67.1,1.1033,373.9,Strike-Slip,N,NCS,3.862
640,29,3,2024-08-11 07:38:49,24.2549,100.8398,4.1,8.4,0.0634,38.1,Strike-Slip,NE,USGS,0.13
641,36,4,2018-12-11 01:42:52,26.3004,88.7026,7.2,2.0,0.1836,86.1,Normal,E,ISR,0.661
642,9,1,2020-05-03 04:08:30,29.3132,92.1219,2.5,9.7,0.7995,299.9,Strike-Slip,NW,ISR,0.999
643,62,8,2023-03-14 11:34:58,25.7331,91.3178,6.7,65.5,1.3012,350.9,Oblique,N,NCS,4.359
644,17,2,2021-07-08 22:04:36,23.3271,92.8651,1.5,25.5,0.6147,303.1,Normal,NE,ISR,0.461
645,50,6,2023-08-04 09:39:33,23.072,92.1403,4.4,66.8,0.5816,219.5,Oblique,E,ISR,1.28
646,44,5,2018-02-16 00:23:47,29.4496,100.3903,1.4,53.1,0.9562,271.9,Oblique,NE,ISR,0.669
647,21,2,2018-07-06 21:16:15,22.6928,100.5088,1.6,54.7,1.4481,98.5,Strike-Slip,NE,ISR,1.158
648,8,1,2022-06-16 16:59:05,25.6456,97.1684,2.5,33.5,0.0834,382.2,Reverse,N,IMD,0.104
649,8,1,2020-01-31 12:49:02,24.6209,98.6667,1.9,61.1,0.9337,84.1,Oblique,NW,NCS,0.887
650,36,4,2019-02-20 00:52:59,26.7853,92.1762,2.2,11.7,0.9518,31.0,Reverse,E,ISR,1.047
651,14,2,2021-11-27 05:55:11,21.5619,93.1716,3.6,43.3,1.372,334.6,Oblique,E,NCS,2.47
652,49,6,2022-01-02 19:42:39,27.5292,97.6194,4.5,33.2,0.7026,235.9,Reverse,NW,IMD,1.581
653,61,8,2021-08-05 12:39:31,28.4273,91.2381,6.8,23.9,0.18,163.1,Normal,NE,NCS,0.612
654,24,3,2019-01-01 20:34:21,22.213,97.2722,5.0,12.9,1.2799,161.7,Strike-Slip,N,ISR,3.2
655,5,1,2024-09-08 20:30:02,21.9454,93.6073,3.6,59.8,1.0356,38.9,Reverse,E,USGS,1.864
656,7,1,2024-08-26 00:34:11,27.08,93.4983,6.4,39.3,0.726,421.7,Normal,NE,ISR,2.323
657,38,4,2023-05-16 13:45:58,28.1716,97.1361,3.1,53.5,0.4138,407.6,Strike-Slip,NW,ISR,0.641
658,24,3,2021-03-20 16:51:11,23.5549,98.8613,3.3,47.8,0.4788,69.2,Reverse,NE,USGS,0.79
659,8,1,2021-06-02 12:44:14,23.1641,97.5693,6.3,50.3,1.076,71.8,Oblique,NE,USGS,3.389
660,19,2,2021-05-05 22:57:04,22.5477,98.3295,5.6,33.9,1.101,43.4,Reverse,NW,IMD,3.083
661,50,6,2021-01-15 02:29:38,25.4931,93.5679,2.0,56.9,0.2851,470.3,Normal,N,USGS,0.285
662,42,5,2022-08-18 12:20:40,22.5779,98.1887,1.4,63.3,1.3475,257.2,Reverse,NW,USGS,0.943
663,29,3,2019-01-04 17:01:16,26.7647,98.7841,4.6,42.1,0.0027,168.3,Oblique,NE,NCS,0.006
664,56,7,2021-09-15 16:40:40,28.2907,95.8228,1.1,43.7,0.2597,195.8,Oblique,NW,ISR,0.143
665,28,3,2021-10-22 08:34:27,29.7376,91.4302,4.8,11.0,0.1789,439.2,Normal,NE,USGS,0.429
666,56,7,2020-07-03 22:31:08,30.4343,98.4187,4.0,33.1,1.1582,49.6,Normal,N,ISR,2.316
667,8,1,2022-10-31 04:36:50,24.2927,97.616,2.4,57.1,0.9674,175.3,Reverse,N,NCS,1.161
668,37,4,2019-06-23 17:01:02,24.8367,94.7431,4.7,6.3,0.598,192.7,Oblique,NE,NCS,1.405
669,24,3,2019-11-03 22:33:11,23.9322,100.7315,6.8,26.0,0.6169,38.8,Oblique,E,USGS,2.097
670,1,1,2021-11-07 16:16:22,28.2494,91.4989,5.6,37.6,0.2888,404.4,Strike-Slip,N,NCS,0.809
671,39,4,2024-08-06 06:17:54,25.6813,90.0589,3.0,56.0,0.9253,43.3,Reverse,E,USGS,1.388
672,54,6,2022-03-22 09:20:47,29.7699,92.8744,6.1,4.3,1.0899,121.4,Oblique,E,NCS,3.324
673,51,6,2018-11-29 00:14:25,31.2166,90.7103,6.9,16.1,0.8369,426.2,Normal,N,IMD,2.887
674,51,6,2022-08-07 06:58:45,31.2252,91.1701,6.9,67.4,1.2515,361.3,Normal,E,NCS,4.318
675,15,2,2018-12-17 20:33:56,27.0118,96.997,4.2,17.8,0.259,195.5,Normal,NW,IMD,0.544
