alert_id,state_id,district_id,prediction_id,alert_type,issued_datetime,valid_from,valid_until,severity_level,population_notified,evacuations_triggered,status,dissemination_channels,language,delivery_success_rate
1393,8,61,4577,All Clear,2020-10-04 19:15:14,2020-09-22 13:50:37,2024-06-06 18:32:37,Green,255831,44571,Cancelled,Radio,Hindi,0.31
1394,2,20,983,Early Warning,2023-09-30 11:27:57,2022-02-04 02:09:57,2023-02-05 00:45:18,Green,253985,10801,Active,Push Notification,Manipuri,0.88
1395,2,22,4768,Early Warning,2020-01-04 06:46:43,2018-09-25 05:22:59,2021-02-05 14:29:11,Orange,110297,25855,Cancelled,SMS,Bengali,0.51
1396,1,7,2677,Early Warning,2020-10-15 08:00:55,2019-11-04 22:33:30,2024-03-14 17:08:41,Yellow,91069,23993,Expired,Siren,Assamese,0.81
1397,8,61,4297,Emergency,2018-10-30 13:01:18,2021-10-21 19:06:29,2020-09-12 21:06:42,Yellow,24108,1052,Cancelled,Push Notification,Khasi,0.9
1398,6,52,894,Early Warning,2020-05-30 17:42:41,2024-08-08 23:38:12,2021-01-04 09:40:38,Green,93069,29925,Superseded,All,Manipuri,0.96
1399,1,8,4848,All Clear,2022-06-16 03:28:04,2018-07-06 20:32:12,2023-02-23 21:25:15,Red,384141,8626,Superseded,SMS,Bengali,0.55
1400,2,16,4213,Emergency,2022-06-25 15:47:39,2019-05-21 18:27:59,2019-03-02 04:15:29,Orange,490400,21685,Superseded,Siren,English,0.97
1401,7,56,4781,Emergency,2022-04-23 10:51:41,2022-08-02 08:24:26,2021-10-05 20:55:58,Red,146658,19572,Expired,Push Notification,Assamese,0.79
1402,4,33,2764,All Clear,2024-04-20 14:11:28,2023-05-19 02:11:27,2020-11-20 21:39:15,Orange,384344,38556,Superseded,Radio,Mizo,0.91
1403,6,51,2360,Advisory,2019-07-07 07:52:22,2023-03-24 19:40:52,2019-01-04 15:45:53,Yellow,43604,45428,Superseded,Radio,English,0.4
1404,7,55,52,Watch,2018-05-03 10:02:24,2024-10-26 13:13:50,2020-08-11 07:44:37,Green,195399,41888,Expired,All,Khasi,0.91
1405,1,5,1937,Advisory,2019-02-12 09:36:16,2020-09-13 01:20:16,2018-08-04 03:06:03,Green,109332,365,Cancelled,Radio,Assamese,0.32
1406,2,14,3488,Drill,2022-09-23 00:30:56,2018-11-08 20:05:00,2020-06-01 01:49:31,Yellow,159096,18636,Superseded,Siren,Manipuri,0.73
1407,5,46,4020,Drill,2019-03-24 14:48:55,2019-11-21 23:53:47,2021-08-07 10:33:35,Red,235507,41767,Superseded,Radio,Khasi,0.59
1408,6,48,53,All Clear,2019-02-08 01:51:32,2024-04-14 05:04:39,2023-12-27 06:30:18,Orange,88027,24171,Cancelled,Push Notification,English,0.67
1409,6,52,1417,Drill,2024-01-08 07:55:46,2019-02-20 11:19:03,2019-08-15 15:01:17,Green,438582,4123,Expired,Push Notification,Manipuri,0.4
1410,6,54,59,All Clear,2023-05-02 17:56:38,2018-10-15 17:03:41,2018-07-03 06:12:09,Orange,197838,48384,Active,SMS,Manipuri,0.47
1411,2,17,4011,Drill,2019-05-13 13:42:33,2022-09-14 07:43:43,2021-12-10 01:39:29,Yellow,180983,1587,Expired,Siren,Assamese,0.66
1412,1,6,3736,Advisory,2019-07-04 17:41:21,2022-01-31 13:19:40,2021-12-13 09:50:28,Yellow,168317,17061,Cancelled,All,Khasi,0.49
1413,1,9,3105,Advisory,2019-04-26 19:21:50,2019-03-19 13:31:34,2023-04-06 23:01:05,Green,47408,33484,Superseded,Siren,Khasi,0.69
1414,6,47,838,All Clear,2021-05-04 10:35:26,2019-07-19 08:59:32,2024-02-10 15:30:58,Green,230543,7925,Superseded,Push Notification,English,0.62
1415,2,14,1625,All Clear,2021-10-08 00:53:28,2023-07-30 05:52:27,2022-12-15 22:24:22,Yellow,97695,1918,Cancelled,Push Notification,Hindi,0.41
1416,8,62,4644,Drill,2023-03-26 03:29:48,2021-07-03 20:29:34,2019-06-16 21:02:36,Yellow,52953,48025,Superseded,Radio,Khasi,0.9
1417,1,5,2484,Watch,2020-01-05 01:43:19,2019-06-02 11:53:57,2020-10-07 01:24:01,Yellow,342627,23834,Expired,All,Mizo,0.93
1418,2,14,2624,Advisory,2022-09-24 06:11:57,2021-07-22 07:02:52,2019-01-15 12:39:09,Orange,256530,47499,Superseded,Siren,Hindi,0.41
1419,3,26,2375,All Clear,2020-02-07 19:44:36,2020-10-30 10:15:20,2020-03-22 00:23:54,Green,453836,16639,Superseded,All,Khasi,0.81
1420,1,12,3661,Early Warning,2023-02-19 08:13:52,2019-08-04 08:25:27,2022-11-10 04:04:05,Red,91499,28845,Active,Push Notification,English,0.53
1421,5,43,4882,Drill,2021-12-26 14:42:47,2018-12-16 13:35:03,2019-10-28 14:40:58,Red,257172,46394,Cancelled,Push Notification,Manipuri,0.97
1422,8,61,4252,Watch,2020-01-26 01:25:17,2018-03-29 05:40:30,2024-11-28 19:01:34,Yellow,354110,49332,Active,Push Notification,Mizo,0.56
1423,6,47,445,Watch,2022-08-30 12:18:41,2018-04-27 23:55:03,2018-05-19 03:35:46,Yellow,139199,49872,Superseded,All,Mizo,0.96
1424,7,57,3815,Advisory,2022-05-31 07:24:28,2023-10-25 20:42:33,2019-10-17 06:24:36,Red,363599,48495,Cancelled,All,Bengali,0.43
1425,5,41,4383,Early Warning,2021-05-10 04:33:04,2019-09-20 13:51:13,2018-02-23 20:44:31,Green,145920,19798,Expired,Siren,Khasi,0.36
1426,4,37,4701,Emergency,2020-09-23 11:40:14,2018-07-26 07:46:19,2020-12-13 17:48:15,Green,437976,10682,Expired,All,Mizo,0.37
1427,6,50,1223,Drill,2023-06-21 10:58:07,2022-12-29 08:54:29,2024-05-16 22:14:16,Yellow,182682,43516,Active,SMS,Bengali,0.44
1428,2,18,4190,All Clear,2019-08-23 04:02:01,2019-09-02 23:37:15,2018-01-16 06:18:02,Green,302377,27235,Superseded,SMS,Hindi,0.78
1429,3,32,762,Watch,2023-03-07 03:45:11,2021-05-20 23:34:20,2018-05-31 10:11:35,Green,332126,9891,Expired,SMS,Hindi,0.41
1430,7,56,3772,Drill,2021-06-28 04:07:51,2019-03-10 19:56:39,2018-06-16 05:30:26,Red,60480,39704,Active,SMS,English,0.57
1431,1,7,1061,Early Warning,2019-07-16 10:29:21,2023-04-03 12:43:50,2024-02-21 03:40:00,Green,16833,29261,Expired,Radio,Khasi,0.82
1432,4,34,3586,All Clear,2020-02-12 14:27:59,2024-05-09 03:26:15,2024-03-17 00:57:14,Yellow,112344,2426,Cancelled,All,Hindi,0.6
1433,2,22,1708,Drill,2022-07-24 18:07:37,2019-07-10 15:06:16,2021-11-15 16:51:13,Green,341215,43590,Cancelled,All,English,0.4
1434,6,51,2311,Early Warning,2019-07-02 05:44:20,2020-06-02 18:09:43,2018-03-12 13:20:16,Green,414202,36594,Superseded,All,Hindi,0.95
1435,7,56,72,Watch,2022-11-26 21:42:09,2019-04-12 10:21:38,2023-01-27 17:05:06,Orange,150420,24613,Expired,SMS,Mizo,0.88
1436,2,13,3005,Early Warning,2020-12-23 08:03:07,2024-11-23 00:37:17,2024-04-24 15:53:06,Red,385967,42936,Active,Push Notification,Khasi,0.77
1437,4,39,2829,Early Warning,2019-02-03 07:31:59,2024-08-09 01:49:12,2018-10-29 21:22:32,Red,120090,29735,Active,Push Notification,Bengali,0.43
1438,8,60,2942,All Clear,2022-09-04 20:13:41,2021-02-13 06:26:00,2021-04-18 12:18:26,Orange,161027,49975,Expired,Push Notification,Mizo,0.32
1439,8,61,614,Early Warning,2024-04-26 07:39:17,2019-03-14 14:13:32,2022-02-06 01:31:22,Yellow,487784,3526,Superseded,SMS,Bengali,0.73
1440,3,31,1891,Advisory,2022-09-29 04:19:51,2018-07-07 08:57:45,2019-06-01 20:05:31,Red,314183,40594,Active,Siren,Khasi,0.81
1441,1,6,3533,Emergency,2021-08-17 03:41:29,2019-12-10 23:55:06,2019-02-08 20:34:43,Green,66413,18441,Active,Radio,Bengali,0.48
1442,7,56,1300,Watch,2023-10-28 12:11:37,2023-12-19 13:20:11,2024-01-16 22:10:18,Green,454371,18707,Active,Push Notification,English,0.39
1443,5,40,2976,All Clear,2021-06-13 23:15:15,2024-07-15 08:59:16,2023-06-11 21:49:48,Red,236802,24154,Superseded,Radio,Manipuri,0.35
1444,3,29,4835,Advisory,2023-10-05 13:53:02,2020-06-04 14:23:31,2021-08-13 22:58:50,Orange,442339,11303,Expired,Radio,Assamese,0.89
1445,1,9,2058,Early Warning,2021-12-05 14:16:04,2018-12-10 11:58:07,2018-05-18 02:05:38,Red,291049,3892,Active,All,English,0.33
1446,1,2,3380,Early Warning,2022-09-17 17:33:13,2021-10-28 00:09:29,2021-05-23 12:37:45,Yellow,144892,5896,Superseded,Push Notification,Assamese,0.66
1447,4,35,108,Drill,2022-05-25 19:16:22,2023-09-14 05:19:19,2021-02-11 21:07:25,Green,234855,7038,Expired,All,English,0.91
1448,1,7,2808,Emergency,2023-12-29 04:41:44,2018-09-20 07:55:44,2019-08-31 08:28:27,Green,266628,2782,Superseded,Siren,English,0.47
1449,3,30,1878,Early Warning,2020-10-28 22:06:02,2024-11-30 21:27:41,2020-06-12 22:21:13,Green,189431,34779,Cancelled,Siren,Bengali,0.44
1450,3,26,1434,Early Warning,2018-12-21 19:48:21,2018-02-24 03:38:44,2022-10-22 19:14:14,Yellow,228215,11909,Cancelled,All,Mizo,0.67
1451,3,23,3661,All Clear,2021-08-16 06:01:52,2020-02-28 09:45:56,2022-03-22 13:25:32,Red,15662,13406,Active,All,English,0.53
1452,5,43,1642,Watch,2023-03-01 18:25:06,2024-12-30 16:24:58,2024-11-21 03:59:20,Red,482159,28801,Cancelled,Siren,Assamese,0.61
1453,1,10,647,All Clear,2021-01-02 11:00:59,2020-01-18 08:32:47,2019-03-06 10:34:51,Green,366827,31129,Active,SMS,English,0.99
1454,3,26,3399,Advisory,2021-08-15 04:19:05,2020-10-23 07:19:12,2023-05-02 12:24:08,Green,309070,1634,Active,SMS,English,0.61
1455,3,32,3829,Early Warning,2019-01-22 06:13:33,2018-03-03 01:03:01,2024-05-16 03:10:41,Orange,343562,17215,Expired,All,Mizo,0.96
1456,1,5,4612,All Clear,2024-06-10 19:25:42,2018-01-10 09:42:04,2020-09-05 19:36:18,Orange,130800,43759,Active,Radio,Mizo,0.42
1457,2,17,4988,All Clear,2022-04-09 03:36:25,2020-07-13 16:48:59,2023-07-02 20:48:07,Green,435327,39186,Superseded,Siren,Mizo,0.72
1458,3,32,1833,Watch,2023-07-07 08:23:20,2021-12-10 06:15:23,2023-01-09 01:14:15,Green,230271,44902,Active,Siren,Assamese,0.72
1459,6,48,2398,Emergency,2018-11-14 01:48:12,2018-11-06 08:58:54,2019-04-07 04:28:42,Red,113494,31782,Cancelled,SMS,Assamese,0.64
1460,2,18,2034,Advisory,2019-12-26 20:01:31,2021-09-19 09:09:20,2019-07-23 14:36:45,Yellow,110690,48297,Cancelled,All,Manipuri,0.94
1461,5,40,3655,Early Warning,2024-11-12 07:16:52,2024-01-20 12:18:27,2024-12-30 13:28:23,Green,477763,17308,Expired,Siren,Mizo,0.99
1462,5,43,1144,Emergency,2018-03-23 17:35:19,2018-06-08 09:24:13,2022-05-21 19:46:42,Yellow,241661,35425,Expired,SMS,English,0.59
1463,6,54,1298,Drill,2023-08-15 21:32:04,2024-10-31 14:37:26,2023-08-14 21:59:07,Green,329232,17006,Active,All,Mizo,0.36
1464,3,24,4683,Watch,2022-05-13 16:42:53,2018-12-14 20:05:49,2018-09-17 10:16:12,Red,233123,1468,Cancelled,All,English,0.87
1465,7,55,579,Advisory,2022-08-26 06:48:14,2020-08-02 20:23:20,2022-07-21 12:14:33,Red,72577,10532,Active,Siren,Bengali,0.67
1466,6,48,1910,All Clear,2022-11-10 07:22:46,2021-03-07 08:29:41,2021-09-21 18:52:47,Red,489002,755,Expired,SMS,Mizo,0.32
1467,4,35,384,Advisory,2021-07-25 03:03:55,2022-01-10 09:57:39,2023-09-03 00:06:29,Red,49224,11785,Expired,Siren,Manipuri,0.36
1468,4,39,3304,Watch,2018-10-12 07:00:39,2022-05-07 07:20:12,2022-04-02 11:09:54,Green,353648,38694,Cancelled,Push Notification,Manipuri,0.77
1469,4,36,4135,Drill,2019-04-13 09:23:48,2024-05-25 20:51:29,2021-05-03 05:25:58,Red,303450,43927,Superseded,SMS,Bengali,0.33
1470,3,23,1879,Advisory,2024-01-26 09:37:02,2024-09-21 21:46:44,2018-10-02 18:20:20,Green,414348,38074,Superseded,SMS,Bengali,0.6
1471,3,32,4521,Watch,2023-06-19 15:21:31,2022-02-23 15:08:27,2020-06-01 17:20:01,Yellow,353571,45280,Expired,Radio,Khasi,0.56
1472,1,7,3771,Watch,2022-12-11 05:00:59,2020-06-28 20:28:09,2023-06-12 09:45:23,Red,23780,39632,Superseded,Radio,Mizo,0.73
1473,3,25,4480,All Clear,2020-02-12 13:03:17,2021-08-26 19:32:35,2018-03-21 14:26:35,Orange,139374,29691,Cancelled,Push Notification,English,0.61
1474,1,10,4595,Emergency,2020-11-16 04:26:33,2019-03-19 05:37:00,2019-05-12 12:05:29,Green,489479,23302,Expired,Siren,Bengali,0.68
1475,1,9,3,Advisory,2022-04-11 07:33:52,2022-07-20 00:18:40,2021-05-28 03:53:45,Yellow,279390,45658,Expired,All,English,0.92
1476,1,9,2118,Watch,2021-05-12 19:23:30,2024-05-28 03:56:26,2022-06-26 23:34:28,Red,233499,39448,Active,Siren,English,0.74
1477,1,5,731,Watch,2020-07-20 18:08:28,2018-12-17 21:52:44,2022-12-28 04:27:21,Green,469893,49590,Expired,Radio,Khasi,0.83
1478,4,39,1338,Drill,2024-12-24 23:26:26,2021-06-19 16:25:01,2018-12-02 10:06:57,Yellow,122075,13981,Superseded,Siren,English,0.54
1479,2,16,359,All Clear,2020-03-01 17:49:47,2022-05-07 18:10:12,2018-10-21 06:38:34,Orange,210134,21787,Active,Push Notification,Bengali,0.93
1480,2,18,2475,Advisory,2022-03-20 18:00:54,2019-01-23 00:33:45,2023-03-30 17:08:21,Yellow,51145,28109,Cancelled,SMS,Mizo,0.44
1481,2,19,2242,Emergency,2018-03-29 18:50:32,2018-07-16 07:00:43,2021-12-31 09:11:08,Red,396254,48518,Superseded,SMS,Mizo,0.66
1482,5,45,2120,All Clear,2023-01-22 04:39:06,2022-08-08 23:00:07,2024-03-16 10:24:04,Green,1595,26260,Superseded,All,Hindi,0.37
1483,1,6,3628,All Clear,2020-04-21 13:32:12,2018-11-21 22:31:02,2024-09-11 23:37:04,Red,118837,21394,Expired,Siren,Khasi,0.56
1484,2,17,4473,Drill,2021-08-04 16:24:11,2022-12-13 11:53:04,2021-05-14 19:02:32,Yellow,365255,40536,Superseded,Radio,Manipuri,0.57
1485,2,20,740,All Clear,2020-10-13 23:14:30,2020-03-22 13:53:26,2020-09-01 04:24:18,Orange,421406,43247,Active,SMS,English,0.73
1486,6,47,4908,Early Warning,2023-10-13 04:54:39,2023-11-06 20:10:59,2024-08-23 15:00:39,Yellow,250582,23679,Expired,Siren,Khasi,0.33
1487,1,8,577,Emergency,2022-01-14 03:51:18,2023-10-23 06:43:37,2024-03-12 10:21:09,Green,32536,14881,Superseded,Push Notification,Assamese,0.52
1488,3,27,1031,Advisory,2018-11-07 17:09:36,2021-03-02 23:17:22,2023-02-06 13:30:04,Orange,29361,24837,Superseded,SMS,English,0.32
1489,5,42,4690,Advisory,2020-07-24 14:05:08,2022-07-06 17:58:29,2022-12-09 03:04:06,Yellow,131286,11726,Active,Radio,Assamese,1.0
1490,5,44,2245,Emergency,2024-09-06 12:24:08,2022-03-26 16:32:44,2021-06-29 06:08:19,Red,26315,21422,Superseded,Radio,Hindi,0.31
1491,6,51,2546,Advisory,2020-09-04 21:16:56,2022-03-03 11:13:59,2024-06-07 15:18:08,Red,232409,22276,Active,All,Assamese,0.85
1492,2,20,2613,All Clear,2019-11-17 19:01:17,2024-11-06 20:52:56,2023-03-06 21:18:16,Yellow,15247,27862,Expired,Push Notification,Mizo,0.85
1493,2,17,3314,Drill,2021-03-30 12:50:08,2019-07-27 16:17:41,2024-07-21 15:01:46,Yellow,219637,22053,Cancelled,SMS,English,0.58
1494,2,22,4946,Watch,2023-03-05 17:40:21,2018-06-16 20:05:34,2018-01-29 10:43:40,Orange,364371,44254,Superseded,Push Notification,Mizo,0.43
1495,1,12,1247,Emergency,2020-07-02 18:36:16,2021-08-23 07:33:45,2022-01-26 05:28:19,Yellow,363929,43033,Superseded,Radio,Assamese,0.39
1496,2,21,552,Early Warning,2021-04-27 03:12:32,2018-09-03 15:31:11,2019-07-04 12:56:36,Green,147388,46474,Active,SMS,Bengali,0.94
1497,7,55,4124,All Clear,2024-12-08 00:05:36,2024-10-11 19:49:29,2022-05-26 11:29:47,Orange,335339,25444,Active,SMS,Mizo,0.93
1498,4,35,123,All Clear,2018-12-03 15:00:04,2022-05-23 23:54:33,2021-05-15 13:56:12,Red,252387,46593,Superseded,All,Hindi,0.44
1499,1,6,1417,Emergency,2022-12-01 06:50:29,2024-09-06 18:05:42,2018-02-12 07:34:43,Orange,488204,17904,Superseded,Push Notification,Khasi,0.59
1500,2,17,1345,Early Warning,2023-06-08 01:01:25,2019-04-03 13:36:02,2024-03-19 10:03:57,Red,58247,10788,Active,Push Notification,Manipuri,0.48
1501,6,48,3922,Emergency,2020-11-29 00:34:38,2020-12-10 02:41:38,2023-12-04 17:54:16,Yellow,308770,47808,Superseded,All,English,0.62
1502,3,23,1383,All Clear,2021-02-18 21:02:12,2019-06-28 04:09:08,2020-08-20 09:35:58,Orange,67165,8087,Expired,All,Bengali,0.92
1503,3,24,2199,Drill,2018-05-27 11:41:24,2021-08-26 14:14:58,2020-03-01 14:15:43,Green,160271,42783,Cancelled,Radio,Khasi,0.63
1504,6,48,1194,Early Warning,2019-09-04 11:10:00,2019-03-11 18:57:31,2019-08-25 08:03:58,Green,80926,46722,Superseded,Radio,Mizo,0.68
1505,6,49,4025,Emergency,2023-10-21 10:26:17,2021-09-24 00:36:18,2024-07-31 08:20:27,Green,208842,13518,Expired,Radio,Khasi,0.75
1506,6,48,1363,Early Warning,2022-03-01 03:44:58,2019-08-19 08:49:50,2022-09-21 14:25:27,Yellow,282636,24871,Expired,SMS,Assamese,0.55
1507,1,1,4448,All Clear,2018-07-08 19:57:07,2024-09-01 22:07:22,2021-04-17 10:39:56,Green,129566,2733,Cancelled,Radio,Khasi,0.74
1508,1,3,3168,Advisory,2023-03-07 17:26:30,2024-02-13 10:26:24,2022-08-22 05:54:25,Yellow,263838,9491,Cancelled,All,Hindi,0.53
1509,2,15,2504,Drill,2018-02-06 17:00:46,2024-09-13 17:33:08,2023-05-25 21:59:43,Green,388233,6805,Active,Siren,Assamese,0.63
1510,2,19,4213,Advisory,2018-07-28 00:57:50,2019-06-20 03:53:20,2020-05-16 08:52:18,Red,133322,16671,Cancelled,Radio,Bengali,0.6
1511,6,53,4356,Drill,2019-10-16 06:34:13,2018-07-24 22:08:21,2022-01-16 02:52:34,Orange,316123,40602,Expired,Siren,Khasi,0.85
1512,1,7,128,Watch,2023-06-17 23:06:21,2023-06-23 17:58:36,2023-01-25 22:49:07,Orange,64761,9639,Superseded,All,Manipuri,0.76
1513,7,56,4415,All Clear,2024-04-03 15:00:34,2022-10-31 09:35:02,2022-12-05 18:13:36,Red,223229,38425,Expired,All,English,0.51
1514,2,21,3943,Emergency,2022-12-04 04:36:16,2018-11-22 03:34:39,2020-05-02 00:52:47,Yellow,440368,29452,Expired,Radio,Assamese,0.46
1515,6,52,734,Drill,2024-03-14 14:40:39,2020-02-24 21:41:56,2019-06-28 19:08:56,Red,140504,8663,Expired,All,Khasi,0.46
1516,3,29,1334,Watch,2022-06-09 03:08:01,2022-10-31 18:07:55,2024-09-27 17:48:27,Yellow,54208,9892,Active,All,Assamese,0.32
1517,8,59,1288,Watch,2022-10-27 07:21:35,2022-05-26 12:21:41,2022-05-19 01:36:57,Yellow,484622,3235,Expired,Push Notification,Hindi,0.38
1518,6,53,959,Watch,2018-02-16 07:14:09,2019-06-30 23:18:53,2018-01-07 13:31:36,Yellow,8634,4130,Superseded,Siren,Assamese,0.57
1519,1,3,245,Drill,2022-04-28 01:29:50,2021-04-14 23:40:54,2019-01-14 02:48:43,Red,5974,35896,Active,Radio,Hindi,0.56
1520,6,51,762,Drill,2020-06-16 03:47:47,2020-01-01 20:09:14,2022-09-15 05:05:37,Green,151809,20927,Expired,SMS,Manipuri,0.66
1521,1,4,3954,All Clear,2020-05-08 15:09:44,2023-06-17 02:47:25,2019-03-06 12:52:06,Red,102329,20634,Cancelled,Siren,Mizo,0.99
1522,2,21,801,Watch,2018-04-19 08:02:12,2024-03-28 09:26:21,2024-07-29 22:07:02,Green,8961,29952,Superseded,Push Notification,English,0.56
1523,6,53,2286,Emergency,2020-10-20 11:37:55,2018-08-20 13:34:26,2020-10-26 15:31:48,Red,10347,45156,Active,Siren,Assamese,0.98
1524,5,43,3195,Early Warning,2021-08-04 08:42:01,2018-08-18 08:50:49,2018-02-10 12:28:31,Orange,474573,42421,Superseded,Radio,Bengali,0.91
1525,5,46,740,Advisory,2023-12-28 11:59:02,2018-01-05 22:14:02,2024-11-14 15:09:51,Yellow,234467,35497,Cancelled,SMS,Assamese,0.73
1526,8,60,4846,Early Warning,2020-04-15 07:59:40,2022-06-13 06:15:09,2023-03-27 06:48:44,Red,7987,24070,Expired,Siren,Assamese,0.68
1527,2,19,4539,All Clear,2019-03-14 12:48:03,2024-03-04 09:49:15,2022-10-30 01:29:05,Red,296113,40752,Superseded,Push Notification,Assamese,0.72
1528,6,51,127,All Clear,2022-06-29 07:08:22,2021-09-08 16:18:09,2022-09-30 17:44:15,Yellow,291300,34081,Active,Siren,Manipuri,1.0
1529,5,43,3976,Advisory,2024-08-25 07:31:14,2018-04-06 04:18:06,2021-02-26 15:26:52,Green,421025,38755,Superseded,Push Notification,Bengali,0.62
1530,1,5,4665,Early Warning,2021-11-12 23:47:25,2023-11-24 17:44:31,2023-01-22 16:09:55,Red,124223,8290,Active,SMS,Hindi,0.6
1531,5,45,2937,Emergency,2021-11-13 05:51:46,2018-02-15 15:33:18,2020-07-29 12:51:43,Yellow,41340,36260,Active,All,Bengali,0.95
1532,8,61,597,Advisory,2024-09-01 16:40:24,2020-11-08 17:13:25,2022-05-06 01:23:50,Red,164912,7718,Superseded,Siren,Assamese,0.5
1533,1,6,1131,Emergency,2022-02-26 00:37:40,2023-02-14 17:33:31,2019-07-29 09:31:08,Orange,411172,4890,Active,All,Khasi,0.86
1534,5,42,4518,Early Warning,2019-03-26 10:08:28,2023-03-06 16:54:04,2024-01-24 11:59:27,Orange,310594,26398,Expired,Siren,Bengali,0.42
1535,1,10,4942,All Clear,2022-01-23 15:03:51,2022-12-31 17:13:56,2018-08-20 07:15:19,Orange,235651,3499,Cancelled,Radio,Bengali,0.94
1536,1,7,4535,Advisory,2020-12-12 21:13:21,2022-02-19 06:43:57,2018-05-21 23:08:21,Orange,167327,28515,Expired,SMS,Mizo,0.7
1537,1,9,3008,Drill,2022-03-24 22:54:07,2022-11-20 23:30:40,2018-02-26 02:47:11,Green,491932,48124,Active,SMS,Khasi,0.58
1538,8,60,2804,Early Warning,2021-06-27 20:28:05,2021-11-28 04:13:37,2019-06-18 09:10:12,Orange,110867,8913,Cancelled,Siren,Hindi,0.65
1539,8,59,4588,Drill,2023-03-14 09:26:28,2024-09-12 19:47:43,2020-05-19 22:12:21,Orange,2751,3828,Active,Siren,Manipuri,0.76
1540,8,59,4233,Drill,2019-07-22 20:11:11,2020-03-24 10:31:57,2024-02-06 21:07:06,Yellow,237405,15752,Active,Push Notification,Assamese,0.35
1541,8,61,4443,Early Warning,2024-10-05 11:39:47,2022-02-04 21:01:46,2018-07-24 18:41:13,Orange,30989,23031,Active,SMS,English,0.7
1542,1,1,1459,Drill,2021-12-12 01:03:51,2018-09-25 17:34:23,2020-09-05 14:51:45,Green,97580,28010,Active,SMS,Khasi,0.55
1543,8,61,3610,Watch,2018-06-15 09:52:12,2018-05-17 05:42:14,2018-04-12 23:50:10,Yellow,242517,4645,Superseded,All,Bengali,0.78
1544,1,1,3964,All Clear,2020-03-07 16:29:05,2022-11-19 08:43:41,2024-09-05 13:19:16,Green,163813,36816,Cancelled,Radio,Hindi,0.87
1545,1,10,4649,Emergency,2022-06-10 11:54:22,2023-01-17 16:35:52,2022-09-22 08:37:25,Red,300561,13981,Superseded,Radio,Hindi,0.72
1546,2,18,3869,Emergency,2024-07-07 20:26:13,2024-03-26 10:15:19,2018-10-01 16:31:26,Green,327468,47248,Expired,Siren,Hindi,0.86
1547,6,52,4411,Drill,2018-09-14 18:16:07,2024-07-31 00:19:28,2018-08-08 17:30:25,Yellow,18723,16896,Cancelled,SMS,Hindi,0.55
1548,4,36,3304,Early Warning,2019-11-21 01:02:37,2021-12-25 20:53:44,2020-07-11 00:46:08,Yellow,111949,47734,Cancelled,Siren,Bengali,0.67
1549,7,57,1983,Emergency,2020-11-14 06:00:08,2022-07-05 11:10:00,2018-07-07 21:22:44,Yellow,212767,17891,Superseded,SMS,Khasi,0.6
1550,2,13,4820,Drill,2022-08-30 10:23:19,2020-02-20 23:34:28,2020-07-19 17:59:04,Yellow,488185,35516,Expired,All,Bengali,0.98
1551,2,21,1867,Emergency,2021-04-03 18:35:36,2019-03-05 10:33:00,2022-08-06 07:38:38,Orange,24968,21682,Cancelled,SMS,Assamese,0.87
1552,8,60,2267,Emergency,2023-12-30 09:20:25,2021-01-23 19:27:21,2021-10-26 22:47:44,Green,325092,21991,Cancelled,SMS,Bengali,0.97
1553,1,11,1688,Drill,2022-10-21 01:28:07,2018-01-31 05:45:27,2023-01-20 16:49:04,Yellow,17933,35444,Cancelled,Radio,English,0.33
1554,5,41,2536,Drill,2024-03-19 22:57:58,2023-02-08 09:50:06,2018-11-13 00:32:47,Green,466445,15307,Active,SMS,English,0.62
1555,4,33,3178,Watch,2018-10-22 09:25:27,2020-10-17 17:16:02,2024-11-07 10:03:24,Green,154729,46147,Superseded,Siren,English,0.78
1556,1,12,1378,Emergency,2023-05-24 06:58:34,2024-02-06 21:51:50,2023-04-14 07:48:42,Green,194584,15322,Cancelled,Radio,Khasi,0.96
1557,5,44,1452,Drill,2018-01-03 00:28:11,2019-02-25 03:42:56,2019-07-21 04:51:54,Green,229600,20561,Cancelled,SMS,English,0.41
1558,3,27,416,Early Warning,2018-09-03 06:11:10,2020-11-13 19:58:23,2019-10-29 17:38:40,Orange,452468,47151,Expired,Radio,Mizo,0.76
1559,5,44,4819,Drill,2020-03-17 15:23:29,2023-04-03 22:13:08,2020-11-21 16:09:11,Red,16872,28708,Cancelled,SMS,Mizo,0.64
1560,6,49,3629,Watch,2023-12-28 19:48:00,2021-12-11 15:38:57,2023-01-23 11:28:01,Yellow,288848,3245,Cancelled,All,Khasi,0.56
1561,1,2,1890,Early Warning,2023-09-02 12:24:12,2018-01-31 04:58:49,2021-05-04 23:37:43,Green,151014,44403,Expired,Radio,Mizo,0.8
1562,2,14,4743,Advisory,2019-01-04 05:18:16,2020-12-17 20:24:19,2019-01-27 15:27:14,Green,491718,2059,Expired,Siren,English,0.65
1563,5,45,2329,All Clear,2018-07-20 02:43:04,2020-07-20 17:33:36,2023-05-02 14:08:37,Green,321714,6146,Expired,Radio,Manipuri,0.73
1564,1,12,4469,Watch,2021-01-20 21:58:02,2021-03-07 08:32:04,2023-11-02 09:42:28,Orange,297414,22312,Expired,SMS,Bengali,0.57
1565,1,3,486,All Clear,2021-06-20 05:39:28,2022-11-30 13:39:05,2018-02-10 12:56:45,Red,337807,1259,Superseded,All,Assamese,0.96
