event_id,district_id,slope_id,state_id,event_datetime,detection_datetime,report_datetime,landslide_type,trigger,slope_angle_deg,elevation_m,area_affected_sqkm,volume_cu_m,fatalities,injuries,displaced_persons,road_blocked_km,buildings_damaged,runout_distance_km,verification_status,reported_by
266,21,475,2,2021-08-20 07:36:12,2024-09-14 13:42:42,2020-02-11 19:56:50,Rockfall,Unknown,38.0,1309,17.49,280033.0,3,12,3371,5.6,351,3.9,Under Investigation,Satellite
267,21,105,2,2023-03-11 18:33:11,2021-10-13 05:56:41,2023-07-29 11:15:25,Translational Slide,Unknown,62.4,710,5.95,216666.0,0,0,1685,12.0,235,5.6,Confirmed,District Admin
268,39,37,4,2020-10-31 03:24:52,2024-03-05 18:52:17,2023-09-25 18:26:12,Rotational Slide,Rainfall,40.7,1708,27.58,558797.0,0,0,4055,9.1,250,6.2,Preliminary,Field Team
269,25,161,3,2019-05-05 04:11:07,2024-01-02 08:08:50,2019-01-28 23:43:27,Rockfall,Rainfall,45.4,517,18.13,729981.0,0,0,2272,2.1,30,0.6,Preliminary,Satellite
270,47,142,6,2021-03-10 13:15:14,2019-09-14 00:35:37,2021-07-21 07:10:51,Translational Slide,Earthquake,63.5,2530,11.1,339431.0,3,12,2896,16.8,488,2.0,Under Investigation,Satellite
271,18,415,2,2023-06-15 03:06:15,2021-02-18 03:00:15,2021-06-17 13:37:55,Mudflow,Snowmelt,49.2,4089,42.28,500075.0,1,1,1421,18.4,51,8.5,Preliminary,Field Team
272,29,77,3,2022-04-24 19:48:24,2023-11-17 10:20:01,2023-08-07 16:39:24,Translational Slide,Undercutting,32.7,3960,1.25,48110.0,0,0,4026,8.7,360,1.2,Under Investigation,Field Team
273,11,404,1,2022-07-13 06:13:20,2023-04-08 00:43:59,2024-04-26 07:41:44,Debris Flow,Snowmelt,42.4,1118,17.73,255896.0,2,2,3108,12.0,199,5.9,Preliminary,Field Team
274,2,252,1,2022-11-23 23:28:58,2020-11-30 15:10:10,2020-06-16 18:41:33,Mudflow,Undercutting,53.5,4500,21.26,476878.0,0,0,3003,18.2,195,4.0,Confirmed,GSI
275,46,469,5,2019-10-13 02:39:44,2019-08-04 13:17:55,2020-02-01 07:26:19,Rockfall,Undercutting,14.1,4815,27.69,367423.0,1,2,3711,3.0,317,1.0,Under Investigation,ISRO
276,19,281,2,2023-04-11 13:57:10,2019-02-20 08:52:50,2020-01-03 17:07:49,Translational Slide,Undercutting,26.6,4658,11.89,482481.0,0,0,631,1.3,91,2.0,Confirmed,ISRO
277,51,5,6,2021-08-26 05:49:17,2018-07-18 15:09:54,2019-06-26 07:55:38,Rotational Slide,Undercutting,40.7,2390,25.71,51810.0,1,0,3226,2.7,125,4.8,Under Investigation,GSI
278,46,128,5,2019-10-26 20:38:48,2023-06-30 21:48:25,2024-03-04 17:46:25,Mudflow,Snowmelt,66.6,3369,2.21,108644.0,0,0,3774,10.6,181,8.0,Under Investigation,Field Team
279,49,129,6,2023-11-15 13:10:32,2021-05-07 03:38:57,2022-08-17 12:24:19,Rotational Slide,Rainfall,45.8,2170,42.91,308341.0,0,0,4913,19.9,384,0.7,Preliminary,ISRO
280,29,443,3,2024-08-15 23:08:41,2022-06-24 14:45:29,2022-03-02 06:29:08,Translational Slide,Rainfall,34.3,3267,39.71,810945.0,0,0,3596,5.1,459,6.6,Confirmed,District Admin
281,24,28,3,2021-12-06 14:58:24,2024-03-09 15:02:59,2023-05-18 02:22:21,Rockfall,Anthropogenic,42.4,4802,44.36,1940019.0,0,0,2906,16.4,5,9.9,Confirmed,Satellite
282,18,31,2,2018-04-12 16:13:40,2021-08-30 09:23:03,2023-10-19 18:07:56,Translational Slide,Snowmelt,35.0,2685,26.1,56972.0,1,4,3770,6.9,18,6.8,Under Investigation,Satellite
283,33,35,4,2019-09-21 12:21:42,2020-03-15 02:39:24,2021-02-03 12:14:02,Debris Flow,Anthropogenic,22.1,2968,35.74,1316699.0,2,2,1164,15.2,99,4.5,Confirmed,Field Team
284,52,423,6,2019-09-14 13:35:36,2020-12-23 23:30:50,2018-09-28 07:29:58,Rockfall,Unknown,63.0,1806,12.83,588737.0,0,0,1338,17.2,342,4.9,Preliminary,Satellite
285,47,191,6,2023-04-05 08:36:35,2024-08-12 16:43:17,2024-08-29 07:14:52,Debris Flow,Snowmelt,35.1,2024,27.44,1239327.0,2,10,2674,10.5,481,5.3,Preliminary,Field Team
286,4,488,1,2024-08-20 09:51:55,2019-09-20 03:44:34,2023-09-03 11:26:47,Translational Slide,Snowmelt,48.6,3511,12.96,536277.0,1,1,2037,9.3,41,2.8,Under Investigation,Field Team
287,61,476,8,2018-09-29 10:59:56,2021-09-29 11:07:19,2020-08-23 15:56:31,Translational Slide,Undercutting,28.0,4359,2.94,61418.0,1,3,3876,19.6,434,2.7,Confirmed,Satellite
288,52,85,6,2021-10-08 05:38:20,2022-10-22 15:57:05,2019-09-15 01:00:30,Rockfall,Rainfall,19.6,1681,29.71,1271788.0,0,0,69,3.0,347,7.0,Under Investigation,District Admin
289,43,293,5,2018-12-25 01:10:57,2020-02-27 05:57:25,2023-07-02 03:17:37,Rotational Slide,Undercutting,32.2,3815,15.56,91782.0,50,0,323,12.3,425,6.3,Confirmed,GSI
290,30,311,3,2020-11-30 05:41:49,2021-10-19 21:10:44,2023-04-21 14:22:32,Rotational Slide,Anthropogenic,38.3,2172,35.03,200017.0,2,10,2324,0.6,214,8.2,Confirmed,District Admin
291,43,168,5,2020-05-12 07:29:09,2023-01-13 04:09:46,2018-10-28 09:49:21,Complex,Anthropogenic,22.9,1990,35.19,98641.0,0,0,1209,2.2,246,4.6,Confirmed,Satellite
292,47,301,6,2021-05-24 22:13:57,2018-05-09 08:24:11,2023-08-01 14:42:25,Complex,Anthropogenic,48.4,4778,23.71,63020.0,0,0,2826,1.3,381,9.7,Preliminary,District Admin
293,62,469,8,2024-05-09 22:11:00,2021-10-02 04:02:56,2019-07-29 07:32:38,Translational Slide,Anthropogenic,22.5,4976,43.47,393176.0,0,0,3988,17.5,92,4.5,Confirmed,District Admin
294,46,176,5,2024-11-23 11:21:00,2023-08-31 08:33:25,2023-12-06 18:39:59,Mudflow,Earthquake,55.8,2644,5.32,206452.0,20,20,1729,3.0,409,0.9,Under Investigation,Satellite
295,36,149,4,2024-01-16 14:02:18,2022-09-06 14:58:56,2024-10-29 18:14:59,Rotational Slide,Undercutting,29.3,2758,16.7,350023.0,2,0,3887,16.6,153,9.0,Confirmed,ISRO
296,43,464,5,2024-07-01 08:25:16,2022-10-28 01:04:51,2021-01-25 17:52:57,Mudflow,Snowmelt,39.6,4603,0.31,3792.0,0,0,1957,7.9,406,7.8,Preliminary,Satellite
297,43,27,5,2023-07-28 18:13:34,2021-09-07 05:34:41,2020-03-31 00:43:27,Debris Flow,Anthropogenic,35.4,1079,33.1,499489.0,0,0,3186,11.2,10,1.4,Under Investigation,District Admin
298,11,337,1,2021-04-12 21:16:26,2021-03-28 09:34:44,2024-02-26 20:04:04,Rockfall,Rainfall,50.4,929,8.18,179109.0,2,4,799,15.3,488,2.8,Preliminary,ISRO
299,8,392,1,2023-01-23 10:07:32,2021-02-13 02:22:50,2019-01-12 11:11:24,Rockfall,Undercutting,54.6,3056,38.32,1502042.0,1,0,3942,13.4,9,9.2,Under Investigation,GSI
300,5,84,1,2019-08-21 10:10:33,2022-05-14 13:06:51,2023-09-30 12:13:10,Rockfall,Undercutting,60.7,738,40.78,1109446.0,1,5,2878,0.6,300,7.6,Confirmed,ISRO
301,54,337,6,2023-07-18 17:49:29,2018-01-16 18:22:01,2022-03-06 20:21:26,Complex,Rainfall,51.6,1047,19.43,631161.0,0,0,298,9.1,43,1.8,Confirmed,Satellite
302,34,288,4,2019-04-23 18:08:30,2018-05-14 20:20:15,2021-07-02 17:52:27,Rotational Slide,Rainfall,31.8,1264,24.77,1233810.0,2,4,981,12.5,480,3.4,Confirmed,District Admin
303,53,195,6,2019-09-19 08:21:54,2021-05-13 13:01:01,2021-03-13 10:11:45,Debris Flow,Earthquake,23.1,1916,20.66,95975.0,1,0,4081,6.2,306,8.6,Preliminary,GSI
304,7,500,1,2020-12-18 10:20:56,2021-06-29 17:48:34,2018-11-23 22:35:59,Mudflow,Unknown,32.5,1982,6.27,183361.0,1,0,1896,1.0,336,3.3,Preliminary,GSI
305,20,471,2,2022-09-18 02:42:21,2023-05-08 01:30:51,2022-01-19 12:34:06,Rotational Slide,Earthquake,18.3,4726,13.53,48040.0,0,0,32,2.1,458,8.0,Confirmed,District Admin
306,11,95,1,2024-05-19 22:55:06,2023-09-19 07:26:00,2023-11-13 08:36:50,Complex,Earthquake,56.1,3409,31.58,57647.0,0,0,1037,3.4,30,4.6,Under Investigation,Field Team
307,13,423,2,2023-12-02 09:22:08,2019-05-26 22:26:16,2024-10-15 15:00:07,Translational Slide,Undercutting,60.0,1850,20.29,607640.0,5,10,2206,5.0,353,1.7,Confirmed,Satellite
308,8,496,1,2020-10-16 04:45:02,2020-06-12 08:07:36,2018-01-12 20:13:45,Debris Flow,Unknown,27.5,4227,11.62,153963.0,0,0,3233,2.7,174,2.5,Confirmed,ISRO
309,47,332,6,2019-05-20 11:20:26,2019-08-21 06:24:22,2020-02-10 21:54:42,Rockfall,Snowmelt,30.1,4673,19.0,502064.0,0,0,1651,17.2,223,1.0,Confirmed,Field Team
310,30,82,3,2018-09-09 01:47:29,2019-12-27 13:49:00,2023-04-23 16:04:37,Translational Slide,Anthropogenic,53.4,4751,26.26,288549.0,0,0,1152,5.7,230,2.4,Preliminary,Field Team
311,62,200,8,2021-01-09 05:30:14,2024-03-09 16:41:59,2019-08-16 03:17:46,Rotational Slide,Undercutting,31.1,3606,21.96,165597.0,3,15,3980,7.7,139,8.7,Under Investigation,District Admin
312,48,207,6,2018-03-25 02:36:56,2024-06-10 16:58:11,2023-07-29 16:00:09,Debris Flow,Anthropogenic,48.6,1187,5.45,245468.0,0,0,4554,17.1,283,4.5,Preliminary,GSI
313,31,100,3,2020-02-07 03:46:19,2022-07-05 21:53:38,2024-05-04 18:22:06,Translational Slide,Snowmelt,27.2,3543,36.07,786960.0,2,4,4802,4.0,166,0.9,Preliminary,District Admin
314,31,389,3,2020-09-14 17:21:31,2019-07-16 07:26:55,2018-06-29 06:29:26,Mudflow,Unknown,33.9,2310,11.46,549136.0,0,0,845,11.3,499,5.7,Under Investigation,ISRO
315,15,378,2,2020-05-28 06:23:06,2023-01-17 06:05:21,2020-08-27 19:07:05,Rotational Slide,Undercutting,38.9,3363,1.93,3036.0,1,0,2297,12.9,480,7.7,Confirmed,Field Team
316,45,142,5,2024-01-26 05:42:48,2019-02-14 02:32:37,2020-07-28 18:17:00,Translational Slide,Unknown,61.6,2617,34.82,45666.0,3,3,3373,17.7,385,4.8,Under Investigation,ISRO
317,2,379,1,2019-02-04 20:36:01,2020-03-13 06:12:08,2021-04-23 14:03:42,Translational Slide,Earthquake,18.3,1777,33.4,348519.0,3,3,370,14.6,60,7.4,Under Investigation,ISRO
318,24,322,3,2021-05-12 21:27:09,2018-05-24 17:11:43,2022-09-18 03:05:48,Rockfall,Earthquake,18.2,2079,34.43,1440805.0,0,0,62,3.4,55,4.6,Under Investigation,ISRO
319,18,366,2,2023-11-01 22:35:56,2019-10-07 19:34:42,2024-05-12 06:28:27,Rockfall,Undercutting,34.9,3607,33.89,1611414.0,10,40,2703,17.7,142,3.5,Under Investigation,ISRO
320,60,376,8,2018-03-24 06:25:18,2019-06-04 01:14:47,2023-12-26 03:35:30,Translational Slide,Unknown,29.9,2039,18.84,513144.0,10,40,944,15.9,418,1.8,Under Investigation,ISRO
321,35,449,4,2020-08-07 04:15:58,2018-12-09 10:33:34,2019-01-19 08:16:21,Mudflow,Earthquake,41.1,3339,2.63,113240.0,1,0,1978,10.8,218,5.2,Confirmed,ISRO
322,52,405,6,2020-06-22 22:40:05,2021-08-11 14:10:43,2021-02-05 10:01:02,Debris Flow,Rainfall,22.1,3526,25.95,820465.0,0,0,4478,1.6,12,8.7,Under Investigation,GSI
323,6,166,1,2019-11-07 23:51:40,2024-01-17 20:23:03,2024-10-13 00:46:09,Rotational Slide,Anthropogenic,32.9,581,29.33,148087.0,0,0,3596,15.7,406,9.2,Under Investigation,District Admin
324,49,150,6,2020-12-04 05:05:34,2018-11-10 04:11:52,2021-03-29 16:39:50,Debris Flow,Anthropogenic,56.4,2076,40.66,1236758.0,1,3,2352,9.8,259,4.6,Confirmed,GSI
325,39,26,4,2018-01-12 21:16:56,2019-09-07 12:24:36,2019-05-19 07:26:09,Rotational Slide,Undercutting,15.3,947,12.36,221519.0,0,0,4226,5.5,189,6.8,Preliminary,District Admin
326,53,88,6,2024-06-20 12:46:02,2024-10-02 19:35:29,2024-12-06 11:50:01,Mudflow,Unknown,47.7,2923,27.67,81057.0,1,3,1703,4.8,94,1.7,Confirmed,District Admin
327,52,25,6,2019-05-17 12:16:53,2020-11-25 20:11:35,2023-04-25 15:56:59,Rockfall,Undercutting,34.7,955,26.48,1181539.0,5,25,40,5.2,391,2.3,Under Investigation,GSI
328,26,138,3,2020-09-19 04:43:04,2021-06-13 13:19:10,2018-03-26 07:56:26,Complex,Earthquake,27.8,1355,7.16,147525.0,2,10,1399,10.4,432,5.5,Confirmed,GSI
329,20,492,2,2020-10-28 02:29:55,2022-03-11 09:55:55,2018-06-23 05:25:50,Rockfall,Unknown,17.3,2566,2.13,42854.0,10,50,3193,3.1,278,7.0,Preliminary,ISRO
330,62,444,8,2018-04-06 21:05:30,2023-12-13 16:58:58,2018-04-03 07:46:06,Rotational Slide,Earthquake,18.5,4582,18.93,400339.0,0,0,4202,11.5,265,2.2,Preliminary,District Admin
331,47,498,6,2019-07-04 14:39:53,2021-04-08 07:13:58,2020-06-04 06:48:52,Rotational Slide,Earthquake,23.6,604,34.89,1186616.0,0,0,471,19.9,300,3.5,Under Investigation,GSI
332,26,373,3,2020-06-27 04:51:06,2024-10-20 06:15:37,2019-01-10 20:43:12,Translational Slide,Earthquake,21.2,3859,4.59,164570.0,1,3,1013,10.9,165,10.0,Confirmed,Field Team
333,55,18,7,2018-11-11 02:58:48,2023-08-13 13:49:35,2023-11-19 00:00:58,Rockfall,Earthquake,62.0,382,30.63,788399.0,3,6,3189,1.9,300,1.5,Preliminary,GSI
334,36,66,4,2024-09-12 16:59:00,2021-03-07 19:07:46,2022-08-29 00:56:39,Complex,Earthquake,39.4,1391,12.29,239498.0,1,5,4074,5.3,405,3.8,Confirmed,GSI
335,20,310,2,2018-10-18 03:55:33,2023-12-11 15:21:53,2018-04-19 18:08:48,Translational Slide,Earthquake,56.6,2369,32.0,933644.0,0,0,1850,4.6,80,9.4,Under Investigation,Satellite
336,33,76,4,2018-10-29 07:28:17,2024-01-05 13:47:02,2022-02-11 20:01:49,Rotational Slide,Earthquake,34.0,1491,16.83,361764.0,0,0,2408,2.6,219,4.6,Under Investigation,GSI
337,34,356,4,2019-01-29 03:47:08,2020-04-12 11:24:25,2024-10-24 02:52:55,Debris Flow,Snowmelt,14.8,2913,21.38,908229.0,10,10,453,10.4,37,3.5,Under Investigation,ISRO
338,7,488,1,2019-12-20 06:16:57,2019-03-22 15:40:54,2023-06-11 13:48:35,Complex,Earthquake,49.1,3569,17.09,60679.0,1,4,1502,8.7,425,3.0,Under Investigation,GSI
339,8,124,1,2021-05-30 17:00:50,2024-03-03 23:57:33,2019-07-14 13:02:13,Rockfall,Unknown,52.1,557,26.44,606112.0,0,0,1944,9.5,63,1.0,Under Investigation,District Admin
340,29,354,3,2018-03-15 19:52:03,2020-01-15 00:45:28,2020-11-11 18:51:10,Translational Slide,Undercutting,41.8,3553,25.42,1262518.0,1,0,2370,5.7,482,6.4,Under Investigation,Satellite
341,52,193,6,2021-04-29 17:41:38,2021-04-25 04:34:50,2022-02-08 18:24:40,Mudflow,Earthquake,40.2,4071,38.0,1427087.0,2,6,734,17.8,52,3.3,Under Investigation,District Admin
342,37,317,4,2020-03-07 05:56:12,2022-10-27 12:36:35,2018-08-13 13:39:44,Debris Flow,Undercutting,14.8,980,5.51,232082.0,3,3,2411,15.6,327,1.6,Preliminary,GSI
343,42,227,5,2019-12-14 23:13:19,2024-10-03 11:41:15,2023-11-01 04:42:57,Mudflow,Rainfall,39.8,1224,28.13,1399183.0,0,0,1805,6.5,423,0.5,Preliminary,Field Team
344,57,340,7,2019-04-28 04:57:44,2022-01-09 17:43:09,2022-11-14 21:17:05,Mudflow,Snowmelt,56.6,4673,28.36,631670.0,0,0,3327,11.8,208,6.5,Confirmed,GSI
345,36,247,4,2022-10-11 03:43:53,2019-05-08 08:53:12,2020-12-29 12:34:09,Rockfall,Undercutting,29.1,2040,34.31,279289.0,0,0,2569,11.4,435,5.3,Under Investigation,GSI
346,55,16,7,2019-11-04 15:48:14,2022-05-14 02:03:07,2022-05-05 16:12:04,Debris Flow,Unknown,46.0,1582,0.15,5058.0,1,4,3200,18.1,171,8.3,Confirmed,GSI
347,61,34,8,2022-03-17 16:03:39,2022-07-29 05:55:40,2023-11-08 06:55:37,Translational Slide,Unknown,17.7,2113,32.45,159820.0,2,0,2632,1.1,25,7.4,Confirmed,District Admin
348,18,9,2,2023-07-22 14:28:38,2022-08-14 21:08:38,2019-07-16 11:01:35,Debris Flow,Unknown,60.8,3240,14.15,126689.0,2,6,1144,14.5,320,8.3,Preliminary,GSI
349,11,290,1,2024-09-30 02:49:49,2020-03-10 06:12:29,2020-08-08 02:59:08,Rotational Slide,Anthropogenic,46.3,4120,13.25,271183.0,1,4,2152,1.3,103,3.8,Preliminary,GSI
350,30,279,3,2018-11-21 14:00:13,2018-01-02 12:07:14,2022-09-25 07:52:32,Complex,Anthropogenic,30.4,4891,42.49,1914454.0,0,0,643,12.1,279,5.9,Preliminary,Field Team
351,8,98,1,2020-06-12 14:04:57,2021-08-16 01:09:55,2022-06-09 09:32:02,Debris Flow,Snowmelt,25.3,4766,33.43,519491.0,0,0,1381,17.3,121,4.8,Under Investigation,District Admin
352,54,53,6,2022-06-20 15:34:06,2020-02-04 02:00:53,2019-10-24 20:05:56,Translational Slide,Undercutting,50.1,4368,46.39,2103652.0,2,6,4205,3.4,52,6.5,Preliminary,Satellite
353,60,499,8,2022-09-16 05:36:34,2022-10-11 07:55:52,2024-01-19 07:56:07,Mudflow,Earthquake,55.2,3107,17.07,711096.0,3,15,4968,8.8,209,0.8,Confirmed,Satellite
354,49,231,6,2018-04-04 15:50:44,2018-09-08 12:55:31,2020-08-24 12:33:49,Rockfall,Rainfall,59.6,932,29.47,1067992.0,1,5,974,9.1,192,5.6,Confirmed,ISRO
355,12,115,1,2021-12-01 10:43:10,2024-01-18 14:59:06,2020-12-21 12:36:09,Complex,Rainfall,37.0,1708,4.4,89208.0,5,10,121,15.5,479,2.2,Under Investigation,ISRO
356,21,291,2,2022-06-18 14:48:38,2024-12-28 19:34:18,2024-02-18 00:10:08,Debris Flow,Anthropogenic,23.2,4107,47.75,1352222.0,1,5,2199,4.7,354,7.4,Under Investigation,Satellite
357,28,500,3,2024-09-16 22:44:16,2024-11-02 16:35:40,2018-09-28 20:05:18,Rotational Slide,Snowmelt,33.3,1970,25.42,388964.0,0,0,2766,16.9,234,9.6,Confirmed,Field Team
358,6,183,1,2020-01-04 07:57:34,2024-11-26 14:17:24,2018-11-16 19:04:46,Complex,Unknown,19.8,3960,20.14,405505.0,0,0,1529,0.5,312,5.6,Preliminary,Satellite
359,10,439,1,2024-12-29 18:58:27,2020-03-14 15:47:02,2023-12-20 10:43:33,Debris Flow,Snowmelt,47.4,1257,25.34,917522.0,0,0,2622,10.3,320,8.0,Preliminary,GSI
360,45,138,5,2018-05-03 21:57:55,2024-05-20 01:01:43,2019-05-27 05:17:57,Mudflow,Earthquake,31.9,1257,18.08,899104.0,0,0,2718,13.7,436,4.1,Preliminary,ISRO
361,60,269,8,2022-05-30 14:37:25,2019-06-30 21:34:47,2024-06-17 08:50:25,Rockfall,Earthquake,43.0,2666,9.89,180967.0,3,6,1521,12.8,478,1.5,Preliminary,ISRO
362,17,41,2,2021-09-04 05:34:48,2024-06-15 05:25:37,2020-06-26 22:14:21,Mudflow,Undercutting,30.4,3297,16.96,839175.0,1,2,3187,3.4,52,2.6,Under Investigation,GSI
363,36,364,4,2022-05-22 11:23:01,2024-11-03 10:48:31,2021-03-22 08:14:00,Rockfall,Anthropogenic,58.9,4310,47.59,1189368.0,0,0,4576,6.5,449,6.9,Under Investigation,Satellite
364,5,475,1,2019-04-09 15:38:30,2018-06-04 02:53:23,2020-05-10 12:19:05,Rotational Slide,Anthropogenic,39.5,1217,8.32,89509.0,3,6,4767,4.7,423,3.6,Confirmed,ISRO
365,47,89,6,2022-02-08 19:56:13,2022-10-12 14:54:20,2018-07-07 00:39:17,Rockfall,Unknown,50.4,405,40.9,994562.0,3,12,797,4.8,145,9.5,Confirmed,GSI
366,50,182,6,2019-12-28 14:24:39,2024-10-14 23:53:08,2023-05-12 00:17:23,Rockfall,Earthquake,52.6,1659,26.51,1322374.0,2,8,3873,11.2,285,8.6,Preliminary,Field Team
367,11,456,1,2019-07-15 10:35:51,2023-01-17 17:28:17,2021-05-08 05:08:31,Complex,Anthropogenic,25.1,2099,45.65,1781130.0,1,2,4780,10.1,457,6.9,Under Investigation,District Admin
368,47,302,6,2022-09-25 11:50:55,2024-11-21 03:05:51,2022-10-20 10:01:08,Debris Flow,Rainfall,16.9,1789,15.93,572224.0,2,2,4112,2.6,190,6.6,Under Investigation,ISRO
369,5,491,1,2020-08-26 04:41:56,2018-01-23 10:21:30,2018-05-19 16:13:40,Complex,Snowmelt,21.1,1706,41.31,2047687.0,0,0,2599,1.4,349,1.5,Preliminary,District Admin
370,55,267,7,2023-11-20 19:24:24,2022-12-12 23:18:41,2022-08-20 04:47:00,Rockfall,Anthropogenic,60.9,1202,29.36,1460951.0,1,3,1819,8.5,360,2.1,Preliminary,District Admin
371,14,487,2,2018-10-13 16:13:51,2018-09-15 04:12:38,2019-08-10 20:00:40,Rotational Slide,Undercutting,11.5,1152,40.7,1451798.0,3,0,1095,3.8,378,0.6,Confirmed,Satellite
372,16,213,2,2020-12-10 15:10:13,2018-12-23 21:29:11,2020-01-11 11:30:29,Rotational Slide,Anthropogenic,52.5,4422,35.91,850928.0,0,0,3863,8.1,287,6.5,Preliminary,ISRO
373,25,80,3,2024-05-28 01:20:09,2024-03-18 07:46:06,2022-05-27 01:35:55,Rockfall,Unknown,23.0,4188,30.97,806319.0,3,15,3715,7.6,330,5.0,Confirmed,Field Team
374,44,111,5,2020-03-23 14:50:45,2019-12-08 04:36:36,2024-11-23 06:47:26,Rockfall,Rainfall,50.4,4317,36.44,1689502.0,2,2,239,6.5,336,8.6,Confirmed,District Admin
375,16,284,2,2024-03-05 04:15:57,2024-01-22 06:20:35,2021-06-15 08:26:07,Translational Slide,Unknown,61.7,3203,8.41,277637.0,2,2,4731,17.1,380,8.9,Confirmed,ISRO
376,52,202,6,2021-04-02 07:01:36,2023-01-05 19:52:54,2024-07-12 14:00:11,Mudflow,Earthquake,22.6,2106,16.7,724884.0,1,3,954,3.6,28,3.6,Under Investigation,Satellite
377,30,389,3,2023-11-29 15:46:07,2023-10-27 07:08:09,2018-04-26 21:48:06,Rockfall,Anthropogenic,37.2,2321,10.79,385074.0,3,3,4747,19.0,441,1.0,Confirmed,ISRO
378,3,453,1,2018-07-02 08:48:35,2024-05-19 14:22:43,2020-05-12 22:47:46,Complex,Anthropogenic,27.6,3872,24.5,997905.0,2,6,4248,10.1,94,2.7,Under Investigation,Field Team
379,60,32,8,2018-06-15 06:01:17,2024-06-08 10:07:29,2018-09-30 11:53:55,Rockfall,Earthquake,39.5,1668,48.9,615068.0,0,0,4691,17.1,460,9.3,Confirmed,GSI
380,50,77,6,2024-06-22 05:49:59,2023-05-12 08:41:55,2023-09-26 06:03:39,Rockfall,Rainfall,36.4,4044,36.52,1086729.0,0,0,757,6.1,42,2.5,Under Investigation,Field Team
381,6,312,1,2019-04-17 04:25:03,2023-03-01 13:29:48,2019-07-26 01:07:38,Complex,Unknown,45.5,816,31.7,1168336.0,0,0,967,17.3,195,4.3,Confirmed,ISRO
382,3,62,1,2024-12-04 23:02:28,2020-03-21 19:47:46,2020-05-26 01:18:36,Rockfall,Snowmelt,43.6,3568,6.89,122670.0,2,8,3585,18.6,274,0.6,Confirmed,Field Team
383,42,449,5,2021-05-19 16:06:09,2022-06-06 20:33:08,2021-10-12 00:36:42,Rotational Slide,Earthquake,34.3,3401,38.24,566725.0,0,0,186,15.8,192,1.7,Under Investigation,ISRO
384,45,434,5,2022-02-11 11:46:24,2020-05-29 22:42:36,2024-09-08 11:08:49,Complex,Undercutting,45.1,1741,42.0,177864.0,2,10,10,16.1,397,1.4,Preliminary,GSI
385,10,142,1,2020-02-21 13:59:22,2020-11-28 02:56:47,2019-10-02 00:09:30,Debris Flow,Snowmelt,59.3,2683,27.53,755487.0,0,0,1736,16.9,82,5.1,Under Investigation,Field Team
386,18,31,2,2019-11-13 19:39:03,2020-07-23 04:08:55,2021-02-26 16:41:57,Debris Flow,Anthropogenic,33.9,2594,22.21,807463.0,0,0,4839,0.4,423,8.8,Under Investigation,GSI
387,15,360,2,2021-03-15 01:15:03,2023-01-24 11:27:57,2021-06-16 19:04:23,Translational Slide,Undercutting,26.8,3684,6.32,197125.0,5,15,4066,11.3,190,3.2,Confirmed,ISRO
388,17,246,2,2019-03-12 04:53:51,2023-10-08 03:02:13,2018-04-20 23:50:26,Mudflow,Earthquake,43.5,1909,12.63,281334.0,0,0,486,15.4,141,7.8,Confirmed,Field Team
389,11,217,1,2023-10-16 01:34:00,2018-05-05 23:06:21,2018-09-07 14:05:12,Mudflow,Rainfall,20.2,4268,25.89,1056428.0,2,6,879,3.0,126,1.0,Under Investigation,ISRO
390,22,41,2,2018-07-15 09:23:33,2020-03-16 00:01:36,2022-11-18 05:22:34,Mudflow,Unknown,26.2,3312,47.7,1197729.0,0,0,1433,2.3,360,4.6,Preliminary,Field Team
391,2,105,1,2019-05-09 17:00:21,2022-12-06 08:53:27,2022-06-01 13:52:09,Debris Flow,Anthropogenic,65.6,699,10.03,339831.0,5,5,4972,8.1,123,8.4,Under Investigation,Field Team
392,2,17,1,2018-08-24 08:25:26,2019-04-23 01:28:37,2023-06-13 21:29:07,Rotational Slide,Rainfall,14.7,2369,21.34,346123.0,0,0,204,15.1,134,6.1,Under Investigation,Satellite
393,5,421,1,2024-04-24 22:54:45,2019-12-07 01:16:39,2024-10-29 16:02:51,Mudflow,Anthropogenic,60.9,4092,31.59,448839.0,0,0,538,6.3,420,5.2,Preliminary,Satellite
394,34,253,4,2020-07-05 20:04:12,2021-04-13 03:26:58,2022-04-14 03:09:13,Translational Slide,Anthropogenic,40.5,2959,23.22,522725.0,0,0,3131,12.1,245,5.9,Confirmed,ISRO
395,54,90,6,2021-08-13 13:11:13,2019-04-12 19:28:51,2018-03-02 02:45:52,Rotational Slide,Earthquake,32.8,828,36.87,1783955.0,2,8,2368,11.7,71,0.7,Preliminary,GSI
396,33,236,4,2024-01-24 05:06:05,2020-11-28 03:54:59,2024-02-14 02:15:23,Complex,Unknown,47.2,644,20.6,869533.0,2,10,224,12.6,262,6.2,Under Investigation,Field Team
397,58,76,7,2019-04-04 02:28:01,2018-10-17 17:59:25,2020-12-01 09:34:08,Rockfall,Rainfall,33.6,1481,36.57,999736.0,2,4,4163,0.6,267,5.4,Confirmed,Satellite
398,29,498,3,2023-09-08 11:28:59,2023-04-27 10:30:42,2019-01-19 05:53:12,Translational Slide,Undercutting,16.2,691,0.68,6430.0,3,6,4424,0.9,206,1.4,Under Investigation,GSI
