slope_id,district_id,zone_id,slope_code,lat_start,lon_start,lat_end,lon_end,slope_angle_deg,slope_length_m,aspect,elevation_min_m,elevation_max_m,geology_type,soil_type,factor_of_safety,stability_class,historical_events,last_survey_date
371,53,42,SL00371,28.245789,91.287701,28.255789,91.297701,32.6,3813,N,4786,4889,Gneiss,Loam,2.002,Critical,4,2010-01-26
372,26,52,SL00372,23.909378,90.209233,23.919378,90.219233,19.1,1165,W,1592,1969,Sandstone,Silt,1.074,Marginally Stable,8,2013-11-22
373,44,152,SL00373,29.497061,98.884917,29.507061,98.894917,24.9,3323,W,3695,3974,Granite,Clay,1.298,Marginally Stable,2,2020-05-16
374,13,68,SL00374,26.410557,99.532454,26.420557,99.542454,35.1,1322,NE,3813,4239,Schist,Rock,1.741,Stable,0,2021-10-17
375,28,198,SL00375,29.262893,93.119025,29.272893,93.129025,48.7,1764,SE,1270,1592,Phyllite,Silt,1.027,Critical,4,2019-09-04
376,55,53,SL00376,29.03955,94.528524,29.04955,94.538524,29.1,3446,E,1851,1930,Phyllite,Sandy Loam,1.395,Marginally Stable,14,2015-07-28
377,24,150,SL00377,24.27016,99.228798,24.28016,99.238798,15.5,3356,SE,1391,1833,Gneiss,Silt,2.256,Unstable,2,2012-02-20
378,36,16,SL00378,25.108568,90.893939,25.118568,90.903939,38.5,5000,N,3202,3257,Phyllite,Rock,2.494,Critical,9,2018-11-08
379,43,95,SL00379,29.554443,97.854936,29.564443,97.864936,17.1,4226,NW,1769,2166,Sandstone,Loam,1.095,Stable,10,2021-11-24
380,28,37,SL00380,28.867144,93.034762,28.877144,93.044762,63.9,2401,SW,4389,4879,Phyllite,Sandy Loam,2.256,Unstable,10,2019-10-10
381,58,43,SL00381,27.088326,94.677739,27.098326,94.687739,53.2,3704,N,1539,1782,Schist,Clay,1.656,Marginally Stable,5,2010-10-21
382,31,67,SL00382,27.758033,95.37008,27.768033,95.38008,20.8,3020,NW,4354,4872,Sandstone,Clay,0.678,Marginally Stable,3,2017-11-03
383,6,53,SL00383,26.710904,96.968593,26.720904,96.978593,23.4,4714,SE,4467,4521,Limestone,Rock,2.163,Marginally Stable,13,2011-09-22
384,16,197,SL00384,23.537166,90.452183,23.547166,90.462183,31.4,1099,W,2628,3060,Limestone,Clay,1.894,Unstable,4,2010-08-25
385,6,118,SL00385,26.68842,97.255924,26.69842,97.265924,37.7,147,SW,2506,2600,Gneiss,Rock,1.729,Critical,10,2022-10-07
386,9,55,SL00386,27.803067,93.583435,27.813067,93.593435,29.1,4582,W,754,898,Sandstone,Sandy Loam,2.013,Marginally Stable,7,2018-12-12
387,6,6,SL00387,26.701407,96.957964,26.711407,96.967964,54.0,1362,NE,2634,2989,Sandstone,Silt,1.83,Unstable,4,2018-01-20
388,43,25,SL00388,29.974332,97.627192,29.984332,97.637192,39.5,4712,W,3479,3621,Sandstone,Sandy Loam,1.505,Marginally Stable,13,2024-02-23
389,28,24,SL00389,28.735163,93.051847,28.745163,93.061847,38.2,1370,NW,2136,2725,Gneiss,Rock,1.83,Stable,9,2020-07-02
390,28,21,SL00390,29.255225,93.133367,29.265225,93.143367,22.4,2560,SE,1346,1931,Sandstone,Sandy Loam,1.9,Stable,2,2011-01-05
391,33,28,SL00391,23.760991,99.923212,23.770991,99.933212,38.2,4896,NE,2375,2940,Granite,Clay,1.275,Critical,5,2014-02-01
392,54,101,SL00392,29.301955,91.601051,29.311955,91.611051,50.2,3827,NW,2871,3192,Phyllite,Loam,1.716,Marginally Stable,5,2011-10-03
393,48,155,SL00393,26.647191,94.990145,26.657191,95.000145,36.7,1055,N,446,671,Gneiss,Silt,0.611,Critical,12,2024-10-02
394,62,191,SL00394,27.109932,92.281433,27.119932,92.291433,45.9,3335,S,3255,3394,Schist,Loam,1.912,Stable,6,2012-07-05
395,53,5,SL00395,28.244319,91.096833,28.254319,91.106833,16.3,2080,W,4241,4486,Granite,Sandy Loam,1.832,Critical,4,2020-08-18
396,28,6,SL00396,28.780775,93.388249,28.790775,93.398249,51.9,3962,N,3947,4457,Limestone,Loam,2.431,Marginally Stable,9,2022-10-09
397,54,101,SL00397,29.305353,91.356025,29.315353,91.366025,46.5,4160,S,3837,3924,Sandstone,Silt,2.461,Critical,15,2015-03-15
398,46,16,SL00398,23.239685,97.578303,23.249685,97.588303,30.8,3517,NW,820,989,Sandstone,Rock,1.109,Unstable,14,2019-10-14
399,2,42,SL00399,23.831906,91.210721,23.841906,91.220721,32.2,4914,SW,2201,2730,Schist,Sandy Loam,1.565,Critical,13,2024-08-20
400,48,93,SL00400,26.969184,95.065953,26.979184,95.075953,57.2,806,NW,1997,2179,Schist,Loam,1.137,Marginally Stable,15,2012-04-06
401,51,107,SL00401,29.841433,90.852735,29.851433,90.862735,26.7,3039,S,685,1100,Gneiss,Loam,2.499,Marginally Stable,1,2011-06-06
402,22,111,SL00402,22.339582,96.185814,22.349582,96.195814,43.1,2887,SW,4284,4381,Limestone,Sandy Loam,1.09,Marginally Stable,3,2011-02-18
403,60,113,SL00403,24.884092,96.160688,24.894092,96.170688,52.8,934,N,1167,1736,Granite,Loam,2.085,Stable,6,2018-02-10
404,11,187,SL00404,22.617274,90.932111,22.627274,90.942111,40.3,3079,SW,1113,1304,Granite,Loam,0.893,Critical,13,2010-02-23
405,16,122,SL00405,23.443092,90.698614,23.453092,90.708614,19.3,3499,SW,3350,3651,Schist,Rock,1.959,Critical,7,2013-02-04
406,52,110,SL00406,28.476246,99.725386,28.486246,99.735386,37.9,3063,N,4528,5031,Schist,Clay,2.11,Stable,2,2017-08-03
407,21,103,SL00407,24.424967,99.165095,24.434967,99.175095,18.1,1336,N,603,1185,Phyllite,Silt,1.854,Critical,9,2017-01-13
408,59,89,SL00408,25.316641,92.346968,25.326641,92.356968,41.4,3755,SE,1503,2005,Gneiss,Sandy Loam,1.931,Critical,6,2016-10-06
409,6,10,SL00409,26.51246,97.094196,26.52246,97.104196,50.9,4530,S,1332,1600,Granite,Rock,1.589,Unstable,10,2024-04-04
410,11,6,SL00410,22.458735,91.145159,22.468735,91.155159,44.6,2589,W,2277,2844,Granite,Clay,2.181,Unstable,8,2024-01-24
411,33,91,SL00411,23.528888,100.129336,23.538888,100.139336,62.1,142,NW,3976,4373,Schist,Rock,1.166,Marginally Stable,11,2016-09-17
412,19,171,SL00412,24.394674,96.485713,24.404674,96.495713,48.6,2128,NE,3393,3778,Limestone,Rock,1.587,Marginally Stable,11,2020-03-10
413,7,38,SL00413,26.486484,92.401463,26.496484,92.411463,19.1,1165,NW,809,1078,Sandstone,Clay,1.407,Unstable,12,2023-03-12
414,36,133,SL00414,25.544595,90.858509,25.554595,90.868509,44.2,4110,W,3768,3984,Schist,Rock,2.493,Marginally Stable,15,2020-04-07
415,9,181,SL00415,27.593011,93.419985,27.603011,93.429985,49.7,1384,SW,4030,4201,Limestone,Silt,1.499,Stable,3,2018-04-16
416,37,75,SL00416,26.491269,94.472483,26.501269,94.482483,33.6,4080,N,3367,3563,Schist,Rock,1.176,Critical,1,2016-11-04
417,57,73,SL00417,23.438549,93.308675,23.448549,93.318675,39.4,653,N,1302,1779,Sandstone,Rock,1.64,Unstable,14,2017-07-30
418,51,97,SL00418,29.560737,90.98852,29.570737,90.99852,45.3,3875,NW,1434,1943,Schist,Sandy Loam,1.559,Stable,13,2018-09-08
419,15,102,SL00419,26.851599,98.344592,26.861599,98.354592,48.5,825,E,3929,4004,Limestone,Sandy Loam,1.998,Stable,2,2014-04-26
420,62,159,SL00420,27.073901,92.443969,27.083901,92.453969,62.9,3998,N,4574,4747,Gneiss,Rock,0.96,Marginally Stable,0,2016-03-02
421,51,53,SL00421,29.422772,90.979871,29.432772,90.989871,59.4,4470,SW,3939,4400,Limestone,Clay,0.761,Critical,0,2017-08-16
422,28,47,SL00422,28.959862,93.362589,28.969862,93.372589,30.9,913,E,2406,2748,Schist,Loam,0.773,Unstable,2,2013-06-17
423,20,105,SL00423,23.408365,93.288048,23.418365,93.298048,63.1,579,S,1786,2235,Granite,Sandy Loam,0.652,Marginally Stable,13,2017-04-09
424,17,97,SL00424,24.088147,93.133601,24.098147,93.143601,17.6,4900,SE,2262,2816,Limestone,Rock,2.029,Critical,3,2016-01-16
425,4,82,SL00425,26.702794,90.262046,26.712794,90.272046,39.2,252,S,3638,3791,Schist,Rock,1.804,Marginally Stable,9,2022-09-30
426,27,115,SL00426,24.959645,90.743379,24.969645,90.753379,25.2,1477,SE,1466,2066,Sandstone,Rock,1.309,Critical,1,2010-01-09
427,53,119,SL00427,28.403369,91.356338,28.413369,91.366338,47.7,4050,S,1671,1977,Gneiss,Silt,0.601,Unstable,6,2023-02-15
428,54,131,SL00428,29.443587,91.44815,29.453587,91.45815,41.7,3338,NE,872,1065,Gneiss,Rock,1.171,Unstable,13,2014-09-24
429,40,130,SL00429,28.28145,97.576982,28.29145,97.586982,49.1,3808,S,3106,3407,Gneiss,Sandy Loam,1.807,Unstable,6,2020-04-24
430,62,154,SL00430,26.945874,92.537811,26.955874,92.547811,21.7,135,N,316,543,Sandstone,Rock,1.757,Critical,12,2022-01-26
431,6,167,SL00431,26.58076,97.18339,26.59076,97.19339,59.6,2991,W,3946,4362,Sandstone,Loam,1.877,Stable,3,2020-05-18
432,24,50,SL00432,24.126347,99.086812,24.136347,99.096812,16.0,3031,SE,2603,2745,Limestone,Sandy Loam,1.893,Marginally Stable,7,2021-01-28
433,62,93,SL00433,26.770878,92.285103,26.780878,92.295103,50.2,3344,NE,2012,2346,Limestone,Rock,0.614,Critical,5,2022-05-18
434,13,169,SL00434,26.433089,99.834505,26.443089,99.844505,45.1,1150,NE,1737,1917,Phyllite,Rock,0.724,Marginally Stable,8,2014-04-21
435,55,174,SL00435,28.693371,94.513286,28.703371,94.523286,48.9,3818,N,2371,2858,Gneiss,Clay,1.893,Unstable,13,2019-02-16
436,18,32,SL00436,28.950604,98.644752,28.960604,98.654752,33.1,1939,N,656,990,Sandstone,Rock,2.279,Critical,10,2010-02-12
437,26,50,SL00437,23.733223,90.549059,23.743223,90.559059,55.4,3571,NE,2148,2453,Schist,Loam,2.458,Unstable,9,2011-05-30
438,41,161,SL00438,22.650436,94.33568,22.660436,94.34568,55.4,2124,NE,3038,3572,Schist,Sandy Loam,2.197,Stable,10,2021-08-28
439,51,61,SL00439,29.841729,91.02195,29.851729,91.03195,46.0,4842,NE,1083,1220,Granite,Clay,1.788,Critical,10,2011-06-17
440,51,33,SL00440,29.312801,91.037932,29.322801,91.047932,17.7,557,N,3837,4188,Sandstone,Silt,0.725,Stable,13,2015-03-25
441,56,154,SL00441,29.603785,97.627105,29.613785,97.637105,37.7,929,SW,4102,4178,Sandstone,Rock,2.111,Unstable,6,2012-06-03
442,7,4,SL00442,26.416605,91.944927,26.426605,91.954927,54.5,1132,S,1886,2299,Sandstone,Silt,2.318,Critical,5,2015-06-15
443,9,12,SL00443,27.321395,93.2895,27.331395,93.2995,36.8,4533,E,3230,3430,Sandstone,Sandy Loam,1.191,Unstable,9,2018-04-10
444,1,133,SL00444,27.167264,90.35708,27.177264,90.36708,17.9,4683,N,4454,4936,Phyllite,Loam,2.156,Marginally Stable,6,2011-07-15
445,22,49,SL00445,22.671916,96.466669,22.681916,96.476669,64.1,4737,SW,3012,3368,Sandstone,Sandy Loam,2.219,Marginally Stable,3,2020-03-10
446,57,11,SL00446,23.606758,93.369172,23.616758,93.379172,46.9,1846,SE,2186,2728,Gneiss,Sandy Loam,1.486,Critical,6,2018-12-24
447,12,2,SL00447,26.74749,97.815539,26.75749,97.825539,16.5,3707,SE,1243,1661,Granite,Clay,0.871,Marginally Stable,6,2016-05-16
448,12,57,SL00448,27.061029,98.202602,27.071029,98.212602,32.0,276,E,2314,2632,Granite,Clay,0.939,Marginally Stable,12,2024-09-08
449,51,29,SL00449,29.47863,90.682642,29.48863,90.692642,37.8,1503,W,3328,3444,Granite,Loam,2.138,Marginally Stable,6,2014-04-20
450,35,97,SL00450,23.339312,91.490571,23.349312,91.500571,36.5,4911,SE,2303,2901,Phyllite,Loam,2.35,Unstable,7,2011-03-13
451,41,72,SL00451,23.116111,94.558602,23.126111,94.568602,63.4,766,NW,4305,4421,Schist,Rock,0.998,Critical,11,2021-03-08
452,34,119,SL00452,25.755499,97.685292,25.765499,97.695292,41.3,4153,NW,4259,4583,Limestone,Silt,1.96,Stable,6,2014-12-04
453,58,52,SL00453,27.170248,94.221631,27.180248,94.231631,25.9,4780,E,3781,4214,Phyllite,Rock,2.289,Stable,4,2011-11-20
454,19,114,SL00454,24.235092,96.194907,24.245092,96.204907,17.1,3590,NW,4496,5024,Sandstone,Silt,1.78,Unstable,15,2017-02-10
455,18,98,SL00455,28.557331,98.629813,28.567331,98.639813,28.3,775,S,921,1484,Limestone,Rock,1.282,Stable,8,2015-02-09
456,7,31,SL00456,26.102309,91.927369,26.112309,91.937369,25.0,2148,S,1910,2241,Schist,Rock,1.883,Marginally Stable,8,2010-03-11
457,50,77,SL00457,23.784707,92.316679,23.794707,92.326679,64.8,197,NW,3623,4197,Schist,Silt,2.162,Marginally Stable,7,2014-09-16
458,31,60,SL00458,27.969395,95.561385,27.979395,95.571385,52.9,803,SW,4079,4321,Sandstone,Silt,1.247,Marginally Stable,14,2020-02-04
459,55,143,SL00459,28.697562,94.01477,28.707562,94.02477,58.7,179,NW,2803,3216,Phyllite,Loam,2.392,Critical,13,2019-01-18
460,49,200,SL00460,29.547111,98.666982,29.557111,98.676982,44.3,1359,SW,563,1013,Sandstone,Loam,2.352,Critical,2,2021-12-27
461,25,49,SL00461,26.440467,96.743405,26.450467,96.753405,63.1,954,E,2795,2877,Gneiss,Rock,0.777,Critical,0,2014-03-10
462,13,18,SL00462,26.536607,99.662736,26.546607,99.672736,25.3,673,NW,2684,2792,Phyllite,Rock,1.853,Stable,5,2017-04-30
463,56,106,SL00463,29.365963,97.846457,29.375963,97.856457,21.5,663,W,3727,3988,Schist,Loam,1.509,Unstable,13,2024-11-28
464,31,41,SL00464,28.022126,95.653293,28.032126,95.663293,44.4,3859,S,4416,4672,Granite,Loam,1.962,Critical,2,2018-12-15
465,39,64,SL00465,27.457814,91.391682,27.467814,91.401682,59.0,420,NE,4069,4413,Gneiss,Silt,1.479,Unstable,9,2018-10-09
466,40,45,SL00466,27.956032,97.493747,27.966032,97.503747,45.9,1602,NE,3839,4291,Gneiss,Clay,1.47,Marginally Stable,5,2016-02-21
467,57,161,SL00467,23.631843,93.217194,23.641843,93.227194,18.3,3469,NE,2079,2506,Granite,Clay,2.327,Unstable,13,2020-02-12
468,11,65,SL00468,22.566423,90.693981,22.576423,90.703981,16.3,3371,SE,4083,4539,Granite,Clay,1.324,Unstable,3,2013-01-23
469,21,172,SL00469,24.285006,99.357356,24.295006,99.367356,18.4,3685,E,4792,5324,Phyllite,Loam,1.848,Marginally Stable,0,2023-08-13
470,7,46,SL00470,26.235987,92.225192,26.245987,92.235192,34.5,191,S,935,1142,Sandstone,Sandy Loam,1.876,Marginally Stable,6,2010-10-10
471,58,173,SL00471,27.218379,94.346235,27.228379,94.356235,17.4,942,W,4583,4948,Sandstone,Clay,1.818,Stable,1,2018-06-19
472,50,52,SL00472,24.172892,92.333487,24.182892,92.343487,26.9,328,N,1048,1443,Schist,Clay,0.63,Marginally Stable,3,2024-11-23
473,11,186,SL00473,22.542228,90.916608,22.552228,90.926608,20.4,1652,SE,2979,3433,Sandstone,Clay,1.213,Marginally Stable,6,2012-05-17
474,23,83,SL00474,27.637173,91.575284,27.647173,91.585284,30.8,1903,NE,3488,3823,Gneiss,Rock,1.004,Unstable,1,2011-07-06
475,57,56,SL00475,23.555858,93.277727,23.565858,93.287727,40.0,4762,E,1134,1441,Granite,Rock,1.954,Unstable,12,2012-12-24
476,22,45,SL00476,22.652412,96.58018,22.662412,96.59018,30.9,244,NW,4249,4690,Limestone,Loam,0.728,Stable,7,2010-06-23
477,40,195,SL00477,28.245068,97.571309,28.255068,97.581309,51.9,590,E,2295,2728,Sandstone,Sandy Loam,1.778,Marginally Stable,4,2018-06-06
478,14,165,SL00478,22.353144,93.185845,22.363144,93.195845,44.9,2792,E,3935,4269,Phyllite,Clay,2.005,Critical,9,2010-07-14
479,15,188,SL00479,26.846962,98.462449,26.856962,98.472449,42.0,1922,W,2334,2917,Phyllite,Loam,2.123,Critical,0,2011-06-14
480,56,126,SL00480,29.173291,97.368179,29.183291,97.378179,46.7,1128,NE,1459,1686,Limestone,Rock,2.383,Marginally Stable,7,2021-05-19
481,6,110,SL00481,26.624993,97.047078,26.634993,97.057078,51.1,2139,S,2306,2648,Limestone,Silt,1.406,Marginally Stable,8,2020-10-16
482,6,93,SL00482,26.428947,96.96086,26.438947,96.97086,37.1,3650,E,4439,4982,Granite,Silt,1.758,Critical,2,2016-09-25
483,39,138,SL00483,27.233979,91.281489,27.243979,91.291489,27.9,2420,W,4098,4640,Granite,Sandy Loam,1.181,Marginally Stable,15,2014-05-23
484,10,49,SL00484,23.425008,97.851893,23.435008,97.861893,51.5,3506,W,3365,3797,Sandstone,Silt,1.534,Unstable,2,2019-03-03
485,57,10,SL00485,23.904683,92.891887,23.914683,92.901887,61.6,3674,S,1630,2036,Limestone,Silt,0.969,Unstable,1,2024-08-07
486,25,109,SL00486,26.596999,96.691512,26.606999,96.701512,16.7,331,E,3260,3577,Limestone,Silt,1.799,Marginally Stable,8,2015-07-20
487,39,149,SL00487,27.713367,91.35041,27.723367,91.36041,15.6,3248,W,1056,1188,Limestone,Loam,1.824,Critical,5,2019-07-29
488,17,178,SL00488,23.704532,93.17451,23.714532,93.18451,47.9,3471,NE,3435,3596,Gneiss,Rock,1.714,Unstable,4,2016-01-13
489,48,54,SL00489,27.04961,94.824882,27.05961,94.834882,30.4,112,NE,1679,1800,Gneiss,Silt,2.151,Critical,9,2019-09-01
490,11,46,SL00490,22.666791,91.089628,22.676791,91.099628,24.9,1003,NW,1790,2057,Schist,Loam,1.555,Stable,5,2014-04-21
491,17,105,SL00491,23.787638,93.141683,23.797638,93.151683,20.5,802,W,1660,1837,Phyllite,Clay,0.752,Unstable,0,2023-02-19
492,16,123,SL00492,23.529417,90.85192,23.539417,90.86192,15.5,159,N,2479,2628,Schist,Rock,2.028,Stable,12,2023-07-11
493,34,195,SL00493,25.807601,97.549356,25.817601,97.559356,52.8,2910,SW,3818,4113,Phyllite,Silt,1.239,Critical,1,2017-12-26
494,56,85,SL00494,29.615062,97.254551,29.625062,97.264551,58.5,1237,N,3591,3766,Limestone,Sandy Loam,1.978,Marginally Stable,11,2020-02-20
495,40,176,SL00495,28.102326,97.67112,28.112326,97.68112,35.7,2739,N,1839,2257,Granite,Sandy Loam,0.606,Critical,7,2023-08-11
496,32,103,SL00496,25.571023,96.011676,25.581023,96.021676,32.4,922,W,4200,4550,Limestone,Loam,2.475,Marginally Stable,1,2012-11-13
497,32,23,SL00497,25.308309,95.939137,25.318309,95.949137,42.4,3755,NE,4124,4667,Gneiss,Rock,0.919,Marginally Stable,7,2014-09-30
498,11,193,SL00498,23.008526,91.087145,23.018526,91.097145,20.3,2774,W,539,876,Schist,Sandy Loam,0.904,Critical,3,2024-12-04
499,9,137,SL00499,27.665229,93.397675,27.675229,93.407675,54.8,4818,NE,3026,3427,Sandstone,Silt,2.257,Critical,7,2015-01-06
500,17,30,SL00500,23.697786,92.66073,23.707786,92.67073,32.0,1051,SW,1841,2021,Phyllite,Silt,2.015,Stable,9,2011-05-22
