change_id,image_before_id,image_after_id,state_id,district_id,lat,lon,area_changed_sqkm,change_type,confidence_score,detection_datetime,ndvi_change,ndwi_change,backscatter_change_db,landslide_indicator,validation_status
1046,96,1980,29,3,26.43525,98.84097,4.472,Flooding,0.608,2021-05-19 00:28:56,-0.6401,0.7744,0.3079,1,Validated
1047,1885,1046,62,8,26.57155,92.78489,7.442,Debris Flow,0.532,2018-01-16 18:46:33,-0.329,-0.2242,0.088,1,Validated
1048,2286,1802,7,1,26.63649,91.75458,3.499,Debris Flow,0.795,2018-06-04 07:08:22,0.1745,0.6607,0.1845,1,Unvalidated
1049,753,311,11,1,22.91194,91.33083,5.963,Vegetation Loss,0.785,2023-03-24 09:28:50,0.9327,-0.4565,0.3938,1,False Positive
1050,1719,1151,59,8,25.87734,92.3902,8.79,Landslide,0.784,2024-11-03 18:10:10,0.007,-0.5142,0.2512,1,Validated
1051,1738,1662,51,6,29.30717,91.15051,4.348,No Change,0.727,2021-04-19 01:43:19,-0.177,-0.1386,0.1158,0,Validated
1052,94,30,44,5,28.96612,99.18532,9.994,Landslide,0.723,2019-09-15 00:55:59,0.3552,0.2768,0.3162,1,False Positive
1053,2790,1372,33,4,24.24211,100.3506,7.162,Debris Flow,0.652,2020-08-08 17:49:39,0.5091,0.3574,0.1669,1,Validated
1054,1013,1520,50,6,24.01042,92.26387,8.633,Vegetation Loss,0.719,2019-08-20 02:15:53,-0.9351,-0.4264,0.2831,1,False Positive
1055,1479,1737,17,2,24.00626,93.33891,4.665,Erosion,0.931,2020-11-02 18:12:39,0.1129,-0.8785,0.3331,1,False Positive
1056,2496,359,43,5,30.13192,97.38177,4.47,Erosion,0.554,2020-02-18 23:57:45,0.455,-0.9729,0.2343,1,Validated
1057,2712,2875,59,8,25.92873,92.44421,2.785,Debris Flow,0.985,2023-11-19 22:52:52,0.794,0.9762,0.4666,1,False Positive
1058,1231,539,25,3,26.00244,96.61691,5.106,Debris Flow,0.542,2018-01-25 07:44:24,-0.4958,-0.3196,0.3766,1,False Positive
1059,2206,1117,3,1,27.48024,98.94176,4.905,Vegetation Loss,0.722,2020-10-18 23:38:37,-0.6189,-0.5333,0.3665,1,Validated
1060,333,2944,38,4,29.99631,98.3504,8.299,Debris Flow,0.848,2018-12-03 10:37:59,0.2564,0.8766,0.0569,1,False Positive
1061,887,1977,33,4,23.65494,100.35805,1.33,Flooding,0.549,2018-10-04 11:39:46,0.1237,0.9792,0.459,1,False Positive
1062,1240,1888,57,7,23.93367,92.92665,5.606,No Change,0.818,2018-07-28 02:24:46,-0.2999,-0.5042,0.1502,0,Unvalidated
1063,1446,1808,38,4,29.90023,98.67332,4.552,Debris Flow,0.917,2022-08-05 04:28:36,0.154,-0.056,0.356,1,False Positive
1064,484,2076,53,6,27.6375,91.11689,8.962,Vegetation Loss,0.874,2018-06-22 05:22:42,-0.6828,-0.751,0.4043,1,Unvalidated
1065,36,2840,48,6,26.48932,94.66116,1.775,Erosion,0.75,2021-02-28 02:38:14,0.2015,0.7831,0.1923,1,Validated
1066,2425,3,15,2,26.6623,98.63636,0.624,Flooding,0.873,2018-05-22 15:31:57,0.2976,-0.3753,0.1266,1,False Positive
1067,1433,2013,24,3,24.61108,99.40663,0.75,Debris Flow,0.571,2021-02-28 05:21:03,-0.1458,0.6817,0.4514,1,Validated
1068,1639,2457,50,6,24.08646,92.13343,9.458,Flooding,0.724,2023-05-24 02:53:14,-0.9586,-0.3598,0.2129,1,False Positive
1069,162,177,11,1,22.99505,90.53646,1.663,Erosion,0.936,2019-11-03 14:53:47,-0.1767,-0.3911,0.0857,1,Validated
1070,1293,909,51,6,29.94299,91.11386,4.26,No Change,0.555,2024-04-19 17:14:54,0.3395,0.3315,0.1407,0,Unvalidated
1071,549,1309,31,3,27.64712,95.72703,4.964,Landslide,0.658,2019-01-31 20:07:15,-0.1217,-0.6279,0.2027,1,False Positive
1072,1027,496,3,1,27.18042,98.92548,1.526,Flooding,0.719,2023-12-14 14:05:15,-0.4502,0.0893,0.2704,1,False Positive
1073,126,1514,6,1,26.12343,97.51372,7.342,Vegetation Loss,0.569,2021-08-22 07:33:26,0.183,-0.7133,0.2069,1,False Positive
1074,225,1137,52,6,28.68305,99.817,1.98,No Change,0.96,2018-04-24 11:25:52,-0.1282,0.2031,0.3582,0,Unvalidated
1075,1619,1291,16,2,23.55646,91.13307,6.474,Flooding,0.988,2018-03-01 13:56:00,-0.1198,0.4474,0.3821,1,False Positive
1076,2666,1192,2,1,23.94253,91.80424,9.431,Debris Flow,0.595,2023-03-06 09:15:49,0.3464,-0.1479,0.3811,1,Validated
1077,841,1980,23,3,27.74411,91.91486,6.531,Construction,0.741,2020-04-21 00:36:54,-0.1256,-0.9295,0.1398,1,Validated
1078,227,155,33,4,23.81392,99.87882,4.503,Landslide,0.655,2020-06-28 00:30:07,0.5866,-0.2223,0.4404,1,Unvalidated
1079,2794,478,33,4,23.46365,100.29763,7.682,Debris Flow,0.958,2024-04-14 23:31:50,-0.327,-0.4072,0.4011,1,Validated
1080,2531,211,47,6,29.52171,99.48653,8.782,Flooding,0.742,2018-02-24 12:49:09,0.8668,-0.1479,0.066,1,Validated
1081,2191,2096,27,3,25.06464,90.93385,0.072,Construction,0.544,2019-01-22 04:32:36,-0.0148,-0.3118,0.3913,1,Unvalidated
1082,2915,2185,7,1,26.79762,91.77727,5.161,Erosion,0.851,2019-09-07 03:06:30,-0.3773,-0.7528,0.2474,1,False Positive
1083,1017,713,24,3,24.09818,99.4971,8.118,Flooding,0.698,2021-02-13 13:03:46,-0.6452,-0.7004,0.3856,1,False Positive
1084,2373,274,41,5,23.32861,94.60026,1.654,Vegetation Loss,0.79,2019-11-01 08:51:41,0.8787,0.674,0.1801,1,Unvalidated
1085,1649,2904,46,5,23.66206,97.88837,2.39,Landslide,0.713,2022-09-10 16:40:08,-0.6747,0.7661,0.3261,1,Unvalidated
1086,1528,2517,35,4,23.34934,91.17666,0.465,Flooding,0.99,2023-10-01 23:48:12,0.9567,-0.232,0.0523,1,Validated
1087,778,655,42,5,21.56299,96.99762,8.85,No Change,0.51,2020-11-30 17:36:18,-0.2798,0.306,0.2826,0,Unvalidated
1088,1487,2470,51,6,29.60344,91.2224,7.789,Construction,0.953,2020-12-10 11:09:06,-0.5559,-0.3539,0.0049,1,False Positive
1089,455,532,21,2,23.6873,99.53052,9.893,Landslide,0.7,2021-06-29 04:49:00,0.5778,-0.3715,0.4594,1,Validated
1090,874,1076,14,2,23.03033,92.93531,0.141,Flooding,0.512,2021-05-18 01:24:18,0.8177,-0.7648,0.0584,1,False Positive
1091,882,849,53,6,27.77622,91.11158,1.468,Flooding,0.997,2022-01-31 00:02:59,-0.4141,-0.7563,0.0477,1,Validated
1092,43,67,20,2,23.02804,93.37925,3.35,No Change,0.792,2021-03-21 13:21:29,-0.5418,0.0854,0.459,0,Unvalidated
1093,42,1800,50,6,23.57655,92.58965,7.975,Construction,0.825,2023-07-22 01:05:10,0.6705,0.5978,0.3036,1,Validated
1094,1532,1144,47,6,29.4164,99.57699,3.362,Construction,0.977,2020-02-19 23:58:35,-0.71,-0.6765,0.0312,1,Unvalidated
1095,226,857,50,6,23.63485,92.17325,2.794,Erosion,0.623,2020-12-31 04:04:45,0.1584,0.113,0.4153,1,Validated
1096,165,2957,14,2,22.49237,92.5803,8.619,Vegetation Loss,0.554,2019-07-25 16:34:17,0.7498,-0.0714,0.4314,1,Unvalidated
1097,2787,1872,56,7,29.60635,98.02235,8.518,Construction,0.986,2023-02-07 01:21:48,-0.4729,0.8819,0.0755,1,Unvalidated
1098,1188,2737,62,8,27.14792,91.82371,4.028,Landslide,0.921,2020-04-19 10:20:09,0.2629,0.6151,0.2883,1,Validated
1099,2247,2565,37,4,26.55829,94.32501,3.065,Construction,0.916,2020-11-24 21:40:37,-0.6426,0.0094,0.2844,1,Validated
1100,695,2202,5,1,23.78539,95.02424,9.712,Landslide,0.849,2019-11-05 20:07:28,-0.3329,-0.8661,0.2719,1,Unvalidated
1101,1055,4,17,2,24.1959,93.30752,9.707,Vegetation Loss,0.799,2018-09-01 10:44:42,-0.0212,-0.1499,0.3293,1,Validated
1102,2810,276,33,4,23.41884,99.80921,7.646,Landslide,0.64,2023-10-14 10:32:00,0.9902,-0.7408,0.1313,1,Validated
1103,1425,1660,55,7,29.04677,94.69385,4.206,Erosion,0.909,2018-09-18 05:06:09,-0.1529,0.7372,0.3935,1,Validated
1104,1620,2691,25,3,26.65964,96.98378,0.376,Flooding,0.542,2024-01-25 09:21:02,-0.6368,-0.6843,0.0186,1,Validated
1105,997,943,19,2,24.14577,96.46491,7.645,Landslide,0.662,2020-06-13 01:47:05,0.5009,0.0768,0.1878,1,Validated
1106,1884,369,56,7,29.64052,97.81466,7.395,Flooding,0.881,2022-10-07 19:54:19,0.7259,-0.8366,0.428,1,False Positive
1107,241,2160,37,4,27.08831,94.6391,3.603,No Change,0.58,2020-02-09 04:20:21,0.1163,-0.4554,0.1944,0,Unvalidated
1108,1798,1522,25,3,26.24493,96.68838,6.844,Erosion,0.971,2021-03-10 09:25:47,0.797,-0.3009,0.3717,1,Unvalidated
1109,1375,853,14,2,22.16334,92.95611,8.219,No Change,0.718,2024-07-29 11:55:17,0.9342,0.4693,0.4555,0,Validated
1110,2061,150,8,1,24.21995,98.73585,9.465,Erosion,0.995,2022-05-19 16:44:32,0.5637,0.7757,0.0384,1,False Positive
1111,572,1104,50,6,23.74007,92.09777,0.779,No Change,0.791,2021-05-21 20:11:46,-0.277,0.5387,0.2971,0,False Positive
1112,783,2104,26,3,23.59549,89.86139,3.238,Construction,0.506,2018-08-09 06:41:54,-0.7513,-0.8523,0.4451,1,False Positive
1113,2365,2663,34,4,26.05631,97.61331,9.486,Landslide,0.832,2022-10-22 06:56:00,-0.1951,-0.02,0.3419,1,Unvalidated
1114,1290,1317,39,4,27.23952,91.08887,8.705,Debris Flow,0.811,2023-07-11 00:41:14,0.8866,-0.4636,0.4205,1,Unvalidated
1115,2330,259,51,6,29.25209,90.74342,4.866,Erosion,0.576,2021-01-20 09:35:05,0.3167,0.6991,0.0529,1,Validated
1116,972,691,29,3,26.12408,99.11373,0.792,Vegetation Loss,0.616,2023-01-10 20:53:21,0.3053,0.1912,0.0406,1,False Positive
1117,127,235,13,2,26.44208,99.27257,8.093,Debris Flow,0.54,2018-07-03 07:23:18,0.765,-0.0523,0.4306,1,Validated
1118,2704,1951,59,8,25.8327,92.20414,3.819,Erosion,0.713,2018-12-24 20:50:27,0.0654,-0.5767,0.0171,1,Validated
1119,2836,988,60,8,24.71163,95.8327,8.382,Flooding,0.938,2023-09-28 02:29:20,-0.2919,-0.8558,0.2965,1,Validated
1120,1379,937,46,5,23.41403,97.98657,7.117,Debris Flow,0.507,2018-12-17 03:32:51,0.2555,-0.6439,0.2077,1,Unvalidated
1121,676,881,1,1,27.03084,90.599,3.99,Construction,0.955,2024-07-22 16:22:21,-0.598,-0.5316,0.213,1,Validated
1122,2418,792,12,1,26.47086,98.2111,5.811,No Change,0.638,2022-07-05 07:31:58,0.0663,-0.2135,0.3566,0,False Positive
1123,2613,1186,47,6,29.56748,99.64101,6.871,Landslide,0.923,2020-09-27 01:24:25,0.625,0.2738,0.2586,1,Unvalidated
1124,744,1522,27,3,24.91687,90.35571,5.599,Vegetation Loss,0.941,2018-02-07 21:14:38,0.7541,0.624,0.4511,1,Validated
1125,81,1041,40,5,28.44534,97.55846,8.051,Debris Flow,0.852,2019-09-17 21:14:24,0.1918,-0.4586,0.2606,1,Unvalidated
1126,2674,1394,48,6,26.67635,94.95927,0.886,Erosion,0.757,2024-11-02 22:11:11,-0.3719,0.9163,0.1913,1,Validated
1127,941,2944,53,6,27.74993,91.48866,0.033,Erosion,0.501,2024-02-19 15:09:39,-0.3711,-0.7435,0.3503,1,Unvalidated
1128,112,118,4,1,26.30627,90.70422,4.967,Construction,0.826,2021-01-24 14:53:56,0.2904,0.4285,0.372,1,False Positive
1129,624,598,62,8,27.48693,92.05958,6.059,Landslide,0.617,2019-05-28 10:14:44,0.578,0.9068,0.2443,1,Validated
1130,213,1335,42,5,22.34782,97.23829,8.638,Vegetation Loss,0.712,2018-10-19 07:58:10,-0.8263,0.2606,0.3677,1,False Positive
1131,625,1117,34,4,25.62966,97.88066,7.597,Landslide,0.877,2023-08-04 23:27:19,-0.5843,0.8395,0.4306,1,False Positive
1132,633,1889,23,3,27.99847,91.81728,5.604,Landslide,0.568,2021-05-23 11:56:14,-0.2824,0.1278,0.4959,1,Unvalidated
1133,966,504,46,5,23.11545,97.4363,3.896,Debris Flow,0.972,2023-07-23 09:23:54,-0.0427,-0.7405,0.2715,1,Validated
1134,1579,2865,45,5,28.56692,94.87506,4.309,Erosion,0.513,2024-12-17 02:13:54,0.1709,-0.2205,0.3597,1,Validated
1135,77,2686,40,5,28.16996,97.50059,0.085,Debris Flow,0.853,2020-11-07 03:15:10,-0.5105,0.0121,0.4615,1,Validated
1136,2361,247,18,2,28.35805,98.28391,2.396,Vegetation Loss,0.857,2018-03-01 22:05:21,-0.8568,0.805,0.0023,1,Unvalidated
1137,1694,640,31,3,27.93231,94.95152,5.94,Construction,0.698,2021-06-16 23:17:54,0.6479,0.5945,0.0169,1,Unvalidated
1138,1371,1139,51,6,29.8276,91.31258,1.505,Construction,0.903,2023-06-09 08:33:45,0.7491,0.7631,0.4722,1,False Positive
1139,1401,1795,23,3,28.26257,91.75432,7.805,Vegetation Loss,0.899,2020-11-06 08:06:25,0.8562,-0.2873,0.3038,1,Validated
1140,421,2987,40,5,28.19774,97.9593,9.83,Erosion,0.72,2019-01-10 07:30:51,-0.0305,-0.6732,0.3999,1,Validated
1141,1282,361,23,3,28.29839,92.12885,4.959,Debris Flow,0.717,2018-01-19 15:17:57,0.3811,0.8398,0.1044,1,Unvalidated
1142,2592,1900,42,5,21.78505,97.23606,6.137,Debris Flow,0.958,2019-08-28 21:38:43,-0.7108,-0.6333,0.0637,1,Validated
1143,1447,633,7,1,25.98894,92.15591,5.081,Vegetation Loss,0.907,2022-11-14 15:52:37,-0.4398,-0.3131,0.4349,1,Validated
1144,1736,1017,22,2,22.20465,95.93017,2.777,Erosion,0.616,2022-01-25 06:18:38,0.5799,0.1918,0.4083,1,Unvalidated
1145,1186,944,32,3,25.60869,95.3627,1.125,Landslide,0.605,2024-07-11 22:25:56,-0.2322,0.7604,0.4406,1,False Positive
1146,781,400,51,6,29.8661,91.29763,1.966,No Change,0.85,2021-09-03 06:24:12,0.2871,-0.6155,0.4016,0,False Positive
1147,1907,1713,53,6,28.28067,91.31668,2.864,No Change,0.534,2020-04-05 19:37:12,-0.0596,0.8155,0.0718,0,False Positive
1148,1693,855,38,4,30.06342,98.53515,5.699,Vegetation Loss,0.849,2020-02-19 12:54:11,0.314,-0.7037,0.2386,1,Validated
1149,1233,2725,29,3,25.63765,98.4695,2.607,Vegetation Loss,0.666,2024-05-19 05:11:58,0.1198,-0.2693,0.2718,1,Validated
1150,539,1703,32,3,24.93391,95.46381,4.916,Flooding,0.804,2023-06-25 16:54:09,-0.4982,-0.1308,0.2074,1,Validated
1151,1948,2311,28,3,29.07268,93.33385,8.464,Debris Flow,0.509,2020-05-30 04:36:47,-0.7108,-0.143,0.143,1,Validated
1152,1001,765,56,7,29.36739,98.00562,9.81,Landslide,0.87,2018-04-27 14:38:24,0.5171,-0.0279,0.0566,1,Validated
1153,1241,69,33,4,23.42111,99.8236,9.036,Construction,0.989,2018-01-27 16:29:49,-0.2465,-0.8448,0.4574,1,False Positive
1154,1243,2017,40,5,28.08782,98.17235,5.657,Debris Flow,0.676,2020-04-03 02:22:22,0.7731,0.2241,0.306,1,False Positive
1155,702,1338,43,5,29.55105,97.87265,0.504,Erosion,0.641,2022-02-18 08:12:04,-0.2745,0.9253,0.3706,1,Validated
1156,1132,376,59,8,25.58405,92.82816,3.041,No Change,0.664,2019-07-15 02:11:29,-0.6373,-0.4339,0.2955,0,Unvalidated
1157,1037,1706,1,1,26.79858,90.43439,6.526,Landslide,0.782,2020-05-16 18:10:19,-0.6629,0.8904,0.2146,1,False Positive
1158,1153,126,61,8,26.38875,90.18439,2.985,Vegetation Loss,0.802,2021-12-10 12:37:04,0.4517,0.2157,0.3403,1,Unvalidated
1159,2977,2716,33,4,23.89528,99.55803,4.914,Landslide,0.529,2021-03-23 13:50:58,0.3131,0.8239,0.0149,1,Unvalidated
1160,33,2740,54,6,29.74804,91.84277,9.345,Erosion,0.66,2020-02-03 00:55:18,-0.4558,0.0344,0.0913,1,Unvalidated
1161,2366,2628,33,4,23.40224,100.08669,6.092,Debris Flow,0.946,2018-08-06 02:33:20,0.6452,-0.4689,0.3611,1,Unvalidated
1162,60,278,29,3,25.87398,98.70622,9.874,Debris Flow,0.822,2020-03-10 19:11:37,0.6532,-0.3737,0.4615,1,Unvalidated
1163,1395,1352,22,2,22.61346,96.73133,9.698,Construction,0.869,2018-09-14 14:12:55,0.8588,-0.3686,0.2946,1,Validated
1164,2767,1864,5,1,23.62218,95.24549,9.742,No Change,0.671,2022-04-30 23:12:51,-0.9893,0.3679,0.017,0,Validated
1165,80,1661,24,3,24.14765,99.21378,0.371,Flooding,0.921,2021-10-01 05:49:54,0.7878,-0.715,0.03,1,False Positive
1166,1626,1440,54,6,29.82838,91.30974,1.939,Construction,0.509,2023-05-27 13:20:34,-0.0954,-0.2389,0.4578,1,Unvalidated
1167,1452,961,38,4,29.28814,98.82042,3.522,Debris Flow,0.613,2024-11-12 23:33:56,0.8024,0.259,0.181,1,False Positive
1168,2150,85,43,5,29.70383,97.44532,6.178,Vegetation Loss,0.671,2021-02-19 07:07:38,-0.5578,-0.3566,0.4779,1,Validated
1169,2696,1997,26,3,23.94413,90.03466,1.443,Flooding,0.542,2022-09-03 19:36:40,0.6187,-0.3618,0.1729,1,Unvalidated
1170,1207,1735,28,3,29.20553,93.36687,5.238,Erosion,0.756,2019-04-22 22:17:46,0.711,0.5717,0.0159,1,Unvalidated
1171,488,2748,27,3,24.74951,90.92208,3.116,Flooding,0.616,2018-08-27 14:07:45,-0.9682,-0.6145,0.488,1,False Positive
1172,1237,2014,39,4,27.24653,90.93687,0.308,Erosion,0.865,2021-04-17 23:03:11,-0.7956,0.2271,0.3481,1,Unvalidated
1173,109,2589,4,1,26.96605,90.02327,9.778,Landslide,0.994,2024-01-20 13:18:38,0.2659,-0.1218,0.3267,1,False Positive
1174,1866,1149,7,1,26.01067,92.56314,6.427,No Change,0.562,2022-06-23 15:58:24,-0.1704,-0.8371,0.1055,0,Unvalidated
1175,739,2586,16,2,23.76071,90.50075,4.027,Debris Flow,0.952,2019-07-20 16:43:42,0.3869,-0.4004,0.4639,1,Validated
1176,421,914,40,5,28.19774,97.9593,2.49,Landslide,0.684,2023-12-26 04:49:38,-0.7464,-0.6377,0.0077,1,Unvalidated
1177,2004,2654,6,1,26.81747,97.65842,7.639,Construction,0.76,2019-10-17 23:37:06,0.3268,0.2622,0.1895,1,Validated
1178,581,2936,33,4,23.57815,99.84505,4.533,Vegetation Loss,0.728,2022-01-27 15:39:58,-0.6223,0.5559,0.0038,1,Validated
1179,1057,1574,30,3,25.88803,93.11782,4.887,Flooding,0.857,2024-02-07 11:53:28,0.508,-0.8608,0.0178,1,False Positive
1180,1112,2650,13,2,26.08482,100.19191,5.468,Erosion,0.516,2018-03-23 04:27:06,0.0396,0.9953,0.2179,1,Validated
1181,93,288,31,3,27.834,95.62531,7.364,Vegetation Loss,0.678,2018-09-28 01:47:37,-0.6644,0.3896,0.1686,1,Unvalidated
1182,2826,501,13,2,26.42451,99.57366,1.973,Debris Flow,0.525,2022-09-22 17:26:52,-0.9581,-0.9648,0.0041,1,False Positive
1183,2537,2635,15,2,27.35359,98.83406,4.202,Construction,0.657,2019-05-22 10:59:27,0.8734,0.7632,0.0524,1,Unvalidated
1184,716,651,23,3,28.0413,91.86524,2.577,Construction,0.923,2024-11-21 08:50:16,-0.4074,0.9133,0.428,1,False Positive
1185,2285,1112,36,4,25.38658,90.5725,1.096,Flooding,0.888,2023-10-21 22:26:55,-0.6805,-0.1905,0.071,1,False Positive
1186,2326,2679,62,8,27.0366,92.30469,2.484,Debris Flow,0.523,2020-05-03 07:56:39,0.2126,0.6092,0.4613,1,Validated
1187,1261,2222,57,7,23.4414,93.42624,9.987,No Change,0.674,2023-08-20 04:05:17,0.4867,-0.6662,0.4822,0,Validated
1188,434,2766,13,2,26.09404,99.72514,9.092,No Change,0.932,2020-07-31 19:10:03,0.0562,0.7194,0.4835,0,False Positive
1189,1452,909,38,4,29.28814,98.82042,0.414,Vegetation Loss,0.633,2018-05-29 10:26:14,0.2645,0.6704,0.2244,1,Unvalidated
1190,1430,2949,20,2,23.19309,93.75441,8.627,Flooding,0.978,2019-01-28 05:49:50,0.5321,0.6623,0.0614,1,Unvalidated
1191,177,613,10,1,23.59393,97.16169,3.735,Flooding,0.501,2018-02-26 06:47:28,0.8163,-0.3411,0.0738,1,Validated
1192,79,2040,2,1,24.27491,91.53067,4.191,Debris Flow,0.898,2018-04-06 11:30:28,-0.5961,0.8529,0.0117,1,Validated
1193,2222,726,59,8,25.99875,92.02128,6.618,Erosion,0.833,2024-01-31 14:53:59,-0.4838,0.3777,0.3704,1,Validated
1194,2236,2203,15,2,26.52195,98.36947,6.505,No Change,0.714,2019-07-12 04:42:58,0.203,0.5635,0.3168,0,Validated
1195,944,512,7,1,26.4975,92.11292,0.661,Debris Flow,0.559,2019-03-05 11:16:46,0.9453,0.7019,0.4195,1,False Positive
1196,994,1258,42,5,21.53854,97.58162,8.776,Landslide,0.649,2018-07-22 13:49:48,-0.1431,-0.1356,0.2131,1,Validated
1197,945,2469,35,4,23.53823,91.53562,3.049,Vegetation Loss,0.715,2018-07-05 22:05:44,-0.7417,-0.1987,0.1115,1,Unvalidated
1198,729,1837,55,7,29.07274,94.23429,3.816,Erosion,0.832,2024-07-29 00:11:01,-0.4901,0.2556,0.0277,1,Unvalidated
1199,546,1215,20,2,23.57207,93.50274,2.598,Landslide,0.931,2024-12-07 23:59:57,-0.2587,-0.3715,0.1468,1,Unvalidated
1200,1573,1589,48,6,26.43006,95.03113,2.469,Debris Flow,0.936,2018-02-18 08:26:59,-0.621,-0.6425,0.2592,1,Validated
1201,2092,658,35,4,22.8241,91.74307,9.814,Debris Flow,0.541,2021-08-26 09:24:05,0.9387,-0.2898,0.1704,1,Unvalidated
1202,740,5,12,1,26.8859,98.32447,7.788,Vegetation Loss,0.779,2019-08-23 12:51:35,-0.4293,0.9131,0.3833,1,False Positive
1203,1454,639,41,5,22.51182,94.27899,0.297,Erosion,0.625,2022-06-09 22:01:10,0.8693,-0.225,0.2867,1,False Positive
1204,681,897,48,6,26.7888,95.05543,3.14,No Change,0.654,2023-10-15 18:58:34,-0.5371,-0.0383,0.3399,0,False Positive
1205,1433,1865,24,3,24.61108,99.40663,6.958,Flooding,0.623,2021-11-05 14:49:18,0.279,-0.9418,0.1307,1,False Positive
1206,1623,118,34,4,26.12297,97.13711,3.454,Construction,0.801,2024-10-12 16:39:15,-0.9879,0.4009,0.431,1,False Positive
1207,1582,2777,44,5,29.47054,98.82765,5.629,Flooding,0.634,2022-04-24 08:22:44,-0.8542,0.2482,0.1632,1,Validated
1208,849,1877,21,2,24.1784,99.28137,8.765,Vegetation Loss,0.891,2021-12-21 03:42:36,-0.1801,0.991,0.2065,1,Unvalidated
1209,1811,1387,2,1,23.94291,91.80508,2.728,Construction,0.868,2022-05-23 06:54:04,-0.0309,0.3009,0.0648,1,Unvalidated
1210,1182,2716,21,2,24.35824,99.4544,3.273,Vegetation Loss,0.748,2021-10-14 21:25:10,-0.8185,0.146,0.0592,1,Validated
1211,1474,2618,48,6,26.85534,95.17901,5.672,Vegetation Loss,0.579,2024-05-16 20:07:21,0.5344,-0.3238,0.1954,1,Unvalidated
1212,1839,754,48,6,26.72977,95.24975,4.961,Vegetation Loss,0.906,2018-10-07 03:16:25,0.3719,0.6661,0.2231,1,False Positive
1213,1274,2503,39,4,27.72259,91.60971,6.504,Erosion,0.787,2020-09-14 17:05:52,-0.9204,0.38,0.3808,1,False Positive
1214,529,649,20,2,23.12871,93.32083,5.377,No Change,0.673,2021-01-03 14:05:10,0.9782,-0.9571,0.1908,0,Validated
1215,1321,2954,36,4,25.76056,90.32936,6.088,Landslide,0.601,2021-10-16 01:12:53,-0.2556,-0.5983,0.3296,1,False Positive
1216,2687,927,36,4,25.23869,90.86748,5.265,No Change,0.78,2022-10-12 21:50:19,-0.1032,-0.3845,0.0301,0,Unvalidated
1217,2511,376,32,3,25.13832,95.64447,9.843,Vegetation Loss,0.614,2018-10-18 03:15:23,0.2575,0.7754,0.3374,1,False Positive
1218,666,2296,12,1,26.8248,98.4508,2.737,Landslide,0.649,2024-12-28 20:25:20,0.7976,-0.902,0.4988,1,Unvalidated
1219,1193,848,27,3,25.4918,90.33462,5.516,Vegetation Loss,0.518,2024-08-11 19:35:11,-0.2521,-0.0256,0.2422,1,Validated
1220,284,1083,58,7,26.84021,94.27735,4.75,Erosion,0.656,2021-12-08 18:57:07,0.5598,-0.3989,0.4967,1,Validated
1221,1987,1459,19,2,24.15989,96.10856,6.657,Flooding,0.548,2020-05-27 03:55:21,-0.3219,-0.0367,0.4968,1,Validated
1222,1629,726,31,3,28.1823,95.60691,1.609,Vegetation Loss,0.97,2018-07-17 22:19:43,0.567,0.3673,0.3178,1,False Positive
1223,1836,2702,21,2,24.19912,99.01769,2.091,Vegetation Loss,0.732,2021-07-20 17:48:20,-0.4054,0.5001,0.4708,1,False Positive
1224,849,1411,21,2,24.1784,99.28137,5.057,Erosion,0.693,2020-04-30 19:00:03,-0.1017,-0.0336,0.4298,1,Validated
1225,1198,1652,43,5,29.74469,97.40864,7.358,Debris Flow,0.505,2019-12-30 18:24:05,-0.7393,-0.7545,0.2862,1,Unvalidated
1226,2103,1849,42,5,22.12317,97.09246,3.702,Debris Flow,0.501,2018-01-05 20:26:25,-0.9001,-0.1165,0.3917,1,Unvalidated
1227,2380,868,8,1,24.70738,98.24955,9.494,Vegetation Loss,0.533,2019-03-06 21:35:04,0.8092,0.5769,0.0173,1,False Positive
1228,2308,1336,20,2,23.2111,94.03953,2.522,Construction,0.999,2024-12-13 19:46:38,-0.539,-0.0708,0.4982,1,Validated
1229,175,2576,34,4,25.75112,98.00468,0.046,Vegetation Loss,0.507,2019-11-30 23:21:14,0.4818,0.6431,0.3783,1,Unvalidated
1230,584,1310,8,1,23.83802,99.08501,1.0,Debris Flow,0.774,2020-02-13 23:15:10,-0.448,0.7093,0.349,1,Unvalidated
1231,1945,129,50,6,24.187,92.71586,1.493,Erosion,0.71,2021-11-30 10:48:08,0.5823,0.4968,0.0371,1,Validated
1232,1174,2502,59,8,25.49024,92.68329,3.587,Erosion,0.806,2020-02-10 02:15:53,0.0439,-0.6,0.1432,1,Unvalidated
1233,367,2422,14,2,22.48149,93.06284,7.016,Construction,0.672,2018-06-14 03:19:52,0.0462,-0.2761,0.4839,1,False Positive
1234,651,2403,34,4,26.26714,97.87022,0.793,Vegetation Loss,0.837,2020-07-29 11:23:35,0.6765,-0.6168,0.2547,1,False Positive
1235,1108,2097,6,1,26.45425,96.95843,2.694,Vegetation Loss,0.604,2019-08-16 03:26:42,0.8336,-0.9926,0.4415,1,Validated
1236,1447,1598,7,1,25.98894,92.15591,7.528,Erosion,0.838,2021-06-26 12:49:15,-0.2661,-0.5429,0.4933,1,Validated
1237,1884,2651,56,7,29.64052,97.81466,3.806,Debris Flow,0.906,2024-09-13 13:18:41,-0.0512,0.434,0.2385,1,Validated
