anomaly_id,sensor_id,slope_id,state_id,district_id,anomaly_type,detected_datetime,anomaly_score,severity,magnitude,duration_minutes,status,investigation_start,resolution_datetime,detection_method
992,26,401,1,5,Pore Pressure Spike,2024-03-27 09:22:31,0.808,Low,31.43,1756.6,Investigating,2024-03-01 16:09:17,2024-03-28 07:46:04,Isolation Forest
993,28,410,7,56,Sudden Displacement,2021-02-08 20:59:53,0.53,Low,455.55,4628.6,Open,2023-07-24 21:03:45,2022-01-20 00:20:39,Isolation Forest
994,111,195,2,15,Ground Cracking,2022-06-16 15:10:09,0.719,Low,153.72,4921.1,Resolved,2020-05-16 12:01:21,2020-04-02 00:06:05,Rule-Based
995,291,171,7,56,Rainfall Anomaly,2022-10-11 12:12:49,0.957,High,53.33,663.0,Resolved,2023-07-06 07:30:44,2022-03-22 19:26:16,Isolation Forest
996,209,478,5,42,Ground Cracking,2021-12-28 05:25:16,0.642,Critical,172.12,1726.3,False Alarm,2022-12-18 03:04:21,2022-03-10 16:01:42,LSTM Autoencoder
997,51,383,3,24,Slope Deformation,2024-04-02 22:20:39,0.935,Critical,1.03,2550.1,Resolved,2024-11-30 14:02:58,2020-07-21 04:55:04,LSTM Autoencoder
998,78,354,3,30,Vegetation Loss,2021-07-15 11:12:37,0.709,Medium,443.6,1605.3,False Alarm,2021-11-20 07:41:49,2019-02-03 13:26:05,Statistical
999,234,450,4,33,Pore Pressure Spike,2018-11-01 18:24:11,0.885,Critical,310.93,264.4,Resolved,2024-12-31 13:13:13,2023-08-26 16:43:11,Isolation Forest
1000,52,103,3,32,Slope Deformation,2021-07-29 10:37:18,0.72,Medium,110.63,4317.5,False Alarm,2021-09-14 14:09:47,2021-01-03 13:42:35,Statistical
1001,78,354,3,30,Slope Deformation,2024-12-12 16:23:48,0.514,Critical,126.59,2162.7,Investigating,2021-11-16 18:17:06,2020-09-16 15:20:30,Isolation Forest
1002,123,323,7,56,Seismic Signal,2020-06-15 14:50:09,0.583,Medium,119.81,4572.7,Open,2021-09-11 22:38:22,2024-06-18 21:56:03,LSTM Autoencoder
1003,37,149,7,56,Sensor Outlier,2024-06-26 05:30:37,0.717,Critical,209.33,271.1,Resolved,2019-06-18 20:20:39,2022-05-09 07:27:35,Isolation Forest
1004,223,79,7,56,Rainfall Anomaly,2020-01-17 05:04:57,0.549,Low,77.86,1015.5,False Alarm,2020-10-21 08:11:56,2023-07-03 08:49:10,LSTM Autoencoder
1005,154,195,1,8,Slope Deformation,2018-01-31 18:09:11,0.882,Critical,327.77,530.1,False Alarm,2022-03-02 20:12:53,2021-12-09 00:37:48,LSTM Autoencoder
1006,114,274,3,30,Ground Cracking,2024-12-03 05:33:38,0.52,Medium,99.54,2402.9,Open,2018-01-05 16:17:56,2022-11-28 21:46:14,Isolation Forest
1007,209,478,5,42,Rainfall Anomaly,2023-03-10 08:28:26,0.943,Low,186.7,3881.0,Investigating,2019-10-14 21:13:42,2018-10-17 02:27:55,Rule-Based
1008,111,195,2,15,Ground Cracking,2024-12-06 16:41:07,0.557,Medium,449.43,2216.5,False Alarm,2018-05-14 10:38:43,2021-09-08 16:29:43,LSTM Autoencoder
1009,242,432,2,17,Vegetation Loss,2024-04-10 00:59:26,0.669,Critical,321.74,1357.1,Open,2024-09-03 13:13:42,2021-06-26 15:04:04,Isolation Forest
1010,20,360,7,56,Vegetation Loss,2024-10-12 20:09:52,0.639,Low,209.11,412.1,Open,2024-06-08 17:06:00,2019-06-23 11:19:37,LSTM Autoencoder
1011,84,9,6,50,Vegetation Loss,2024-01-18 14:43:55,0.78,Low,426.69,342.8,False Alarm,2024-06-15 21:05:13,2024-04-05 18:45:26,Statistical
1012,51,383,3,24,Rainfall Anomaly,2022-10-21 05:15:53,0.924,Low,125.07,2241.0,Investigating,2018-02-16 12:10:10,2018-04-24 09:16:05,Isolation Forest
1013,237,330,3,29,Seismic Signal,2022-05-25 01:18:04,0.966,High,327.36,2410.7,Open,2018-11-17 03:12:52,2019-01-27 17:52:04,Statistical
1014,174,411,1,6,Pore Pressure Spike,2022-10-06 11:20:39,0.54,High,368.86,2261.5,Open,2021-02-17 23:27:40,2019-03-01 08:13:11,LSTM Autoencoder
1015,188,486,4,39,Rainfall Anomaly,2022-07-18 08:30:39,0.994,Medium,491.8,3458.5,False Alarm,2024-10-17 03:20:34,2019-01-10 21:18:23,LSTM Autoencoder
1016,200,334,1,1,Ground Cracking,2023-04-30 21:32:26,0.82,High,479.46,1019.6,Investigating,2020-12-05 22:52:19,2020-11-05 23:13:31,Statistical
1017,191,352,3,25,Vegetation Loss,2019-12-20 05:06:51,0.686,Critical,327.53,3299.3,Resolved,2021-05-21 18:49:52,2024-06-05 16:23:12,Rule-Based
1018,6,186,7,55,Sensor Outlier,2018-05-11 07:21:13,0.546,Critical,180.39,2767.5,Resolved,2021-09-20 06:07:07,2023-01-27 22:40:24,Statistical
1019,94,201,3,30,Sensor Outlier,2021-01-22 04:09:45,0.735,Low,496.25,2954.9,False Alarm,2018-02-10 17:37:03,2019-11-16 06:29:35,LSTM Autoencoder
1020,60,207,1,11,Sensor Outlier,2024-09-03 09:55:20,0.691,Low,259.64,3126.8,False Alarm,2024-06-04 02:43:20,2019-02-12 08:17:41,Statistical
1021,57,447,2,16,Sensor Outlier,2023-05-11 00:43:32,0.957,Medium,91.3,4138.4,Resolved,2022-03-14 19:25:05,2021-11-09 22:03:14,Isolation Forest
1022,82,201,3,30,Sudden Displacement,2018-05-25 20:01:01,0.643,Low,315.98,1540.7,Resolved,2019-03-22 15:19:22,2022-06-23 19:52:20,Statistical
1023,214,299,1,3,Pore Pressure Spike,2018-03-24 18:29:19,0.711,Critical,233.8,3956.9,False Alarm,2023-07-27 00:23:13,2018-10-06 17:14:26,Statistical
1024,281,435,8,59,Pore Pressure Spike,2021-10-31 09:42:03,0.861,High,426.54,2125.8,Open,2023-02-05 19:09:19,2019-08-30 17:01:37,Statistical
1025,63,342,1,6,Vegetation Loss,2021-12-09 09:17:35,0.785,Medium,266.08,3313.2,Investigating,2023-06-15 17:11:24,2018-10-23 18:39:08,Statistical
1026,1,242,6,54,Slope Deformation,2023-02-25 16:53:06,0.907,High,120.6,1074.2,Open,2024-12-21 04:43:14,2020-09-09 23:54:15,Isolation Forest
1027,257,95,1,11,Pore Pressure Spike,2018-03-04 14:25:36,0.91,Medium,71.72,3621.9,False Alarm,2019-06-09 13:52:40,2018-01-31 11:14:40,LSTM Autoencoder
1028,292,466,2,15,Seismic Signal,2020-11-28 06:36:38,0.838,Low,108.6,4523.7,Open,2024-11-18 21:35:45,2020-11-15 09:43:09,Isolation Forest
1029,139,440,8,61,Rainfall Anomaly,2022-08-06 11:04:22,0.525,Low,170.87,4802.1,Open,2019-12-20 18:35:09,2019-11-20 20:45:19,Rule-Based
1030,266,241,3,31,Slope Deformation,2022-12-23 05:32:23,0.891,Low,297.43,2814.9,Open,2024-03-01 06:00:38,2021-01-30 19:08:26,Statistical
1031,295,340,2,16,Ground Cracking,2022-03-25 00:15:50,0.959,High,493.97,2616.7,Open,2023-08-30 18:58:02,2018-01-05 15:51:43,LSTM Autoencoder
1032,108,218,5,46,Seismic Signal,2020-04-29 04:26:10,0.956,High,254.49,4434.5,Open,2023-10-27 13:05:11,2022-01-26 17:48:46,Statistical
1033,233,348,8,62,Rainfall Anomaly,2024-11-21 22:15:30,0.648,High,252.48,4224.3,Resolved,2022-12-23 22:28:05,2021-01-20 15:50:07,Isolation Forest
1034,228,74,8,61,Sudden Displacement,2021-01-11 07:54:39,0.563,Medium,255.31,4690.0,Resolved,2021-03-04 02:40:13,2018-02-27 03:19:59,Statistical
1035,140,432,1,6,Seismic Signal,2019-06-11 12:50:50,0.836,High,345.87,1863.1,Investigating,2024-11-18 16:07:08,2020-06-28 18:47:38,Isolation Forest
1036,241,369,2,16,Rainfall Anomaly,2024-12-23 02:23:52,0.542,Medium,173.71,1976.2,Resolved,2023-12-09 13:38:25,2018-09-20 04:41:03,Isolation Forest
1037,54,93,1,11,Rainfall Anomaly,2021-12-19 03:55:27,0.658,Low,192.33,2084.5,False Alarm,2020-09-12 16:16:08,2022-10-07 22:16:37,Rule-Based
1038,196,140,7,55,Sudden Displacement,2021-10-18 21:20:36,0.598,Low,266.89,244.3,False Alarm,2022-04-30 03:22:23,2019-05-21 04:10:05,Statistical
1039,5,236,2,20,Rainfall Anomaly,2019-10-22 11:47:53,0.792,Low,158.79,2054.8,Open,2019-09-18 16:42:58,2024-08-27 04:19:54,LSTM Autoencoder
1040,15,343,5,40,Sensor Outlier,2023-03-27 11:45:50,0.561,High,4.83,1928.6,Open,2021-12-11 11:31:20,2024-07-04 02:46:48,Rule-Based
1041,10,76,2,17,Pore Pressure Spike,2018-11-28 16:15:46,0.593,Low,371.43,3527.1,False Alarm,2019-06-28 16:02:00,2024-08-15 23:07:22,LSTM Autoencoder
1042,199,55,3,24,Pore Pressure Spike,2021-08-04 13:08:16,0.725,Medium,438.6,4751.4,Investigating,2023-01-24 00:31:38,2019-01-08 01:25:37,Rule-Based
1043,70,288,3,30,Sensor Outlier,2024-12-11 05:59:55,0.66,High,300.87,1782.5,False Alarm,2023-01-30 17:27:04,2020-11-01 13:56:33,Rule-Based
1044,103,405,2,17,Rainfall Anomaly,2020-12-02 14:03:34,0.859,Critical,139.79,1366.6,Resolved,2023-08-08 18:02:29,2021-03-22 19:38:09,LSTM Autoencoder
1045,246,262,1,5,Ground Cracking,2022-01-15 16:35:22,0.887,Medium,475.74,237.7,Open,2023-04-28 14:09:46,2024-10-18 11:07:43,Isolation Forest
1046,53,467,4,34,Sensor Outlier,2019-07-16 22:34:34,0.689,Critical,12.85,348.6,Resolved,2022-06-07 12:28:38,2018-05-17 17:50:12,Isolation Forest
1047,168,467,5,44,Rainfall Anomaly,2020-02-27 08:56:31,0.598,Medium,198.13,3118.6,Open,2024-08-28 08:52:49,2021-06-25 19:25:23,Statistical
1048,191,352,3,25,Pore Pressure Spike,2019-07-24 08:03:43,0.885,Critical,76.74,3993.4,Resolved,2019-06-26 21:32:11,2022-04-28 16:48:39,LSTM Autoencoder
1049,61,71,5,46,Sensor Outlier,2019-01-17 22:59:04,0.522,Medium,368.62,2155.2,False Alarm,2018-04-09 06:23:32,2019-01-11 16:26:39,Statistical
1050,64,444,8,59,Rainfall Anomaly,2018-10-05 17:40:00,0.811,Critical,135.03,2169.5,Open,2022-11-08 03:39:12,2020-10-19 04:01:50,LSTM Autoencoder
1051,298,154,6,50,Rainfall Anomaly,2020-04-10 23:02:04,0.875,Low,406.14,1789.6,Investigating,2021-06-19 21:43:31,2024-02-23 14:53:11,Isolation Forest
1052,160,420,1,4,Sudden Displacement,2022-01-01 04:55:36,0.685,Low,455.57,3704.8,Open,2021-12-26 20:28:54,2019-12-13 00:11:03,LSTM Autoencoder
1053,70,288,3,30,Slope Deformation,2019-09-11 17:18:34,0.878,Medium,70.01,4294.0,False Alarm,2019-09-21 07:42:04,2024-02-15 03:56:10,Isolation Forest
1054,71,473,4,33,Vegetation Loss,2022-09-06 16:11:40,0.964,Medium,391.31,2296.2,Resolved,2019-12-15 07:04:58,2022-03-10 17:30:56,Isolation Forest
1055,207,168,4,39,Vegetation Loss,2018-01-04 19:47:49,0.905,Low,418.04,3586.7,Open,2020-10-05 05:42:13,2018-04-12 12:05:14,Isolation Forest
1056,151,194,5,45,Sensor Outlier,2022-09-29 10:56:02,0.638,Medium,317.66,1969.1,Investigating,2024-05-16 20:08:15,2022-10-25 14:23:21,Rule-Based
1057,91,161,7,55,Sensor Outlier,2024-03-23 22:02:07,0.569,Critical,208.33,2425.8,False Alarm,2022-01-14 05:48:25,2020-01-09 07:43:41,Rule-Based
1058,110,305,3,28,Sensor Outlier,2021-06-15 11:50:50,0.6,High,202.2,922.3,Investigating,2023-01-31 02:40:34,2020-06-26 09:37:44,LSTM Autoencoder
1059,90,14,6,51,Rainfall Anomaly,2020-08-07 01:40:53,0.573,High,186.56,3440.9,Open,2022-11-28 22:21:39,2021-10-17 02:04:09,Rule-Based
1060,274,371,6,54,Pore Pressure Spike,2022-04-14 15:30:37,0.648,Medium,64.91,4014.1,Open,2020-03-01 11:48:48,2023-10-22 19:40:24,Rule-Based
1061,66,272,3,28,Pore Pressure Spike,2022-09-12 06:43:49,0.854,Low,332.3,2230.5,Open,2020-02-06 22:04:16,2022-04-24 09:59:20,Isolation Forest
1062,77,322,2,15,Ground Cracking,2018-03-26 09:09:15,0.58,Low,323.34,525.3,Open,2020-08-12 17:22:34,2023-01-12 05:59:36,Isolation Forest
1063,139,440,8,61,Vegetation Loss,2024-11-10 14:55:25,0.647,Critical,102.45,3587.2,Investigating,2024-07-05 07:22:03,2024-04-03 05:19:56,Rule-Based
1064,270,131,4,39,Seismic Signal,2018-05-02 22:22:41,0.793,Low,61.59,4736.2,Investigating,2019-08-28 06:13:00,2020-07-31 00:06:32,Isolation Forest
1065,31,7,7,56,Sensor Outlier,2024-09-26 08:57:47,0.602,Low,499.92,1520.2,Open,2020-09-04 10:12:29,2020-07-31 00:53:47,LSTM Autoencoder
1066,113,360,4,34,Vegetation Loss,2023-06-23 20:34:01,0.772,Low,406.05,821.6,Investigating,2019-01-17 15:51:40,2020-05-09 14:50:40,Rule-Based
1067,181,115,8,59,Sudden Displacement,2019-09-29 21:27:35,0.974,Medium,294.54,2266.3,Investigating,2022-06-09 08:32:31,2020-10-23 18:09:27,Isolation Forest
1068,43,483,5,46,Sensor Outlier,2023-07-26 16:28:49,0.841,Critical,237.71,3860.4,False Alarm,2024-03-14 06:23:53,2018-11-26 11:54:55,LSTM Autoencoder
1069,8,253,6,50,Vegetation Loss,2018-04-11 02:02:20,0.61,High,171.95,2002.6,Open,2024-09-05 09:38:17,2018-11-17 12:44:58,Statistical
1070,19,246,2,22,Seismic Signal,2023-07-13 11:10:59,0.703,High,380.95,488.4,Investigating,2024-11-24 02:40:05,2019-04-25 19:03:12,LSTM Autoencoder
1071,134,410,1,3,Ground Cracking,2021-06-14 06:48:59,0.763,Medium,440.36,2586.6,False Alarm,2018-07-13 12:17:12,2019-03-25 23:39:06,Isolation Forest
1072,88,439,6,54,Ground Cracking,2020-02-06 12:36:32,0.549,Critical,402.2,1487.9,Open,2018-08-09 16:06:14,2023-08-02 08:48:38,LSTM Autoencoder
1073,147,227,3,27,Rainfall Anomaly,2020-11-19 08:44:18,0.961,Critical,123.29,4662.9,False Alarm,2023-08-25 06:16:11,2024-09-05 10:43:03,Rule-Based
1074,2,46,6,49,Rainfall Anomaly,2020-02-19 03:21:50,0.773,Critical,376.85,3868.1,Resolved,2023-12-12 23:14:35,2022-02-02 01:06:03,Statistical
1075,31,7,7,56,Seismic Signal,2024-03-07 20:44:27,0.859,Medium,1.35,621.6,Investigating,2022-02-08 10:48:21,2022-06-08 09:11:16,Isolation Forest
1076,123,323,7,56,Sudden Displacement,2021-04-08 20:31:48,0.841,Medium,489.97,4489.6,False Alarm,2018-11-08 10:14:56,2019-11-23 05:18:39,LSTM Autoencoder
1077,71,473,4,33,Sensor Outlier,2019-03-11 16:33:04,0.907,Critical,78.58,4573.1,Open,2018-04-17 09:38:11,2018-07-18 14:14:30,Rule-Based
1078,39,80,1,3,Seismic Signal,2024-11-28 02:59:35,0.509,Medium,292.81,816.8,False Alarm,2020-05-21 04:04:08,2018-06-29 17:52:31,Statistical
1079,71,473,4,33,Sudden Displacement,2023-06-20 16:03:43,0.934,Medium,310.65,3056.9,Resolved,2024-08-10 16:29:27,2018-10-31 06:26:35,Isolation Forest
1080,292,466,2,15,Pore Pressure Spike,2022-06-21 10:19:31,0.895,Medium,442.41,4403.7,False Alarm,2024-02-04 00:53:21,2021-10-16 20:56:21,Isolation Forest
1081,198,18,3,29,Sensor Outlier,2024-10-17 17:16:18,0.678,Medium,95.97,3408.2,Investigating,2021-12-19 00:13:37,2019-07-15 09:38:47,LSTM Autoencoder
1082,14,405,5,46,Vegetation Loss,2018-07-08 08:58:57,0.797,Medium,25.55,491.1,Investigating,2020-03-05 02:38:29,2021-11-20 15:00:38,Statistical
1083,242,432,2,17,Seismic Signal,2023-06-06 21:17:58,0.652,Low,140.41,228.0,False Alarm,2021-11-07 08:27:53,2020-05-06 08:41:40,LSTM Autoencoder
1084,136,86,4,33,Vegetation Loss,2018-06-26 22:56:15,0.583,High,122.98,3434.3,Resolved,2018-08-26 14:02:13,2020-11-14 23:04:09,Rule-Based
1085,108,218,5,46,Vegetation Loss,2021-08-03 10:50:53,0.947,Low,207.15,1326.3,False Alarm,2020-02-03 21:43:14,2018-05-21 17:16:03,Isolation Forest
1086,73,405,2,19,Sudden Displacement,2019-08-11 02:54:23,0.565,High,128.34,907.4,Investigating,2019-02-16 21:56:03,2021-04-12 08:54:52,Rule-Based
1087,175,236,6,54,Pore Pressure Spike,2021-12-05 00:52:25,0.995,Medium,195.02,1848.7,Open,2022-12-04 05:28:45,2024-06-27 15:02:29,Rule-Based
1088,21,83,1,11,Sudden Displacement,2018-04-12 08:47:49,0.912,Critical,123.87,1655.9,False Alarm,2024-08-29 02:46:32,2018-06-01 18:53:02,Isolation Forest
1089,74,191,2,19,Slope Deformation,2022-10-27 10:00:55,0.742,Medium,21.0,3327.8,False Alarm,2023-03-04 06:54:35,2018-10-15 08:39:57,Rule-Based
1090,259,162,8,59,Pore Pressure Spike,2020-04-12 16:43:05,0.892,Critical,161.73,4688.6,Resolved,2018-01-05 19:46:42,2018-09-23 21:44:11,Isolation Forest
1091,265,356,5,43,Pore Pressure Spike,2021-10-24 03:21:59,0.762,Medium,125.56,2576.1,Resolved,2019-05-24 19:59:02,2018-05-05 12:53:08,LSTM Autoencoder
1092,282,7,2,21,Sudden Displacement,2021-07-09 19:01:50,0.683,Critical,416.49,452.4,Open,2019-04-15 03:00:18,2022-08-19 09:49:29,Statistical
1093,82,201,3,30,Ground Cracking,2018-02-11 14:57:35,0.746,High,398.88,4221.9,Open,2024-08-29 22:27:59,2019-10-27 21:18:06,Statistical
1094,244,246,5,45,Rainfall Anomaly,2019-05-07 08:26:47,0.919,High,18.12,2905.3,Investigating,2022-03-06 12:05:37,2022-08-24 20:32:05,Rule-Based
1095,281,435,8,59,Pore Pressure Spike,2020-06-21 08:54:57,0.539,Low,162.44,87.1,Investigating,2023-08-06 23:07:12,2021-02-17 05:15:22,Isolation Forest
1096,237,330,3,29,Slope Deformation,2019-11-24 20:42:29,0.56,Medium,100.43,339.7,Open,2019-08-05 06:47:53,2018-01-15 10:01:05,Isolation Forest
1097,85,247,7,56,Pore Pressure Spike,2021-03-23 10:40:23,0.51,Critical,80.12,270.7,Investigating,2019-11-30 00:36:07,2019-03-08 16:43:35,Rule-Based
1098,57,447,2,16,Seismic Signal,2023-01-10 07:43:00,0.54,High,153.44,3874.8,Resolved,2021-05-07 00:08:30,2020-01-23 08:48:25,LSTM Autoencoder
1099,204,380,3,31,Sudden Displacement,2022-10-07 15:43:17,0.944,Medium,207.88,1610.0,Resolved,2022-10-17 13:16:22,2018-04-02 14:15:57,LSTM Autoencoder
1100,83,421,1,12,Vegetation Loss,2020-12-08 14:46:28,0.971,High,279.4,2038.8,False Alarm,2024-07-30 13:13:34,2019-03-30 03:32:06,Statistical
1101,290,191,2,18,Ground Cracking,2022-12-10 10:50:17,0.746,Critical,498.33,3337.7,False Alarm,2022-05-16 20:08:04,2022-07-11 18:41:21,Isolation Forest
1102,124,278,6,52,Rainfall Anomaly,2020-11-04 03:31:28,0.536,Medium,380.13,1429.3,False Alarm,2020-07-31 08:20:07,2019-08-18 04:37:15,Rule-Based
1103,76,287,1,11,Seismic Signal,2020-12-25 21:35:36,0.506,Medium,226.41,2756.8,Open,2019-05-31 01:32:02,2023-04-14 11:51:35,Isolation Forest
1104,103,405,2,17,Sensor Outlier,2023-07-01 01:13:57,0.507,Critical,457.47,614.4,False Alarm,2021-09-07 22:33:53,2021-05-08 08:54:47,LSTM Autoencoder
1105,154,195,1,8,Slope Deformation,2018-02-01 00:12:28,0.618,High,117.71,4605.5,False Alarm,2022-03-26 01:20:50,2021-01-07 03:45:54,LSTM Autoencoder
1106,82,201,3,30,Rainfall Anomaly,2022-03-19 23:38:46,0.9,High,175.58,2223.1,Investigating,2023-11-28 07:05:23,2024-12-20 10:31:46,Isolation Forest
1107,65,307,3,32,Rainfall Anomaly,2018-01-02 01:15:32,0.505,Low,459.01,4998.3,Open,2023-09-24 08:22:20,2019-12-11 12:17:29,Statistical
1108,206,186,7,55,Pore Pressure Spike,2024-02-03 19:51:03,0.598,Critical,239.9,382.4,Open,2022-02-12 09:42:40,2019-09-13 07:08:02,Isolation Forest
1109,226,28,3,26,Sudden Displacement,2023-10-04 15:04:44,0.539,High,195.51,4730.9,Open,2023-12-30 23:59:09,2019-10-16 02:33:03,Isolation Forest
1110,158,493,8,61,Rainfall Anomaly,2021-02-11 22:56:27,0.654,Critical,49.97,3273.2,Resolved,2024-01-22 13:37:25,2019-12-21 12:56:34,Isolation Forest
1111,180,204,3,25,Sensor Outlier,2023-09-25 07:46:48,0.848,Medium,167.41,3089.0,Investigating,2022-12-11 22:47:27,2023-02-13 19:03:08,Statistical
1112,186,183,5,40,Ground Cracking,2024-07-06 11:44:07,0.938,Low,328.67,2667.2,Investigating,2023-07-16 02:03:33,2019-12-05 00:51:50,LSTM Autoencoder
1113,293,235,7,55,Rainfall Anomaly,2021-04-19 01:04:35,0.655,Critical,41.54,152.2,Resolved,2024-03-07 04:41:22,2018-09-17 04:22:07,Statistical
1114,282,7,2,21,Slope Deformation,2021-01-16 11:14:04,0.678,High,78.2,492.2,Investigating,2021-01-27 04:58:18,2024-10-07 19:10:54,Statistical
1115,95,76,2,16,Ground Cracking,2023-01-28 20:14:02,0.644,Medium,441.15,3524.0,Open,2018-11-13 17:19:41,2020-08-06 08:53:22,Statistical
1116,55,443,4,36,Sudden Displacement,2023-11-18 14:38:13,0.878,High,420.99,4849.9,Open,2021-02-18 20:50:06,2024-03-05 02:02:27,Isolation Forest
1117,123,323,7,56,Rainfall Anomaly,2020-08-31 02:03:36,0.976,Critical,446.68,3209.6,Investigating,2023-04-29 23:13:55,2019-10-26 19:01:55,Isolation Forest
1118,165,72,6,51,Slope Deformation,2023-10-22 12:12:17,0.866,High,347.53,679.5,False Alarm,2018-11-08 10:40:38,2022-12-31 15:54:38,Statistical
1119,169,494,3,29,Sudden Displacement,2021-11-08 17:50:37,0.516,Critical,313.51,1009.6,Open,2023-11-30 23:59:52,2023-02-27 17:06:04,Isolation Forest
1120,26,401,1,5,Ground Cracking,2021-05-24 04:56:11,0.667,Critical,486.22,1270.6,Investigating,2024-03-01 20:45:01,2022-08-10 17:20:26,Rule-Based
1121,189,164,6,51,Ground Cracking,2022-03-16 02:24:31,0.908,Critical,4.12,2100.6,Investigating,2024-03-28 16:37:28,2020-01-18 17:48:48,Rule-Based
1122,1,242,6,54,Slope Deformation,2021-04-03 09:19:28,0.695,High,341.63,196.3,Open,2022-02-20 02:09:58,2023-07-13 21:27:28,Rule-Based
1123,208,328,1,8,Seismic Signal,2020-01-10 09:33:48,0.863,Low,415.18,1802.1,Investigating,2022-07-18 20:03:11,2018-08-25 09:37:22,Rule-Based
1124,197,117,8,61,Ground Cracking,2022-08-29 11:45:55,0.815,Medium,333.42,0.9,False Alarm,2024-12-25 16:50:57,2023-07-24 19:25:15,Rule-Based
1125,132,31,1,8,Sudden Displacement,2019-04-19 03:35:45,0.655,Critical,409.31,3937.0,Investigating,2024-10-31 20:04:10,2022-02-08 13:44:32,Rule-Based
1126,63,342,1,6,Rainfall Anomaly,2018-04-18 10:08:17,0.958,Medium,170.63,2169.4,Resolved,2024-09-24 09:49:07,2022-08-01 06:59:39,Rule-Based
1127,82,201,3,30,Pore Pressure Spike,2021-10-02 08:21:20,0.502,Medium,470.1,4049.4,Resolved,2023-10-02 17:07:47,2021-02-20 23:27:34,Isolation Forest
1128,90,14,6,51,Sudden Displacement,2024-09-02 10:07:46,0.634,Critical,69.91,4720.5,Open,2020-07-20 01:58:51,2024-07-17 00:25:39,Statistical
1129,34,350,4,35,Vegetation Loss,2019-11-21 09:58:41,0.52,High,338.19,2225.9,False Alarm,2024-10-23 06:03:54,2023-10-13 16:21:37,Rule-Based
1130,136,86,4,33,Sudden Displacement,2018-12-14 19:26:45,0.501,Medium,304.07,261.2,Open,2020-07-18 09:01:54,2020-06-18 16:44:51,Statistical
1131,213,409,1,5,Vegetation Loss,2023-09-19 00:17:00,0.95,Medium,451.48,1489.0,False Alarm,2024-02-20 06:54:20,2020-11-21 09:37:29,Isolation Forest
1132,297,202,3,31,Vegetation Loss,2024-07-08 01:08:56,0.944,Medium,395.37,2633.5,False Alarm,2020-11-30 12:50:36,2021-07-08 18:18:48,LSTM Autoencoder
1133,118,158,1,3,Vegetation Loss,2018-08-09 19:00:13,0.799,Medium,236.51,501.8,Resolved,2023-10-11 12:05:14,2022-08-18 20:52:33,Rule-Based
1134,270,131,4,39,Seismic Signal,2022-08-06 13:54:52,0.882,High,488.99,2716.0,Investigating,2020-02-27 12:53:21,2021-11-27 02:54:04,LSTM Autoencoder
1135,229,95,5,43,Sensor Outlier,2023-01-22 13:50:12,0.787,Low,431.27,1740.0,False Alarm,2019-02-15 16:51:00,2019-06-23 14:16:20,Statistical
1136,155,136,8,59,Sensor Outlier,2020-02-29 14:17:15,0.623,High,304.76,4482.0,Investigating,2020-06-02 08:38:26,2024-09-09 13:48:12,LSTM Autoencoder
1137,235,119,2,17,Sudden Displacement,2018-09-02 23:25:11,0.826,High,233.59,4287.7,False Alarm,2023-09-04 10:47:24,2019-12-27 17:20:25,Statistical
1138,80,242,2,22,Sensor Outlier,2019-04-21 13:25:49,0.651,Critical,58.84,26.0,False Alarm,2019-05-19 17:01:56,2021-10-24 18:52:46,Statistical
1139,277,258,3,31,Sudden Displacement,2020-02-24 20:48:18,0.606,High,456.14,832.1,False Alarm,2023-09-08 09:04:04,2023-07-21 23:41:23,Statistical
1140,279,318,1,3,Slope Deformation,2020-08-29 14:19:19,0.759,Medium,275.92,3746.7,Open,2023-06-24 09:27:13,2023-06-25 22:22:22,LSTM Autoencoder
1141,187,85,3,28,Ground Cracking,2021-06-07 03:06:30,0.97,Low,462.62,805.0,Open,2024-07-08 15:14:17,2024-11-29 16:10:50,Statistical
1142,95,76,2,16,Vegetation Loss,2020-07-27 03:55:35,0.628,High,331.85,1839.4,Resolved,2023-07-12 09:46:33,2024-08-21 16:38:36,Statistical
1143,131,244,2,20,Sudden Displacement,2022-06-16 13:48:10,0.578,Medium,113.57,2651.3,Investigating,2018-04-17 06:44:07,2024-07-24 14:49:24,Isolation Forest
1144,242,432,2,17,Sensor Outlier,2024-10-06 14:16:30,0.954,Critical,11.15,4584.9,Open,2022-04-27 00:13:06,2022-02-16 22:19:42,LSTM Autoencoder
1145,229,95,5,43,Pore Pressure Spike,2020-01-08 18:47:30,0.811,Medium,118.23,2255.3,Resolved,2020-05-13 01:59:22,2019-09-03 02:41:50,Statistical
1146,208,328,1,8,Sudden Displacement,2022-01-10 15:56:37,0.688,Medium,317.89,2806.4,False Alarm,2023-11-06 19:07:17,2024-10-28 23:10:13,Isolation Forest
1147,216,309,2,13,Ground Cracking,2024-09-15 22:00:35,0.993,Low,489.24,1611.1,False Alarm,2019-06-01 04:16:58,2023-12-22 03:29:35,LSTM Autoencoder
1148,17,292,7,56,Sensor Outlier,2022-10-27 06:15:32,0.701,High,305.21,1057.0,Open,2024-07-08 10:21:56,2022-10-19 00:05:11,Rule-Based
1149,29,399,7,56,Sensor Outlier,2021-09-07 16:34:12,0.939,Critical,89.47,3773.0,False Alarm,2021-08-16 02:22:30,2023-04-03 16:38:45,Rule-Based
