record_id,district_id,state_id,station_id,datetime,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_30d_mm,antecedent_rainfall_mm,rainfall_intensity_percentile,threshold_exceeded,source
4989,13,2,STN023,2024-03-26 21:22:44,14.9,24.7,28.2,80.8,375.7,2708.9,161.3,3.0,0,Radar_Derived
4990,25,3,STN035,2018-02-15 03:31:34,1.5,5.2,11.9,18.0,109.0,1585.2,271.8,1.1,0,Manual
4991,6,1,STN023,2021-11-16 20:06:37,5.0,17.1,39.8,106.5,561.8,5795.3,382.9,1.8,1,AWS
4992,56,7,STN049,2020-03-08 03:16:44,0.3,0.4,0.6,1.1,6.8,35.7,21.8,3.1,0,Radar_Derived
4993,59,8,STN050,2023-10-07 18:47:41,2.0,7.8,8.1,29.1,186.2,671.2,121.0,4.3,0,Manual
4994,29,3,STN019,2021-03-13 02:33:06,3.4,7.6,16.6,64.7,306.9,3268.0,445.0,2.0,0,IMD
4995,46,5,STN020,2018-10-16 11:48:32,0.6,1.9,3.5,8.3,21.7,208.9,402.3,4.0,0,AWS
4996,33,4,STN046,2023-12-29 08:13:52,4.0,9.6,24.4,85.6,764.8,4073.1,191.0,2.1,0,IMD
4997,5,1,STN027,2024-09-15 19:32:27,0.0,0.0,0.0,0.0,0.0,0.0,113.4,0.0,0,IMD
4998,24,3,STN046,2024-10-11 21:21:57,13.4,20.6,35.5,36.8,271.9,2518.6,131.6,1.5,0,AWS
4999,25,3,STN029,2019-08-01 13:37:26,4.9,6.9,11.0,30.5,128.2,1631.1,228.5,1.9,0,Radar_Derived
5000,40,5,STN012,2021-08-30 19:28:26,8.4,14.7,33.8,87.4,366.6,2022.1,165.9,4.3,0,Radar_Derived
5001,9,1,STN005,2019-11-30 01:18:00,6.4,12.3,18.2,24.3,54.1,312.2,393.0,7.8,0,Manual
5002,15,2,STN040,2019-01-05 04:03:53,17.7,31.5,77.7,87.8,316.0,2649.9,110.5,3.3,0,Manual
5003,33,4,STN027,2024-09-11 00:19:56,4.5,7.7,17.3,23.5,63.4,812.5,52.5,2.9,0,AWS
5004,19,2,STN036,2020-08-26 01:32:24,13.6,33.1,91.3,362.2,1168.9,9541.5,363.3,3.8,1,Radar_Derived
5005,2,1,STN029,2024-09-30 08:04:17,14.8,54.4,73.9,192.5,756.6,5070.4,340.7,3.8,1,AWS
5006,44,5,STN044,2018-08-30 08:54:01,0.8,2.8,2.9,7.2,30.5,309.5,4.6,2.3,0,IMD
5007,41,5,STN027,2021-12-06 19:23:14,39.8,131.3,280.7,574.7,3371.0,45271.9,35.8,1.3,1,AWS
5008,39,4,STN028,2018-07-29 03:13:06,2.6,3.3,6.5,6.7,59.1,863.6,141.1,0.8,0,AWS
5009,57,7,STN030,2019-04-22 04:40:08,27.2,51.7,133.4,225.1,1849.4,22530.3,263.8,1.0,1,IMD
5010,36,4,STN019,2024-05-04 16:27:59,9.7,16.3,16.5,42.9,415.0,3072.8,51.1,1.4,0,Radar_Derived
5011,34,4,STN040,2023-02-13 14:55:13,4.3,13.1,35.9,117.2,888.0,8156.2,343.0,1.4,1,Radar_Derived
5012,52,6,STN047,2024-09-28 13:04:28,9.9,15.3,29.8,106.1,866.6,6234.0,285.6,1.7,1,IMD
5013,2,1,STN029,2019-11-14 08:50:33,2.4,3.2,7.8,25.0,145.6,445.9,13.1,5.6,0,Radar_Derived
5014,30,3,STN022,2022-09-12 11:33:48,5.6,16.1,26.4,99.5,777.1,6067.9,347.7,1.6,0,AWS
5015,60,8,STN036,2021-10-28 05:47:11,1.1,2.6,4.7,8.6,42.0,407.0,26.8,2.1,0,IMD
5016,39,4,STN049,2018-09-09 13:17:21,6.2,7.2,20.4,37.4,120.6,1206.2,331.5,3.1,0,Radar_Derived
5017,25,3,STN033,2018-04-12 11:04:04,63.3,182.9,293.9,426.0,3098.5,31351.7,144.5,1.4,1,Radar_Derived
5018,52,6,STN031,2022-04-28 03:58:10,5.7,21.7,36.5,44.4,333.8,3841.0,441.8,1.2,0,IMD
5019,3,1,STN012,2020-08-10 15:52:52,5.6,9.2,9.7,12.2,31.0,410.4,141.8,3.0,0,Manual
5020,39,4,STN048,2019-12-30 07:27:16,16.6,46.6,114.3,299.3,792.2,5204.6,34.2,5.8,1,AWS
5021,48,6,STN022,2021-11-20 19:20:44,5.4,15.1,42.6,74.1,457.0,2614.3,56.4,2.8,0,Manual
5022,52,6,STN012,2022-03-12 12:02:12,4.5,14.4,20.6,69.3,251.6,2625.6,250.9,2.6,0,Manual
5023,42,5,STN044,2023-11-30 13:01:57,5.6,17.0,38.9,71.0,347.1,3178.0,156.1,2.2,0,AWS
5024,38,4,STN003,2018-05-05 23:10:47,16.8,42.3,100.7,132.9,326.8,3302.3,139.2,4.0,1,Radar_Derived
5025,18,2,STN012,2021-06-04 18:18:04,7.8,27.8,54.3,180.3,1353.7,7587.9,21.1,2.4,1,Radar_Derived
5026,61,8,STN046,2019-04-01 09:40:05,5.9,14.7,17.8,37.3,156.6,1584.0,396.0,2.4,0,Radar_Derived
5027,48,6,STN017,2023-02-27 05:58:13,38.8,89.3,159.3,504.2,2863.4,11062.2,246.9,4.6,1,AWS
5028,55,7,STN029,2024-11-01 21:43:16,10.3,34.1,51.5,205.6,1502.8,11507.4,49.1,1.8,1,Radar_Derived
5029,11,1,STN018,2023-01-18 21:45:50,15.6,54.9,158.9,452.6,1831.4,14664.7,119.9,3.1,1,Manual
5030,59,8,STN025,2018-11-30 19:53:41,1.9,6.7,19.5,24.8,77.3,375.3,251.4,6.6,0,Manual
5031,23,3,STN046,2021-06-16 16:55:07,15.9,24.3,47.5,182.8,1373.9,5285.5,71.7,3.5,1,AWS
5032,19,2,STN003,2020-11-03 14:10:05,0.8,1.4,3.2,9.5,51.3,190.9,369.0,5.0,0,Radar_Derived
5033,55,7,STN005,2021-06-25 01:25:09,0.2,0.7,1.2,1.9,18.0,199.7,439.4,1.0,0,Radar_Derived
5034,17,2,STN036,2024-09-28 14:06:56,18.8,33.0,72.6,162.4,1499.6,16041.3,19.5,1.0,1,IMD
5035,62,8,STN037,2023-10-07 12:28:34,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0,IMD
5036,12,1,STN023,2023-05-23 10:05:03,12.4,36.5,42.3,145.3,535.9,7284.3,493.7,2.0,1,IMD
5037,61,8,STN008,2021-11-15 09:49:01,3.8,14.7,26.4,58.8,429.9,4337.3,50.7,1.4,0,Radar_Derived
5038,21,2,STN014,2024-10-06 17:36:22,35.9,134.3,246.6,720.6,1493.8,9275.1,168.5,7.8,1,Radar_Derived
5039,15,2,STN007,2024-06-22 11:53:36,0.5,1.0,2.5,6.9,36.2,396.5,133.6,1.7,0,IMD
5040,16,2,STN037,2019-06-30 18:48:42,3.0,4.7,13.9,35.5,107.3,954.8,160.7,3.7,0,IMD
5041,48,6,STN020,2018-05-23 05:53:02,16.0,51.3,118.6,365.6,1074.6,3532.2,334.3,10.4,1,AWS
5042,25,3,STN031,2023-06-26 12:29:27,38.4,104.6,270.3,646.0,1666.0,10781.2,123.3,6.0,1,IMD
5043,3,1,STN046,2022-06-20 04:32:25,11.9,29.7,65.6,105.1,612.6,7068.1,356.3,1.5,1,IMD
5044,48,6,STN044,2019-02-08 08:28:46,18.4,47.0,59.1,214.1,1354.9,17653.9,399.5,1.2,1,Radar_Derived
5045,18,2,STN009,2022-06-22 09:53:12,9.6,21.9,33.8,69.7,200.0,872.3,36.8,8.0,0,IMD
5046,16,2,STN007,2021-04-06 22:32:49,9.7,29.9,84.8,230.2,1074.9,4665.7,190.7,4.9,1,AWS
5047,60,8,STN002,2019-04-18 23:51:40,32.7,81.1,228.8,306.7,1973.9,29144.2,297.5,1.1,1,AWS
5048,10,1,STN030,2022-06-15 13:23:58,1.4,3.1,5.3,5.5,54.7,358.1,368.5,1.5,0,IMD
5049,7,1,STN045,2021-01-25 22:12:25,5.5,9.7,14.7,54.8,359.3,1776.0,315.2,3.1,0,Radar_Derived
5050,27,3,STN049,2021-02-17 20:22:02,1.3,3.5,4.0,10.1,38.6,173.6,130.1,5.8,0,AWS
5051,16,2,STN022,2019-11-07 23:16:33,7.5,8.5,19.4,55.0,405.0,3170.6,46.4,1.7,0,AWS
5052,37,4,STN005,2023-12-11 10:04:24,7.2,10.5,29.8,104.3,333.3,1914.4,26.4,5.4,1,IMD
5053,23,3,STN039,2023-03-31 20:12:09,3.1,8.3,19.8,57.9,202.8,880.8,41.9,6.6,0,Manual
5054,60,8,STN012,2024-06-03 12:34:38,3.3,8.2,10.3,29.5,238.9,1200.3,383.4,2.5,0,IMD
5055,32,3,STN007,2023-10-23 15:52:47,0.2,0.6,1.1,2.2,18.1,256.3,32.4,0.9,0,AWS
5056,62,8,STN009,2024-11-07 00:36:45,13.3,46.8,57.4,133.4,949.0,9131.0,140.0,1.5,1,Manual
5057,60,8,STN034,2020-02-18 21:51:51,3.0,5.9,16.8,31.8,189.0,2153.7,367.2,1.5,0,Radar_Derived
5058,30,3,STN037,2019-01-10 06:19:22,18.7,51.1,135.6,235.5,1199.4,9278.8,189.5,2.5,1,Manual
5059,27,3,STN035,2023-05-17 19:55:19,66.4,145.7,254.8,552.2,4722.7,43107.5,197.7,1.3,1,AWS
5060,18,2,STN003,2021-12-15 17:09:48,11.7,44.0,97.7,331.9,2923.0,25189.2,369.6,1.3,1,Manual
5061,41,5,STN028,2023-11-02 06:11:09,6.2,18.9,32.5,105.8,630.7,4215.9,179.1,2.5,1,Manual
5062,57,7,STN016,2021-06-08 21:02:07,0.5,1.4,3.3,10.4,75.1,897.8,129.5,1.2,0,IMD
5063,62,8,STN030,2020-02-24 15:01:44,14.6,47.4,73.2,117.1,704.4,5040.8,451.4,2.3,1,IMD
5064,48,6,STN012,2024-05-02 16:03:55,9.2,18.3,30.7,33.8,115.4,436.0,191.7,7.8,0,Manual
5065,6,1,STN028,2020-03-18 11:31:31,1.7,4.4,8.5,24.3,174.5,1585.2,121.4,1.5,0,IMD
5066,28,3,STN020,2022-03-15 21:25:38,11.1,40.7,85.2,270.9,696.2,2797.7,459.6,9.7,1,Manual
5067,34,4,STN046,2023-10-21 05:17:08,11.9,27.6,71.6,241.0,1908.0,25068.9,373.3,1.0,1,AWS
5068,4,1,STN004,2018-05-03 15:53:23,2.8,10.4,28.4,110.1,940.4,4708.1,236.1,2.3,1,IMD
5069,47,6,STN016,2022-11-25 05:25:56,16.5,30.1,43.9,163.5,1622.6,13741.6,396.1,1.2,1,Manual
5070,23,3,STN031,2020-11-11 21:48:37,1.4,3.0,7.6,18.7,105.9,887.0,9.0,2.1,0,AWS
5071,13,2,STN028,2018-07-04 07:06:27,4.5,11.4,21.7,45.9,450.2,4035.7,411.6,1.1,0,AWS
5072,42,5,STN003,2021-07-09 02:43:31,30.0,72.0,145.4,385.5,3490.7,21011.1,127.9,1.8,1,AWS
5073,14,2,STN008,2023-10-15 03:04:17,0.6,2.2,4.3,7.4,63.2,265.4,344.5,2.8,0,Radar_Derived
5074,23,3,STN049,2022-08-28 23:33:14,1.9,6.6,12.9,23.3,110.8,1557.5,294.9,1.5,0,Radar_Derived
5075,56,7,STN027,2020-05-18 09:33:57,18.4,36.8,70.9,222.5,1862.1,8531.9,104.0,2.6,1,IMD
5076,13,2,STN002,2023-11-05 10:39:14,8.0,30.5,60.9,126.5,684.3,5590.1,28.8,2.3,1,IMD
5077,13,2,STN017,2022-12-22 21:11:51,20.8,36.0,45.8,106.1,678.0,6202.8,40.9,1.7,1,Radar_Derived
5078,59,8,STN046,2018-09-09 06:19:17,3.7,10.7,11.5,36.6,337.9,1803.3,250.5,2.0,0,AWS
5079,54,6,STN019,2021-11-30 06:25:20,28.5,55.5,100.4,319.8,2447.8,26897.0,339.3,1.2,1,IMD
5080,23,3,STN003,2021-08-01 05:56:25,14.1,31.5,81.3,174.2,919.7,3019.8,3.4,5.8,1,AWS
5081,2,1,STN016,2023-04-01 09:56:49,14.0,44.9,47.5,151.7,1368.2,14635.5,111.8,1.0,1,AWS
5082,18,2,STN039,2021-01-27 17:44:17,0.6,2.3,3.4,5.9,20.7,226.4,433.1,2.6,0,Manual
5083,11,1,STN036,2021-01-01 05:50:33,17.4,21.9,49.4,179.6,974.9,7585.6,165.7,2.4,1,Manual
5084,27,3,STN038,2019-05-27 17:05:24,4.0,7.1,18.5,66.6,258.6,2366.9,30.2,2.8,0,AWS
5085,17,2,STN021,2023-01-19 19:56:21,1.0,1.1,2.5,6.8,21.8,235.6,189.3,2.9,0,Radar_Derived
5086,23,3,STN023,2020-10-04 04:47:11,10.0,22.1,33.3,75.8,630.2,4396.5,467.5,1.7,0,Radar_Derived
5087,28,3,STN009,2019-01-22 22:47:08,28.0,62.9,93.0,180.5,822.3,10972.8,239.2,1.6,1,Manual
5088,37,4,STN049,2019-03-05 23:47:49,6.5,18.9,34.3,98.7,433.7,4151.0,112.4,2.4,0,AWS
5089,14,2,STN048,2023-09-23 07:22:27,1.8,5.8,8.3,10.6,69.4,897.1,340.1,1.2,0,IMD
5090,48,6,STN026,2018-01-12 09:22:19,16.9,47.5,121.4,429.1,1462.1,7977.9,358.7,5.4,1,IMD
5091,5,1,STN050,2018-11-20 06:18:34,25.0,56.6,139.6,175.0,1100.6,15489.1,488.5,1.1,1,AWS
5092,56,7,STN018,2023-09-14 23:04:41,8.6,17.3,20.8,70.8,367.8,3788.1,13.9,1.9,0,IMD
5093,13,2,STN022,2021-11-28 23:10:40,8.4,31.6,69.3,138.0,368.3,3186.2,243.0,4.3,1,AWS
5094,34,4,STN046,2020-04-17 05:37:45,6.5,14.7,33.0,42.3,122.0,1652.3,46.9,2.6,0,AWS
5095,15,2,STN025,2021-12-09 22:35:38,24.8,93.1,235.5,842.4,5116.7,29794.9,491.7,2.8,1,Radar_Derived
5096,56,7,STN020,2021-12-28 07:30:25,5.7,10.1,21.4,67.1,181.9,1066.6,151.3,6.3,0,AWS
5097,24,3,STN035,2023-08-08 02:06:26,21.0,27.0,65.4,98.7,551.1,3633.4,25.0,2.7,0,Manual
5098,53,6,STN040,2023-01-24 10:26:32,4.1,12.9,16.7,37.2,206.0,885.9,134.1,4.2,0,Manual
5099,18,2,STN015,2021-05-30 16:50:20,19.6,28.3,68.8,222.2,1421.9,15575.6,444.3,1.4,1,Radar_Derived
5100,33,4,STN017,2023-09-13 06:33:36,2.2,3.4,5.5,16.4,136.0,1997.6,43.5,0.8,0,AWS
5101,41,5,STN027,2019-10-11 18:57:45,2.4,8.3,24.3,61.2,344.4,3050.7,364.8,2.0,0,Radar_Derived
5102,13,2,STN008,2020-07-12 10:56:00,2.6,10.2,15.5,26.8,177.6,1262.6,447.4,2.1,0,AWS
5103,56,7,STN038,2022-12-13 16:53:32,32.0,53.7,155.6,564.3,3216.5,13686.9,251.7,4.1,1,Radar_Derived
5104,26,3,STN016,2019-02-18 23:33:13,5.0,9.4,22.0,38.0,318.4,1153.2,146.5,3.3,0,Manual
5105,25,3,STN030,2018-06-19 04:51:55,24.3,59.9,126.5,369.1,2123.2,13072.3,24.1,2.8,1,AWS
5106,19,2,STN046,2020-02-14 23:00:27,9.7,37.1,95.2,185.7,1777.4,13393.3,359.6,1.4,1,Radar_Derived
5107,29,3,STN012,2018-07-30 19:00:27,8.3,12.0,34.6,92.7,574.6,3192.3,72.0,2.9,0,AWS
5108,5,1,STN001,2018-12-12 07:51:32,8.2,22.0,40.0,112.3,895.6,6739.6,204.6,1.7,1,AWS
5109,13,2,STN008,2024-05-28 03:40:10,2.0,4.5,7.7,15.6,147.5,787.8,327.3,2.0,0,Manual
5110,31,3,STN039,2024-12-05 16:31:43,20.8,65.9,105.3,360.4,2258.5,23651.2,422.9,1.5,1,AWS
5111,40,5,STN007,2024-03-10 10:57:49,1.5,6.0,15.3,27.0,152.3,1894.2,303.3,1.4,0,AWS
5112,36,4,STN027,2024-08-07 06:35:13,18.3,20.3,30.2,117.1,755.1,8960.9,130.5,1.3,1,AWS
5113,34,4,STN037,2022-03-14 19:42:16,15.3,20.7,54.1,173.4,1388.2,12727.9,188.7,1.4,1,Radar_Derived
5114,57,7,STN033,2018-04-19 09:56:54,16.6,44.4,53.2,133.4,951.0,12289.2,380.1,1.1,1,AWS
5115,38,4,STN003,2019-02-01 16:48:56,0.8,1.0,2.9,5.1,28.9,418.1,68.1,1.2,0,Manual
5116,36,4,STN035,2020-04-19 02:33:04,0.0,0.0,0.0,0.0,0.0,0.0,438.6,0.0,0,Radar_Derived
5117,16,2,STN032,2023-05-21 07:52:12,8.5,25.2,50.5,118.0,500.2,1741.9,322.2,6.8,1,IMD
5118,38,4,STN034,2021-03-22 07:48:47,15.2,23.4,63.5,101.3,938.7,13382.0,141.5,0.8,1,IMD
5119,16,2,STN032,2019-11-10 22:31:45,6.4,20.6,24.7,31.8,144.2,1882.3,438.6,1.7,0,Radar_Derived
5120,52,6,STN026,2022-02-02 03:50:44,13.4,14.3,27.8,91.6,777.9,4457.0,128.5,2.1,0,AWS
5121,46,5,STN019,2022-06-08 07:42:04,7.4,13.7,24.4,92.0,412.1,3165.7,448.7,2.9,0,AWS
5122,39,4,STN043,2020-04-13 14:32:37,4.0,15.6,17.2,31.1,226.0,2010.4,454.6,1.5,0,AWS
5123,57,7,STN011,2018-08-18 16:52:08,7.8,14.9,30.4,81.3,534.4,7233.7,289.7,1.1,0,Manual
5124,32,3,STN008,2020-04-20 12:41:33,5.5,18.9,26.1,70.0,222.5,847.0,40.7,8.3,0,AWS
5125,43,5,STN005,2018-01-11 10:10:43,13.8,17.1,31.2,77.8,502.7,2761.0,396.1,2.8,0,AWS
5126,52,6,STN018,2019-08-23 19:43:52,10.1,15.1,22.8,55.5,399.0,3181.2,409.5,1.7,0,AWS
5127,1,1,STN005,2023-11-25 10:01:28,10.1,15.8,35.4,71.6,492.7,4390.0,313.8,1.6,0,Manual
5128,14,2,STN041,2022-11-09 18:47:06,25.5,30.6,67.8,85.2,259.1,1654.6,189.5,5.1,0,Manual
5129,19,2,STN026,2019-06-12 15:16:04,2.4,7.3,16.2,58.8,314.3,2473.3,283.7,2.4,0,AWS
5130,20,2,STN046,2022-11-11 09:38:03,15.9,48.7,79.3,79.9,730.6,8841.3,277.5,0.9,0,Radar_Derived
5131,13,2,STN007,2018-10-06 07:17:12,2.5,7.3,8.7,12.7,91.4,746.1,238.1,1.7,0,AWS
5132,25,3,STN022,2018-05-03 13:19:54,16.0,60.9,150.0,246.5,1295.6,8517.5,364.8,2.9,1,Radar_Derived
5133,11,1,STN011,2021-12-29 21:29:11,2.8,3.4,4.1,9.6,77.1,942.9,413.1,1.0,0,AWS
5134,61,8,STN032,2020-02-03 10:04:25,0.4,1.2,3.2,5.7,33.7,135.1,464.1,4.2,0,AWS
5135,23,3,STN018,2020-09-07 08:27:38,32.1,90.4,145.9,374.7,1726.6,15249.3,442.3,2.5,1,IMD
5136,60,8,STN036,2023-08-05 16:59:05,18.1,43.0,46.0,112.7,399.0,4127.1,361.3,2.7,1,AWS
5137,29,3,STN013,2019-06-30 06:22:07,21.1,70.4,174.3,565.0,4377.8,54642.3,458.3,1.0,1,Manual
5138,45,5,STN016,2020-01-22 09:00:33,11.7,20.3,41.3,53.6,341.8,1664.0,338.6,3.2,0,AWS
5139,31,3,STN050,2018-01-09 16:26:58,11.0,32.4,92.3,294.4,747.8,8725.2,210.9,3.4,1,IMD
5140,61,8,STN025,2018-07-05 17:56:14,16.9,20.9,50.4,91.4,678.3,8561.7,129.5,1.1,0,IMD
5141,25,3,STN048,2024-04-09 22:35:15,10.5,26.3,63.8,96.1,512.8,6059.1,359.4,1.6,0,Manual
5142,5,1,STN008,2024-04-14 10:51:52,19.8,43.6,85.3,111.2,242.8,3332.8,260.3,3.3,1,AWS
5143,17,2,STN028,2024-05-20 01:38:00,4.7,13.2,21.8,45.1,327.0,3914.5,100.0,1.2,0,AWS
5144,21,2,STN010,2021-08-27 05:26:04,3.8,10.0,13.7,34.8,96.3,349.5,158.6,10.0,0,Radar_Derived
5145,9,1,STN022,2018-07-03 13:24:35,0.4,1.2,3.4,5.1,23.1,312.2,452.8,1.6,0,AWS
5146,21,2,STN042,2020-04-26 15:12:42,24.2,39.5,62.6,218.7,534.2,1717.4,484.1,12.7,1,Manual
5147,32,3,STN027,2022-06-26 19:41:16,31.1,87.3,114.7,263.8,583.0,7032.5,232.2,3.8,1,AWS
5148,3,1,STN047,2024-05-26 01:36:40,3.9,6.4,9.2,14.4,42.1,295.9,316.2,4.9,0,IMD
5149,24,3,STN012,2020-01-15 22:22:23,19.0,24.8,53.6,116.6,526.6,4698.5,40.7,2.5,1,Manual
5150,47,6,STN049,2023-08-12 01:49:17,1.8,6.6,17.7,59.1,127.0,1549.8,452.8,3.8,0,AWS
5151,8,1,STN045,2024-02-26 05:13:49,4.6,10.5,18.8,60.1,382.1,3679.6,101.8,1.6,0,Manual
5152,46,5,STN034,2024-09-27 01:19:17,8.4,17.0,23.2,49.6,254.0,1604.8,233.7,3.1,0,AWS
5153,57,7,STN045,2022-08-02 21:54:38,1.3,2.5,7.3,22.2,90.1,672.4,51.1,3.3,0,Radar_Derived
5154,15,2,STN014,2021-03-21 11:03:45,14.7,30.7,54.2,84.8,316.9,3895.3,265.0,2.2,0,Radar_Derived
5155,57,7,STN027,2019-12-08 06:25:09,1.7,4.3,12.1,34.5,249.3,2136.9,115.3,1.6,0,Radar_Derived
5156,39,4,STN043,2022-04-16 13:38:47,9.5,16.5,29.4,98.3,899.3,10141.6,328.8,1.0,0,AWS
5157,38,4,STN020,2023-03-23 10:38:19,2.6,7.4,22.1,52.6,341.5,3657.9,228.3,1.4,0,Manual
5158,12,1,STN046,2023-08-10 06:14:03,10.5,12.1,34.1,48.3,418.7,5992.9,71.3,0.8,0,Radar_Derived
5159,6,1,STN005,2020-10-04 10:40:25,9.0,16.5,49.5,153.4,389.4,3192.5,111.9,4.8,1,Manual
5160,4,1,STN031,2020-05-01 07:07:43,2.9,3.1,4.7,18.1,176.6,543.3,252.6,3.3,0,AWS
5161,28,3,STN010,2018-06-28 05:42:06,12.8,19.2,20.1,20.9,130.2,563.5,8.3,3.7,0,Manual
5162,36,4,STN014,2018-09-10 12:48:55,4.0,12.1,17.8,54.9,270.5,3759.1,264.0,1.5,0,Manual
5163,45,5,STN013,2018-06-22 20:08:42,3.0,9.3,19.3,65.0,385.8,5773.9,215.8,1.1,0,IMD
5164,13,2,STN002,2022-04-22 15:20:03,9.7,36.5,80.2,103.2,995.6,9717.3,226.1,1.1,1,Manual
5165,21,2,STN042,2021-06-22 22:42:48,9.8,34.7,55.0,118.3,837.6,4712.6,21.8,2.5,1,Manual
5166,45,5,STN028,2021-12-01 04:37:21,22.5,34.5,48.0,133.6,564.2,7901.0,66.3,1.7,1,IMD
5167,30,3,STN023,2022-12-29 15:56:25,4.9,8.5,12.3,43.9,316.6,1352.9,159.1,3.2,0,Radar_Derived
5168,32,3,STN013,2019-01-12 17:35:17,1.6,2.3,4.6,12.9,32.2,314.0,337.4,4.1,0,IMD
5169,46,5,STN022,2022-03-15 09:42:12,7.3,10.7,26.3,81.2,282.7,1762.6,430.0,4.6,0,IMD
5170,57,7,STN001,2020-01-23 09:06:45,1.9,7.1,18.8,30.6,280.2,1877.3,161.0,1.6,0,Manual
5171,55,7,STN044,2021-07-08 16:50:02,17.4,21.1,26.4,48.0,282.4,4115.7,292.7,1.2,0,Manual
5172,31,3,STN002,2023-04-10 20:18:33,14.3,53.3,120.4,250.2,2285.0,9495.6,347.2,2.6,1,Manual
5173,24,3,STN011,2023-01-16 19:59:52,19.6,64.5,113.8,175.5,775.4,8351.1,444.6,2.1,1,IMD
5174,8,1,STN041,2018-08-13 07:47:05,53.0,161.9,473.4,1187.4,7027.9,45065.3,393.8,2.6,1,Radar_Derived
5175,59,8,STN047,2022-12-06 17:54:24,35.8,120.5,230.3,275.2,609.8,4344.1,481.6,6.3,1,Radar_Derived
5176,15,2,STN014,2023-12-10 02:19:42,16.5,32.2,94.5,378.0,2556.5,13837.5,348.4,2.7,1,AWS
5177,23,3,STN047,2018-12-01 02:21:23,16.1,28.4,48.2,117.9,799.0,8521.5,271.1,1.4,1,Manual
5178,14,2,STN002,2024-06-07 04:10:27,28.2,60.3,175.0,447.0,3573.0,37844.8,117.9,1.2,1,IMD
5179,57,7,STN049,2021-01-03 09:49:38,2.1,5.6,14.3,28.9,197.1,1811.8,28.3,1.6,0,AWS
5180,48,6,STN014,2023-04-19 23:50:48,8.2,15.9,19.5,69.1,230.9,1169.8,286.1,5.9,0,AWS
5181,51,6,STN022,2022-11-01 08:26:03,0.1,0.2,0.5,2.0,5.4,73.4,492.8,2.7,0,IMD
5182,52,6,STN018,2024-04-07 16:24:32,8.7,17.7,20.0,35.8,328.4,2069.3,332.8,1.7,0,AWS
5183,33,4,STN038,2022-06-12 07:00:34,1.3,4.2,9.9,27.4,153.5,2198.5,314.9,1.2,0,Radar_Derived
5184,8,1,STN010,2022-04-06 06:30:57,11.2,17.4,24.4,83.9,236.8,798.5,182.0,10.5,0,Radar_Derived
5185,3,1,STN033,2021-11-05 02:29:25,30.1,60.8,70.5,211.6,1099.4,3705.3,494.9,5.7,1,Radar_Derived
5186,41,5,STN029,2024-06-29 17:54:32,15.9,27.4,61.7,141.9,977.1,10963.5,257.0,1.3,1,IMD
5187,31,3,STN036,2019-08-09 16:15:26,6.1,13.7,33.0,118.3,928.1,11676.3,332.4,1.0,1,Manual
5188,37,4,STN032,2018-03-09 19:56:12,1.7,3.1,6.5,8.1,51.3,294.8,379.3,2.7,0,Radar_Derived
5189,45,5,STN040,2018-07-28 03:31:45,3.3,12.8,19.1,68.7,655.2,9689.2,368.9,0.7,0,AWS
5190,18,2,STN012,2019-01-10 10:19:13,7.8,8.2,15.7,53.0,389.6,5011.4,70.2,1.1,0,Radar_Derived
5191,23,3,STN045,2022-12-26 19:33:37,1.1,2.5,4.2,13.4,91.2,475.9,213.4,2.8,0,IMD
5192,17,2,STN012,2019-03-23 15:09:23,13.0,41.7,44.7,78.9,510.6,6616.3,49.7,1.2,0,AWS
5193,29,3,STN007,2020-08-20 23:45:50,9.1,18.2,33.2,76.1,418.9,3760.9,41.2,2.0,0,AWS
5194,61,8,STN021,2020-04-23 16:41:37,9.3,25.1,63.9,254.7,1225.8,7962.1,427.1,3.2,1,Radar_Derived
5195,10,1,STN037,2019-09-30 09:00:20,8.2,30.1,85.9,200.1,1807.4,25327.0,426.9,0.8,1,Radar_Derived
5196,6,1,STN006,2023-10-06 20:54:28,13.4,23.8,57.8,177.7,1225.1,13704.0,380.4,1.3,1,IMD
5197,55,7,STN024,2022-01-09 06:39:01,34.9,72.0,161.9,581.6,2055.0,27359.8,448.0,2.1,1,Manual
5198,48,6,STN002,2023-04-07 01:47:07,9.9,28.3,71.0,194.8,394.0,2855.5,20.4,6.8,1,Radar_Derived
5199,60,8,STN025,2018-11-19 00:56:38,1.1,3.4,5.9,10.9,77.4,808.6,286.7,1.3,0,IMD
5200,51,6,STN023,2018-01-27 09:50:19,1.8,6.9,11.3,15.3,46.0,275.5,320.7,5.6,0,AWS
5201,28,3,STN022,2020-06-18 06:24:21,5.5,9.5,20.3,59.5,120.4,1007.2,479.4,5.9,0,AWS
5202,55,7,STN021,2021-11-21 05:15:19,13.0,35.1,52.2,167.9,1380.9,8788.5,162.2,1.9,1,Radar_Derived
5203,33,4,STN036,2018-06-13 21:46:29,1.6,3.2,3.2,7.9,50.3,523.4,161.8,1.5,0,IMD
5204,57,7,STN036,2018-01-25 21:51:21,0.8,0.8,2.0,2.7,23.1,91.5,479.6,3.0,0,AWS
