building_id,state_id,district_id,lat,lon,use_type,construction_type,num_floors,construction_year,occupancy,footprint_sqm,structural_condition,landslide_exposure,replacement_value_inr
1524,46,5,23.33639,97.51496,Institutional,Steel,1,2022,39,49.8,Good,Medium,3432751.0
1525,56,7,29.47501,97.51795,Mixed,Masonry,5,1988,39,495.8,Fair,High,3441623.0
1526,20,2,23.28924,93.63036,Industrial,Steel,1,2022,48,452.8,Dilapidated,Low,242432.0
1527,40,5,27.8081,97.67951,Institutional,Timber,5,1963,39,399.0,Good,Low,1654612.0
1528,53,6,27.9519,91.15144,Institutional,Kutcha,1,1977,15,384.5,Fair,High,3406787.0
1529,60,8,24.8821,95.7605,Residential,Reinforced Concrete,1,1991,36,213.3,Dilapidated,Medium,3904305.0
1530,15,2,26.96491,98.44454,Industrial,Kutcha,2,2001,17,43.5,Dilapidated,Low,449365.0
1531,26,3,23.87897,90.3062,Mixed,Reinforced Concrete,1,1970,28,270.6,Dilapidated,Negligible,4079198.0
1532,3,1,27.29106,98.99551,Residential,Masonry,6,1966,36,179.1,Good,Medium,3408001.0
1533,52,6,28.51964,99.63021,Commercial,Timber,2,1984,6,225.7,Fair,High,4132582.0
1534,9,1,27.55984,93.35739,Industrial,Kutcha,4,1988,29,495.5,Dilapidated,Negligible,139066.0
1535,32,3,25.62278,95.89599,Residential,Masonry,4,1950,49,209.8,Dilapidated,High,4583939.0
1536,2,1,24.04264,91.20139,Institutional,Timber,4,1965,11,418.3,Dilapidated,Negligible,1379133.0
1537,20,2,23.19448,93.61574,Institutional,Kutcha,5,1972,37,314.1,Dilapidated,High,3446314.0
1538,2,1,23.9189,91.47454,Residential,Reinforced Concrete,5,1974,23,256.9,Good,Low,3808267.0
1539,25,3,26.6121,96.92015,Commercial,Steel,4,2018,8,151.6,Dilapidated,High,3879205.0
1540,4,1,26.60608,90.35657,Residential,Kutcha,6,1958,19,265.2,Fair,Negligible,2391465.0
1541,53,6,28.29154,91.11658,Residential,Steel,1,1969,30,382.3,Poor,Medium,1908398.0
1542,44,5,29.14929,98.57942,Mixed,Masonry,1,1994,33,400.7,Dilapidated,Medium,3207077.0
1543,52,6,28.40275,99.67468,Mixed,Kutcha,6,1987,45,324.2,Good,Negligible,4269490.0
1544,13,2,26.13537,99.79706,Residential,Timber,5,1973,23,166.2,Dilapidated,Low,4778922.0
1545,44,5,29.16704,98.85542,Residential,Kutcha,1,1964,16,342.6,Dilapidated,High,220642.0
1546,61,8,26.59675,90.1154,Residential,Masonry,5,1987,16,313.8,Dilapidated,Medium,3132694.0
1547,15,2,26.77715,98.7558,Commercial,Timber,2,1957,42,169.7,Poor,Low,3824416.0
1548,20,2,23.13711,93.67632,Residential,Steel,4,2007,11,20.8,Fair,Negligible,601183.0
1549,54,6,29.69029,91.58073,Commercial,Reinforced Concrete,3,1967,49,377.0,Fair,Negligible,3768848.0
1550,42,5,21.89245,97.21869,Commercial,Timber,6,1992,11,428.2,Fair,Medium,3291024.0
1551,37,4,26.90391,94.55298,Institutional,Kutcha,3,1950,7,391.1,Dilapidated,Medium,1141599.0
1552,46,5,23.0591,97.51749,Residential,Timber,6,1950,24,38.3,Good,Negligible,2586525.0
1553,38,4,29.77263,98.43761,Commercial,Steel,5,1955,15,29.1,Fair,Negligible,2961070.0
1554,19,2,24.39712,96.30419,Industrial,Kutcha,5,1959,26,88.3,Poor,Negligible,2077053.0
1555,22,2,22.48545,96.31206,Institutional,Masonry,2,2017,29,83.3,Good,Low,1318283.0
1556,23,3,27.84421,91.67405,Residential,Reinforced Concrete,3,1983,17,206.4,Dilapidated,High,1249775.0
1557,15,2,26.90894,98.69082,Mixed,Timber,4,1957,36,61.0,Good,High,230737.0
1558,39,4,27.63518,91.28825,Residential,Kutcha,5,1987,27,208.9,Good,Low,2466831.0
1559,57,7,23.51743,92.94108,Institutional,Masonry,3,1971,4,201.6,Fair,High,1173322.0
1560,62,8,27.09729,92.25355,Industrial,Kutcha,4,1997,12,465.3,Good,High,4025408.0
1561,10,1,23.64411,97.47389,Mixed,Kutcha,6,2014,25,60.1,Dilapidated,Low,1495668.0
1562,32,3,25.44689,95.78727,Mixed,Kutcha,3,2012,30,65.2,Poor,Negligible,1983795.0
1563,1,1,26.98846,90.25495,Residential,Kutcha,4,1973,32,181.7,Good,Medium,3634504.0
1564,17,2,24.00345,93.00743,Residential,Steel,2,1969,44,426.0,Fair,High,3119631.0
1565,25,3,26.35371,96.9665,Industrial,Steel,2,2011,17,369.2,Dilapidated,Low,1770883.0
1566,19,2,24.39053,96.34031,Mixed,Kutcha,1,2011,3,26.8,Dilapidated,High,3349966.0
1567,23,3,27.6724,91.67492,Industrial,Timber,5,1990,26,14.3,Dilapidated,Negligible,1270300.0
1568,45,5,28.54388,95.13736,Commercial,Kutcha,4,2009,6,477.9,Fair,High,3045244.0
1569,44,5,29.13833,98.50773,Residential,Masonry,1,1990,44,445.8,Good,Medium,4068145.0
1570,45,5,28.65954,94.96051,Institutional,Masonry,5,1995,41,498.9,Dilapidated,High,1272329.0
1571,17,2,23.81856,93.06583,Commercial,Steel,4,1953,31,344.2,Fair,High,2582821.0
1572,34,4,26.14172,97.73859,Mixed,Steel,3,1970,6,169.0,Good,Negligible,1624677.0
1573,13,2,26.41094,99.82254,Commercial,Timber,2,1959,49,445.9,Fair,Low,487861.0
1574,48,6,26.89748,94.71254,Residential,Reinforced Concrete,3,1968,46,444.6,Good,Medium,1352533.0
1575,52,6,28.32897,99.60529,Commercial,Reinforced Concrete,1,1955,45,313.9,Poor,Negligible,1832181.0
1576,34,4,25.78815,97.42786,Mixed,Masonry,5,1952,23,340.5,Dilapidated,Negligible,2389090.0
1577,23,3,28.02951,91.7169,Residential,Timber,3,2006,25,391.1,Dilapidated,Medium,1360688.0
1578,23,3,27.66245,91.59219,Institutional,Reinforced Concrete,3,1963,15,274.9,Dilapidated,High,872446.0
1579,7,1,26.4732,92.20042,Institutional,Steel,4,1950,10,423.6,Fair,Low,4862883.0
1580,54,6,29.534,91.47589,Residential,Masonry,1,1979,48,251.5,Fair,High,4535709.0
1581,20,2,23.10802,93.50309,Industrial,Timber,3,1972,14,354.5,Good,Negligible,902478.0
1582,19,2,24.32194,96.19328,Institutional,Timber,2,2017,48,342.0,Fair,Medium,4843685.0
1583,57,7,23.48355,93.07101,Mixed,Reinforced Concrete,1,2004,37,27.4,Poor,Medium,1428535.0
1584,40,5,28.00207,97.66646,Industrial,Steel,3,1964,13,131.5,Good,Medium,2960267.0
1585,47,6,29.77074,99.29904,Mixed,Kutcha,5,2016,49,247.2,Dilapidated,Low,3817919.0
1586,20,2,23.35507,93.65724,Residential,Reinforced Concrete,1,1980,12,384.6,Good,High,3080053.0
1587,12,1,26.95078,97.93198,Mixed,Steel,5,2022,39,355.5,Fair,Low,1639866.0
1588,53,6,28.139,91.31296,Residential,Reinforced Concrete,6,1991,9,327.5,Poor,Negligible,2076970.0
1589,39,4,27.24241,91.24221,Industrial,Timber,2,1986,9,454.6,Good,High,1477603.0
1590,11,1,22.90911,91.08252,Residential,Timber,1,1972,33,277.8,Fair,High,3924474.0
1591,28,3,28.83926,93.31629,Mixed,Reinforced Concrete,5,1973,43,377.8,Poor,High,4864552.0
1592,17,2,23.86403,92.83022,Institutional,Kutcha,5,2001,14,240.9,Good,Medium,4769312.0
1593,22,2,22.55773,96.17099,Residential,Kutcha,4,1983,37,371.5,Poor,Negligible,358404.0
1594,13,2,26.44832,99.72499,Commercial,Masonry,4,1998,36,207.6,Dilapidated,High,717692.0
1595,14,2,22.81789,93.03721,Institutional,Masonry,2,2023,23,392.7,Fair,High,1273834.0
1596,47,6,29.59693,99.32237,Mixed,Timber,6,1957,16,47.8,Poor,High,4648128.0
1597,51,6,29.70232,90.84678,Residential,Steel,1,2013,21,483.5,Fair,Low,4137388.0
1598,6,1,26.33845,97.03102,Residential,Timber,4,1995,15,304.0,Fair,High,2405840.0
1599,46,5,23.03461,97.78229,Mixed,Steel,2,1974,39,60.6,Poor,Low,1816941.0
1600,48,6,26.7894,94.77068,Residential,Masonry,1,1972,33,171.2,Poor,Medium,107640.0
1601,45,5,28.54165,94.94727,Mixed,Kutcha,3,2006,29,272.9,Poor,Negligible,1069346.0
1602,62,8,27.11872,92.41396,Commercial,Steel,4,1976,2,127.2,Poor,High,797370.0
1603,43,5,29.70049,97.73475,Commercial,Steel,1,1951,19,17.2,Dilapidated,Negligible,4829644.0
1604,12,1,26.70453,98.10395,Residential,Timber,3,2017,48,278.0,Dilapidated,Negligible,898206.0
1605,29,3,25.84868,98.72711,Residential,Reinforced Concrete,2,1984,30,61.8,Dilapidated,Negligible,3669609.0
1606,38,4,29.90514,98.76169,Residential,Timber,6,1953,14,448.3,Good,Low,2189786.0
1607,5,1,23.59751,95.10676,Industrial,Masonry,6,1987,14,387.5,Fair,Low,3167803.0
1608,4,1,26.89109,90.31191,Mixed,Timber,1,1974,16,317.1,Poor,High,1209551.0
1609,12,1,27.00176,97.98559,Institutional,Reinforced Concrete,1,1966,33,280.4,Fair,Low,2450020.0
1610,5,1,23.82691,95.02337,Industrial,Masonry,5,1975,44,309.7,Poor,Negligible,4821487.0
1611,37,4,26.90682,94.81623,Institutional,Kutcha,2,1978,28,67.5,Good,Negligible,4620288.0
1612,9,1,27.71353,93.40711,Industrial,Kutcha,6,1960,49,211.3,Good,High,3831659.0
1613,7,1,26.35728,92.22834,Mixed,Timber,2,2023,43,150.6,Dilapidated,Low,264322.0
1614,6,1,26.52415,97.22384,Residential,Timber,5,1974,50,349.7,Poor,Medium,1602747.0
1615,49,6,29.24835,98.90152,Commercial,Reinforced Concrete,4,1953,32,280.9,Dilapidated,Low,4219202.0
1616,43,5,29.82045,97.63832,Residential,Masonry,6,1983,6,48.4,Good,Negligible,2795307.0
1617,42,5,21.939,97.26159,Residential,Timber,2,1984,48,80.1,Dilapidated,Low,1750332.0
1618,38,4,29.74882,98.62807,Residential,Masonry,2,1998,21,100.8,Dilapidated,High,3636345.0
1619,22,2,22.44607,96.16941,Commercial,Timber,5,1997,12,314.7,Good,Medium,1771415.0
1620,42,5,22.01466,97.08823,Commercial,Steel,1,1972,16,223.4,Poor,High,3840371.0
1621,16,2,23.46517,90.81333,Commercial,Steel,1,1985,38,308.2,Poor,Medium,3886874.0
1622,43,5,29.80507,97.50608,Mixed,Steel,5,1966,10,457.8,Dilapidated,Low,2642419.0
1623,26,3,23.80641,90.40125,Residential,Reinforced Concrete,5,1972,16,447.7,Poor,Negligible,2769970.0
1624,51,6,29.42813,90.81886,Mixed,Masonry,6,1985,33,272.8,Good,Negligible,3040795.0
1625,47,6,29.69089,99.36341,Residential,Kutcha,5,1960,42,199.5,Good,Negligible,1106363.0
1626,10,1,23.81634,97.769,Commercial,Timber,5,2018,23,461.0,Dilapidated,Medium,3254254.0
1627,55,7,29.17088,94.18513,Commercial,Reinforced Concrete,6,1967,11,229.4,Dilapidated,Medium,4960193.0
1628,53,6,28.22368,91.17367,Industrial,Steel,2,2009,47,238.8,Good,High,3671028.0
1629,46,5,23.0956,97.73191,Mixed,Steel,6,1999,27,438.0,Dilapidated,Medium,2975445.0
1630,33,4,23.93035,99.931,Mixed,Kutcha,5,1981,2,30.5,Dilapidated,High,3404298.0
1631,39,4,27.51743,90.99977,Commercial,Reinforced Concrete,3,2014,23,107.8,Good,Low,4783862.0
1632,14,2,22.76891,92.82053,Industrial,Timber,3,2022,25,185.4,Fair,High,319861.0
1633,10,1,23.73807,97.5923,Mixed,Reinforced Concrete,5,1981,30,149.5,Fair,Negligible,3600070.0
1634,41,5,22.88362,94.30619,Industrial,Reinforced Concrete,2,1979,29,254.1,Dilapidated,Low,2497056.0
1635,25,3,26.46346,96.81286,Commercial,Kutcha,1,1977,1,338.3,Poor,Negligible,1530982.0
1636,20,2,23.42354,93.69766,Residential,Reinforced Concrete,1,2014,40,429.4,Poor,High,4187652.0
1637,40,5,28.20613,97.85326,Commercial,Steel,5,1953,16,197.9,Poor,Medium,690142.0
1638,46,5,23.30041,97.43383,Residential,Steel,5,2011,9,271.2,Dilapidated,Negligible,3060820.0
1639,13,2,26.42481,99.77056,Residential,Steel,4,2018,20,86.4,Dilapidated,Negligible,2444486.0
1640,29,3,25.80874,98.89283,Mixed,Timber,4,1979,25,341.8,Dilapidated,Low,3183621.0
1641,13,2,26.20778,99.58306,Mixed,Kutcha,4,1951,47,63.8,Dilapidated,Negligible,3984644.0
1642,13,2,26.36857,99.83992,Residential,Kutcha,3,2005,41,40.7,Fair,Low,4980642.0
1643,35,4,23.24331,91.76261,Residential,Timber,2,1993,47,304.1,Dilapidated,High,945699.0
1644,16,2,23.56039,90.73684,Mixed,Kutcha,3,1989,5,143.7,Dilapidated,High,1338688.0
1645,42,5,22.18258,97.36442,Residential,Kutcha,4,1968,24,357.1,Fair,Medium,4887565.0
1646,61,8,26.73258,90.25381,Residential,Steel,6,2016,48,465.7,Good,Medium,1278947.0
1647,33,4,23.70704,100.13477,Institutional,Timber,5,1979,19,299.0,Fair,Negligible,4165704.0
1648,22,2,22.73981,96.31938,Institutional,Steel,3,1978,32,290.9,Good,High,921508.0
1649,52,6,28.58837,99.92441,Commercial,Timber,1,2008,5,235.2,Dilapidated,Low,1670074.0
1650,32,3,25.49637,95.8472,Residential,Timber,3,1965,20,124.9,Good,Low,3333450.0
1651,57,7,23.45609,92.99739,Residential,Reinforced Concrete,3,2021,4,406.8,Dilapidated,Negligible,4708408.0
1652,3,1,27.2572,99.09979,Mixed,Timber,1,1999,39,119.8,Good,High,1597279.0
1653,6,1,26.64272,97.21915,Mixed,Reinforced Concrete,4,1990,46,494.7,Dilapidated,High,1622015.0
1654,14,2,22.75857,93.05514,Residential,Masonry,5,1969,8,355.8,Dilapidated,Negligible,804313.0
1655,19,2,24.14791,96.49762,Industrial,Kutcha,4,2020,20,157.7,Dilapidated,Low,2986034.0
1656,38,4,29.86978,98.64683,Mixed,Kutcha,1,1979,33,85.3,Good,High,2570115.0
1657,10,1,23.64715,97.49247,Institutional,Steel,1,1965,10,89.7,Good,Medium,4340563.0
1658,58,7,27.09779,94.37984,Residential,Kutcha,4,1977,17,58.2,Good,Medium,3604131.0
1659,50,6,23.88311,92.44595,Mixed,Steel,5,1979,25,309.6,Good,Low,2839032.0
1660,31,3,28.12151,95.36786,Residential,Kutcha,2,2016,15,358.4,Dilapidated,Low,2213863.0
1661,11,1,22.77674,91.1161,Residential,Masonry,6,1955,6,234.2,Dilapidated,Low,2635523.0
1662,25,3,26.48839,96.94891,Commercial,Reinforced Concrete,5,1968,20,433.4,Good,High,2713475.0
1663,51,6,29.59032,90.97417,Institutional,Reinforced Concrete,2,2020,9,134.5,Good,High,126718.0
1664,40,5,28.11678,97.55864,Mixed,Masonry,6,1994,35,11.2,Dilapidated,Low,37372.0
1665,13,2,26.43841,99.91404,Mixed,Timber,5,1967,28,143.8,Good,High,1851662.0
1666,37,4,26.90549,94.51553,Industrial,Kutcha,3,2011,6,166.8,Good,Negligible,3278069.0
1667,60,8,24.53732,95.76711,Industrial,Steel,3,1965,35,50.2,Fair,Medium,864915.0
1668,54,6,29.75622,91.79547,Residential,Reinforced Concrete,3,2013,37,76.4,Fair,Medium,2429554.0
1669,53,6,28.22296,91.33948,Mixed,Timber,1,2003,32,464.2,Good,Low,2294749.0
1670,32,3,25.53636,95.67391,Residential,Kutcha,4,2020,14,343.7,Good,Low,1629384.0
1671,44,5,29.3649,98.64137,Institutional,Timber,1,1981,1,402.9,Poor,Medium,2825997.0
1672,37,4,26.63799,94.66568,Commercial,Timber,4,1990,46,124.4,Poor,Negligible,460372.0
1673,20,2,23.38444,93.49774,Commercial,Reinforced Concrete,6,1988,38,184.9,Dilapidated,High,457604.0
1674,20,2,23.2536,93.53148,Institutional,Steel,1,1992,45,481.4,Poor,Negligible,2974954.0
1675,18,2,28.94372,98.69056,Commercial,Steel,4,1975,7,385.4,Dilapidated,High,522092.0
1676,1,1,27.20719,90.15396,Mixed,Steel,6,1966,42,232.0,Fair,Negligible,935579.0
1677,32,3,25.59237,95.97015,Commercial,Kutcha,1,1991,21,331.0,Dilapidated,Negligible,4019200.0
1678,15,2,27.0794,98.6014,Institutional,Reinforced Concrete,5,1965,47,416.5,Good,Low,117842.0
1679,27,3,25.1929,90.85479,Institutional,Reinforced Concrete,3,1955,37,190.7,Dilapidated,Negligible,3195979.0
1680,62,8,26.9301,92.17245,Residential,Steel,4,1998,36,491.8,Good,High,1393420.0
1681,32,3,25.52417,95.72729,Institutional,Steel,1,1980,19,319.1,Poor,High,3635462.0
1682,55,7,28.78171,94.11592,Residential,Reinforced Concrete,4,1986,10,436.1,Poor,Negligible,2115684.0
1683,3,1,27.39357,99.08693,Industrial,Kutcha,6,1971,5,371.9,Poor,Medium,2126835.0
1684,13,2,26.1201,99.81054,Mixed,Kutcha,4,1962,49,175.7,Dilapidated,High,4726238.0
1685,52,6,28.33142,99.79857,Residential,Kutcha,1,2013,19,154.2,Dilapidated,Negligible,2834927.0
1686,57,7,23.59632,93.05187,Industrial,Masonry,3,1952,31,157.5,Dilapidated,Medium,2146591.0
1687,13,2,26.14367,99.82706,Residential,Reinforced Concrete,6,1978,28,95.2,Dilapidated,Negligible,852373.0
1688,49,6,29.24804,98.66244,Mixed,Reinforced Concrete,5,1961,49,418.0,Poor,Medium,4222355.0
1689,61,8,26.61702,90.08803,Commercial,Kutcha,3,1970,39,79.1,Fair,Low,2048630.0
1690,27,3,25.30943,90.49431,Residential,Kutcha,6,1971,21,459.0,Good,High,2550528.0
1691,26,3,23.84568,90.38434,Mixed,Kutcha,6,1981,11,302.8,Poor,Low,1909226.0
1692,1,1,27.0425,90.31746,Institutional,Reinforced Concrete,3,1993,49,163.2,Fair,High,3556468.0
1693,3,1,27.5876,99.02353,Industrial,Steel,6,1961,42,73.7,Fair,Negligible,4134281.0
1694,57,7,23.45059,93.10679,Institutional,Masonry,4,1985,45,117.7,Dilapidated,Medium,2858594.0
1695,6,1,26.44504,97.12464,Residential,Masonry,2,2017,22,11.8,Good,High,3716358.0
1696,50,6,24.04411,92.38231,Institutional,Kutcha,1,2013,32,276.6,Fair,Medium,4756409.0
1697,43,5,29.82491,97.70294,Commercial,Kutcha,1,1956,24,31.2,Fair,Medium,326559.0
1698,52,6,28.47613,99.6404,Commercial,Kutcha,3,2017,38,478.6,Good,Medium,4354754.0
1699,59,8,25.69227,92.56666,Residential,Reinforced Concrete,3,2001,36,454.3,Poor,Medium,1834672.0
1700,12,1,26.82529,98.14084,Commercial,Timber,6,2011,1,197.4,Dilapidated,Low,1674836.0
1701,11,1,22.73991,90.88167,Mixed,Timber,5,2013,12,202.8,Poor,High,1813983.0
1702,2,1,23.80608,91.52185,Industrial,Steel,3,2013,36,11.7,Good,Low,4048497.0
1703,54,6,29.52869,91.62192,Residential,Masonry,6,1951,48,428.1,Poor,Medium,4641241.0
1704,31,3,27.81371,95.36326,Industrial,Reinforced Concrete,4,1963,45,137.1,Dilapidated,Medium,2496765.0
1705,11,1,22.67825,90.95781,Commercial,Kutcha,2,1987,41,98.1,Dilapidated,Negligible,2517473.0
1706,53,6,28.1022,91.39178,Institutional,Kutcha,5,1952,20,100.3,Good,Medium,3132483.0
1707,34,4,26.08757,97.38289,Commercial,Masonry,4,1954,42,255.3,Good,High,3789590.0
1708,28,3,29.15703,93.30565,Institutional,Reinforced Concrete,1,1957,19,194.0,Poor,High,3861799.0
1709,23,3,27.77025,91.54567,Industrial,Reinforced Concrete,5,1999,44,157.8,Fair,Medium,4736534.0
1710,54,6,29.74481,91.64023,Industrial,Timber,3,1997,27,400.2,Dilapidated,High,699187.0
1711,52,6,28.63418,99.76201,Residential,Kutcha,5,1993,38,465.2,Dilapidated,Medium,4129399.0
1712,51,6,29.70826,90.92799,Mixed,Steel,3,1991,44,252.7,Fair,Low,3575777.0
1713,54,6,29.6193,91.84629,Residential,Masonry,2,2005,7,199.5,Fair,Negligible,1711455.0
1714,48,6,26.65515,95.05036,Residential,Timber,4,2006,5,378.9,Dilapidated,High,4818958.0
1715,53,6,28.04417,91.33606,Industrial,Kutcha,1,1978,28,12.8,Poor,Negligible,325163.0
1716,49,6,29.46469,98.72538,Industrial,Steel,3,1992,9,260.3,Good,Medium,773668.0
1717,9,1,27.47699,93.54881,Commercial,Masonry,5,2017,31,23.1,Dilapidated,Negligible,3040516.0
1718,5,1,23.79254,95.23438,Mixed,Steel,1,1989,7,353.5,Dilapidated,Medium,3319683.0
1719,4,1,26.56424,90.49348,Mixed,Timber,5,1966,35,49.7,Good,Negligible,3625859.0
1720,47,6,29.66597,99.17085,Mixed,Timber,6,1953,44,174.6,Poor,Low,3880030.0
1721,18,2,28.99527,98.7599,Institutional,Kutcha,5,2004,39,90.6,Good,High,1955315.0
1722,14,2,22.60733,93.13139,Mixed,Masonry,2,1997,39,163.0,Good,High,3252588.0
1723,23,3,27.85537,91.69319,Institutional,Kutcha,6,1966,6,257.2,Fair,Low,3609289.0
1724,16,2,23.34138,90.86242,Institutional,Reinforced Concrete,5,1990,36,92.6,Good,High,4963768.0
1725,57,7,23.57462,92.98297,Residential,Kutcha,5,1961,14,429.0,Poor,Medium,3474946.0
1726,39,4,27.30158,91.26644,Residential,Masonry,3,2016,33,391.2,Fair,High,4631881.0
1727,26,3,23.7439,90.21289,Commercial,Timber,4,2004,27,462.7,Dilapidated,Medium,462398.0
1728,33,4,23.62774,100.16024,Mixed,Kutcha,5,2004,43,228.0,Poor,Low,1631503.0
1729,61,8,26.73296,89.94216,Institutional,Kutcha,4,1955,43,328.1,Good,High,2820434.0
1730,11,1,22.88423,90.7906,Industrial,Steel,1,2016,14,69.7,Fair,Low,142211.0
1731,2,1,23.97953,91.29897,Mixed,Kutcha,1,1968,6,476.8,Fair,Medium,589631.0
1732,33,4,23.63696,100.12719,Industrial,Reinforced Concrete,3,1968,48,136.1,Poor,Medium,3827125.0
1733,15,2,26.99598,98.63017,Institutional,Masonry,1,1952,42,15.9,Fair,Negligible,4661271.0
1734,37,4,26.94686,94.69786,Mixed,Kutcha,2,1958,39,477.9,Good,High,2835816.0
1735,14,2,22.44856,92.88766,Industrial,Reinforced Concrete,4,2003,2,487.2,Good,Negligible,3842919.0
1736,49,6,29.62447,98.85546,Commercial,Steel,6,1971,38,11.3,Fair,Low,323904.0
1737,48,6,26.84288,94.80681,Mixed,Steel,2,1950,10,183.7,Good,Medium,2233768.0
1738,9,1,27.62229,93.35579,Institutional,Kutcha,6,1956,30,322.4,Dilapidated,Negligible,4143805.0
1739,24,3,24.10216,99.33687,Mixed,Masonry,3,1965,17,221.6,Fair,Low,3558941.0
1740,33,4,23.67324,99.99314,Industrial,Masonry,6,1998,8,206.0,Dilapidated,High,286572.0
1741,10,1,23.69104,97.62131,Mixed,Kutcha,3,2004,43,255.7,Poor,Medium,3901817.0
1742,39,4,27.37476,91.23599,Industrial,Timber,5,1994,41,458.9,Fair,Low,2488113.0
1743,24,3,24.23423,99.38109,Institutional,Timber,1,1959,16,281.1,Poor,Medium,4327644.0
1744,25,3,26.51913,96.83853,Industrial,Kutcha,6,1987,35,257.1,Poor,High,1005881.0
1745,7,1,26.49361,92.28597,Residential,Reinforced Concrete,4,1970,47,62.9,Dilapidated,Low,4360654.0
1746,2,1,24.12865,91.58199,Commercial,Kutcha,3,1973,24,444.5,Poor,High,2608767.0
1747,16,2,23.70723,90.71399,Institutional,Timber,3,1976,38,312.6,Good,Low,3460950.0
1748,32,3,25.61282,95.71933,Commercial,Masonry,6,1968,48,379.0,Good,Negligible,2262416.0
1749,56,7,29.24065,97.64272,Mixed,Reinforced Concrete,2,2005,50,242.3,Good,Low,3321067.0
1750,45,5,28.87538,94.97263,Industrial,Kutcha,5,1987,15,66.1,Dilapidated,High,2177105.0
1751,21,2,24.32569,99.55882,Institutional,Timber,1,2005,37,161.7,Fair,Negligible,2815052.0
1752,48,6,26.71091,94.80674,Mixed,Masonry,4,1954,16,29.6,Good,High,867639.0
1753,16,2,23.59444,90.64211,Institutional,Steel,6,1950,15,11.7,Poor,Negligible,3128511.0
1754,26,3,23.85847,90.1812,Institutional,Masonry,2,2017,45,362.9,Poor,Negligible,1918595.0
1755,32,3,25.53773,95.76358,Commercial,Reinforced Concrete,2,1982,6,181.3,Dilapidated,Medium,1119169.0
1756,9,1,27.40992,93.46835,Institutional,Kutcha,5,1988,11,311.7,Dilapidated,High,2180892.0
1757,56,7,29.47984,97.55446,Mixed,Steel,2,2017,37,228.3,Good,Negligible,311921.0
1758,17,2,23.70899,92.70975,Mixed,Kutcha,2,1958,35,33.9,Fair,Negligible,1787014.0
1759,42,5,22.2236,97.41796,Mixed,Reinforced Concrete,5,2011,2,316.9,Good,High,1566306.0
1760,43,5,29.92193,97.48916,Mixed,Steel,2,1991,10,331.2,Poor,High,482067.0
1761,56,7,29.25691,97.63192,Commercial,Timber,6,1972,43,146.7,Dilapidated,High,2798323.0
1762,51,6,29.65019,91.05088,Industrial,Kutcha,1,2015,46,334.4,Poor,Low,2221238.0
1763,10,1,23.78162,97.68439,Mixed,Kutcha,3,1959,33,282.4,Dilapidated,Negligible,2407533.0
1764,61,8,26.90518,89.92315,Institutional,Timber,4,2006,28,366.6,Dilapidated,Low,2183321.0
1765,48,6,26.82132,94.92623,Mixed,Timber,2,2007,41,412.5,Fair,Negligible,2300947.0
1766,26,3,23.77789,90.24371,Institutional,Masonry,5,1983,46,181.2,Good,Low,1560340.0
1767,12,1,26.69648,97.90528,Residential,Reinforced Concrete,4,1998,8,139.3,Poor,High,4996215.0
1768,55,7,28.86129,94.25908,Institutional,Reinforced Concrete,1,1978,23,499.3,Good,High,4880495.0
1769,61,8,26.63001,90.09407,Commercial,Timber,4,1962,28,406.9,Good,High,517723.0
1770,30,3,25.50377,92.81857,Mixed,Reinforced Concrete,4,1961,50,342.8,Fair,High,4469714.0
1771,62,8,27.096,92.35895,Commercial,Timber,6,1983,3,132.0,Dilapidated,Low,4046132.0
1772,22,2,22.48754,96.15473,Institutional,Timber,6,1988,5,382.3,Dilapidated,Medium,1918259.0
1773,32,3,25.56257,95.66928,Industrial,Timber,2,1973,50,69.4,Dilapidated,Negligible,4984583.0
1774,40,5,27.92043,97.82378,Residential,Masonry,2,1953,14,42.2,Good,High,942920.0
1775,41,5,23.0095,94.16942,Residential,Timber,6,2003,21,448.0,Good,Negligible,3486581.0
1776,3,1,27.31038,98.83331,Mixed,Steel,3,1969,8,122.1,Dilapidated,High,1233259.0
1777,54,6,29.67556,91.844,Commercial,Reinforced Concrete,6,1960,50,285.8,Dilapidated,Medium,3818155.0
1778,49,6,29.36667,98.74442,Industrial,Masonry,5,1951,35,209.9,Dilapidated,Negligible,2120330.0
1779,24,3,24.13575,99.06714,Commercial,Kutcha,6,1950,32,338.2,Dilapidated,High,810807.0
1780,44,5,29.27753,98.5376,Industrial,Kutcha,6,1966,43,55.9,Dilapidated,Medium,2098652.0
1781,10,1,23.84391,97.83029,Mixed,Timber,6,1960,3,434.9,Dilapidated,High,765260.0
1782,17,2,23.62845,92.7165,Commercial,Reinforced Concrete,2,2019,9,117.2,Poor,Medium,4525061.0
1783,55,7,28.88606,94.1113,Institutional,Steel,5,1967,23,384.9,Good,Low,85841.0
1784,44,5,29.23011,98.85062,Institutional,Reinforced Concrete,2,1990,36,499.2,Dilapidated,Medium,732829.0
1785,7,1,26.18573,92.38195,Mixed,Timber,3,1950,31,259.5,Dilapidated,Low,604149.0
1786,43,5,29.59721,97.44704,Commercial,Masonry,1,1957,28,217.6,Dilapidated,Negligible,4115731.0
1787,27,3,25.28316,90.67728,Commercial,Steel,5,1958,22,267.1,Poor,Medium,131849.0
1788,47,6,29.74367,99.11717,Commercial,Masonry,6,1984,3,338.3,Good,Low,4159230.0
