record_id,slope_id,district_id,slope_angle_deg,slope_aspect_sin,slope_aspect_cos,flow_accumulation,topographic_wetness_index,plan_curvature,profile_curvature,elevation_m,relative_relief_m,valley_depth_m,terrain_form,roughness_index,normalized_height,slope_position_index
401,17,21,29.41,-0.1033,-3.3118,32950.0,4.44,-0.1638,1.8895,3256,21.6,537.5,Complex,101.7,0.9879,86.33
402,304,49,50.81,0.3239,-3.6512,32751.0,93.75,1.5024,-0.1711,6722,29.7,1351.2,Convex,442.3,0.1238,37.76
403,92,15,42.82,4.194,2.6141,19160.0,43.52,-0.1279,0.3431,5871,67.7,203.4,Planar,281.7,0.937,36.62
404,16,7,64.17,-4.6208,-3.2122,35645.0,8.06,1.5532,1.2148,7168,42.0,444.0,Convex,19.6,0.9817,72.69
405,349,15,12.86,-0.6898,2.9466,23885.0,28.99,1.082,-0.7181,7832,64.4,1599.6,Planar,295.2,0.8232,49.32
406,206,9,87.01,2.2118,-1.2957,45035.0,57.66,1.519,-0.2241,5246,5.6,1379.2,Convex,414.5,0.5683,88.11
407,85,33,89.64,2.2798,-0.5861,5249.0,18.2,-1.752,0.3227,1746,80.6,1313.9,Concave,93.5,0.1254,38.86
408,22,26,1.96,-0.3185,0.0034,6890.0,69.34,-1.6698,-0.6477,182,25.9,483.6,Concave,335.8,0.2111,76.38
409,61,28,29.21,-0.5899,4.0155,35694.0,60.36,1.0285,1.9861,1391,20.4,861.4,Planar,357.3,0.125,33.07
410,122,33,64.27,-2.3496,-0.4812,8006.0,13.97,1.6941,-0.9564,707,16.7,1864.1,Planar,320.7,0.3715,66.87
411,324,43,3.26,-3.1286,2.4361,9912.0,4.69,1.5986,-1.7178,7918,76.8,826.7,Planar,498.3,0.8992,4.65
412,273,23,33.67,0.726,2.2723,31833.0,21.84,0.0329,-1.9168,5191,62.4,210.7,Concave,50.2,0.754,54.93
413,192,15,33.01,-3.31,0.3588,20515.0,60.58,-1.7856,1.0488,6383,68.3,1970.2,Convex,263.3,0.1014,51.51
414,254,49,76.28,2.563,2.8541,40883.0,96.66,1.4714,-0.156,4984,62.8,371.0,Convex,419.4,0.4805,30.25
415,153,27,84.77,4.2768,0.98,37117.0,12.07,-0.2135,1.5095,5869,44.3,1199.4,Complex,416.6,0.6199,59.09
416,466,40,87.8,0.6192,3.151,14169.0,88.88,0.1589,-1.0492,347,62.4,377.8,Concave,443.1,0.975,65.32
417,50,58,22.75,-0.3474,-2.0246,48516.0,64.26,-1.0643,-0.7173,3460,74.2,1950.2,Planar,210.5,0.3952,11.93
418,231,52,70.4,-3.8914,-3.7226,9023.0,19.37,1.5174,-0.5607,1001,53.5,1217.0,Planar,133.8,0.3605,0.6
419,480,56,18.61,0.4721,4.4973,4609.0,91.55,-0.4352,0.5188,5378,11.3,1001.4,Planar,352.2,0.9264,26.97
420,421,51,59.76,2.9866,-2.2449,32784.0,96.67,-0.8836,-1.2931,2546,12.8,1786.6,Planar,372.3,0.8924,30.26
421,189,17,70.02,-3.1025,4.5052,7256.0,57.66,-1.2881,1.9086,5650,75.2,1511.0,Convex,337.3,0.9666,99.82
422,137,29,40.2,1.9948,0.1497,3943.0,0.94,0.7554,0.1271,7174,11.4,1527.8,Complex,446.7,0.0219,88.71
423,262,52,19.41,3.3782,3.9482,45237.0,22.75,1.5092,0.8458,925,76.3,206.1,Concave,220.8,0.3098,13.7
424,216,25,25.54,3.7036,4.885,37973.0,35.76,-1.8107,0.9866,2211,55.3,1060.7,Complex,483.3,0.587,88.34
425,383,6,66.55,4.9734,3.7547,22099.0,72.41,-1.5333,-1.9083,2767,36.4,1927.7,Convex,361.5,0.9138,76.43
426,320,23,12.16,4.9057,4.104,25386.0,27.43,1.7296,-0.8639,5288,46.1,855.9,Convex,280.8,0.9861,19.64
427,107,47,53.61,0.7901,-1.1502,46778.0,31.76,-1.8414,-0.7741,4377,60.7,1636.3,Planar,389.3,0.4672,32.39
428,278,33,17.42,-2.5711,0.1539,34474.0,3.85,-1.2697,1.6662,7709,84.7,1163.6,Convex,309.1,0.6064,98.99
429,314,31,45.76,-4.2791,-2.9859,46702.0,23.51,-1.095,1.5968,7340,65.1,474.2,Planar,410.3,0.1416,60.79
430,311,5,50.04,-0.6642,2.6593,17742.0,27.7,-0.3389,-0.3255,757,71.5,92.2,Complex,394.5,0.0559,3.8
431,228,36,78.97,-1.5723,-4.192,41941.0,33.91,-0.73,0.4608,2286,84.0,968.8,Convex,473.7,0.7894,28.56
432,485,57,25.74,-2.8741,-0.1631,39594.0,17.63,-1.3591,0.5305,1850,87.1,943.4,Complex,141.8,0.1111,55.86
433,449,51,38.25,-1.8434,2.1932,2107.0,85.61,-1.7148,0.6532,525,80.0,1148.3,Complex,343.5,0.3904,1.07
434,225,42,46.05,0.1463,-4.7382,37099.0,9.54,1.012,0.5265,2670,49.9,1115.5,Concave,397.9,0.2911,83.62
435,429,40,83.49,2.2376,0.7641,5957.0,80.06,-0.8236,-0.0559,7590,44.1,123.6,Concave,178.7,0.1353,55.7
436,241,16,87.96,0.321,-3.8017,8399.0,15.17,0.4697,0.7945,2643,84.4,1730.6,Complex,63.0,0.9203,0.2
437,295,50,2.15,3.8722,-4.1315,45862.0,71.41,0.9009,1.9994,7164,64.7,1523.5,Complex,270.0,0.5041,7.61
438,235,36,60.28,1.488,4.3181,41860.0,50.45,1.4448,-0.8194,4617,35.8,573.1,Planar,386.6,0.8297,66.51
439,31,57,43.46,-2.8144,2.9001,49615.0,69.45,1.5185,-1.2397,3485,28.5,1950.7,Concave,178.3,0.034,26.34
440,385,6,6.59,-4.7081,-3.6635,28276.0,86.29,-1.5362,0.9309,3375,78.2,27.1,Planar,73.0,0.9484,99.63
441,140,5,82.9,1.0513,2.3194,46329.0,58.99,-0.9815,0.2593,567,63.0,87.3,Planar,387.2,0.4325,14.15
442,358,52,44.63,-3.3407,-1.4639,19884.0,40.83,-1.0172,-0.4558,7763,46.7,977.6,Complex,400.5,0.6772,94.4
443,475,57,42.35,-0.517,-1.0917,19366.0,50.05,0.8236,1.9056,3796,11.2,985.2,Complex,414.8,0.2467,98.87
444,243,37,6.67,1.706,-1.7293,24719.0,40.1,-0.0871,-1.3673,777,16.2,1075.1,Planar,465.0,0.1199,55.41
445,27,58,60.74,-4.4232,-2.5085,45031.0,13.91,-0.1229,-1.7312,1288,26.0,825.5,Planar,146.7,0.8764,3.35
446,165,26,59.19,-0.5517,4.1675,32483.0,60.61,-1.8249,1.9784,3970,74.5,878.2,Concave,128.0,0.4373,85.11
447,461,25,77.28,-1.5062,-3.7935,6559.0,13.76,-1.4896,-0.8128,3963,50.9,1989.4,Complex,418.5,0.4742,95.05
448,64,11,64.33,0.7411,-1.2167,43216.0,53.04,1.5431,0.1143,3977,85.0,1165.1,Convex,72.6,0.2312,38.96
449,357,2,80.68,-2.3089,3.2228,3251.0,11.17,0.4857,-1.443,7537,70.0,1396.3,Convex,82.9,0.5071,53.27
450,269,36,41.17,0.8298,2.3698,32233.0,10.67,1.4982,1.8019,7819,14.5,162.9,Convex,440.8,0.383,69.46
451,221,23,76.59,4.1544,0.6369,25532.0,18.41,-1.1884,-1.5338,1124,6.8,1995.9,Concave,482.0,0.7965,98.87
452,10,27,89.44,2.5706,-0.6466,26458.0,2.29,0.7821,1.4698,6201,65.5,118.7,Planar,238.7,0.9855,3.06
453,442,7,30.58,-4.9073,1.9337,46574.0,77.55,0.2236,-0.7843,1153,11.2,1498.5,Concave,39.0,0.471,64.69
454,3,47,70.89,-4.2877,-4.7384,20081.0,9.5,-1.2515,1.3079,3824,52.0,1088.1,Convex,431.7,0.6212,58.73
455,199,1,60.13,-3.4309,4.0496,10166.0,9.76,1.701,1.0074,3133,53.8,1313.0,Complex,376.7,0.6737,45.31
456,400,48,60.04,3.2672,3.892,20794.0,33.93,1.1528,-1.0912,2964,70.6,1095.1,Complex,115.6,0.9561,37.23
457,192,15,62.44,-0.9158,-2.1807,46836.0,17.39,0.2456,-0.375,5826,26.9,904.6,Planar,252.9,0.8548,23.15
458,272,61,77.84,-2.312,4.1105,41232.0,37.2,-1.7717,1.3967,2970,55.2,1711.5,Concave,318.0,0.5702,69.62
459,486,25,50.66,0.9657,-2.4557,40134.0,97.49,-1.9909,0.2141,2720,45.8,1359.2,Concave,470.6,0.9218,73.11
460,140,5,23.7,-2.4018,-4.3439,15329.0,19.82,-0.3182,-1.2133,948,18.9,646.3,Convex,276.0,0.8754,24.2
461,263,37,67.13,-4.2455,0.9698,12148.0,18.43,0.3152,0.896,4722,35.2,1186.2,Planar,290.6,0.3267,55.95
462,59,29,43.03,2.2039,-1.3739,36656.0,51.69,1.2065,-1.5256,6074,36.8,821.3,Concave,227.2,0.1579,80.68
463,394,62,41.28,-0.5822,4.9223,37978.0,54.11,-1.676,-1.5051,155,53.5,1651.9,Convex,191.6,0.819,76.29
464,321,24,89.8,-4.7853,-1.8909,41126.0,57.4,-1.7586,0.213,7727,22.8,492.4,Concave,377.0,0.8797,4.51
465,406,52,18.09,-0.671,1.6789,49423.0,39.78,-0.7761,-1.7739,220,60.2,367.2,Concave,183.3,0.3989,45.37
466,239,11,84.66,-4.8682,-3.4981,13891.0,65.11,-0.2012,-0.0482,7195,6.4,1691.2,Planar,262.4,0.4758,46.48
467,10,27,83.6,-1.1942,0.0195,14269.0,97.09,1.7108,1.8761,5245,80.2,1204.0,Concave,482.5,0.3179,27.97
468,6,1,41.4,0.4451,-1.5086,6908.0,4.35,-0.9651,-1.2538,3339,40.3,1960.5,Concave,1.7,0.9253,16.35
469,497,32,1.58,2.3321,0.7032,33040.0,68.96,-1.1213,-0.0338,3581,87.1,926.4,Convex,10.7,0.2706,49.1
470,253,56,81.93,1.8168,2.7444,7886.0,6.99,-0.8351,0.586,3564,86.8,174.3,Concave,5.0,0.5427,29.04
471,470,7,56.23,2.2652,2.0253,47757.0,63.31,1.4601,0.4419,4999,4.1,900.3,Concave,322.8,0.3771,68.63
472,309,40,61.6,-0.3558,1.0325,10601.0,20.12,-0.1356,0.8302,3846,33.4,553.7,Concave,318.6,0.6067,73.18
473,202,36,2.24,3.4584,-1.959,11070.0,95.87,-1.6141,1.7682,6990,42.4,960.3,Planar,59.8,0.1119,44.72
474,316,9,82.25,2.1014,-4.0009,1638.0,43.49,-0.0288,-1.8244,3754,39.4,1052.7,Planar,168.4,0.7392,36.53
475,289,31,73.65,4.8195,-1.4389,6310.0,91.38,0.2469,0.7934,3237,82.0,809.6,Convex,119.5,0.3778,93.63
476,131,9,0.55,-3.7423,-4.739,34506.0,81.08,-0.1646,-0.774,605,48.7,1696.8,Concave,181.2,0.908,22.55
477,118,39,24.76,0.8207,-1.0229,34006.0,84.55,1.6742,-0.4003,119,66.3,968.6,Planar,156.4,0.9523,68.86
478,365,43,50.96,0.9534,3.7888,13846.0,45.81,1.2853,-1.2489,2744,4.4,1110.4,Convex,307.8,0.5512,18.14
479,160,34,0.53,1.8729,-2.0564,28424.0,74.75,0.7372,-1.574,6666,61.5,1530.4,Concave,82.6,0.908,88.66
480,493,34,78.1,-2.1036,-4.4726,23578.0,43.47,0.4433,-1.2967,1817,25.6,855.1,Convex,290.8,0.4211,74.39
481,314,31,51.36,3.0858,2.068,13818.0,57.99,-1.6727,0.2588,3056,32.3,1898.0,Planar,455.7,0.5625,94.96
482,435,55,2.32,0.298,3.5773,40065.0,55.16,0.181,1.5647,1909,4.0,1679.4,Complex,163.6,0.8449,43.21
483,166,39,51.86,3.0062,-1.9928,49869.0,42.21,-0.7415,0.2029,2231,79.5,1963.7,Complex,298.2,0.6307,78.35
484,101,61,6.56,-1.1209,-3.8321,11969.0,65.68,-0.9425,-0.8726,6014,79.0,1545.2,Convex,87.2,0.5155,4.74
485,493,34,67.47,-4.0553,0.5699,3232.0,98.07,-0.6429,-1.6482,6108,72.0,1278.3,Concave,311.0,0.2122,39.22
486,392,54,74.61,-1.5412,2.4842,26902.0,10.67,-0.9241,-0.2683,225,19.2,25.5,Complex,87.2,0.335,74.83
487,346,34,46.41,-3.6457,0.8122,25917.0,67.71,-1.9673,0.9634,5163,59.1,1062.5,Convex,5.8,0.147,97.85
488,100,35,86.06,0.1458,0.7868,21113.0,85.08,-0.944,-1.6265,3374,33.8,586.4,Planar,197.9,0.0388,56.07
489,192,15,12.71,-0.528,4.759,14093.0,47.33,-0.042,0.2723,7895,65.0,1575.8,Concave,290.4,0.9719,71.0
490,260,51,55.34,0.6712,1.0684,35688.0,41.8,-0.6947,0.3734,6247,72.7,60.9,Planar,388.2,0.2593,18.12
491,202,36,71.29,-1.0281,-0.857,48507.0,44.12,-1.9232,1.5422,3427,81.4,797.6,Convex,104.7,0.3685,55.31
492,477,40,80.48,-0.4624,-2.9196,33402.0,88.37,-1.0049,0.692,1178,7.8,1493.3,Planar,405.0,0.7118,95.46
493,127,21,24.81,1.6998,-1.9081,30458.0,43.81,0.6955,-1.7609,355,11.3,1230.2,Planar,43.5,0.0989,30.95
494,178,33,73.68,-4.6708,-1.2491,44569.0,93.76,1.8216,1.1552,574,40.5,1752.0,Concave,428.2,0.2602,87.16
495,94,33,27.51,-2.1603,-1.2676,18632.0,10.93,-0.0402,1.8618,7221,70.7,101.2,Complex,486.0,0.9551,69.3
496,6,1,81.61,-3.3864,3.8953,16242.0,69.52,0.0108,1.6773,7938,8.8,312.2,Concave,247.0,0.6501,46.73
497,428,54,27.94,3.852,-3.0237,44602.0,6.25,0.5747,1.4819,316,25.0,709.4,Convex,436.4,0.5491,43.53
498,282,32,61.27,3.3723,1.1133,13474.0,18.12,-1.1907,0.4132,2839,40.3,343.3,Complex,279.6,0.0042,84.37
499,232,47,46.88,-1.9602,2.7739,37020.0,31.72,1.7557,-1.0973,7550,84.2,1010.0,Planar,29.1,0.9769,61.07
500,267,8,69.19,-3.6911,0.2975,33826.0,55.96,1.5346,1.6843,3222,69.7,1868.8,Concave,108.9,0.1872,6.59
501,256,59,16.65,4.5655,0.3242,4173.0,17.59,0.9723,0.7819,2743,25.7,1702.4,Complex,484.1,0.4708,27.35
502,202,36,68.87,-0.9962,-0.5119,30273.0,30.93,1.716,1.8698,7215,10.4,1313.4,Concave,100.4,0.3385,46.64
503,35,45,13.43,0.6768,4.2526,21023.0,54.65,0.956,1.3166,7389,41.6,1133.0,Convex,196.3,0.1624,57.18
504,333,36,18.37,3.1049,-3.9677,46451.0,1.38,1.4293,0.3535,175,65.2,29.8,Complex,69.7,0.3884,35.29
505,281,58,49.67,4.3,-3.3364,48861.0,5.07,0.2689,0.1129,7583,73.6,1379.8,Concave,78.2,0.5733,56.31
506,81,61,62.01,1.4356,-3.8397,19890.0,83.79,1.9335,-1.3702,3598,6.6,1709.5,Planar,102.6,0.0078,40.89
507,352,17,74.41,3.4564,4.1625,16764.0,83.87,0.1568,1.6081,2049,32.5,925.6,Convex,262.6,0.5535,90.98
508,306,45,38.05,-3.9621,-2.3578,33749.0,0.49,0.4753,1.6419,5325,44.9,631.0,Convex,152.1,0.5877,89.48
509,260,51,74.46,2.0426,-0.6457,22019.0,11.55,1.9149,-1.4747,3249,4.0,1718.1,Planar,479.7,0.9347,92.25
510,40,32,16.28,2.1447,3.9997,18254.0,31.87,-0.5654,0.7442,2905,79.8,2.3,Complex,371.1,0.9962,15.27
511,149,8,75.83,-3.6953,-0.3306,302.0,9.38,-1.0325,-0.0532,1327,70.7,912.1,Complex,187.1,0.1374,53.02
512,316,9,71.82,-4.9904,-1.9052,36866.0,8.86,-0.7905,-0.7336,1310,24.3,977.0,Planar,324.6,0.0063,55.88
513,289,31,31.82,4.6182,-1.7355,10143.0,58.66,-0.769,1.8473,5647,6.7,1271.8,Complex,312.1,0.0872,57.52
514,183,43,53.82,-2.9584,-4.9859,1505.0,8.82,-1.9499,0.6259,7014,11.0,1346.3,Planar,291.6,0.6345,82.33
515,476,22,6.47,2.4443,0.0329,19095.0,31.94,-0.2758,-0.262,5346,87.6,108.6,Concave,438.6,0.62,30.17
516,460,49,42.55,2.0349,2.3568,22843.0,87.5,0.3318,-0.6333,6545,65.0,1591.2,Concave,230.4,0.4484,68.05
517,126,31,49.15,-0.613,0.205,24473.0,65.51,-0.5683,-0.4272,3598,77.5,1703.4,Concave,180.0,0.3317,31.11
518,305,51,56.67,-1.5679,1.0676,24105.0,39.32,-1.7167,-0.5202,2511,7.0,745.1,Convex,124.4,0.4565,53.0
519,165,26,72.96,-1.4328,-2.2611,41179.0,45.63,0.249,-1.2106,5854,70.6,1005.6,Planar,99.5,0.2626,46.34
520,453,58,71.63,-4.7369,-3.7778,40865.0,40.01,1.7316,-1.5857,4237,33.8,675.6,Planar,136.1,0.4572,13.27
521,164,2,21.29,-2.253,1.6505,13609.0,57.99,1.9617,1.063,3273,25.8,557.7,Concave,439.9,0.2602,30.98
522,82,20,39.89,0.7885,1.9954,29294.0,57.4,0.2836,1.8773,4784,33.4,1492.2,Convex,281.1,0.8427,82.19
523,23,48,60.16,4.0338,-1.7789,3353.0,10.09,0.8987,0.9086,1531,42.4,522.4,Convex,164.7,0.6594,10.65
524,170,32,67.48,3.8351,1.0601,35249.0,37.52,-0.9065,-1.0518,5060,86.3,1711.9,Convex,108.6,0.264,91.22
525,167,44,69.13,-4.7834,0.2342,28258.0,89.12,-0.3336,0.1229,5234,49.8,1729.4,Concave,479.1,0.1605,60.43
526,383,6,69.19,-1.2508,3.6906,4674.0,96.38,0.0481,-1.9057,4066,40.6,1850.1,Concave,426.1,0.1685,67.41
527,331,24,73.27,-1.5033,-4.4264,13792.0,26.23,-1.7197,1.8411,2202,85.5,364.4,Convex,484.2,0.4691,80.36
528,193,62,68.36,2.0259,3.1281,3138.0,36.4,1.2182,-1.0347,614,59.1,763.3,Concave,220.8,0.7386,36.15
529,455,18,81.85,0.9888,2.4954,23720.0,42.52,-0.2904,-1.3272,7092,34.5,1616.0,Concave,137.9,0.0399,22.08
530,40,32,81.42,-4.4466,-1.3191,9111.0,79.59,0.2435,-1.085,4665,79.3,675.1,Convex,366.2,0.3115,72.09
531,69,58,54.37,-3.4072,-0.6416,3893.0,63.27,0.8473,-0.6307,5340,3.8,971.0,Convex,247.7,0.1912,96.97
532,64,11,38.75,-1.536,3.2069,30367.0,66.32,-1.7693,-0.1026,6171,45.1,1405.9,Planar,143.8,0.785,90.1
533,143,27,35.64,1.3614,-1.4003,20389.0,11.96,1.5346,-0.3642,4938,82.3,1906.6,Convex,295.9,0.4149,49.27
534,404,11,51.54,-3.8187,1.5204,30953.0,32.59,-0.9755,-1.1174,184,18.4,1442.1,Complex,106.5,0.2706,3.37
535,73,29,7.89,-3.8699,0.7265,31948.0,2.58,0.1206,-0.6644,6554,18.5,1592.8,Concave,153.0,0.8463,78.13
536,191,18,37.18,-2.9603,-1.3938,9457.0,31.21,-0.6604,-0.2525,1641,43.9,1089.8,Planar,436.2,0.4071,5.64
537,331,24,65.64,2.5065,-1.7552,27916.0,71.9,-1.7596,0.9981,6368,88.3,1744.2,Concave,465.7,0.7445,64.05
538,387,6,66.89,-0.6159,-0.967,11436.0,21.4,0.9812,-1.6674,2440,6.5,382.0,Concave,76.1,0.8011,30.09
539,5,32,15.44,3.4324,-0.8488,661.0,72.25,1.0732,0.2682,6602,22.9,1749.1,Concave,46.3,0.1594,30.74
540,448,12,21.18,-1.2383,3.6103,20988.0,11.06,0.0704,0.3772,7486,0.7,1408.3,Concave,448.9,0.9046,56.02
541,183,43,27.01,2.0005,4.7458,23088.0,61.63,0.7455,0.1622,1666,75.7,1849.6,Convex,467.2,0.5122,18.42
542,468,11,37.56,4.9216,-3.6679,10881.0,20.29,-1.7291,1.2878,1538,64.8,1704.6,Complex,333.9,0.3076,76.32
543,72,18,34.05,-3.9181,2.2748,45190.0,53.94,0.4092,-0.5306,7387,48.6,1408.4,Concave,211.9,0.5122,52.91
544,314,31,45.31,1.916,-2.2309,2992.0,56.9,0.6037,1.4506,1114,0.4,1538.1,Planar,220.0,0.3983,11.48
545,205,21,79.29,-2.5906,0.934,31452.0,2.17,-1.0774,1.6704,7103,85.6,480.6,Planar,122.9,0.9551,54.75
546,265,14,15.31,4.9146,2.9991,19767.0,22.57,-1.8611,-0.7171,453,59.0,61.7,Concave,182.4,0.2644,98.16
547,334,48,68.29,2.9248,4.629,6079.0,18.38,-0.0552,1.015,3035,61.3,1266.5,Concave,213.6,0.03,45.13
548,294,22,12.73,0.5276,-1.5226,14665.0,73.75,-1.3414,1.8397,2162,47.6,1730.7,Convex,363.7,0.8627,20.05
549,403,60,57.61,4.1986,-0.4193,17815.0,86.61,-0.362,0.9434,1851,2.7,1589.2,Convex,110.2,0.8251,19.7
550,362,55,81.96,-1.0082,-3.1333,9163.0,40.14,0.5121,-1.3888,2665,55.1,97.6,Convex,218.6,0.2726,74.51
551,288,37,87.75,-1.6439,-2.1057,844.0,80.81,1.4581,-1.0927,3114,82.8,1426.2,Complex,435.4,0.0191,71.7
552,235,36,84.29,4.5862,-0.8926,6298.0,90.05,0.5438,-1.2139,5941,87.4,512.3,Planar,456.2,0.3533,79.31
553,319,12,31.36,3.0639,0.3681,12780.0,10.04,1.9287,0.3621,6160,41.9,1106.6,Concave,210.0,0.5698,50.4
554,274,38,48.91,-0.304,-2.2479,32951.0,25.17,0.6754,0.0302,4952,4.8,387.8,Complex,379.4,0.5785,36.14
555,433,62,70.09,-4.7394,-1.3847,5572.0,62.87,-1.007,-0.1473,4851,49.8,944.7,Planar,2.9,0.3802,22.15
556,241,16,77.77,-4.2422,0.2711,14971.0,86.98,1.1403,-0.4974,6520,68.0,1830.7,Concave,473.0,0.6624,48.58
557,93,29,21.11,-1.8561,2.5633,38826.0,98.11,-1.7762,1.1664,3782,77.6,1003.4,Convex,451.7,0.596,98.75
558,282,32,3.74,-3.5045,-3.8229,42008.0,43.5,-0.8564,-1.6403,2629,5.2,737.5,Planar,212.6,0.291,83.02
559,274,38,23.02,1.4078,-4.1052,39604.0,36.84,-0.7617,0.7721,2126,45.1,719.0,Concave,451.1,0.1932,10.03
560,336,47,22.55,-3.1181,0.5064,34733.0,96.91,-1.5644,1.3453,4725,15.0,1376.0,Concave,363.2,0.2642,69.0
561,246,9,60.21,3.654,-4.4082,30892.0,34.51,-1.2615,-0.0034,6164,45.9,1563.5,Complex,297.5,0.8941,8.58
562,267,8,52.36,2.3748,2.2466,36779.0,37.27,-1.7783,0.0341,7882,58.2,672.6,Concave,411.5,0.3158,43.14
563,480,56,75.66,2.8827,4.406,49244.0,67.65,-1.1458,1.9173,5070,11.7,1271.8,Complex,476.3,0.0475,48.75
564,61,28,12.95,4.7951,-1.9619,27973.0,45.75,-1.8211,-0.865,2670,2.6,1561.6,Concave,420.8,0.375,97.56
565,351,12,13.31,0.6513,1.3727,30696.0,37.38,1.5431,1.0481,3122,70.3,1845.8,Complex,197.0,0.8887,60.34
566,239,11,8.16,4.9262,-0.8247,28719.0,17.2,0.6813,1.483,4030,27.9,894.1,Complex,282.9,0.9676,61.96
567,66,37,73.48,4.9064,1.9838,32113.0,66.53,-1.4274,0.6061,2113,1.9,743.2,Convex,21.4,0.5273,53.05
568,427,53,63.04,-1.3035,-3.8328,41748.0,65.74,-0.0032,-0.7093,7116,40.9,114.2,Concave,193.0,0.4853,83.46
569,335,8,43.43,-3.7875,1.1711,10312.0,74.67,-1.7388,0.6984,5033,34.6,1841.1,Convex,301.8,0.0835,29.92
570,463,56,87.14,0.7325,-4.115,8825.0,68.89,-1.2715,1.2333,6215,45.5,981.2,Complex,306.4,0.6005,75.63
571,71,21,89.24,-0.0286,-2.8337,4059.0,31.97,0.1602,1.1728,4615,24.2,1124.5,Complex,72.1,0.0198,97.96
572,55,41,40.55,-3.4293,-1.6712,47875.0,95.47,1.6429,-0.3054,3490,58.6,1191.9,Planar,276.6,0.0422,1.48
573,72,18,38.05,0.3825,1.1421,33822.0,2.63,0.0913,1.5795,2526,74.5,591.0,Planar,441.8,0.1732,54.07
574,56,45,86.68,1.5378,3.7238,35990.0,40.27,-1.8965,1.6532,1661,89.2,175.4,Planar,408.8,0.4209,61.75
575,259,40,56.12,-0.1327,1.4474,31532.0,12.02,1.8514,-1.5379,3159,57.5,794.9,Concave,128.2,0.5516,53.13
576,33,36,40.59,-1.9342,3.3692,29291.0,24.03,-1.2849,0.0452,5407,29.1,691.5,Convex,325.6,0.3149,93.09
577,201,13,4.53,-4.1544,-1.9807,39488.0,85.38,-1.43,-0.9679,1741,33.5,167.6,Concave,422.9,0.3762,29.51
578,223,44,41.84,2.3719,-4.029,341.0,39.86,-0.461,-0.7209,1463,3.0,259.7,Convex,410.2,0.5775,48.8
579,310,38,58.46,-4.819,-0.2007,49397.0,76.56,0.82,-1.347,2700,20.3,1287.1,Planar,345.0,0.2598,60.54
580,114,44,83.45,4.056,4.0952,31785.0,82.26,-0.49,-0.1918,5081,76.1,1336.4,Planar,162.6,0.1896,61.67
581,137,29,16.22,-4.3502,-1.7763,12521.0,20.91,-1.0955,-0.4523,4398,27.2,1893.8,Planar,288.0,0.9403,8.96
582,446,57,56.49,4.1385,3.7125,18572.0,20.44,1.742,1.1326,6039,20.3,1680.4,Convex,440.8,0.0303,42.38
583,482,6,75.42,-3.8559,-4.1055,24216.0,97.13,-0.5718,-1.7727,4836,25.8,1107.4,Complex,325.6,0.7017,55.77
584,245,60,47.24,-4.0656,-1.8751,3744.0,16.02,1.6306,1.5284,6869,89.1,1847.3,Planar,324.7,0.6204,18.0
585,213,8,23.58,-1.7899,0.9947,42695.0,0.6,-1.7577,0.1175,6832,31.9,531.2,Complex,179.4,0.8192,81.99
586,79,42,56.49,1.154,2.1299,24666.0,19.07,-0.6178,-1.5809,4336,81.0,1438.1,Complex,83.2,0.8131,82.41
587,268,58,40.41,-4.0526,-2.0695,18190.0,27.23,0.0786,-1.6721,6460,24.7,260.5,Concave,83.7,0.4541,40.93
588,210,17,25.33,-3.5276,3.4796,300.0,18.12,-0.0069,-1.0773,6807,49.6,205.7,Complex,136.5,0.1287,89.78
589,314,31,23.13,-0.0499,-3.85,8329.0,85.1,0.8028,0.2412,7208,55.5,1728.1,Convex,439.1,0.682,3.16
590,210,17,56.65,4.551,-2.1828,27415.0,34.63,-0.9618,-0.6273,258,45.2,838.4,Planar,261.4,0.1805,41.43
591,399,2,50.16,-1.6426,2.0407,11141.0,80.35,-0.0572,-1.8143,4047,29.1,330.7,Concave,371.8,0.8562,47.26
592,155,34,68.88,-4.4631,-2.7856,18459.0,24.63,-0.3215,-0.3258,5812,22.7,723.9,Convex,423.9,0.4547,23.16
593,345,12,20.17,4.0351,1.8704,2820.0,81.08,-1.6202,-0.5435,6941,65.6,387.4,Complex,157.2,0.3285,87.41
594,237,13,87.81,-4.9246,-3.8049,9449.0,14.9,-0.4941,1.8694,6175,60.9,106.0,Complex,318.4,0.9259,92.76
595,343,43,38.53,4.0369,-2.3781,34457.0,84.12,0.6684,-0.9206,6591,58.5,1333.5,Complex,67.6,0.994,84.67
596,401,51,70.46,-3.516,-3.2521,36448.0,91.15,0.5781,1.133,2952,13.0,1157.0,Concave,450.3,0.3596,69.79
597,221,23,32.16,-2.3905,-0.3698,40440.0,27.56,1.5359,0.8455,4665,65.9,1688.7,Convex,94.4,0.9039,46.08
598,404,11,46.22,-1.6401,-4.0238,45628.0,19.71,-1.4498,1.8045,1310,42.6,1508.8,Convex,280.8,0.8745,26.23
599,47,61,54.02,1.4917,-2.1648,45236.0,50.95,-1.2223,-0.8582,7793,55.1,1001.4,Concave,163.2,0.6464,58.94
600,190,55,64.62,0.2616,3.3793,31630.0,5.49,-1.9768,0.435,4003,7.9,745.4,Convex,469.2,0.7449,58.68
601,199,1,28.15,-3.7525,0.4848,29997.0,51.45,1.6855,-0.6934,5226,69.4,1597.3,Complex,316.1,0.7612,64.3
