infra_id,state_id,district_id,infra_type,infra_code,lat,lon,construction_year,condition,capacity,construction_type,landslide_exposure,distance_to_nearest_slope_km
543,6,1,Disaster Relief Camp,INF00543,26.36455,96.89134,1970,Good,4867,Timber,Medium,9.31
544,55,7,Police Station,INF00544,29.2013,94.43379,1982,Fair,4990,Timber,Negligible,4.32
545,56,7,Water Treatment,INF00545,29.23889,97.36306,1965,Critical,3741,Masonry,Negligible,6.96
546,33,4,School,INF00546,23.98148,99.91934,1975,Good,831,Masonry,High,9.47
547,49,6,Telecom Tower,INF00547,29.58079,98.53484,1907,Good,1223,Steel Frame,Negligible,5.66
548,17,2,Helipad,INF00548,24.04937,92.75558,1958,Critical,4465,Masonry,Negligible,6.55
549,25,3,Government Office,INF00549,26.72706,97.06344,1963,Poor,3045,Timber,Low,5.16
550,38,4,Police Station,INF00550,29.69195,98.90373,1999,Critical,686,Timber,Low,8.58
551,52,6,Helipad,INF00551,28.69626,99.73225,1929,Good,4341,Steel Frame,Negligible,4.54
552,33,4,Hospital,INF00552,23.51795,99.74958,1954,Critical,1734,Seismically Isolated,Low,2.25
553,55,7,Telecom Tower,INF00553,29.27751,94.15218,1989,Poor,2737,Timber,Low,6.4
554,46,5,Police Station,INF00554,23.50169,97.48897,1936,Critical,814,Steel Frame,Medium,7.5
555,27,3,Disaster Relief Camp,INF00555,24.93401,90.75396,2021,Good,928,Reinforced Concrete,High,5.12
556,30,3,Telecom Tower,INF00556,25.54521,92.43882,2022,Fair,2654,Timber,Negligible,8.13
557,34,4,Disaster Relief Camp,INF00557,26.15565,97.82989,2015,Critical,1290,Steel Frame,High,8.46
558,17,2,Police Station,INF00558,23.53575,92.75104,1976,Critical,173,Seismically Isolated,Medium,8.47
559,57,7,Helipad,INF00559,23.46068,93.2726,1944,Good,4270,Reinforced Concrete,Medium,7.59
560,48,6,Government Office,INF00560,26.54813,94.70138,1993,Critical,305,Reinforced Concrete,Low,9.44
561,59,8,Disaster Relief Camp,INF00561,25.76175,92.5163,1995,Good,4721,Steel Frame,Low,4.94
562,10,1,Telecom Tower,INF00562,23.77229,97.50635,1973,Poor,3357,Seismically Isolated,Low,2.74
563,21,2,Water Treatment,INF00563,24.42056,99.4197,2017,Good,81,Steel Frame,High,5.96
564,17,2,Helipad,INF00564,23.81516,92.91388,1912,Good,1410,Masonry,Low,4.81
565,58,7,Police Station,INF00565,27.13278,94.28651,1994,Fair,4142,Masonry,Medium,6.03
566,49,6,Police Station,INF00566,29.19038,98.55228,1924,Fair,1809,Timber,Negligible,5.49
567,58,7,Water Treatment,INF00567,27.40108,94.48226,1999,Good,4178,Timber,Medium,5.29
568,31,3,Disaster Relief Camp,INF00568,27.78942,95.58707,1945,Critical,3061,Timber,Medium,3.07
569,31,3,School,INF00569,28.02128,95.63633,1936,Good,2913,Seismically Isolated,Negligible,9.71
570,44,5,Helipad,INF00570,29.25321,98.41173,1971,Critical,3470,Seismically Isolated,Low,4.72
571,43,5,Helipad,INF00571,29.96468,97.62117,1924,Good,4250,Timber,High,7.95
572,61,8,Telecom Tower,INF00572,26.80841,90.01485,1991,Good,2502,Timber,Medium,7.56
573,14,2,Helipad,INF00573,22.348,93.08236,1909,Critical,2883,Reinforced Concrete,Medium,9.27
574,59,8,School,INF00574,25.75898,92.53805,1947,Critical,3755,Reinforced Concrete,Medium,7.64
575,8,1,Government Office,INF00575,24.33967,98.83792,1964,Poor,4578,Masonry,Medium,6.49
576,2,1,Water Treatment,INF00576,23.76536,91.39978,2002,Fair,1577,Masonry,Medium,9.26
577,32,3,Disaster Relief Camp,INF00577,25.46978,95.92981,1970,Critical,3165,Seismically Isolated,Low,4.65
578,21,2,Hospital,INF00578,24.14324,99.24657,1919,Poor,1598,Seismically Isolated,Low,1.52
579,5,1,Helipad,INF00579,23.47796,95.28074,2014,Poor,933,Seismically Isolated,High,2.42
580,61,8,Hospital,INF00580,26.57395,90.07957,1931,Fair,1858,Timber,Low,2.42
581,17,2,Power Station,INF00581,23.84384,92.89773,1930,Critical,1957,Seismically Isolated,High,3.06
582,47,6,Telecom Tower,INF00582,29.40062,98.96549,1932,Good,3795,Timber,High,1.27
583,20,2,Helipad,INF00583,23.05351,93.74812,1983,Fair,390,Masonry,Medium,8.28
584,49,6,Police Station,INF00584,29.44165,98.78811,2008,Fair,1012,Masonry,Low,8.53
585,8,1,Hospital,INF00585,24.07575,98.9343,1947,Critical,3677,Reinforced Concrete,Medium,0.45
586,48,6,Police Station,INF00586,26.58975,94.85334,1926,Critical,4795,Masonry,High,1.4
587,2,1,Hospital,INF00587,23.80906,91.42748,2014,Fair,4779,Masonry,Negligible,6.26
588,54,6,Government Office,INF00588,29.55921,91.73732,1922,Good,4403,Masonry,Low,3.74
589,40,5,Disaster Relief Camp,INF00589,27.76852,97.97834,2005,Critical,4094,Reinforced Concrete,High,9.48
590,21,2,Police Station,INF00590,23.86545,99.19377,1910,Good,2862,Reinforced Concrete,Low,5.71
591,46,5,Helipad,INF00591,23.26913,97.57534,1968,Good,3713,Reinforced Concrete,Medium,1.72
592,60,8,Water Treatment,INF00592,24.58144,96.07638,1952,Poor,360,Masonry,Negligible,8.51
593,12,1,Water Treatment,INF00593,26.87493,97.95413,1932,Fair,4727,Steel Frame,Negligible,0.77
594,18,2,Hospital,INF00594,28.71855,98.69798,2013,Fair,3959,Masonry,Medium,7.47
595,2,1,School,INF00595,23.89953,91.61079,1939,Poor,4117,Reinforced Concrete,Low,8.81
596,13,2,Police Station,INF00596,26.05088,99.49926,1983,Poor,4110,Masonry,Negligible,7.7
597,35,4,Power Station,INF00597,22.97419,91.47665,1923,Good,4378,Seismically Isolated,Negligible,1.86
598,53,6,School,INF00598,27.83046,91.34599,2011,Critical,4900,Seismically Isolated,Low,0.36
599,32,3,Government Office,INF00599,25.37213,95.5847,1903,Fair,4055,Steel Frame,Low,7.55
600,60,8,Power Station,INF00600,24.81589,95.74303,1942,Critical,1491,Steel Frame,Low,8.66
601,18,2,Government Office,INF00601,29.10997,98.52539,1959,Good,1519,Timber,High,3.37
602,38,4,Hospital,INF00602,29.9643,98.64126,1938,Good,4169,Steel Frame,Medium,2.74
603,9,1,Helipad,INF00603,27.42894,93.51853,1986,Fair,2373,Masonry,Low,6.16
604,58,7,Telecom Tower,INF00604,26.92531,94.60267,1973,Good,100,Reinforced Concrete,Negligible,9.5
605,30,3,Telecom Tower,INF00605,25.6832,92.78736,1907,Fair,1230,Masonry,High,8.07
606,44,5,Hospital,INF00606,29.58136,98.44735,2023,Fair,1508,Masonry,Medium,7.36
607,36,4,Government Office,INF00607,25.52303,90.70842,1901,Poor,307,Steel Frame,Negligible,0.2
608,58,7,Helipad,INF00608,27.00996,94.52286,1917,Poor,1181,Seismically Isolated,Medium,2.05
609,7,1,Hospital,INF00609,26.16312,92.26792,1966,Poor,4536,Steel Frame,High,4.34
610,56,7,Telecom Tower,INF00610,29.44051,97.29885,1907,Critical,3873,Seismically Isolated,Medium,4.8
611,23,3,Water Treatment,INF00611,27.88416,91.84544,1913,Good,1984,Seismically Isolated,Negligible,2.09
612,39,4,Power Station,INF00612,27.35702,91.41295,1905,Critical,4784,Reinforced Concrete,High,2.5
613,46,5,Hospital,INF00613,22.92707,97.45628,2010,Poor,1967,Steel Frame,Low,6.39
614,56,7,School,INF00614,29.36591,97.61591,1999,Poor,4771,Reinforced Concrete,Low,6.11
615,11,1,School,INF00615,22.67633,91.0565,1965,Good,652,Seismically Isolated,High,2.56
616,34,4,Government Office,INF00616,25.66172,97.38341,1966,Fair,4016,Steel Frame,Negligible,2.35
617,10,1,Hospital,INF00617,23.6965,97.6901,1973,Poor,3024,Seismically Isolated,High,1.89
618,25,3,Telecom Tower,INF00618,26.38609,96.8932,2021,Fair,4003,Reinforced Concrete,High,5.62
619,22,2,Police Station,INF00619,22.59704,96.4115,1936,Fair,3926,Timber,Medium,6.85
620,44,5,Disaster Relief Camp,INF00620,29.28209,98.71695,1914,Fair,4393,Reinforced Concrete,Medium,1.72
621,5,1,Police Station,INF00621,23.93178,95.20707,1974,Critical,4959,Masonry,High,5.78
622,22,2,Government Office,INF00622,22.84221,96.20712,1913,Critical,4613,Masonry,Negligible,0.39
623,36,4,Police Station,INF00623,25.15271,90.33711,1902,Fair,450,Steel Frame,Low,5.96
624,6,1,Helipad,INF00624,26.67734,97.37556,1984,Good,345,Seismically Isolated,Negligible,8.36
625,53,6,Government Office,INF00625,28.06886,91.54456,1952,Good,98,Reinforced Concrete,Low,1.52
626,13,2,Power Station,INF00626,26.41362,99.83117,2021,Good,277,Timber,Negligible,4.91
627,44,5,Hospital,INF00627,29.17248,98.53857,2006,Fair,1996,Steel Frame,Negligible,1.29
628,55,7,Water Treatment,INF00628,29.19285,94.43061,1909,Critical,4595,Steel Frame,Negligible,3.29
629,21,2,Government Office,INF00629,24.20159,99.41397,1900,Poor,4326,Steel Frame,High,7.16
630,41,5,Disaster Relief Camp,INF00630,22.87977,94.3692,2017,Poor,2320,Masonry,Medium,4.96
631,51,6,Power Station,INF00631,29.63738,90.83225,1949,Fair,44,Reinforced Concrete,Medium,4.91
632,60,8,Helipad,INF00632,24.70244,96.14838,1916,Good,173,Timber,Medium,7.27
633,24,3,Police Station,INF00633,24.15854,99.29162,1991,Poor,1620,Seismically Isolated,Medium,2.19
634,20,2,Hospital,INF00634,23.57076,93.4635,1903,Fair,1639,Reinforced Concrete,High,9.01
635,2,1,Hospital,INF00635,23.78389,91.28143,2023,Poor,2531,Seismically Isolated,Low,8.31
636,30,3,Helipad,INF00636,25.85471,92.78106,1972,Poor,739,Masonry,Low,2.15
637,51,6,Government Office,INF00637,29.45258,90.77019,1933,Fair,723,Steel Frame,Negligible,3.16
638,14,2,Disaster Relief Camp,INF00638,22.686,92.77217,1933,Good,1598,Masonry,Negligible,7.12
639,16,2,Helipad,INF00639,23.56948,90.82663,1926,Fair,3364,Reinforced Concrete,Low,9.54
640,58,7,Water Treatment,INF00640,27.45987,94.34998,1965,Poor,11,Reinforced Concrete,High,1.03
641,28,3,Government Office,INF00641,29.15028,93.22382,1951,Fair,2206,Timber,Low,7.9
642,12,1,Police Station,INF00642,27.01236,97.83961,1993,Good,1762,Steel Frame,Low,7.89
643,1,1,School,INF00643,27.10066,90.32497,1941,Fair,3958,Seismically Isolated,Medium,9.59
644,18,2,Disaster Relief Camp,INF00644,28.90744,98.452,2012,Poor,159,Reinforced Concrete,High,6.33
645,29,3,Police Station,INF00645,26.22933,98.67545,1998,Poor,2931,Steel Frame,High,7.15
646,21,2,School,INF00646,24.16191,99.61628,2005,Good,1003,Reinforced Concrete,Negligible,6.67
647,43,5,School,INF00647,29.92023,97.44229,1929,Critical,3840,Masonry,Medium,2.56
648,12,1,Hospital,INF00648,27.09738,98.13125,1950,Critical,4301,Masonry,High,2.84
649,22,2,Disaster Relief Camp,INF00649,22.56263,96.10391,2023,Critical,489,Masonry,Negligible,3.79
650,1,1,School,INF00650,27.00841,90.23592,1938,Poor,4071,Seismically Isolated,Negligible,3.4
651,44,5,Disaster Relief Camp,INF00651,29.1332,99.00512,1927,Critical,521,Timber,Medium,5.15
652,45,5,Government Office,INF00652,28.52105,95.25648,1910,Poor,3782,Reinforced Concrete,Negligible,4.52
653,4,1,School,INF00653,26.60231,90.06225,1968,Good,4227,Steel Frame,High,8.05
654,33,4,Government Office,INF00654,23.99614,99.77222,2016,Good,2765,Seismically Isolated,Negligible,5.16
655,39,4,Telecom Tower,INF00655,27.61483,91.07686,1974,Good,1782,Reinforced Concrete,High,7.78
656,22,2,Hospital,INF00656,22.61334,96.2212,1904,Good,2685,Timber,Medium,7.03
657,27,3,Water Treatment,INF00657,25.44853,90.4869,1962,Poor,3141,Reinforced Concrete,High,2.52
658,49,6,Police Station,INF00658,29.22447,98.56777,2023,Fair,859,Reinforced Concrete,Medium,2.06
659,21,2,Helipad,INF00659,23.9391,99.20873,1988,Critical,4390,Masonry,Low,3.32
660,12,1,Disaster Relief Camp,INF00660,26.99739,98.29438,2007,Fair,4042,Masonry,High,9.21
661,24,3,Hospital,INF00661,24.1664,99.25976,1931,Fair,2042,Masonry,Low,8.03
662,46,5,Power Station,INF00662,23.3121,97.49261,1978,Good,3329,Timber,Low,1.08
663,34,4,Hospital,INF00663,26.24215,97.69249,1963,Critical,2445,Timber,Medium,6.61
664,49,6,Police Station,INF00664,29.17724,98.91058,1949,Good,201,Masonry,Low,3.48
665,43,5,Police Station,INF00665,29.48532,97.55186,2009,Good,474,Seismically Isolated,Medium,2.98
666,40,5,Water Treatment,INF00666,27.9131,97.93438,1916,Poor,919,Reinforced Concrete,High,6.06
667,50,6,Disaster Relief Camp,INF00667,23.99823,92.21358,1906,Fair,3002,Masonry,Low,8.11
668,56,7,Water Treatment,INF00668,29.50611,97.36054,1907,Critical,4364,Seismically Isolated,Low,8.14
669,50,6,Telecom Tower,INF00669,24.20947,92.69576,1926,Fair,3164,Seismically Isolated,High,3.72
670,12,1,Police Station,INF00670,26.84384,98.34407,1930,Critical,1494,Steel Frame,Medium,1.32
671,51,6,Hospital,INF00671,29.65105,90.92246,1981,Fair,968,Reinforced Concrete,Low,3.9
672,28,3,School,INF00672,29.05802,93.1078,1948,Poor,3462,Timber,Medium,6.02
673,55,7,Disaster Relief Camp,INF00673,29.20047,94.47993,1916,Poor,4486,Timber,Low,8.04
674,6,1,Government Office,INF00674,26.40199,97.04375,1978,Fair,929,Masonry,High,1.15
675,46,5,Disaster Relief Camp,INF00675,22.96566,97.57857,2020,Fair,2444,Masonry,High,2.82
676,9,1,Water Treatment,INF00676,27.64792,93.10452,1947,Fair,3955,Masonry,High,9.51
677,57,7,School,INF00677,23.63015,93.25381,1962,Critical,1545,Seismically Isolated,Low,1.24
678,42,5,Government Office,INF00678,22.12338,97.18233,1922,Poor,4691,Steel Frame,High,7.79
679,48,6,School,INF00679,26.58547,94.69276,1975,Fair,1749,Reinforced Concrete,Low,9.79
680,44,5,Hospital,INF00680,29.05088,98.96666,1973,Good,1770,Seismically Isolated,Medium,6.97
681,4,1,School,INF00681,27.02248,90.05102,1919,Critical,2489,Seismically Isolated,Low,5.66
682,24,3,Water Treatment,INF00682,23.87253,99.1964,1935,Good,3800,Masonry,High,5.9
683,50,6,Disaster Relief Camp,INF00683,23.69594,92.16616,1952,Critical,562,Masonry,High,4.55
684,43,5,Telecom Tower,INF00684,29.88184,97.77138,1947,Poor,1287,Seismically Isolated,Medium,6.14
685,8,1,Disaster Relief Camp,INF00685,24.47766,98.64298,1949,Critical,2260,Reinforced Concrete,Low,4.42
686,12,1,School,INF00686,26.9169,98.0068,1927,Good,4018,Timber,Negligible,2.01
687,47,6,Police Station,INF00687,29.85049,99.36216,1971,Critical,1228,Steel Frame,Medium,8.27
688,43,5,School,INF00688,29.73645,97.59261,1989,Fair,2442,Masonry,Negligible,0.98
689,61,8,Hospital,INF00689,26.87135,90.24657,2022,Critical,2171,Reinforced Concrete,Medium,7.88
690,34,4,Helipad,INF00690,26.1592,97.31988,1961,Poor,2576,Timber,Low,4.95
691,34,4,Helipad,INF00691,25.83887,97.32915,1920,Good,1515,Seismically Isolated,Negligible,1.79
692,48,6,Hospital,INF00692,26.57539,95.04865,2015,Fair,4631,Steel Frame,Negligible,7.33
693,47,6,Telecom Tower,INF00693,29.6051,99.02173,1968,Good,569,Seismically Isolated,Low,9.38
694,11,1,Power Station,INF00694,22.83316,90.82103,1922,Critical,881,Steel Frame,Low,7.59
695,38,4,Police Station,INF00695,29.5161,98.52492,1914,Fair,328,Masonry,Negligible,8.59
696,43,5,Disaster Relief Camp,INF00696,29.59916,97.64654,1997,Good,1211,Timber,Low,0.42
697,22,2,Water Treatment,INF00697,22.75981,96.46277,1909,Fair,2958,Seismically Isolated,High,4.41
698,52,6,Water Treatment,INF00698,28.80754,99.71038,2007,Fair,3262,Masonry,Medium,2.88
699,33,4,Government Office,INF00699,23.4813,100.01668,1911,Poor,509,Seismically Isolated,Medium,3.33
700,59,8,School,INF00700,25.35453,92.21699,2019,Fair,4628,Seismically Isolated,High,6.34
701,2,1,Hospital,INF00701,24.22168,91.42166,2021,Critical,2043,Steel Frame,Medium,5.53
702,15,2,Water Treatment,INF00702,27.19437,98.42773,1928,Poor,1718,Steel Frame,Low,1.39
703,60,8,Helipad,INF00703,24.90944,95.99884,1940,Poor,1667,Reinforced Concrete,High,3.54
704,34,4,Hospital,INF00704,25.78515,97.49846,1983,Poor,1372,Timber,High,5.05
705,36,4,School,INF00705,25.55923,90.34168,1979,Critical,2347,Reinforced Concrete,Medium,6.53
706,39,4,Disaster Relief Camp,INF00706,27.16315,90.84926,1919,Good,3244,Reinforced Concrete,Medium,2.8
707,29,3,Telecom Tower,INF00707,25.94476,99.03565,1913,Poor,1511,Reinforced Concrete,Negligible,7.96
708,6,1,Disaster Relief Camp,INF00708,26.54468,97.02011,1923,Poor,4040,Masonry,Negligible,1.57
709,22,2,School,INF00709,22.84227,96.27921,1946,Critical,3396,Reinforced Concrete,Medium,1.23
710,43,5,Government Office,INF00710,29.91705,97.70755,1997,Fair,2497,Seismically Isolated,Low,6.24
711,61,8,Telecom Tower,INF00711,26.73974,89.84168,1964,Poor,3491,Timber,Medium,1.96
712,1,1,Government Office,INF00712,27.02303,90.10978,1910,Good,2045,Seismically Isolated,High,7.0
713,30,3,Power Station,INF00713,25.55784,92.56703,1918,Fair,4734,Masonry,Low,2.32
714,41,5,Government Office,INF00714,22.77812,94.1525,1952,Poor,1042,Reinforced Concrete,High,2.64
715,4,1,Disaster Relief Camp,INF00715,26.56797,90.54182,2001,Fair,624,Seismically Isolated,Medium,6.83
716,42,5,Disaster Relief Camp,INF00716,21.85738,97.4926,1922,Critical,3209,Steel Frame,Low,4.27
717,57,7,Police Station,INF00717,23.7913,93.26045,2014,Good,4294,Steel Frame,Negligible,0.71
718,62,8,Police Station,INF00718,26.89574,92.14513,1962,Good,3482,Seismically Isolated,High,4.75
719,26,3,Power Station,INF00719,23.92176,90.35178,1928,Fair,1182,Seismically Isolated,Negligible,7.69
720,11,1,School,INF00720,22.73864,90.99878,1998,Fair,3687,Steel Frame,Medium,3.04
721,42,5,Power Station,INF00721,21.97251,96.95091,1966,Good,2111,Masonry,High,3.09
722,12,1,Water Treatment,INF00722,26.66991,98.0544,1985,Good,1516,Reinforced Concrete,Low,7.85
723,27,3,Helipad,INF00723,25.21595,90.8134,1908,Fair,3682,Seismically Isolated,Negligible,6.58
724,62,8,Telecom Tower,INF00724,27.27265,92.20892,2004,Good,4834,Seismically Isolated,Medium,4.02
725,14,2,Police Station,INF00725,22.56597,93.20514,1929,Critical,1888,Masonry,High,5.6
726,16,2,Water Treatment,INF00726,23.38616,90.57528,1958,Good,4904,Steel Frame,High,6.17
727,11,1,Helipad,INF00727,22.45595,90.86839,2017,Fair,544,Steel Frame,Negligible,5.44
728,41,5,Water Treatment,INF00728,23.18429,94.42493,1995,Poor,4129,Reinforced Concrete,Medium,2.97
729,36,4,Telecom Tower,INF00729,25.46994,90.47467,1928,Good,3482,Timber,High,5.36
730,60,8,Telecom Tower,INF00730,24.73921,95.86499,1943,Good,3721,Steel Frame,Medium,1.43
731,19,2,Disaster Relief Camp,INF00731,24.27778,96.17678,2007,Fair,2218,Steel Frame,Low,4.16
732,39,4,Government Office,INF00732,27.28525,90.92538,1959,Critical,4992,Masonry,Negligible,2.05
733,9,1,Water Treatment,INF00733,27.86428,93.17936,1909,Poor,1560,Seismically Isolated,Medium,7.16
734,48,6,School,INF00734,26.67413,95.11924,1922,Good,18,Steel Frame,Medium,2.55
735,3,1,Police Station,INF00735,27.28837,98.71572,1979,Poor,2308,Masonry,Medium,5.84
736,23,3,School,INF00736,27.59298,91.74697,1903,Critical,349,Masonry,Negligible,6.83
737,5,1,School,INF00737,23.60717,95.29064,1952,Poor,3005,Timber,Negligible,6.68
738,16,2,Power Station,INF00738,23.68891,90.79645,1964,Poor,3516,Masonry,Low,7.28
739,48,6,Water Treatment,INF00739,26.68784,94.81446,1934,Good,4348,Masonry,Negligible,3.51
740,20,2,School,INF00740,23.34223,93.72937,2010,Good,4197,Seismically Isolated,Low,3.44
741,3,1,Disaster Relief Camp,INF00741,27.43558,99.11388,1997,Poor,2594,Steel Frame,High,9.51
742,8,1,Police Station,INF00742,24.34349,98.53196,2019,Critical,2410,Timber,Negligible,6.06
743,18,2,Police Station,INF00743,28.89763,98.59137,1916,Critical,43,Timber,High,0.91
744,34,4,School,INF00744,26.14524,97.43113,1986,Poor,3874,Reinforced Concrete,Negligible,8.57
745,44,5,Government Office,INF00745,29.38767,98.8753,1952,Fair,1341,Steel Frame,High,6.66
746,50,6,Hospital,INF00746,23.96088,92.5143,1904,Fair,2309,Timber,High,4.71
747,56,7,Helipad,INF00747,29.45849,97.31314,1918,Poor,1891,Steel Frame,Negligible,6.32
748,50,6,Power Station,INF00748,23.96878,92.25512,1989,Poor,388,Steel Frame,High,3.27
749,48,6,Helipad,INF00749,26.86277,95.088,1920,Critical,791,Steel Frame,Low,2.14
750,5,1,Hospital,INF00750,23.47857,94.75407,1927,Poor,91,Reinforced Concrete,Medium,9.07
751,61,8,Police Station,INF00751,26.42188,90.22772,1995,Good,2621,Steel Frame,Medium,0.32
752,57,7,Hospital,INF00752,23.57124,93.0275,1957,Critical,2780,Timber,Low,0.99
753,5,1,Hospital,INF00753,23.62039,94.8478,1983,Fair,2709,Reinforced Concrete,Low,3.43
754,35,4,Hospital,INF00754,23.3894,91.78405,1957,Critical,3065,Reinforced Concrete,High,2.2
755,15,2,Hospital,INF00755,27.22555,98.63447,2014,Fair,4454,Seismically Isolated,Medium,4.01
756,59,8,Disaster Relief Camp,INF00756,25.79072,92.45268,1944,Fair,454,Masonry,Low,7.89
757,57,7,Government Office,INF00757,23.37038,93.24638,1968,Good,782,Masonry,Low,1.7
758,1,1,Power Station,INF00758,27.321,90.2869,1932,Poor,3820,Masonry,High,9.12
759,60,8,Telecom Tower,INF00759,24.81776,95.86743,1925,Poor,2836,Steel Frame,High,0.96
760,5,1,Telecom Tower,INF00760,23.84683,95.23015,1997,Poor,4385,Seismically Isolated,High,2.01
761,8,1,Police Station,INF00761,23.9668,98.59446,1929,Good,2274,Reinforced Concrete,High,3.91
762,17,2,Water Treatment,INF00762,23.94322,92.82323,1925,Poor,803,Seismically Isolated,Low,0.05
763,24,3,Government Office,INF00763,24.17883,99.46123,2012,Fair,2198,Masonry,Medium,0.07
764,49,6,Water Treatment,INF00764,29.43631,98.73771,1969,Good,4059,Reinforced Concrete,Medium,9.52
765,27,3,Hospital,INF00765,25.20179,90.51201,2018,Fair,4640,Steel Frame,High,1.34
766,26,3,Telecom Tower,INF00766,23.61593,90.52303,1955,Poor,2209,Masonry,Medium,7.04
767,11,1,Disaster Relief Camp,INF00767,22.76088,90.68739,1909,Poor,4337,Masonry,Negligible,7.39
768,42,5,Helipad,INF00768,22.03378,96.96042,1956,Fair,3856,Seismically Isolated,Negligible,8.23
769,61,8,Hospital,INF00769,26.44547,90.00507,1955,Fair,3201,Masonry,Negligible,4.22
770,17,2,Power Station,INF00770,23.86296,92.85197,1920,Good,4663,Steel Frame,Medium,6.24
771,37,4,Telecom Tower,INF00771,26.84896,94.93557,2005,Poor,2379,Masonry,High,8.57
772,23,3,Hospital,INF00772,28.10214,91.48767,2019,Good,2611,Masonry,Low,6.24
773,47,6,Disaster Relief Camp,INF00773,29.56645,99.44317,2015,Critical,4776,Reinforced Concrete,High,8.25
774,50,6,Water Treatment,INF00774,23.79833,92.52346,1955,Critical,1101,Steel Frame,Medium,8.92
775,22,2,Disaster Relief Camp,INF00775,22.4612,96.58888,1974,Critical,2052,Timber,High,0.62
776,12,1,Government Office,INF00776,27.00495,98.31568,1946,Good,2872,Steel Frame,Negligible,9.54
777,26,3,Hospital,INF00777,23.89843,90.34191,1998,Critical,4344,Steel Frame,Low,6.58
778,26,3,Helipad,INF00778,24.10852,90.55622,1970,Critical,781,Masonry,High,5.32
779,24,3,Telecom Tower,INF00779,24.41175,98.99661,1964,Critical,323,Seismically Isolated,Negligible,9.82
780,13,2,School,INF00780,26.56872,99.68814,1991,Fair,854,Timber,High,3.11
781,12,1,School,INF00781,26.55298,98.00403,1903,Good,3337,Timber,Low,2.97
782,13,2,Government Office,INF00782,26.50404,99.98859,1937,Poor,4854,Reinforced Concrete,Medium,5.13
783,57,7,Government Office,INF00783,23.48923,92.97914,1936,Good,4424,Steel Frame,High,2.19
784,42,5,Telecom Tower,INF00784,22.24948,97.39888,1966,Critical,359,Timber,High,3.69
785,25,3,Government Office,INF00785,26.63907,97.11404,1927,Poor,2429,Masonry,Low,7.29
786,58,7,School,INF00786,26.99341,94.25181,1974,Poor,2104,Steel Frame,Low,1.26
787,42,5,Water Treatment,INF00787,21.99704,97.22642,1937,Good,103,Timber,High,9.04
788,4,1,School,INF00788,26.58079,90.44003,1986,Critical,1415,Masonry,Negligible,5.28
789,23,3,Disaster Relief Camp,INF00789,27.87885,91.44349,1928,Fair,2375,Masonry,Medium,7.55
790,45,5,School,INF00790,28.7596,94.91061,1995,Fair,1506,Timber,High,1.59
791,8,1,Power Station,INF00791,24.24299,98.45951,1972,Fair,630,Steel Frame,Medium,0.39
792,54,6,School,INF00792,29.6813,91.5863,1910,Poor,3634,Steel Frame,High,8.57
793,31,3,Helipad,INF00793,27.7559,95.54738,1906,Fair,4133,Timber,Low,8.32
794,56,7,Telecom Tower,INF00794,29.58359,97.63442,1926,Critical,1059,Masonry,Medium,1.71
795,27,3,Water Treatment,INF00795,25.09166,90.808,1993,Fair,3257,Seismically Isolated,High,2.94
796,26,3,Police Station,INF00796,23.74392,90.06373,1919,Poor,1147,Steel Frame,High,1.97
797,56,7,Police Station,INF00797,29.37732,97.5193,2000,Critical,3358,Reinforced Concrete,Low,2.99
798,50,6,Police Station,INF00798,23.67838,92.17521,1907,Critical,584,Masonry,Negligible,8.88
799,23,3,Helipad,INF00799,27.99045,91.7697,2016,Good,3337,Reinforced Concrete,High,4.11
800,5,1,Government Office,INF00800,23.83795,95.1844,1951,Fair,4111,Masonry,Negligible,7.37
801,26,3,Water Treatment,INF00801,23.98945,90.54108,1909,Critical,2913,Steel Frame,Negligible,0.34
802,62,8,Government Office,INF00802,26.95047,92.2552,1963,Fair,3515,Steel Frame,High,4.24
803,30,3,Government Office,INF00803,25.66294,92.59743,1911,Critical,4987,Reinforced Concrete,Medium,3.12
804,4,1,Telecom Tower,INF00804,26.98707,90.43784,1976,Poor,1077,Timber,High,5.82
805,36,4,Police Station,INF00805,25.1942,90.5345,1929,Critical,4686,Seismically Isolated,Low,8.04
806,50,6,Government Office,INF00806,23.74067,92.44889,1972,Poor,2005,Seismically Isolated,High,2.23
807,36,4,Telecom Tower,INF00807,25.31128,90.85388,1900,Good,141,Seismically Isolated,High,1.52
808,45,5,Water Treatment,INF00808,28.96223,94.89212,1987,Good,421,Steel Frame,Negligible,8.51
809,49,6,Government Office,INF00809,29.38687,98.94153,2004,Fair,2767,Masonry,Low,2.77
810,22,2,Water Treatment,INF00810,22.39406,96.52046,1931,Good,3855,Steel Frame,Negligible,0.11
811,54,6,School,INF00811,29.66772,91.59466,1933,Critical,801,Steel Frame,Medium,1.34
812,26,3,Water Treatment,INF00812,23.84081,90.52717,1992,Good,1524,Timber,Negligible,8.72
813,23,3,Government Office,INF00813,27.55986,91.38101,1946,Poor,2278,Timber,Medium,6.77
814,19,2,Water Treatment,INF00814,23.95683,96.2168,1927,Fair,4882,Timber,Medium,8.89
815,49,6,Government Office,INF00815,29.56741,98.51366,1904,Good,4975,Reinforced Concrete,High,1.79
816,60,8,Telecom Tower,INF00816,24.69953,95.79345,2006,Fair,2447,Reinforced Concrete,High,0.62
