record_id,slope_id,district_id,measurement_date,depth_m,moisture_content_pct,saturation_ratio,porosity_pct,cohesion_kpa,friction_angle_deg,permeability_cm_s,bulk_density_g_cc,sand_pct,silt_pct,clay_pct,hydrological_group,drainage_class
1005,253,56,2018-08-15,2.33,54.8,0.164,45.3,27.9,27.3,26.66,0.94,78,17,5,D,Well Drained
1006,202,36,2022-05-08,2.09,56.2,0.172,27.9,20.3,17.7,43.248,1.55,59,36,5,D,Moderately Drained
1007,95,4,2022-04-19,2.65,14.7,0.682,67.4,35.0,32.5,11.895,2.0,20,23,57,C,Moderately Drained
1008,471,58,2019-06-25,0.53,57.7,0.695,71.4,58.8,26.8,4.258,0.84,73,22,5,B,Poorly Drained
1009,177,17,2023-12-26,2.22,41.4,0.357,18.8,18.4,32.7,36.792,1.31,29,12,59,A,Moderately Drained
1010,185,1,2022-12-14,0.54,41.8,0.197,35.6,8.7,20.1,4.427,0.85,68,7,25,B,Poorly Drained
1011,487,39,2018-06-21,1.54,54.4,0.182,23.9,65.8,32.2,48.844,2.15,33,50,17,A,Moderately Drained
1012,95,4,2018-06-11,0.75,33.5,0.525,14.1,25.3,43.6,16.54,2.19,14,52,34,D,Moderately Drained
1013,387,6,2020-07-28,2.24,10.9,0.596,63.9,63.4,20.0,8.416,1.18,39,51,10,D,Well Drained
1014,145,47,2018-10-17,1.76,6.9,0.782,75.9,59.2,18.7,7.502,1.73,23,45,32,D,Poorly Drained
1015,152,25,2020-06-01,1.58,24.1,0.882,50.5,57.8,15.2,2.024,1.87,18,39,43,C,Poorly Drained
1016,158,29,2024-11-08,2.45,20.1,0.264,75.5,11.3,20.4,12.793,1.86,14,57,29,A,Poorly Drained
1017,361,43,2019-09-17,2.65,54.9,0.563,45.1,39.3,38.5,36.597,1.96,37,13,50,D,Well Drained
1018,238,31,2024-08-01,0.79,17.3,0.883,77.2,13.1,30.7,2.593,1.07,17,20,63,B,Well Drained
1019,202,36,2023-03-25,1.42,58.1,0.1,13.5,18.0,16.9,38.632,1.41,23,38,39,A,Well Drained
1020,247,49,2024-12-28,2.29,43.1,0.179,79.7,22.7,28.9,12.854,0.92,61,34,5,A,Moderately Drained
1021,433,62,2023-07-19,2.12,23.9,0.511,32.1,76.4,16.8,46.193,2.05,63,17,20,B,Moderately Drained
1022,487,39,2023-10-30,1.39,5.7,0.475,50.5,7.4,23.7,45.292,1.27,52,44,4,C,Well Drained
1023,455,18,2020-01-05,0.33,21.5,0.218,79.0,0.0,38.7,2.454,1.28,28,60,12,C,Moderately Drained
1024,145,47,2019-10-19,0.4,56.0,0.63,55.2,73.1,23.6,16.306,1.42,26,9,65,A,Moderately Drained
1025,116,34,2018-03-18,1.87,22.4,0.156,40.9,11.9,43.7,29.635,0.96,9,43,48,B,Poorly Drained
1026,238,31,2018-11-07,1.51,10.8,0.257,39.3,45.6,37.7,6.239,0.84,31,14,55,C,Well Drained
1027,445,22,2022-09-27,2.31,51.5,0.994,78.2,52.3,23.9,15.418,1.13,51,15,34,C,Moderately Drained
1028,311,5,2020-10-06,0.59,18.0,0.303,72.7,69.7,43.3,46.186,1.66,68,27,5,B,Poorly Drained
1029,14,37,2022-08-16,0.47,53.2,0.344,55.5,57.8,40.1,45.753,2.18,48,42,10,B,Poorly Drained
1030,57,1,2019-11-16,1.77,20.6,0.226,32.3,0.5,19.4,37.859,1.36,54,7,39,D,Moderately Drained
1031,493,34,2018-10-22,2.46,25.5,0.264,57.2,13.6,27.1,48.648,1.5,41,20,39,C,Poorly Drained
1032,486,25,2024-03-01,0.14,38.5,0.179,64.9,78.6,42.9,6.028,0.93,61,35,4,C,Well Drained
1033,74,43,2022-07-22,1.71,27.4,0.902,44.8,59.8,41.1,40.518,1.73,28,19,53,A,Poorly Drained
1034,370,41,2024-06-29,0.47,35.3,0.669,47.0,0.2,16.1,14.562,1.04,60,27,13,D,Well Drained
1035,196,48,2024-08-15,0.26,12.1,0.935,18.7,0.8,33.0,6.641,1.53,54,35,11,B,Well Drained
1036,120,14,2019-09-15,0.97,39.6,0.83,74.0,63.0,20.8,47.073,1.79,23,26,51,C,Well Drained
1037,300,25,2023-03-29,2.27,28.6,0.366,58.0,36.0,32.1,12.744,1.69,57,11,32,B,Poorly Drained
1038,103,56,2022-04-11,2.64,22.8,0.54,50.9,45.0,28.1,14.68,1.53,26,45,29,A,Well Drained
1039,100,35,2023-03-22,1.71,34.4,0.775,77.5,17.0,43.7,11.235,1.78,25,59,16,A,Moderately Drained
1040,443,9,2020-06-15,2.91,27.2,0.344,65.7,18.8,19.1,4.989,1.53,21,34,45,C,Well Drained
1041,68,40,2020-11-06,0.59,24.1,0.599,76.8,78.9,35.6,9.334,1.99,11,30,59,B,Poorly Drained
1042,327,20,2020-02-18,1.18,6.3,0.412,27.2,18.8,18.6,19.827,1.2,63,34,3,C,Moderately Drained
1043,219,16,2018-04-02,0.36,8.1,0.515,18.8,27.5,38.7,33.285,1.41,41,59,0,A,Poorly Drained
1044,54,13,2020-02-22,2.4,6.9,0.398,59.7,40.8,25.0,8.704,1.82,36,47,17,D,Well Drained
1045,40,32,2021-11-09,2.95,7.9,0.355,41.8,9.3,29.9,16.343,1.62,24,31,45,C,Well Drained
1046,268,58,2018-12-07,1.52,30.6,0.395,74.4,26.7,40.0,32.46,1.97,78,17,5,A,Moderately Drained
1047,52,54,2018-11-04,0.65,53.0,0.988,22.3,20.0,31.4,19.239,1.48,49,46,5,C,Poorly Drained
1048,479,15,2021-03-04,2.77,39.7,0.241,60.9,64.3,43.9,41.01,0.88,11,16,73,D,Well Drained
1049,218,28,2020-02-23,1.65,50.3,0.917,63.4,24.6,24.6,32.702,0.88,17,34,49,B,Poorly Drained
1050,107,47,2023-07-20,2.93,42.9,0.785,11.1,63.9,36.9,30.165,0.87,47,20,33,A,Moderately Drained
1051,441,56,2023-05-26,0.24,9.6,0.399,53.1,4.1,39.4,13.297,1.65,40,43,17,A,Well Drained
1052,279,26,2024-07-05,0.3,11.7,0.873,26.5,26.1,30.8,16.17,1.64,23,38,39,A,Poorly Drained
1053,241,16,2021-01-24,0.42,46.0,0.351,25.2,39.0,15.3,33.529,2.19,67,28,5,C,Poorly Drained
1054,434,13,2024-09-25,2.79,55.1,0.556,27.3,2.7,29.9,2.072,1.17,58,37,5,B,Well Drained
1055,150,17,2018-03-14,0.65,20.1,0.137,73.6,6.4,17.7,34.983,2.05,58,37,5,B,Poorly Drained
1056,128,44,2019-12-06,1.07,49.5,0.562,40.9,10.1,40.3,31.164,1.66,56,39,5,D,Well Drained
1057,368,31,2018-03-11,0.81,41.2,0.961,35.1,77.4,37.8,12.264,2.1,56,34,10,B,Poorly Drained
1058,476,22,2018-04-19,0.45,30.1,0.108,18.8,63.6,30.7,17.33,2.12,34,48,18,D,Well Drained
1059,296,41,2018-11-06,0.93,9.1,0.224,75.7,44.4,30.6,37.413,1.28,20,29,51,D,Well Drained
1060,364,17,2024-04-26,2.78,39.0,0.811,67.1,19.7,39.4,39.362,1.38,62,33,5,C,Well Drained
1061,248,28,2023-12-28,1.16,46.3,0.304,15.0,55.1,16.7,6.458,1.95,41,29,30,A,Poorly Drained
1062,400,48,2024-01-23,1.51,43.1,0.588,53.0,27.7,40.5,0.176,1.97,39,6,55,B,Well Drained
1063,495,40,2023-02-19,2.65,55.2,0.366,55.1,64.7,35.1,22.003,0.81,10,23,67,C,Well Drained
1064,432,24,2022-06-30,0.35,21.2,0.981,62.4,2.2,42.6,32.292,1.89,55,39,6,B,Well Drained
1065,15,17,2019-01-08,1.84,37.0,0.58,31.3,30.5,28.1,0.009,1.66,46,48,6,C,Poorly Drained
1066,21,25,2023-01-14,1.64,51.4,0.159,64.9,53.0,19.5,40.72,1.1,61,19,20,A,Moderately Drained
1067,317,51,2022-09-01,0.2,20.6,0.406,75.6,31.5,44.9,21.633,1.02,28,43,29,B,Poorly Drained
1068,276,62,2020-09-24,2.43,49.8,0.714,51.7,70.4,42.9,5.7,0.9,53,39,8,B,Poorly Drained
1069,256,59,2021-07-04,0.43,51.9,0.638,67.4,78.5,27.2,47.413,2.16,29,30,41,C,Moderately Drained
1070,138,54,2023-07-18,1.03,33.2,0.156,34.9,51.7,42.8,30.962,1.64,20,36,44,B,Well Drained
1071,42,44,2021-01-22,2.59,6.5,0.427,28.0,43.4,23.3,5.293,2.05,17,54,29,C,Moderately Drained
1072,248,28,2021-02-09,1.93,50.2,0.129,57.3,12.9,27.8,17.343,2.01,6,43,51,B,Moderately Drained
1073,315,31,2024-11-25,2.35,38.7,0.953,43.3,47.0,29.4,33.598,1.43,60,31,9,C,Poorly Drained
1074,244,42,2018-09-19,2.49,44.3,0.231,76.2,18.1,25.3,28.687,2.18,29,54,17,B,Well Drained
1075,3,47,2023-10-06,2.53,5.8,0.22,11.4,10.5,22.3,22.948,1.48,66,27,7,D,Moderately Drained
1076,65,27,2021-04-16,0.85,25.7,0.554,36.6,14.1,26.1,21.034,1.72,19,43,38,B,Well Drained
1077,399,2,2024-06-05,1.57,16.0,0.716,15.4,17.2,43.1,39.07,0.96,46,49,5,B,Moderately Drained
1078,54,13,2020-06-04,2.62,49.7,0.663,26.9,53.6,38.4,46.088,1.26,58,34,8,A,Poorly Drained
1079,159,55,2020-11-23,0.18,47.1,0.645,59.0,8.2,20.6,6.502,1.79,13,32,55,B,Well Drained
1080,437,26,2020-07-02,1.27,42.6,0.834,74.6,63.4,30.0,34.191,1.12,52,34,14,B,Poorly Drained
1081,120,14,2021-06-05,2.16,56.7,0.688,35.5,21.3,30.3,40.993,0.98,16,45,39,D,Moderately Drained
1082,282,32,2021-06-24,0.89,14.1,0.772,65.4,69.3,37.2,3.921,1.01,73,22,5,C,Moderately Drained
1083,250,11,2021-02-14,2.89,31.9,0.267,77.4,22.4,41.8,11.389,0.96,23,24,53,B,Poorly Drained
1084,403,60,2022-09-10,1.49,22.6,0.952,53.6,72.5,20.5,17.906,1.78,60,35,5,D,Well Drained
1085,332,54,2022-11-29,1.86,6.8,0.97,62.4,79.7,36.6,31.322,1.2,72,20,8,C,Poorly Drained
1086,204,25,2022-02-25,1.73,11.5,0.773,12.5,72.3,45.0,37.499,2.1,24,40,36,A,Poorly Drained
1087,21,25,2019-03-30,2.16,45.8,0.701,24.4,27.2,24.9,23.347,1.8,17,48,35,A,Well Drained
1088,323,27,2020-12-19,2.44,53.9,0.651,69.9,58.8,41.4,9.022,1.14,36,15,49,C,Moderately Drained
1089,40,32,2024-06-07,2.49,56.1,0.323,69.2,57.0,28.1,30.682,0.96,50,45,5,A,Poorly Drained
1090,308,8,2022-02-01,2.86,20.7,0.374,19.7,30.9,19.0,34.738,2.08,39,31,30,C,Poorly Drained
1091,402,22,2019-10-04,1.89,39.7,0.638,74.4,70.0,44.2,44.863,1.24,62,33,5,D,Poorly Drained
1092,227,37,2022-07-29,2.7,16.1,0.313,54.0,69.1,24.5,7.514,1.8,45,39,16,D,Poorly Drained
1093,333,36,2024-01-09,0.73,25.4,0.397,79.4,50.6,33.8,38.772,2.12,66,5,29,B,Moderately Drained
1094,357,2,2019-04-04,0.26,14.1,0.372,16.4,75.6,43.0,35.794,1.37,61,34,5,C,Poorly Drained
1095,335,8,2019-12-18,1.17,16.7,0.294,54.8,45.5,41.7,39.666,1.01,23,40,37,D,Well Drained
1096,493,34,2018-09-03,1.76,34.9,0.329,45.9,59.5,42.1,42.114,1.19,25,58,17,C,Well Drained
1097,446,57,2018-03-03,1.96,22.0,0.667,73.2,75.9,23.4,12.248,1.94,32,21,47,D,Well Drained
1098,298,41,2019-08-21,0.85,40.2,0.105,23.0,68.2,43.0,25.417,1.81,64,28,8,A,Poorly Drained
1099,98,27,2023-02-07,0.53,41.5,0.332,52.3,50.3,27.9,1.178,2.07,8,35,57,C,Well Drained
1100,340,31,2022-01-29,1.97,10.4,0.178,12.0,60.9,25.2,20.399,1.13,55,40,5,D,Moderately Drained
1101,299,45,2018-10-21,2.85,25.6,0.912,21.5,44.5,22.6,13.009,1.96,26,20,54,D,Moderately Drained
1102,297,55,2021-09-05,2.42,18.4,0.956,27.6,17.7,24.0,21.397,1.71,45,33,22,A,Moderately Drained
1103,141,24,2024-10-30,1.05,38.0,0.523,61.2,79.8,35.3,48.798,2.14,11,46,43,A,Moderately Drained
1104,222,50,2023-12-02,1.21,44.1,0.46,33.7,31.1,40.3,37.656,1.71,35,37,28,A,Moderately Drained
1105,460,49,2018-01-29,1.53,34.2,0.289,46.0,52.8,22.8,27.672,1.94,30,10,60,D,Moderately Drained
1106,462,13,2024-05-14,2.0,24.4,0.952,16.6,38.7,44.5,21.025,0.92,9,5,86,D,Moderately Drained
1107,210,17,2021-05-04,1.25,51.9,0.136,33.9,40.1,28.1,20.307,1.36,52,28,20,A,Moderately Drained
1108,265,14,2020-08-21,1.17,50.2,0.763,56.6,37.4,27.1,13.649,2.18,54,28,18,B,Well Drained
1109,107,47,2022-12-03,0.98,59.1,0.39,38.3,59.1,30.6,40.792,1.91,19,36,45,B,Moderately Drained
1110,76,7,2023-03-30,2.66,13.1,0.182,21.4,21.7,18.8,24.181,2.02,6,16,78,C,Poorly Drained
1111,111,24,2023-11-18,1.31,58.9,0.966,41.3,45.3,40.0,12.879,1.45,55,44,1,D,Poorly Drained
1112,9,21,2024-02-24,0.11,25.1,0.702,61.3,47.7,25.4,21.391,2.19,43,22,35,B,Well Drained
1113,50,58,2020-07-04,1.65,7.1,0.692,18.7,23.9,42.1,31.079,2.05,50,50,0,A,Poorly Drained
1114,210,17,2024-05-28,2.12,44.3,0.731,28.2,37.9,39.7,22.844,1.57,28,48,24,A,Poorly Drained
1115,213,8,2020-12-15,1.16,40.5,0.526,28.4,59.4,43.7,20.825,2.04,45,34,21,A,Well Drained
1116,249,34,2024-09-16,2.21,31.7,0.393,19.2,11.0,38.1,24.186,1.47,54,38,8,A,Moderately Drained
1117,107,47,2023-07-05,2.2,31.7,0.348,44.3,76.9,32.6,1.002,1.28,33,58,9,C,Poorly Drained
1118,348,34,2023-05-28,0.4,28.0,0.8,53.0,2.8,36.2,33.864,2.06,71,24,5,A,Well Drained
1119,480,56,2021-12-18,0.21,29.5,0.712,19.6,35.3,41.8,32.957,1.2,40,60,0,C,Poorly Drained
1120,352,17,2018-03-28,0.75,18.6,0.217,21.2,66.1,40.3,1.271,2.06,14,50,36,B,Poorly Drained
1121,195,6,2024-05-22,0.83,26.9,0.583,75.2,56.8,22.9,31.905,2.08,53,26,21,B,Poorly Drained
1122,342,3,2021-10-04,2.52,5.8,0.911,48.8,59.2,21.1,33.188,1.14,47,48,5,C,Well Drained
1123,362,55,2020-12-14,2.7,17.5,0.105,71.9,41.0,40.5,12.319,2.09,62,14,24,A,Poorly Drained
1124,282,32,2020-12-22,1.82,10.8,0.832,60.9,24.6,45.0,5.311,1.75,67,28,5,D,Moderately Drained
1125,142,53,2024-06-08,0.76,37.9,0.733,27.9,64.0,20.5,30.449,0.88,43,49,8,C,Poorly Drained
1126,129,49,2022-03-30,2.82,8.2,0.651,38.1,3.2,22.7,9.884,1.11,59,36,5,A,Well Drained
1127,281,58,2018-02-08,1.52,44.2,0.815,76.6,34.6,15.9,33.157,0.9,55,29,16,B,Moderately Drained
1128,477,40,2023-05-30,1.42,18.8,0.793,68.0,51.5,20.1,28.077,1.61,33,38,29,B,Moderately Drained
1129,391,33,2020-03-07,2.4,51.5,0.507,47.3,43.5,28.9,46.155,1.21,53,42,5,C,Well Drained
1130,9,21,2018-01-25,2.57,58.0,0.9,62.4,72.1,22.7,22.323,1.95,34,56,10,B,Well Drained
1131,98,27,2023-07-06,0.62,42.7,0.407,63.5,27.0,18.8,22.953,0.85,25,49,26,D,Moderately Drained
1132,499,9,2020-02-13,0.78,54.5,0.503,60.6,14.3,33.9,2.422,1.96,28,40,32,C,Poorly Drained
1133,397,54,2023-03-14,2.13,9.0,0.34,17.3,53.1,19.3,33.026,1.63,18,14,68,D,Moderately Drained
1134,261,20,2024-11-18,0.62,5.9,0.551,27.0,26.7,44.5,15.044,1.71,12,15,73,B,Poorly Drained
1135,293,43,2018-01-16,2.25,35.0,0.248,11.8,8.8,31.3,24.93,0.97,79,12,9,C,Moderately Drained
1136,494,56,2021-10-19,1.19,18.5,0.339,52.1,16.8,24.5,23.445,1.4,50,13,37,C,Poorly Drained
1137,292,43,2018-07-27,2.81,38.7,0.142,12.2,33.3,29.2,18.226,1.27,76,12,12,B,Poorly Drained
1138,208,34,2021-02-06,1.91,51.4,0.731,26.3,78.3,42.7,26.222,1.97,45,51,4,D,Poorly Drained
1139,283,10,2022-08-23,1.51,14.3,0.361,49.2,39.2,23.4,0.362,1.32,28,59,13,C,Well Drained
1140,484,10,2019-03-24,0.93,58.0,0.546,27.3,0.8,41.0,25.914,1.82,19,46,35,C,Moderately Drained
1141,231,52,2022-10-09,2.97,9.4,0.452,19.8,2.5,38.2,6.079,1.15,33,49,18,B,Poorly Drained
1142,72,18,2022-08-26,0.35,59.3,0.327,53.6,22.6,16.5,24.004,1.09,61,21,18,C,Poorly Drained
1143,128,44,2023-05-25,0.67,29.2,0.925,70.6,71.9,23.4,16.146,2.05,45,17,38,C,Poorly Drained
1144,273,23,2019-01-03,2.3,31.7,0.906,39.1,70.3,26.9,28.806,1.51,51,12,37,B,Moderately Drained
1145,397,54,2024-06-19,2.7,16.6,0.903,78.5,63.5,34.3,23.318,1.72,69,26,5,A,Poorly Drained
1146,486,25,2021-01-23,2.64,58.7,0.58,47.9,6.7,40.1,30.396,1.8,71,14,15,B,Well Drained
1147,415,9,2022-09-17,0.97,43.9,0.627,20.6,72.9,43.6,22.222,2.16,45,49,6,D,Moderately Drained
1148,346,34,2019-08-08,1.86,7.3,0.484,73.1,22.8,15.3,11.594,2.15,59,9,32,C,Moderately Drained
1149,416,37,2018-04-07,0.23,33.8,0.148,59.4,64.9,35.9,11.511,1.24,30,26,44,D,Poorly Drained
1150,1,54,2021-01-24,1.19,49.6,0.596,66.7,41.8,33.4,49.343,1.27,22,55,23,A,Poorly Drained
1151,375,28,2021-11-17,2.18,43.2,0.274,14.4,20.3,22.8,8.613,1.1,15,42,43,C,Moderately Drained
1152,124,27,2022-09-12,1.57,51.1,0.25,34.9,4.3,35.5,13.654,1.22,79,16,5,C,Moderately Drained
1153,85,33,2022-09-10,1.54,51.4,0.996,15.7,26.7,35.8,28.21,1.19,26,57,17,D,Well Drained
1154,87,37,2020-07-20,1.55,18.1,0.962,37.3,64.9,36.5,2.501,1.54,70,25,5,A,Poorly Drained
1155,480,56,2021-05-08,1.29,52.8,0.586,47.1,24.6,34.8,36.99,1.34,6,36,58,B,Poorly Drained
1156,194,8,2021-06-02,1.09,43.7,0.216,68.0,37.9,35.7,4.094,1.23,11,12,77,D,Well Drained
1157,356,42,2022-02-13,0.12,23.8,0.17,39.8,19.9,42.2,36.734,1.28,43,14,43,A,Well Drained
1158,423,20,2019-09-16,2.82,56.1,0.383,78.2,11.7,33.6,17.974,1.61,37,48,15,C,Moderately Drained
1159,243,37,2022-07-29,0.58,19.4,0.316,75.1,79.1,28.2,41.677,1.05,57,38,5,C,Poorly Drained
1160,400,48,2023-12-12,0.58,6.4,0.359,44.9,40.8,38.7,30.078,2.06,25,28,47,A,Well Drained
1161,220,47,2021-10-17,1.08,19.0,0.6,38.5,2.8,39.3,31.321,1.49,65,21,14,C,Moderately Drained
1162,117,50,2020-09-16,0.88,13.0,0.689,34.6,1.3,33.2,16.631,1.13,7,56,37,A,Moderately Drained
1163,470,7,2020-07-09,1.75,44.6,0.324,11.5,10.1,25.0,39.306,1.05,14,51,35,C,Moderately Drained
1164,423,20,2021-08-04,2.19,12.7,0.718,39.9,20.0,22.8,1.281,1.02,75,10,15,D,Well Drained
1165,28,54,2020-06-29,2.85,13.0,0.967,68.4,17.8,26.9,48.084,2.18,17,58,25,A,Poorly Drained
1166,189,17,2018-01-31,0.24,40.7,0.52,71.5,55.7,25.6,6.796,1.22,71,13,16,D,Well Drained
1167,30,26,2019-09-30,1.58,20.3,0.999,59.7,71.7,34.6,47.156,1.65,64,25,11,D,Poorly Drained
1168,376,55,2024-12-04,2.05,26.0,0.477,77.4,52.0,35.5,9.562,1.95,25,23,52,C,Well Drained
1169,23,48,2021-12-04,0.32,33.0,0.373,56.8,45.9,25.2,14.823,1.2,12,36,52,C,Poorly Drained
1170,145,47,2024-04-09,1.43,45.5,0.961,58.4,21.7,24.1,35.763,0.9,80,15,5,C,Moderately Drained
1171,197,62,2020-07-08,1.55,34.5,0.528,24.6,14.0,43.9,30.994,1.73,32,7,61,A,Well Drained
1172,352,17,2021-05-04,0.23,5.1,0.442,60.5,30.1,34.4,26.374,1.57,51,38,11,C,Moderately Drained
1173,205,21,2024-08-08,2.2,31.3,0.407,17.0,16.2,16.5,39.748,1.99,16,25,59,D,Poorly Drained
1174,421,51,2019-07-21,0.24,33.0,0.913,18.5,64.4,22.4,14.426,1.92,18,47,35,B,Well Drained
1175,309,40,2024-10-04,0.46,6.4,0.853,52.8,2.8,24.0,12.214,1.23,12,50,38,A,Well Drained
1176,188,26,2020-10-26,0.29,52.6,0.315,19.9,4.3,43.1,12.971,2.08,63,32,5,C,Poorly Drained
1177,170,32,2022-06-27,0.52,28.5,0.598,29.6,43.8,18.5,28.522,1.63,68,26,6,B,Poorly Drained
1178,230,59,2020-06-27,2.35,8.7,0.194,65.4,56.0,42.0,36.885,2.14,34,24,42,A,Moderately Drained
1179,46,15,2018-10-02,0.7,14.3,0.662,27.7,22.8,27.2,37.046,1.55,40,26,34,C,Well Drained
1180,141,24,2020-07-29,1.78,50.8,0.904,10.1,39.6,21.6,7.34,2.13,19,17,64,A,Poorly Drained
1181,397,54,2020-02-28,1.39,31.7,0.151,25.0,62.9,29.3,36.968,1.59,75,20,5,D,Poorly Drained
1182,208,34,2019-07-22,0.16,40.4,0.78,37.6,43.8,39.4,40.096,1.47,56,30,14,C,Well Drained
1183,197,62,2021-02-20,1.32,5.1,0.713,73.0,15.1,31.4,3.393,0.94,43,32,25,D,Moderately Drained
1184,59,29,2024-08-20,0.52,49.2,0.548,41.1,44.6,15.4,10.902,1.1,33,52,15,D,Well Drained
1185,172,39,2024-04-18,1.52,6.7,0.49,40.7,23.0,36.6,4.803,2.12,29,6,65,C,Moderately Drained
1186,174,33,2022-01-03,1.99,30.8,0.591,67.8,54.0,27.1,48.485,1.82,22,31,47,D,Well Drained
1187,251,21,2022-11-22,0.99,44.3,0.551,65.5,41.2,20.7,0.683,1.17,71,27,2,C,Poorly Drained
1188,199,1,2021-02-11,0.3,48.3,0.13,61.6,63.1,16.2,43.347,0.96,24,16,60,C,Poorly Drained
1189,442,7,2023-07-24,0.41,55.1,0.761,44.4,37.6,22.8,31.227,1.88,34,7,59,D,Poorly Drained
1190,398,46,2023-10-09,1.86,47.9,0.691,79.0,54.8,44.3,37.098,1.37,41,50,9,D,Well Drained
1191,481,6,2021-10-13,1.1,6.7,0.949,30.1,64.6,44.5,11.507,1.75,27,13,60,A,Poorly Drained
1192,47,61,2022-02-05,2.59,23.6,0.783,35.5,18.6,41.7,18.616,1.16,36,6,58,B,Poorly Drained
1193,414,36,2018-09-20,0.53,14.6,0.464,54.3,16.0,16.0,48.892,1.7,41,43,16,C,Well Drained
1194,23,48,2018-08-11,0.29,37.6,0.401,24.4,34.9,27.6,48.688,1.93,26,23,51,B,Poorly Drained
1195,444,1,2019-12-14,1.94,40.9,0.629,57.7,24.4,40.3,19.346,2.06,48,45,7,C,Well Drained
1196,201,13,2019-05-12,2.09,46.1,0.843,70.9,38.8,31.2,13.994,0.88,21,19,60,A,Moderately Drained
1197,212,16,2019-06-13,2.27,53.0,0.118,18.5,18.0,31.5,20.553,1.41,68,27,5,B,Moderately Drained
1198,38,62,2023-04-20,1.41,55.8,0.429,15.5,10.9,20.7,30.767,1.83,33,37,30,D,Poorly Drained
1199,58,19,2023-01-18,2.63,49.9,0.283,65.4,78.4,27.8,40.642,2.14,32,41,27,D,Poorly Drained
1200,471,58,2020-05-03,1.75,51.5,0.861,66.5,7.8,32.3,3.418,2.13,77,17,6,B,Poorly Drained
1201,145,47,2023-11-06,0.88,56.0,0.211,59.8,48.9,18.1,4.579,1.18,33,11,56,C,Moderately Drained
1202,53,12,2019-06-23,1.91,35.1,0.474,64.6,50.0,32.0,1.274,1.86,41,12,47,C,Moderately Drained
1203,282,32,2019-06-16,1.41,54.0,0.189,11.1,61.6,21.9,5.164,0.82,53,42,5,C,Moderately Drained
1204,343,43,2024-03-05,2.37,14.6,0.614,22.0,25.4,18.2,20.116,1.72,43,52,5,C,Moderately Drained
1205,344,53,2021-06-17,0.19,16.1,0.209,73.3,65.6,28.1,35.151,0.84,64,31,5,B,Well Drained
1206,176,21,2023-11-10,0.63,46.0,0.795,41.1,15.1,40.7,8.882,2.02,58,37,5,B,Moderately Drained
1207,102,34,2024-09-21,1.0,51.2,0.205,29.4,50.1,36.7,30.182,0.86,19,47,34,D,Moderately Drained
1208,306,45,2021-07-09,1.92,49.3,0.98,47.9,28.3,36.5,18.716,1.56,23,34,43,C,Poorly Drained
1209,64,11,2023-03-26,2.32,55.6,0.258,71.1,14.3,17.1,32.468,1.06,79,18,3,B,Poorly Drained
1210,197,62,2023-10-30,2.17,46.4,0.642,43.0,27.1,41.9,47.349,1.55,71,11,18,D,Well Drained
1211,37,17,2024-03-13,1.29,27.6,0.729,67.2,39.9,43.0,32.771,2.15,31,39,30,D,Well Drained
1212,226,5,2023-02-07,2.77,23.0,0.355,35.6,36.5,32.0,6.963,1.24,71,18,11,D,Poorly Drained
1213,70,32,2018-09-08,1.87,49.8,0.243,67.9,36.0,20.3,40.223,2.12,30,48,22,D,Moderately Drained
1214,353,3,2023-05-19,0.88,5.5,0.31,36.5,72.4,31.6,6.91,1.27,24,18,58,C,Well Drained
1215,129,49,2018-05-08,2.92,59.0,0.179,12.4,29.1,43.1,32.94,0.85,19,5,76,C,Well Drained
1216,484,10,2018-04-17,0.4,59.6,0.223,52.7,10.3,41.3,7.087,1.62,28,45,27,C,Poorly Drained
1217,390,28,2021-01-23,2.64,9.8,0.431,63.1,14.4,30.1,26.204,2.02,6,31,63,D,Well Drained
1218,160,34,2018-03-28,1.62,26.8,0.904,20.0,53.7,32.2,40.7,1.67,15,55,30,D,Moderately Drained
1219,456,7,2022-03-22,0.79,23.8,0.771,59.9,58.1,16.2,44.557,1.63,27,56,17,B,Well Drained
1220,409,6,2018-04-11,2.42,12.2,0.672,10.4,37.0,34.3,44.574,1.84,19,41,40,B,Well Drained
1221,115,9,2021-11-25,2.17,13.4,0.905,66.7,29.8,26.6,23.252,2.07,68,27,5,A,Moderately Drained
1222,403,60,2018-03-03,0.23,15.7,0.324,46.1,61.6,41.1,31.49,1.78,58,37,5,A,Moderately Drained
1223,238,31,2018-09-29,2.82,25.9,0.415,61.4,29.6,21.4,20.718,1.62,22,56,22,C,Well Drained
1224,421,51,2022-10-28,2.41,15.8,0.636,28.3,14.9,34.1,49.331,1.87,29,12,59,B,Poorly Drained
1225,294,22,2023-01-06,2.04,39.2,0.642,77.5,32.4,44.0,40.863,1.69,29,60,11,B,Moderately Drained
1226,280,10,2023-06-09,0.22,5.9,0.878,40.4,56.5,39.4,6.949,1.68,43,42,15,B,Well Drained
1227,192,15,2019-07-25,1.99,45.9,0.502,60.9,32.7,29.3,34.145,2.08,19,56,25,D,Poorly Drained
1228,336,47,2022-03-23,2.44,57.9,0.979,17.5,54.5,17.4,7.253,1.66,22,15,63,B,Poorly Drained
1229,120,14,2021-01-16,1.37,15.8,0.817,69.8,14.9,20.9,10.325,1.13,30,43,27,B,Poorly Drained
1230,326,3,2019-06-24,0.78,23.8,0.596,67.2,63.4,34.2,44.045,0.88,67,11,22,B,Moderately Drained
